component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,SETP0_181425,FLW0_181425,ANLT0_181425,SETP0_453024,FLW0_453024,ANLT0_453024,SETP0_183624,FLW0_183624,ANLT0_183624,SETP0_543024,FLW0_543024,ANLT0_543024,SETP0_094324,FLW0_094324,ANLT0_094324,T0_183225,H0_183225,bVOC_274625,GASR0_274625,H0_274625,T0_274625,P0_274625
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22,afe24904-dd20-4a91-963d-dcdbae1125c8,1297.4151611328125,501920.46875,202311.703125,8185.07421875,7162.25048828125,26129.5703125,186953.375,184740.140625,240278.0,73579.796875,137908.09375,18693.65625,275384.90625,5805.69384765625,20471.13671875,37712.62890625,260541.9375,54036.92578125,195739.953125,22153.978515625,6917.13671875,13437.828125,32518.875,46004.4609375,2986485.0,376866.46875,826079.375,3725022.5,10800979,5669.408203125,67550.6640625,112985536,45148808,21400.65625,87210.9609375,199785.9375,665719.0625,4455.2294921875,2965617.75,1147890.375,64034.77734375,501492.84375,21796.1640625,837839.375,753.0765380859375,506013.0625,450799.8125,244642.828125,1009034.1875,70980.0625,78229.953125,17637.85546875,4764.578125,280124.625,15309.365234375,148681.90625,39112.828125,410178.46875,1101806.375,58900.76171875,7299.06103515625,124969.2890625,13685.572265625,620761.625,5129,34.131874084472656,35.743595123291016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,207192691,24484,0,36.67333221435547,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-14RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 24, 'TrialName': '14rh', 'identifier': 'cOR84', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-19 03:18:18.749,"{'cid': 'c092b03d-2f33-4ea1-9246-d603e9540344', 'uuid': 'e6358a9e-6c28-43f1-af3b-1c2960a2dc5a', 'annotationId': 'c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768792698404, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-19T03:18:18.638Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3800.0,3802.48,24020116.0,200.0,200.24,22340093.0,270.0,269.49,22040109.0,1130.0,1128.48,22450138.0,1600.0,1596.56,21470060.0,30.03,49.71,0.0,288694.66,37.84,32.84,1008.49
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22,afe24904-dd20-4a91-963d-dcdbae1125c8,1298.667236328125,502023.59375,202285.4375,8184.16943359375,7162.06005859375,26131.0546875,186812.140625,184760.171875,240114.6875,73529.140625,137866.953125,18693.970703125,276253.9375,5784.26416015625,20469.677734375,37710.71875,260460.96875,54044.0078125,195902.140625,22089.025390625,6916.517578125,13442.998046875,32515.744140625,46000.71484375,2985936.0,376374.90625,826846.3125,3724809.25,10818310,5668.85791015625,67987.9765625,113399088,44893436,21403.373046875,87188.9375,199777.34375,665609.9375,4453.44287109375,2966067.75,1146701.0,64034.03125,501418.0625,21795.060546875,838241.6875,751.8340454101562,506444.96875,451667.78125,244627.234375,1010230.0625,70954.2578125,78234.8359375,17641.689453125,4766.36279296875,280252.78125,15305.52734375,146063.875,39112.01171875,409945.53125,1101731.375,58896.015625,7298.56298828125,124688.9453125,13684.0166015625,621002.0,5430,34.131874084472656,35.90476608276367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,207192691,24484,0,36.67333221435547,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-14RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 24, 'TrialName': '14rh', 'identifier': 'cOR84', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-19 03:18:19.049,"{'cid': 'c092b03d-2f33-4ea1-9246-d603e9540344', 'uuid': 'e6358a9e-6c28-43f1-af3b-1c2960a2dc5a', 'annotationId': 'c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768792698404, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-19T03:18:18.638Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3800.0,3802.48,24020116.0,200.0,200.24,22340093.0,270.0,269.49,22040109.0,1130.0,1128.48,22450138.0,1600.0,1596.56,21470060.0,30.03,49.71,0.0,288694.66,37.84,32.84,1008.49
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22,afe24904-dd20-4a91-963d-dcdbae1125c8,1298.0665283203125,501746.5,202301.28125,8184.05224609375,7162.39697265625,26131.037109375,186791.5,184729.3125,240147.703125,73584.3125,137835.046875,18692.89453125,275773.65625,5782.12744140625,20467.884765625,37706.37109375,260184.546875,54031.8671875,195749.828125,22101.6640625,6916.90673828125,13436.9912109375,32515.95703125,45991.30859375,2980293.0,372904.65625,825967.3125,3723296.5,10819566,5669.89892578125,68255.7578125,113176976,44608136,21399.216796875,87163.0625,199854.796875,665542.5625,4454.72998046875,2963364.75,1146498.375,64035.98828125,501450.3125,21799.833984375,838546.0,752.3362426757812,506583.78125,451287.3125,244640.109375,1012198.3125,70952.609375,78252.4453125,17642.0859375,4763.1796875,281072.4375,15315.3828125,147955.171875,39119.76953125,410308.28125,1102235.875,58906.4296875,7298.07568359375,124840.859375,13688.3818359375,620763.9375,5732,33.970699310302734,35.824180603027344,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,207192691,24484,0,36.67333221435547,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-14RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 24, 'TrialName': '14rh', 'identifier': 'cOR84', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-19 03:18:19.353,"{'cid': 'c092b03d-2f33-4ea1-9246-d603e9540344', 'uuid': 'e6358a9e-6c28-43f1-af3b-1c2960a2dc5a', 'annotationId': 'c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768792698404, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-19T03:18:18.638Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3800.0,3802.36,24020116.0,200.0,200.21,22340093.0,270.0,269.51,22040109.0,1130.0,1128.5,22450138.0,1600.0,1596.6,21470060.0,30.03,49.71,0.0,288694.66,37.84,32.84,1008.49
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22,afe24904-dd20-4a91-963d-dcdbae1125c8,1298.591552734375,501508.9375,202302.078125,8183.9404296875,7161.84375,26133.15234375,186684.78125,184721.171875,240162.15625,73510.375,137805.546875,18692.84375,276725.1875,5778.72265625,20468.224609375,37698.390625,260083.53125,54021.890625,196328.9375,22113.865234375,6916.265625,13435.392578125,32511.966796875,45991.67578125,2975042.25,371926.59375,821881.5625,3720649.0,10828170,5668.7294921875,69348.734375,112752272,44361888,21402.564453125,87203.8671875,199871.140625,665528.6875,4453.69287109375,2963311.25,1144530.0,64033.55078125,501656.0,21795.890625,838756.25,752.8433227539062,506476.78125,451686.53125,244658.375,1013738.0625,70969.671875,78228.171875,17638.09765625,4781.60986328125,281340.4375,15313.2626953125,148289.234375,39116.00390625,410703.125,1102763.0,58927.1796875,7299.35693359375,124881.9609375,13688.388671875,620838.5,6032,34.131874084472656,35.743595123291016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,207192691,24484,0,36.67333221435547,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-14RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 24, 'TrialName': '14rh', 'identifier': 'cOR84', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-19 03:18:19.650,"{'cid': 'c092b03d-2f33-4ea1-9246-d603e9540344', 'uuid': 'e6358a9e-6c28-43f1-af3b-1c2960a2dc5a', 'annotationId': 'c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768792698404, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-19T03:18:18.638Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3800.0,3800.59,24020116.0,200.0,199.69,22340093.0,270.0,269.76,22040109.0,1130.0,1128.87,22450138.0,1600.0,1597.68,21470060.0,30.03,49.71,0.0,288694.66,37.84,32.84,1008.49
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22,afe24904-dd20-4a91-963d-dcdbae1125c8,1297.6656494140625,501545.84375,202259.375,8184.017578125,7161.95361328125,26130.60546875,186618.546875,184712.625,239956.21875,73601.5234375,137784.5,18691.599609375,275649.15625,5774.69482421875,20470.984375,37700.00390625,260148.640625,54018.5703125,196270.484375,22181.09765625,6917.0009765625,13462.447265625,32508.853515625,45990.62890625,2970138.5,372661.0,821568.5625,3718604.5,10809225,5669.353515625,67595.734375,111949728,44198132,21402.037109375,87202.5703125,199887.890625,665659.9375,4452.58056640625,2960802.0,1146954.0,64036.91015625,501553.96875,21797.072265625,838600.5,753.0806884765625,506685.125,451184.09375,244675.34375,1014416.4375,70968.2734375,78259.2265625,17641.671875,4770.1171875,281648.3125,15374.0068359375,147170.796875,39118.9921875,410826.90625,1103782.875,58918.51171875,7299.27880859375,124975.9453125,13681.0234375,622044.6875,6333,34.131874084472656,35.824180603027344,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,207192691,24484,0,36.67333221435547,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-14RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 24, 'TrialName': '14rh', 'identifier': 'cOR84', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-19 03:18:19.949,"{'cid': 'c092b03d-2f33-4ea1-9246-d603e9540344', 'uuid': 'e6358a9e-6c28-43f1-af3b-1c2960a2dc5a', 'annotationId': 'c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768792698404, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-19T03:18:18.638Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3800.0,3798.82,24020116.0,200.0,199.17,22340093.0,270.0,270.02,22040109.0,1130.0,1129.25,22450138.0,1600.0,1598.77,21470060.0,30.03,49.72,0.0,288558.37,37.84,32.84,1008.49
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22,afe24904-dd20-4a91-963d-dcdbae1125c8,1297.6065673828125,501291.5,202225.953125,8184.15771484375,7161.6376953125,26127.4375,186627.90625,184664.421875,239830.328125,73665.921875,137781.625,18693.37890625,274818.03125,5802.794921875,20471.392578125,37694.58984375,260020.34375,54016.24609375,196231.40625,22108.2734375,6917.408203125,13461.3349609375,32512.16796875,45998.35546875,2966967.0,375589.71875,819755.5,3716742.0,10787952,5669.0986328125,69166.4609375,111034352,44118584,21403.029296875,87206.3671875,199962.34375,666008.9375,4453.3642578125,2962134.25,1146616.875,64031.85546875,501060.15625,21799.49609375,839082.75,751.6906127929688,506196.9375,451177.5625,244596.296875,1015005.25,70986.7734375,78287.9609375,17636.125,4777.93701171875,281042.5625,15307.3310546875,148171.984375,39120.609375,410965.5,1104945.25,58914.45703125,7299.15625,124878.0859375,13680.2890625,622387.3125,6634,34.131874084472656,35.824180603027344,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,207192691,24484,0,36.67333221435547,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-14RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 24, 'TrialName': '14rh', 'identifier': 'cOR84', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-19 03:18:20.251,"{'cid': 'c092b03d-2f33-4ea1-9246-d603e9540344', 'uuid': 'e6358a9e-6c28-43f1-af3b-1c2960a2dc5a', 'annotationId': 'c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768792698404, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-19T03:18:18.638Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3800.0,3797.02,24020116.0,200.0,198.64,22340093.0,270.0,270.28,22040109.0,1130.0,1129.64,22450138.0,1600.0,1599.88,21470060.0,30.03,49.73,0.0,288304.3,37.83,32.84,1008.49
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22,afe24904-dd20-4a91-963d-dcdbae1125c8,1297.8924560546875,501199.46875,202160.0,8184.43310546875,7161.96142578125,26128.51953125,186718.265625,184617.203125,239747.328125,73669.453125,137756.6875,18692.791015625,275002.78125,5787.33544921875,20470.03515625,37692.85546875,260448.5,54028.37890625,196282.640625,22102.41796875,6916.974609375,13440.73046875,32515.279296875,46003.359375,2965066.75,373282.15625,820068.0,3714339.5,10764222,5669.9248046875,68880.3828125,110052040,44147872,21403.875,87217.078125,199980.671875,666274.125,4453.0,2964190.0,1148291.25,64018.13671875,500669.53125,21795.6328125,838743.25,752.3821411132812,505973.46875,451126.65625,244569.59375,1015516.625,70971.3125,78258.125,17635.45703125,4778.0830078125,281543.0625,15333.533203125,148360.4375,39120.06640625,410922.5625,1105989.75,58913.5703125,7299.53173828125,124811.421875,13676.6220703125,623384.25,6935,34.05128479003906,35.743595123291016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,207192691,24484,0,36.67333221435547,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-14RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 24, 'TrialName': '14rh', 'identifier': 'cOR84', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-19 03:18:20.552,"{'cid': 'c092b03d-2f33-4ea1-9246-d603e9540344', 'uuid': 'e6358a9e-6c28-43f1-af3b-1c2960a2dc5a', 'annotationId': 'c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768792698404, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-19T03:18:18.638Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3800.0,3797.1,24020116.0,200.0,198.73,22340093.0,270.0,270.31,22040109.0,1130.0,1129.42,22450138.0,1600.0,1600.29,21470060.0,30.03,49.73,0.0,288051.07,37.83,32.84,1008.49
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22,afe24904-dd20-4a91-963d-dcdbae1125c8,1297.4580078125,501121.46875,202146.75,8184.13330078125,7161.7158203125,26124.578125,186644.65625,184599.65625,239811.234375,73604.6484375,137713.59375,18693.21484375,274883.03125,5791.0244140625,20469.67578125,37691.55859375,260464.53125,54029.03515625,195731.515625,22112.744140625,6917.041015625,13437.58203125,32511.65234375,46002.18359375,2963353.0,375092.59375,819747.125,3711572.25,10740482,5669.8095703125,70266.8828125,109056216,44273924,21406.126953125,87200.5,199960.875,666380.1875,4453.2392578125,2964826.5,1147773.125,64007.82421875,500598.0625,21795.4140625,838109.8125,751.0999755859375,506059.5625,450535.90625,244497.96875,1015766.25,70918.3046875,78257.84375,17639.396484375,4780.04931640625,281943.09375,15326.3310546875,148765.4375,39117.15625,410908.1875,1106334.5,58913.19921875,7299.52685546875,124820.1953125,13678.681640625,623675.75,7236,34.131874084472656,35.90476608276367,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,207192691,24484,0,36.67333221435547,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-14RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 24, 'TrialName': '14rh', 'identifier': 'cOR84', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-19 03:18:20.853,"{'cid': 'c092b03d-2f33-4ea1-9246-d603e9540344', 'uuid': 'e6358a9e-6c28-43f1-af3b-1c2960a2dc5a', 'annotationId': 'c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768792698404, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-19T03:18:18.638Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3800.0,3797.98,24020116.0,200.0,199.09,22340093.0,270.0,270.23,22040109.0,1130.0,1128.92,22450138.0,1600.0,1600.36,21470060.0,30.03,49.72,0.0,287797.84,37.82,32.84,1008.49
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22,afe24904-dd20-4a91-963d-dcdbae1125c8,1297.2037353515625,500977.3125,202142.453125,8183.94287109375,7161.97119140625,26125.212890625,186554.421875,184608.484375,239591.046875,73534.7890625,137747.015625,18693.181640625,273138.65625,5807.783203125,20468.7890625,37695.296875,260753.4375,54052.69140625,195996.296875,22125.55078125,6917.24560546875,13444.5224609375,32517.541015625,46004.08203125,2961969.0,373630.4375,822237.9375,3709501.0,10740432,5670.1259765625,70714.0234375,108502872,44478516,21407.7734375,87232.0078125,199921.71875,666471.0,4454.87158203125,2969059.25,1147271.375,63998.890625,500370.59375,21795.30859375,837372.4375,751.4801025390625,506373.875,450748.25,244498.203125,1015008.4375,70943.4921875,78221.8828125,17638.060546875,4777.06396484375,281864.65625,15325.5703125,148707.90625,39122.8671875,410919.03125,1106801.5,58909.9453125,7299.1181640625,124926.9609375,13680.8154296875,623913.0,7537,34.05128479003906,35.824180603027344,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,207192691,24484,0,36.67333221435547,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-14RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 24, 'TrialName': '14rh', 'identifier': 'cOR84', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-19 03:18:21.154,"{'cid': 'c092b03d-2f33-4ea1-9246-d603e9540344', 'uuid': 'e6358a9e-6c28-43f1-af3b-1c2960a2dc5a', 'annotationId': 'c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768792698404, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-19T03:18:18.638Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3800.0,3798.86,24020116.0,200.0,199.44,22340093.0,270.0,270.16,22040109.0,1130.0,1128.42,22450138.0,1600.0,1600.43,21470060.0,30.04,49.71,0.0,287677.33,37.82,32.84,1008.46
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22,afe24904-dd20-4a91-963d-dcdbae1125c8,1299.1968994140625,500663.625,202128.203125,8184.1171875,7161.4638671875,26124.40234375,186534.953125,184611.140625,239643.09375,73587.2734375,137834.0625,18694.044921875,275596.03125,5786.4306640625,20468.8359375,37698.75,260791.6875,54032.43359375,195906.359375,22153.97265625,6917.09326171875,13445.6572265625,32520.18359375,46003.30078125,2963056.0,375454.84375,820847.0,3710109.25,10743591,5669.0478515625,69414.4921875,108175624,44733612,21409.849609375,87218.7109375,199930.515625,666535.625,4454.80712890625,2968563.25,1148440.875,63999.63671875,501112.3125,21795.052734375,836539.3125,751.2665405273438,506233.9375,450576.78125,244458.21875,1013862.5,70941.375,78253.6953125,17640.345703125,4781.4736328125,281646.8125,15325.2216796875,149120.40625,39117.29296875,410813.65625,1106833.625,58908.7734375,7299.859375,124906.5625,13682.71484375,624386.25,7838,34.131874084472656,35.824180603027344,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,207192691,24484,0,36.67333221435547,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-14RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 24, 'TrialName': '14rh', 'identifier': 'cOR84', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-19 03:18:21.457,"{'cid': 'c092b03d-2f33-4ea1-9246-d603e9540344', 'uuid': 'e6358a9e-6c28-43f1-af3b-1c2960a2dc5a', 'annotationId': 'c87d68e5-ca80-41dd-8a5e-d9f5ea5a8f22', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768792698404, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-19T03:18:18.638Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3800.0,3799.39,24020116.0,200.0,199.69,22340093.0,270.0,270.09,22040109.0,1130.0,1128.37,22450138.0,1600.0,1600.32,21470060.0,30.04,49.7,0.0,287613.92,37.81,32.84,1008.41
