component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,SETP0_183624,FLW0_183624,ANLT0_183624,SETP0_181425,FLW0_181425,ANLT0_181425,SETP0_453024,FLW0_453024,ANLT0_453024,SETP0_543024,FLW0_543024,ANLT0_543024,SETP0_094324,FLW0_094324,ANLT0_094324,T0_183225,H0_183225,bVOC_274625,GASR0_274625,H0_274625,T0_274625,P0_274625
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,463c441a-b105-4538-93b8-267e3ef0c82a,820d6ab3-9911-43b7-9492-cf7c373fe35e,1355.003662109375,479063.75,197781.84375,8101.32373046875,7119.275390625,25890.8125,182233.53125,173926.984375,232221.96875,68151.0,122271.2890625,18631.201171875,271160.125,6315.4501953125,18840.005859375,36759.58203125,256908.421875,51782.78125,189665.046875,19253.041015625,6892.818359375,13189.1845703125,25553.89453125,45379.79296875,2879683.75,354989.3125,1586247.0,3473696.5,11313878,5503.73095703125,70418.6875,151621328,65038964,20810.9453125,85689.6953125,202357.796875,671675.0,4282.318359375,2796848.5,1129037.0,62581.98046875,482397.59375,20932.490234375,830773.3125,689.1331176757812,415061.25,439159.25,233666.328125,906335.25,69087.34375,77063.390625,17082.17578125,4155.3193359375,273075.8125,14762.236328125,144256.8125,30906.5546875,400069.09375,1094788.375,58442.984375,7275.21728515625,122089.0390625,13593.5048828125,597761.5,5639,33.72894287109375,35.26007461547852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188896124,24484,0,36.7975959777832,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:13:19.034,"{'cid': 'f58ec27f-b117-4ef3-adbc-d75dea5f6c04', 'uuid': '08bde60f-1d23-47ea-a8ac-ae6dcb06ce09', 'annotationId': '463c441a-b105-4538-93b8-267e3ef0c82a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768774398686, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:13:18.917Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,0.04,22040109.0,300.0,298.88,24020116.0,3700.0,3698.16,22340093.0,1400.0,1398.4,22450138.0,1600.0,1598.08,21470060.0,29.64,8.74,0.0,600762.69,8.37,32.21,1010.19
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,463c441a-b105-4538-93b8-267e3ef0c82a,820d6ab3-9911-43b7-9492-cf7c373fe35e,1355.9710693359375,478892.8125,197760.609375,8101.37548828125,7118.99169921875,25890.908203125,182113.890625,173898.15625,232126.78125,68146.546875,122218.921875,18631.203125,268429.0625,6326.56494140625,18840.568359375,36759.66015625,257178.3125,51771.60546875,189723.84375,19250.89453125,6893.07470703125,13187.283203125,25552.517578125,45381.80859375,2875948.75,354750.8125,1581675.25,3472671.25,11313168,5503.1162109375,71756.5,151551888,64646252,20807.544921875,85716.9296875,202331.109375,671671.9375,4280.611328125,2796503.25,1128594.125,62586.58203125,482490.125,20930.404296875,830642.0,688.5355834960938,414948.65625,438984.8125,233620.171875,907376.1875,69103.2734375,77070.53125,17075.8046875,4154.9541015625,273384.59375,14787.21875,144220.078125,30910.3125,400312.4375,1095310.625,58441.375,7275.86279296875,122085.84375,13578.1630859375,597988.1875,5940,33.80952835083008,35.42124938964844,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188896124,24484,0,36.7975959777832,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:13:19.332,"{'cid': 'f58ec27f-b117-4ef3-adbc-d75dea5f6c04', 'uuid': '08bde60f-1d23-47ea-a8ac-ae6dcb06ce09', 'annotationId': '463c441a-b105-4538-93b8-267e3ef0c82a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768774398686, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:13:18.917Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,0.04,22040109.0,300.0,298.88,24020116.0,3700.0,3698.16,22340093.0,1400.0,1398.4,22450138.0,1600.0,1598.08,21470060.0,29.64,8.74,0.0,600762.69,8.37,32.21,1010.19
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,463c441a-b105-4538-93b8-267e3ef0c82a,820d6ab3-9911-43b7-9492-cf7c373fe35e,1356.120361328125,478985.4375,197758.484375,8101.5771484375,7118.181640625,25890.185546875,182148.46875,173897.046875,231983.859375,68111.15625,122217.5625,18631.693359375,269547.09375,6321.24560546875,18841.033203125,36756.69921875,256305.0,51768.93359375,188878.328125,19251.58203125,6893.4013671875,13181.853515625,25553.48046875,45380.078125,2872174.5,355870.40625,1578455.0,3471570.0,11309618,5504.05029296875,70848.4765625,151310896,64309868,20809.66015625,85748.7578125,202343.171875,671696.0625,4282.412109375,2796264.0,1130631.75,62589.72265625,482523.09375,20929.73046875,830689.25,688.157470703125,415259.75,439540.0,233649.5,908238.625,69097.3515625,77072.671875,17081.609375,4164.71337890625,273424.59375,14762.6396484375,144774.078125,30912.90625,400358.09375,1095801.375,58455.2421875,7276.1484375,122034.0625,13590.2197265625,597897.125,6241,33.72894287109375,35.42124938964844,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188896124,24484,0,36.7975959777832,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:13:19.636,"{'cid': 'f58ec27f-b117-4ef3-adbc-d75dea5f6c04', 'uuid': '08bde60f-1d23-47ea-a8ac-ae6dcb06ce09', 'annotationId': '463c441a-b105-4538-93b8-267e3ef0c82a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768774398686, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:13:18.917Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,0.03,22040109.0,300.0,298.94,24020116.0,3700.0,3698.12,22340093.0,1400.0,1398.45,22450138.0,1600.0,1598.1,21470060.0,29.64,8.74,0.0,600762.69,8.37,32.21,1010.19
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,463c441a-b105-4538-93b8-267e3ef0c82a,820d6ab3-9911-43b7-9492-cf7c373fe35e,1356.1856689453125,479006.4375,197735.3125,8101.5830078125,7118.62158203125,25888.138671875,182225.078125,173901.171875,232024.6875,68080.4765625,122232.75,18630.501953125,269174.6875,6306.61669921875,18837.5859375,36752.40234375,256449.3125,51766.7890625,189127.0,19243.421875,6893.189453125,13181.05078125,25555.166015625,45381.96484375,2867993.75,355979.3125,1576034.25,3469542.25,11299225,5503.8583984375,70065.8046875,150440448,64074072,20814.353515625,85754.1953125,202402.46875,671737.875,4281.388671875,2797128.0,1130292.75,62591.70703125,482222.6875,20933.373046875,831308.625,687.9708862304688,415337.9375,439141.03125,233666.4375,908625.5,69124.1484375,77079.234375,17078.380859375,4162.9345703125,272947.375,14824.4111328125,144006.140625,30914.494140625,400522.21875,1096591.5,58456.375,7275.734375,122185.1484375,13590.1787109375,598256.5,6542,33.80952835083008,35.501834869384766,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188896124,24484,0,36.7975959777832,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:13:19.934,"{'cid': 'f58ec27f-b117-4ef3-adbc-d75dea5f6c04', 'uuid': '08bde60f-1d23-47ea-a8ac-ae6dcb06ce09', 'annotationId': '463c441a-b105-4538-93b8-267e3ef0c82a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768774398686, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:13:18.917Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,0.02,22040109.0,300.0,299.53,24020116.0,3700.0,3697.75,22340093.0,1400.0,1399.06,22450138.0,1600.0,1598.48,21470060.0,29.65,8.75,0.0,600762.69,8.37,32.21,1010.19
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,463c441a-b105-4538-93b8-267e3ef0c82a,820d6ab3-9911-43b7-9492-cf7c373fe35e,1356.5225830078125,478809.0625,197696.21875,8101.69970703125,7118.7158203125,25887.748046875,182113.9375,173884.59375,231950.1875,68111.046875,122222.3984375,18631.927734375,270005.5,6293.091796875,18839.470703125,36750.65234375,256092.0,51756.453125,189913.5625,19248.43359375,6892.8896484375,13172.150390625,25554.4609375,45377.41796875,2865719.75,356011.53125,1579147.25,3468074.75,11286252,5503.4990234375,70965.671875,149248960,63943104,20818.908203125,85749.890625,202416.890625,671935.25,4282.2138671875,2797333.25,1129003.75,62590.5859375,482597.34375,20930.263671875,831281.4375,688.5038452148438,415043.84375,438883.3125,233659.84375,908858.125,69144.0546875,77027.90625,17088.583984375,4167.0986328125,272997.71875,14812.5205078125,143906.59375,30918.82421875,400382.53125,1097257.5,58450.12109375,7276.10400390625,122174.59375,13588.6796875,599052.4375,6843,33.890113830566406,35.42124938964844,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188896124,24484,0,36.7975959777832,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:13:20.234,"{'cid': 'f58ec27f-b117-4ef3-adbc-d75dea5f6c04', 'uuid': '08bde60f-1d23-47ea-a8ac-ae6dcb06ce09', 'annotationId': '463c441a-b105-4538-93b8-267e3ef0c82a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768774398686, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:13:18.917Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,0.01,22040109.0,300.0,300.12,24020116.0,3700.0,3697.37,22340093.0,1400.0,1399.68,22450138.0,1600.0,1598.86,21470060.0,29.66,8.76,0.0,600202.7,8.37,32.21,1010.19
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,463c441a-b105-4538-93b8-267e3ef0c82a,820d6ab3-9911-43b7-9492-cf7c373fe35e,1356.3580322265625,478866.5625,197683.984375,8101.47998046875,7118.98046875,25887.125,182195.90625,173835.640625,232239.390625,68144.2734375,122218.4921875,18630.580078125,268509.46875,6314.80224609375,18841.849609375,36754.51171875,256310.875,51769.296875,189643.640625,19257.701171875,6893.0029296875,13185.9638671875,25556.24609375,45385.3359375,2863130.75,354937.59375,1578571.5,3466864.25,11273414,5503.6259765625,71267.8046875,148275792,63857708,20813.947265625,85760.8828125,202447.578125,672046.375,4282.60205078125,2797009.75,1129970.125,62584.3828125,482586.71875,20928.716796875,830371.1875,688.9300537109375,415201.03125,439256.46875,233664.0625,909031.625,69142.40625,77071.375,17082.283203125,4166.7939453125,272873.125,14807.5751953125,143327.9375,30920.77734375,400533.71875,1097621.5,58461.4765625,7275.81201171875,122107.765625,13589.765625,599479.1875,7144,33.72894287109375,35.501834869384766,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188896124,24484,0,36.7975959777832,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:13:20.535,"{'cid': 'f58ec27f-b117-4ef3-adbc-d75dea5f6c04', 'uuid': '08bde60f-1d23-47ea-a8ac-ae6dcb06ce09', 'annotationId': '463c441a-b105-4538-93b8-267e3ef0c82a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768774398686, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:13:18.917Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,0.0,22040109.0,300.0,300.72,24020116.0,3700.0,3696.98,22340093.0,1400.0,1400.3,22450138.0,1600.0,1599.24,21470060.0,29.66,8.76,0.0,599244.98,8.37,32.21,1010.19
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,463c441a-b105-4538-93b8-267e3ef0c82a,820d6ab3-9911-43b7-9492-cf7c373fe35e,1355.900634765625,478672.59375,197658.03125,8101.283203125,7119.02001953125,25885.56640625,182191.4375,173868.6875,232078.078125,68147.609375,122216.7109375,18630.919921875,268786.875,6292.0224609375,18839.20703125,36757.95703125,256507.65625,51763.71484375,189619.65625,19250.205078125,6892.998046875,13184.65625,25556.001953125,45383.10546875,2860844.25,352343.0,1582412.75,3465277.75,11260183,5503.48388671875,70098.78125,147239024,64004756,20817.2109375,85778.03125,202435.09375,672220.125,4282.05517578125,2796998.5,1130069.875,62575.74609375,482594.78125,20929.12890625,830183.9375,687.942626953125,415067.1875,439207.1875,233596.1875,909130.75,69131.2578125,77040.9609375,17088.2734375,4157.0,273105.8125,14827.611328125,143076.46875,30917.427734375,400579.78125,1097918.375,58452.83984375,7276.34765625,122116.9375,13589.8466796875,599262.625,7445,33.72894287109375,35.42124938964844,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188896124,24484,0,36.7975959777832,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:13:20.836,"{'cid': 'f58ec27f-b117-4ef3-adbc-d75dea5f6c04', 'uuid': '08bde60f-1d23-47ea-a8ac-ae6dcb06ce09', 'annotationId': '463c441a-b105-4538-93b8-267e3ef0c82a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768774398686, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:13:18.917Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,0.0,22040109.0,300.0,300.67,24020116.0,3700.0,3696.93,22340093.0,1400.0,1400.19,22450138.0,1600.0,1599.59,21470060.0,29.67,8.77,0.0,598287.27,8.38,32.2,1010.18
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,463c441a-b105-4538-93b8-267e3ef0c82a,820d6ab3-9911-43b7-9492-cf7c373fe35e,1355.157470703125,478679.75,197622.28125,8101.24462890625,7119.20556640625,25886.041015625,182080.5625,173878.53125,231931.140625,68179.1640625,122227.703125,18631.36328125,270628.9375,6309.44189453125,18838.51953125,36756.65234375,256497.953125,51767.70703125,189717.15625,19256.3046875,6893.048828125,13187.419921875,25556.677734375,45387.41796875,2859425.25,349023.65625,1583301.0,3463621.75,11248385,5503.73779296875,71064.671875,146017520,64255964,20815.6328125,85781.1953125,202408.578125,672377.0625,4283.93212890625,2798459.5,1129507.625,62570.63671875,482240.6875,20930.109375,829092.0625,688.1483154296875,414942.78125,439050.71875,233552.484375,908793.0,69103.9296875,77073.984375,17081.916015625,4156.45068359375,272820.75,14795.7646484375,142958.515625,30917.73046875,400488.4375,1098262.875,58447.98046875,7275.71728515625,122165.703125,13596.4716796875,599110.0625,7746,33.72894287109375,35.26007461547852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188896124,24484,0,36.7975959777832,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:13:21.136,"{'cid': 'f58ec27f-b117-4ef3-adbc-d75dea5f6c04', 'uuid': '08bde60f-1d23-47ea-a8ac-ae6dcb06ce09', 'annotationId': '463c441a-b105-4538-93b8-267e3ef0c82a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768774398686, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:13:18.917Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,0.0,22040109.0,300.0,300.39,24020116.0,3700.0,3697.0,22340093.0,1400.0,1399.78,22450138.0,1600.0,1599.93,21470060.0,29.67,8.77,0.0,597332.74,8.38,32.2,1010.18
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,463c441a-b105-4538-93b8-267e3ef0c82a,820d6ab3-9911-43b7-9492-cf7c373fe35e,1354.2318115234375,478415.71875,197633.59375,8101.2724609375,7119.12109375,25885.095703125,182052.75,173886.171875,232012.71875,68099.234375,122244.75,18630.34765625,269834.65625,6303.82763671875,18841.767578125,36760.81640625,256511.0,51776.42578125,189612.40625,19252.22265625,6893.30029296875,13182.3076171875,25558.0625,45387.69921875,2859116.0,353444.59375,1584335.25,3462687.75,11243254,5502.6640625,70426.03125,145453728,64587940,20813.9609375,85759.09375,202366.28125,672342.8125,4280.74169921875,2798026.5,1130030.75,62566.22265625,482172.40625,20927.94921875,828550.25,688.0626831054688,414847.8125,439052.4375,233532.171875,908225.8125,69101.5625,77035.1640625,17084.892578125,4160.83349609375,272785.34375,14821.78125,143106.71875,30919.884765625,400288.59375,1098364.5,58451.5859375,7274.8974609375,122171.0,13593.3564453125,599130.0625,8047,33.72894287109375,35.34066390991211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188896124,24484,0,36.7975959777832,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:13:21.438,"{'cid': 'f58ec27f-b117-4ef3-adbc-d75dea5f6c04', 'uuid': '08bde60f-1d23-47ea-a8ac-ae6dcb06ce09', 'annotationId': '463c441a-b105-4538-93b8-267e3ef0c82a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768774398686, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:13:18.917Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,0.01,22040109.0,300.0,300.1,24020116.0,3700.0,3697.08,22340093.0,1400.0,1399.38,22450138.0,1600.0,1600.26,21470060.0,29.66,8.77,0.0,597185.84,8.38,32.2,1010.14
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,463c441a-b105-4538-93b8-267e3ef0c82a,820d6ab3-9911-43b7-9492-cf7c373fe35e,1354.804443359375,478489.21875,197648.78125,8101.23779296875,7118.73291015625,25885.576171875,182062.96875,173875.125,232079.390625,68190.3515625,122238.0390625,18630.734375,271052.5625,6304.248046875,18841.8515625,36762.23828125,256798.53125,51784.57421875,190024.90625,19252.68359375,6893.09375,13177.904296875,25559.6484375,45385.484375,2859871.5,354748.40625,1583851.5,3462614.5,11240921,5503.064453125,69562.46875,145231344,64970840,20812.8046875,85740.453125,202390.8125,672358.0625,4281.8505859375,2800147.75,1131468.0,62557.046875,482115.28125,20928.234375,827843.625,688.9129638671875,414957.1875,439083.53125,233518.078125,907157.0625,69093.46875,77056.546875,17084.515625,4155.86865234375,272844.0625,14786.1513671875,142769.90625,30916.890625,400150.71875,1098423.75,58447.98828125,7275.55859375,122175.578125,13589.1357421875,598392.9375,8348,33.64835357666016,35.42124938964844,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188896124,24484,0,36.7975959777832,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:13:21.741,"{'cid': 'f58ec27f-b117-4ef3-adbc-d75dea5f6c04', 'uuid': '08bde60f-1d23-47ea-a8ac-ae6dcb06ce09', 'annotationId': '463c441a-b105-4538-93b8-267e3ef0c82a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768774398686, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:13:18.917Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,0.01,22040109.0,300.0,299.96,24020116.0,3700.0,3696.87,22340093.0,1400.0,1399.27,22450138.0,1600.0,1600.3,21470060.0,29.66,8.77,0.0,597322.85,8.39,32.2,1010.09
