component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,T0_183225,H0_183225,SETP0_543024,FLW0_543024,ANLT0_543024,bVOC_274625,GASR0_274625,H0_274625,T0_274625,P0_274625,SETP0_181425,FLW0_181425,ANLT0_181425,SETP0_094324,FLW0_094324,ANLT0_094324,SETP0_183624,FLW0_183624,ANLT0_183624,SETP0_453024,FLW0_453024,ANLT0_453024
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2,70f8b869-20e8-49a8-a612-47b3ecd7d700,1392.200439453125,478618.1875,197691.046875,8106.7294921875,7121.978515625,25895.9375,182256.203125,174062.53125,231975.109375,68092.4296875,122550.984375,18638.916015625,270830.46875,6556.79638671875,18870.45703125,36771.3671875,259036.84375,51802.8125,191106.625,19253.814453125,6895.50146484375,13213.7861328125,25613.6171875,45394.421875,2873792.25,350257.03125,1546982.5,3466377.75,11276016,5506.21630859375,72413.25,146604144,64070960,20821.4609375,85859.390625,202323.90625,672276.75,4284.55419921875,2812584.75,1122278.5,62583.81640625,482748.09375,20945.357421875,827331.3125,689.242919921875,415538.96875,439109.40625,233853.078125,910426.625,69073.0078125,77085.234375,17095.966796875,4169.7060546875,272716.03125,14798.671875,141198.96875,31051.271484375,400441.3125,1099043.625,58492.33203125,7283.9384765625,122213.515625,13575.375,598233.1875,4844,33.64835357666016,35.26007461547852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188444600,24484,0,36.69620895385742,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-3RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 13, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:05:48.062,"{'cid': 'cea561c7-56b9-4fca-a87c-5908704cff7d', 'uuid': '71dbe79a-75e4-499e-bcc3-b92df1f2de4d', 'annotationId': '1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768773947611, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:05:47.851Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.61,8.76,1130.0,1128.96,22450138.0,0.0,596562.75,8.67,32.05,1010.14,300.0,301.2,24020116.0,1600.0,1598.48,21470060.0,270.0,270.18,22040109.0,3700.0,3699.36,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2,70f8b869-20e8-49a8-a612-47b3ecd7d700,1390.5389404296875,478670.84375,197691.28125,8106.77587890625,7121.86572265625,25894.224609375,182201.671875,174064.46875,231672.671875,68071.4453125,122556.1875,18639.919921875,271494.15625,6562.73583984375,18872.2734375,36772.85546875,258508.65625,51813.86328125,191098.171875,19263.28515625,6895.99462890625,13210.439453125,25614.642578125,45399.6015625,2873616.75,350517.1875,1547266.125,3465424.75,11266814,5506.04248046875,70749.84375,145751696,64410300,20824.419921875,85834.703125,202295.65625,672391.0625,4285.21923828125,2812759.0,1123671.625,62589.2109375,482531.4375,20945.9375,827395.75,688.7279663085938,415692.1875,438934.5625,233843.046875,909967.375,69054.734375,77101.84375,17089.8359375,4178.189453125,272647.78125,14790.0869140625,141350.359375,31050.8671875,400283.28125,1099392.5,58498.32421875,7283.63623046875,122096.515625,13598.1689453125,597659.0,5145,33.80952835083008,35.26007461547852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188444600,24484,0,36.69620895385742,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-3RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 13, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:05:48.364,"{'cid': 'cea561c7-56b9-4fca-a87c-5908704cff7d', 'uuid': '71dbe79a-75e4-499e-bcc3-b92df1f2de4d', 'annotationId': '1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768773947611, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:05:47.851Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.61,8.76,1130.0,1128.96,22450138.0,0.0,596562.75,8.67,32.05,1010.14,300.0,301.2,24020116.0,1600.0,1598.48,21470060.0,270.0,270.18,22040109.0,3700.0,3699.36,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2,70f8b869-20e8-49a8-a612-47b3ecd7d700,1392.7835693359375,479611.625,197703.78125,8106.75341796875,7122.02001953125,25893.583984375,182243.96875,174075.15625,231856.109375,68132.7734375,122567.1015625,18640.6796875,271505.625,6575.453125,18875.86328125,36771.94921875,258167.171875,51809.53125,190473.328125,19251.927734375,6896.02490234375,13197.77734375,25615.66796875,45403.90625,2874720.5,353119.03125,1545791.875,3466242.75,11266371,5506.01416015625,70870.265625,145752000,64808460,20823.4921875,85836.4140625,202336.578125,672397.9375,4284.56591796875,2813609.0,1123835.625,62584.65234375,482327.125,20946.591796875,827350.875,689.4080200195312,415661.8125,439130.625,233838.125,908920.4375,69071.9609375,77056.65625,17092.142578125,4172.86767578125,272434.71875,14786.0,141561.0,31050.421875,400427.0625,1099289.125,58494.75390625,7284.2978515625,122165.1875,13592.88671875,597755.625,5446,33.80952835083008,35.34066390991211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188444600,24484,0,36.69620895385742,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-3RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 13, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:05:48.664,"{'cid': 'cea561c7-56b9-4fca-a87c-5908704cff7d', 'uuid': '71dbe79a-75e4-499e-bcc3-b92df1f2de4d', 'annotationId': '1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768773947611, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:05:47.851Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.62,8.76,1130.0,1129.15,22450138.0,0.0,596221.2,8.67,32.05,1010.14,300.0,301.15,24020116.0,1600.0,1598.47,21470060.0,270.0,270.15,22040109.0,3700.0,3699.5,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2,70f8b869-20e8-49a8-a612-47b3ecd7d700,1391.026123046875,479907.21875,197667.21875,8107.2900390625,7121.58447265625,25895.396484375,182235.796875,174093.84375,231715.921875,68084.375,122585.203125,18640.0546875,271885.0,6605.4833984375,18871.5078125,36773.84765625,257928.421875,51825.17578125,190089.125,19258.580078125,6895.8701171875,13194.16015625,25616.720703125,45406.3828125,2878145.25,353539.3125,1543128.375,3468940.5,11271931,5506.4619140625,71649.640625,146119264,65237996,20819.283203125,85839.0546875,202342.84375,672493.4375,4284.19970703125,2811561.0,1123001.125,62585.8203125,482391.65625,20944.576171875,827204.3125,690.4097900390625,415682.1875,439229.625,233842.75,908043.5625,69072.984375,77061.8125,17097.193359375,4175.59130859375,272497.3125,14769.8046875,141183.171875,31050.583984375,400273.59375,1098754.75,58493.9140625,7283.61669921875,122162.6015625,13601.7978515625,597836.6875,5747,33.64835357666016,35.26007461547852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188444600,24484,0,36.69620895385742,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-3RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 13, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:05:48.968,"{'cid': 'cea561c7-56b9-4fca-a87c-5908704cff7d', 'uuid': '71dbe79a-75e4-499e-bcc3-b92df1f2de4d', 'annotationId': '1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768773947611, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:05:47.851Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.62,8.76,1130.0,1129.61,22450138.0,0.0,595403.65,8.68,32.05,1010.13,300.0,301.03,24020116.0,1600.0,1598.45,21470060.0,270.0,270.07,22040109.0,3700.0,3699.88,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2,70f8b869-20e8-49a8-a612-47b3ecd7d700,1392.9288330078125,480207.34375,197699.46875,8106.759765625,7122.1328125,25896.99609375,182233.171875,174087.0625,231665.828125,68123.578125,122598.375,18640.095703125,271518.3125,6577.32861328125,18877.388671875,36773.94921875,258032.875,51818.42578125,190078.15625,19261.466796875,6895.75390625,13207.6005859375,25615.927734375,45408.40234375,2880568.25,351152.59375,1546109.5,3470696.75,11279978,5505.76025390625,70455.84375,146734992,65580632,20820.216796875,85853.234375,202275.34375,672475.4375,4282.876953125,2811781.25,1123474.125,62590.34375,482637.875,20945.751953125,826773.875,689.4376220703125,415519.8125,439132.4375,233816.484375,907257.8125,69089.328125,77045.46875,17094.296875,4177.80859375,272665.875,14775.4521484375,141221.53125,31046.267578125,400280.03125,1097986.625,58486.40234375,7284.353515625,121984.765625,13594.3291015625,597209.75,6048,33.80952835083008,35.42124938964844,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188444600,24484,0,36.69620895385742,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-3RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 13, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:05:49.264,"{'cid': 'cea561c7-56b9-4fca-a87c-5908704cff7d', 'uuid': '71dbe79a-75e4-499e-bcc3-b92df1f2de4d', 'annotationId': '1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768773947611, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:05:47.851Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.63,8.76,1130.0,1130.06,22450138.0,0.0,594607.6,8.68,32.05,1010.11,300.0,300.91,24020116.0,1600.0,1598.42,21470060.0,270.0,269.99,22040109.0,3700.0,3700.24,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2,70f8b869-20e8-49a8-a612-47b3ecd7d700,1393.1298828125,479541.3125,197718.171875,8107.30517578125,7122.0556640625,25898.638671875,182156.671875,174094.390625,231604.171875,68118.1015625,122609.6875,18640.240234375,271452.15625,6569.40771484375,18873.31640625,36778.0078125,258279.78125,51821.25390625,190593.015625,19254.326171875,6895.9541015625,13196.125,25617.671875,45404.44140625,2882583.75,350900.0625,1548697.5,3472207.0,11291722,5506.21533203125,70688.3984375,147703024,65788704,20820.787109375,85842.375,202289.609375,672210.4375,4283.755859375,2807182.75,1123550.375,62590.23046875,483140.125,20944.501953125,826800.75,689.2346801757812,415505.21875,439263.4375,233850.953125,906875.4375,69069.796875,77013.53125,17092.66796875,4175.44189453125,272564.71875,14774.8037109375,140963.5,31045.150390625,400304.9375,1097167.375,58486.4140625,7283.759765625,121975.234375,13596.970703125,596708.5,6349,33.72894287109375,35.34066390991211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188444600,24484,0,36.69620895385742,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-3RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 13, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:05:49.570,"{'cid': 'cea561c7-56b9-4fca-a87c-5908704cff7d', 'uuid': '71dbe79a-75e4-499e-bcc3-b92df1f2de4d', 'annotationId': '1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768773947611, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:05:47.851Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.63,8.76,1130.0,1130.48,22450138.0,0.0,593784.67,8.69,32.05,1010.1,300.0,300.77,24020116.0,1600.0,1598.43,21470060.0,270.0,269.91,22040109.0,3700.0,3700.62,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2,70f8b869-20e8-49a8-a612-47b3ecd7d700,1392.702880859375,479684.25,197755.265625,8106.72265625,7122.60302734375,25901.318359375,182241.875,174129.28125,231494.40625,68098.7265625,122622.0625,18640.08203125,272437.65625,6609.806640625,18873.765625,36783.26953125,258190.46875,51808.08984375,190125.390625,19261.63671875,6895.9140625,13204.8916015625,25617.3046875,45405.09765625,2884693.25,350710.28125,1548287.125,3473354.5,11303719,5505.4267578125,70117.9765625,148963792,65811852,20820.65625,85834.7421875,202240.078125,672059.1875,4284.123046875,2807237.25,1122278.0,62605.28515625,482758.84375,20944.1328125,827819.875,689.2019653320312,415538.40625,439318.40625,233867.234375,906378.375,69093.3828125,77044.2421875,17087.2265625,4176.79248046875,272909.9375,14782.916015625,141439.125,31043.880859375,400146.6875,1096511.125,58489.96484375,7283.4501953125,122077.1875,13594.3515625,596571.625,6650,33.72894287109375,35.34066390991211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188444600,24484,0,36.69620895385742,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-3RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 13, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:05:49.867,"{'cid': 'cea561c7-56b9-4fca-a87c-5908704cff7d', 'uuid': '71dbe79a-75e4-499e-bcc3-b92df1f2de4d', 'annotationId': '1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768773947611, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:05:47.851Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.63,8.77,1130.0,1130.48,22450138.0,0.0,593451.19,8.69,32.05,1010.08,300.0,300.32,24020116.0,1600.0,1598.87,21470060.0,270.0,269.91,22040109.0,3700.0,3700.98,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2,70f8b869-20e8-49a8-a612-47b3ecd7d700,1389.90283203125,479718.71875,197766.4375,8107.66650390625,7122.578125,25902.67578125,182290.0625,174160.609375,231916.953125,68128.6015625,122612.1171875,18639.341796875,272584.6875,6603.74560546875,18874.076171875,36786.0625,258148.625,51790.60546875,189598.53125,19263.375,6895.93017578125,13209.0859375,25615.859375,45399.65234375,2887098.75,349810.375,1549673.25,3474037.75,11313890,5506.400390625,70547.4296875,149877072,65711168,20822.18359375,85851.8515625,202245.734375,671896.625,4283.83837890625,2804446.75,1121504.75,62608.61328125,482848.78125,20943.142578125,828492.0,689.4431762695312,415520.96875,439530.84375,233859.640625,906434.75,69065.1484375,77081.1796875,17089.466796875,4183.29638671875,272720.65625,14781.623046875,141508.640625,31043.994140625,400189.15625,1095985.25,58482.12890625,7283.22998046875,121975.2421875,13594.0888671875,596358.8125,6951,33.80952835083008,35.34066390991211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188444600,24484,0,36.69620895385742,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-3RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 13, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:05:50.167,"{'cid': 'cea561c7-56b9-4fca-a87c-5908704cff7d', 'uuid': '71dbe79a-75e4-499e-bcc3-b92df1f2de4d', 'annotationId': '1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768773947611, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:05:47.851Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.63,8.78,1130.0,1130.48,22450138.0,0.0,593451.19,8.69,32.05,1010.03,300.0,299.87,24020116.0,1600.0,1599.33,21470060.0,270.0,269.92,22040109.0,3700.0,3701.35,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2,70f8b869-20e8-49a8-a612-47b3ecd7d700,1391.6678466796875,479725.65625,197819.1875,8107.64208984375,7123.11328125,25902.93359375,182372.15625,174166.875,232729.21875,68099.609375,122604.7734375,18641.6875,271377.25,6575.05810546875,18874.30078125,36786.21484375,257981.96875,51780.8984375,189651.28125,19259.0625,6895.91455078125,13220.302734375,25615.54296875,45397.27734375,2889703.75,350288.5625,1550667.0,3475282.25,11322964,5507.32080078125,71767.2265625,150657072,65409220,20822.072265625,85846.359375,202232.34375,671730.0,4284.44580078125,2800669.25,1120690.75,62620.8671875,483033.1875,20942.53515625,828217.0,688.94677734375,415531.21875,439745.1875,233877.96875,906909.875,69090.6796875,77062.21875,17082.93359375,4181.27685546875,271662.9375,14782.0849609375,141422.109375,31041.220703125,400098.1875,1095866.625,58483.53515625,7282.896484375,121979.640625,13589.1796875,595818.375,7252,33.80952835083008,35.34066390991211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188444600,24484,0,36.69620895385742,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-3RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 13, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:05:50.466,"{'cid': 'cea561c7-56b9-4fca-a87c-5908704cff7d', 'uuid': '71dbe79a-75e4-499e-bcc3-b92df1f2de4d', 'annotationId': '1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768773947611, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:05:47.851Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.63,8.78,1130.0,1130.48,22450138.0,0.0,593451.19,8.7,32.05,1009.99,300.0,299.42,24020116.0,1600.0,1599.78,21470060.0,270.0,269.92,22040109.0,3700.0,3701.72,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2,70f8b869-20e8-49a8-a612-47b3ecd7d700,1391.3201904296875,479887.0,197791.25,8107.205078125,7122.0771484375,25902.390625,182288.765625,174176.421875,232486.3125,68100.359375,122603.3671875,18642.771484375,270466.84375,6587.80029296875,18875.716796875,36779.16015625,257932.25,51798.09765625,189830.375,19253.498046875,6896.15185546875,13206.2236328125,25612.9140625,45393.828125,2889374.25,350261.0,1556404.625,3476107.5,11331730,5506.01171875,71529.4453125,151330864,65047260,20821.58984375,85816.8984375,202219.4375,671628.625,4283.45849609375,2797659.25,1119484.75,62619.65625,483056.4375,20941.1484375,829113.375,688.4465942382812,415323.96875,440084.78125,233893.515625,907538.375,69090.9765625,77077.21875,17084.521484375,4181.65087890625,271168.5625,14789.0029296875,141186.671875,31044.205078125,399997.4375,1095935.75,58482.96875,7282.8994140625,121864.6015625,13589.9345703125,595968.75,7553,33.72894287109375,35.34066390991211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,188444600,24484,0,36.69620895385742,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-3RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 13, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:05:50.769,"{'cid': 'cea561c7-56b9-4fca-a87c-5908704cff7d', 'uuid': '71dbe79a-75e4-499e-bcc3-b92df1f2de4d', 'annotationId': '1d0fe1cd-e9eb-44f2-9a3a-6e71029716d2', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768773947611, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:05:47.851Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.63,8.77,1130.0,1130.38,22450138.0,0.0,593451.19,8.7,32.05,1009.95,300.0,299.48,24020116.0,1600.0,1599.89,21470060.0,270.0,269.93,22040109.0,3700.0,3702.62,22340093.0
