component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_274625,GASR0_274625,H0_274625,T0_274625,P0_274625,SETP0_183624,FLW0_183624,ANLT0_183624,SETP0_181425,FLW0_181425,ANLT0_181425,SETP0_094324,FLW0_094324,ANLT0_094324,T0_183225,H0_183225,SETP0_453024,FLW0_453024,ANLT0_453024,SETP0_543024,FLW0_543024,ANLT0_543024
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,a64c202b-fff3-4500-aaf8-c55bbc9dd649,820d6ab3-9911-43b7-9492-cf7c373fe35e,1280.20068359375,476103.6875,197377.765625,8087.009765625,7107.9736328125,25864.18359375,181700.203125,173192.765625,231609.796875,68107.9453125,121038.1953125,18603.8359375,269962.0625,5869.34814453125,18713.13671875,36727.109375,254543.734375,51690.046875,186511.84375,19169.291015625,6888.294921875,13144.9423828125,25335.880859375,45323.5,2855393.5,362554.875,1647291.375,3459344.5,11230723,5500.0888671875,69911.8515625,147314752,66216696,20781.587890625,85517.015625,203026.21875,671946.4375,4269.8037109375,2849600.5,1114006.375,62471.92578125,480451.25,20875.359375,820638.3125,688.7018432617188,412309.875,438282.59375,232567.71875,897401.8125,69019.2265625,76898.8125,17077.337890625,4135.30322265625,272188.0625,14783.658203125,141034.75,30444.484375,398842.125,1095380.375,58380.1796875,7244.82275390625,121384.1328125,13516.0205078125,600007.8125,5460,33.970699310302734,35.66300582885742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,191595215,24484,0,37.25394058227539,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 34, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:58:18.823,"{'cid': 'c962a230-9e52-4baa-a9aa-293c73322b84', 'uuid': '91ef9704-8226-4af2-a7ac-8761e3aa01dd', 'annotationId': 'a64c202b-fff3-4500-aaf8-c55bbc9dd649', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768777098473, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:58:18.712Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,608002.42,7.51,32.51,1009.82,0.0,0.0,22040109.0,300.0,299.2,24020116.0,1600.0,1596.48,21470060.0,29.8,8.68,3700.0,3693.2,22340093.0,1400.0,1399.6,22450138.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,a64c202b-fff3-4500-aaf8-c55bbc9dd649,820d6ab3-9911-43b7-9492-cf7c373fe35e,1280.1260986328125,476799.875,197443.96875,8085.900390625,7108.37548828125,25864.9765625,181710.015625,173208.25,231424.546875,68070.984375,121051.6484375,18602.0390625,270081.4375,5866.02685546875,18712.083984375,36726.28515625,254443.09375,51690.6484375,187387.859375,19166.791015625,6888.21240234375,13144.65625,25334.70703125,45326.62890625,2858235.75,362657.28125,1643006.375,3460470.5,11248105,5500.09375,70076.84375,148514176,66185600,20782.416015625,85527.640625,203027.375,671759.875,4268.38818359375,2851830.75,1112270.625,62482.90625,480113.21875,20875.072265625,820713.6875,688.4428100585938,412545.0,438401.03125,232606.390625,897087.75,69029.3515625,76917.78125,17079.7265625,4129.76220703125,272172.53125,14773.8076171875,140411.046875,30445.6328125,398771.28125,1095170.625,58361.53515625,7244.93212890625,121226.09375,13515.0849609375,600062.6875,5761,33.970699310302734,35.582420349121094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,191595215,24484,0,37.25394058227539,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 34, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:58:19.123,"{'cid': 'c962a230-9e52-4baa-a9aa-293c73322b84', 'uuid': '91ef9704-8226-4af2-a7ac-8761e3aa01dd', 'annotationId': 'a64c202b-fff3-4500-aaf8-c55bbc9dd649', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768777098473, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:58:18.712Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,607125.88,7.51,32.51,1009.82,0.0,0.0,22040109.0,300.0,299.2,24020116.0,1600.0,1596.48,21470060.0,29.8,8.68,3700.0,3693.2,22340093.0,1400.0,1399.6,22450138.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,a64c202b-fff3-4500-aaf8-c55bbc9dd649,820d6ab3-9911-43b7-9492-cf7c373fe35e,1280.0048828125,476233.625,197456.640625,8086.24609375,7107.82666015625,25865.125,181870.0625,173232.15625,231822.078125,68069.4140625,121046.0625,18602.822265625,269576.96875,5858.95654296875,18711.146484375,36723.3203125,254467.921875,51688.58203125,187642.1875,19178.609375,6888.10107421875,13145.984375,25334.5703125,45324.171875,2860824.5,362505.28125,1637556.75,3461360.25,11263849,5500.2138671875,70383.5390625,149696736,65977236,20777.6015625,85508.7734375,203051.140625,671645.125,4270.23388671875,2850003.25,1110422.875,62499.88671875,480351.40625,20875.220703125,821712.125,688.5369262695312,412638.125,438389.96875,232638.890625,897298.75,69058.734375,76931.5234375,17080.9375,4131.171875,272669.6875,14780.755859375,140516.828125,30443.4453125,398721.03125,1094926.875,58356.56640625,7244.64404296875,121435.0546875,13518.65625,599058.4375,6062,34.131874084472656,35.66300582885742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,191595215,24484,0,37.25394058227539,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 34, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:58:19.427,"{'cid': 'c962a230-9e52-4baa-a9aa-293c73322b84', 'uuid': '91ef9704-8226-4af2-a7ac-8761e3aa01dd', 'annotationId': 'a64c202b-fff3-4500-aaf8-c55bbc9dd649', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768777098473, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:58:18.712Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,606237.66,7.52,32.51,1009.83,0.0,0.0,22040109.0,300.0,299.22,24020116.0,1600.0,1596.56,21470060.0,29.8,8.68,3700.0,3693.2,22340093.0,1400.0,1399.6,22450138.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,a64c202b-fff3-4500-aaf8-c55bbc9dd649,820d6ab3-9911-43b7-9492-cf7c373fe35e,1280.517333984375,475939.5625,197440.09375,8086.5458984375,7108.21533203125,25865.33984375,181795.171875,173218.828125,231844.640625,68125.078125,121031.6171875,18602.79296875,269776.6875,5881.931640625,18711.322265625,36721.375,254198.984375,51691.60546875,188153.375,19174.62109375,6888.44189453125,13146.1181640625,25333.1484375,45314.33984375,2861248.25,362100.8125,1635896.375,3462510.75,11274745,5500.32958984375,69551.7578125,150422032,65633112,20784.8125,85550.015625,203032.515625,671561.1875,4270.375,2848946.5,1111120.25,62506.5546875,480495.875,20875.0,821798.75,688.5153198242188,412721.59375,438924.59375,232656.8125,897680.3125,69080.5390625,76927.46875,17075.33203125,4130.50830078125,272550.71875,14779.05859375,140447.59375,30443.9296875,399018.125,1094731.875,58363.62109375,7244.77880859375,121730.875,13520.322265625,599331.6875,6363,34.05128479003906,35.501834869384766,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,191595215,24484,0,37.25394058227539,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 34, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:58:19.725,"{'cid': 'c962a230-9e52-4baa-a9aa-293c73322b84', 'uuid': '91ef9704-8226-4af2-a7ac-8761e3aa01dd', 'annotationId': 'a64c202b-fff3-4500-aaf8-c55bbc9dd649', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768777098473, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:58:18.712Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,605366.96,7.52,32.51,1009.83,0.0,0.0,22040109.0,300.0,299.44,24020116.0,1600.0,1597.43,21470060.0,29.8,8.68,3700.0,3693.2,22340093.0,1400.0,1399.6,22450138.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,a64c202b-fff3-4500-aaf8-c55bbc9dd649,820d6ab3-9911-43b7-9492-cf7c373fe35e,1279.420654296875,476477.1875,197448.90625,8086.376953125,7107.8759765625,25863.005859375,181883.65625,173230.84375,231641.953125,68108.78125,121041.6640625,18601.8828125,270809.3125,5875.76904296875,18712.130859375,36724.86328125,254047.46875,51695.2734375,188241.171875,19174.8515625,6888.51318359375,13141.423828125,25330.548828125,45311.70703125,2858404.5,358095.96875,1634704.0,3461396.5,11279180,5500.80712890625,69950.453125,150550608,65197068,20780.38671875,85552.0859375,203018.59375,671534.8125,4269.66162109375,2844747.25,1109013.75,62497.8046875,480568.59375,20876.724609375,822363.6875,689.0969848632812,412782.4375,438498.84375,232669.5625,898581.25,69095.6875,76949.4375,17077.87109375,4131.35888671875,272836.21875,14772.28515625,140198.8125,30445.810546875,398843.53125,1095018.0,58361.83984375,7245.470703125,121351.8125,13524.1162109375,598993.875,6664,33.890113830566406,35.582420349121094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,191595215,24484,0,37.25394058227539,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 34, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:58:20.025,"{'cid': 'c962a230-9e52-4baa-a9aa-293c73322b84', 'uuid': '91ef9704-8226-4af2-a7ac-8761e3aa01dd', 'annotationId': 'a64c202b-fff3-4500-aaf8-c55bbc9dd649', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768777098473, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:58:18.712Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,604351.58,7.52,32.51,1009.83,0.0,0.01,22040109.0,300.0,299.65,24020116.0,1600.0,1598.32,21470060.0,29.79,8.69,3700.0,3693.2,22340093.0,1400.0,1399.6,22450138.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,a64c202b-fff3-4500-aaf8-c55bbc9dd649,820d6ab3-9911-43b7-9492-cf7c373fe35e,1279.4603271484375,476963.46875,197441.453125,8086.3193359375,7106.9345703125,25864.162109375,181824.640625,173238.0625,231531.375,67882.4609375,121020.3203125,18603.037109375,269829.34375,5862.54638671875,18709.1796875,36723.10546875,253902.359375,51685.26953125,188344.03125,19172.2734375,6887.8935546875,13140.3017578125,25331.05859375,45312.4296875,2854405.0,361382.1875,1631778.625,3459715.75,11277136,5499.78125,70492.6796875,150211440,64801680,20778.6875,85541.9140625,203076.203125,671490.0625,4269.69970703125,2846123.5,1110036.25,62494.98828125,480280.21875,20876.130859375,822507.4375,688.8880004882812,412713.53125,438337.90625,232681.65625,899658.8125,69097.390625,76959.7265625,17076.705078125,4132.8583984375,272324.71875,14753.2890625,140437.328125,30447.23046875,399151.5625,1095233.125,58362.78125,7245.61669921875,121422.7109375,13518.4921875,599263.125,6965,33.890113830566406,35.66300582885742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,191595215,24484,0,37.25394058227539,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 34, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:58:20.325,"{'cid': 'c962a230-9e52-4baa-a9aa-293c73322b84', 'uuid': '91ef9704-8226-4af2-a7ac-8761e3aa01dd', 'annotationId': 'a64c202b-fff3-4500-aaf8-c55bbc9dd649', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768777098473, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:58:18.712Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,603246.17,7.53,32.51,1009.83,0.0,0.01,22040109.0,300.0,299.87,24020116.0,1600.0,1599.2,21470060.0,29.79,8.69,3700.0,3693.2,22340093.0,1400.0,1399.6,22450138.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,a64c202b-fff3-4500-aaf8-c55bbc9dd649,820d6ab3-9911-43b7-9492-cf7c373fe35e,1277.7669677734375,476173.78125,197439.796875,8086.3076171875,7108.232421875,25863.37890625,181840.53125,173229.75,231801.3125,67863.640625,121012.296875,18603.171875,269636.6875,5882.1474609375,18708.974609375,36717.40625,254221.46875,51685.1484375,188675.125,19170.21875,6887.734375,13144.693359375,25331.482421875,45314.53125,2850796.5,361451.9375,1633683.25,3458293.75,11272544,5500.55419921875,70971.8046875,149615024,64504028,20783.4765625,85516.5546875,203039.09375,671494.0,4270.68310546875,2836625.5,1110596.625,62502.9609375,480465.875,20874.927734375,822874.5625,689.3259887695312,412789.53125,438279.15625,232675.171875,900260.9375,69072.2421875,76943.8984375,17077.748046875,4129.47705078125,272420.15625,14740.455078125,140267.859375,30453.884765625,399013.3125,1096055.0,58367.98046875,7245.7265625,121323.515625,13513.150390625,599379.0,7266,33.970699310302734,35.66300582885742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,191595215,24484,0,37.25394058227539,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 34, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:58:20.626,"{'cid': 'c962a230-9e52-4baa-a9aa-293c73322b84', 'uuid': '91ef9704-8226-4af2-a7ac-8761e3aa01dd', 'annotationId': 'a64c202b-fff3-4500-aaf8-c55bbc9dd649', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768777098473, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:58:18.712Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,602137.08,7.53,32.52,1009.84,0.0,0.02,22040109.0,300.0,300.04,24020116.0,1600.0,1599.44,21470060.0,29.79,8.69,3700.0,3693.46,22340093.0,1400.0,1399.6,22450138.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,a64c202b-fff3-4500-aaf8-c55bbc9dd649,820d6ab3-9911-43b7-9492-cf7c373fe35e,1279.107666015625,475875.34375,197402.65625,8085.8974609375,7108.0517578125,25862.09765625,181772.71875,173214.90625,231601.484375,67981.6640625,121011.46875,18603.16796875,269821.09375,5875.4365234375,18712.763671875,36716.703125,254372.8125,51682.56640625,187162.34375,19177.150390625,6888.14501953125,13132.7021484375,25333.220703125,45317.58984375,2848737.5,362272.5625,1634073.375,3457349.0,11261705,5499.52783203125,69149.453125,148479408,64347892,20784.130859375,85529.1328125,203113.8125,671659.125,4270.3544921875,2829069.75,1114560.125,62492.07421875,480407.0,20872.443359375,822307.4375,689.060791015625,412798.9375,438883.0625,232652.1875,900768.3125,69064.8046875,76954.4921875,17071.115234375,4126.2978515625,270816.625,14767.39453125,141386.359375,30452.919921875,399110.875,1096726.375,58370.76171875,7245.2158203125,121660.015625,13516.798828125,600171.8125,7567,33.890113830566406,35.66300582885742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,191595215,24484,0,37.25394058227539,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 34, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:58:20.927,"{'cid': 'c962a230-9e52-4baa-a9aa-293c73322b84', 'uuid': '91ef9704-8226-4af2-a7ac-8761e3aa01dd', 'annotationId': 'a64c202b-fff3-4500-aaf8-c55bbc9dd649', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768777098473, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:58:18.712Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,601027.99,7.54,32.52,1009.84,0.0,0.04,22040109.0,300.0,300.21,24020116.0,1600.0,1599.44,21470060.0,29.79,8.69,3700.0,3693.8,22340093.0,1400.0,1399.6,22450138.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,a64c202b-fff3-4500-aaf8-c55bbc9dd649,820d6ab3-9911-43b7-9492-cf7c373fe35e,1277.9127197265625,475903.59375,197352.671875,8086.75,7108.13330078125,25861.5234375,181719.375,173163.53125,231756.140625,68021.7421875,121011.7109375,18602.5,271070.5,5864.51953125,18714.591796875,36716.921875,254298.40625,51681.90625,187917.90625,19170.375,6888.25146484375,13144.2001953125,25332.8984375,45317.03515625,2846920.75,363578.59375,1633521.25,3456160.75,11248705,5499.72998046875,69247.625,147230080,64378232,20783.7265625,85545.046875,203095.296875,671808.5625,4269.79736328125,2829432.75,1115282.5,62488.95703125,479938.96875,20873.3125,822183.4375,688.7202758789062,412643.8125,438513.3125,232604.046875,900951.5625,69062.9453125,76973.2265625,17072.869140625,4130.03515625,270681.65625,14794.7177734375,141170.09375,30454.84765625,399146.5625,1097171.375,58375.359375,7245.3662109375,121765.2109375,13522.658203125,600264.9375,7868,33.970699310302734,35.582420349121094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,191595215,24484,0,37.25394058227539,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 34, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:58:21.229,"{'cid': 'c962a230-9e52-4baa-a9aa-293c73322b84', 'uuid': '91ef9704-8226-4af2-a7ac-8761e3aa01dd', 'annotationId': 'a64c202b-fff3-4500-aaf8-c55bbc9dd649', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768777098473, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:58:18.712Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,601184.56,7.54,32.52,1009.8,0.0,0.06,22040109.0,300.0,300.38,24020116.0,1600.0,1599.44,21470060.0,29.79,8.69,3700.0,3694.15,22340093.0,1400.0,1399.6,22450138.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,a64c202b-fff3-4500-aaf8-c55bbc9dd649,820d6ab3-9911-43b7-9492-cf7c373fe35e,1277.85107421875,475255.09375,197372.71875,8085.8466796875,7107.94873046875,25860.548828125,181686.359375,173133.3125,231821.125,67990.921875,121015.703125,18602.365234375,270300.125,5870.90234375,18710.51953125,36715.2734375,254500.171875,51679.98046875,187917.40625,19173.216796875,6887.92529296875,13144.1533203125,25331.521484375,45324.69140625,2846091.5,362938.4375,1632974.25,3454498.0,11238886,5501.57568359375,69181.9296875,146268256,64575020,20785.16796875,85527.5703125,203071.71875,671882.875,4269.52099609375,2830928.25,1115899.875,62479.83984375,480010.5625,20870.697265625,821303.0,688.3861694335938,412616.25,438202.25,232578.34375,901030.25,69057.1796875,76980.703125,17066.916015625,4133.203125,271972.75,14781.8349609375,141214.0,30453.83984375,399178.375,1097536.625,58379.81640625,7245.3759765625,121386.0859375,13500.494140625,600046.1875,8169,33.80952835083008,35.501834869384766,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,191595215,24484,0,37.25394058227539,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-3RH-75ccm-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 34, 'TrialName': '3rh', 'identifier': '8D11v', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 22:58:21.531,"{'cid': 'c962a230-9e52-4baa-a9aa-293c73322b84', 'uuid': '91ef9704-8226-4af2-a7ac-8761e3aa01dd', 'annotationId': 'a64c202b-fff3-4500-aaf8-c55bbc9dd649', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768777098473, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T22:58:18.712Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,601738.49,7.54,32.52,1009.74,0.0,0.07,22040109.0,300.0,300.4,24020116.0,1600.0,1599.43,21470060.0,29.79,8.69,3700.0,3694.5,22340093.0,1400.0,1399.54,22450138.0
