component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,SETP0_183624,FLW0_183624,ANLT0_183624,SETP0_453024,FLW0_453024,ANLT0_453024,SETP0_094324,FLW0_094324,ANLT0_094324,bVOC_454625,GASR0_454625,H0_454625,T0_454625,P0_454625,SETP0_543024,FLW0_543024,ANLT0_543024,SETP0_181425,FLW0_181425,ANLT0_181425
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,0c965e3e-df29-4488-9fb7-3983615afcc9,cef005ed-135f-4b62-b67e-4518ada868d3,10632685,7431382.0,4365361.0,214325.0,183349488,182304272,130099808,130902328,1783.838134765625,3186.29296875,31380.759765625,34095.0390625,41269.16015625,572115.0625,8619.291015625,2901.9248046875,1365.33203125,7140.109375,11253233,77304.4140625,3432837.5,380935.84375,30206.986328125,27713.73046875,1243863040,622672256,618572224,1809462400.0,559360192,549952768,98914184,99529336,240603488,147897184,136607616,823770112,104927512,105888560,160.59884643554688,59703.58984375,10764676,6309825.0,39941.171875,118260152,1009.7125244140624,444405.75,113870936,114772032,12681.9228515625,77543.8046875,10069.0595703125,4919.84375,64976.0546875,408739.59375,6234.30908203125,59402.7578125,55380.7734375,4975741.0,2092568.125,38184.4921875,276469376,277882624,227001872,228922000,11903,27.28205108642578,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67494128,24484,0,46.05216217041016,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 3, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:05:55.046,"{'cid': 'ef42d854-5519-4d8a-a703-4ce7b46abfd0', 'uuid': '87c4769b-efe8-4f00-a02b-3ebd922d4b96', 'annotationId': '0c965e3e-df29-4488-9fb7-3983615afcc9', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524347523, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:05:47.764Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",12.0,11.94,22040109.0,3800.0,3798.49,22340093.0,200.0,199.38,21470060.0,0.0,680135.54,56.69,24.42,1015.43,1388.0,1387.45,22450138.0,1600.0,1599.63,24020116.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,0c965e3e-df29-4488-9fb7-3983615afcc9,cef005ed-135f-4b62-b67e-4518ada868d3,10574032,7426019.5,4361510.5,214487.8125,183209728,182170640,129816736,130620056,1782.9720458984375,3179.73828125,31350.341796875,34179.328125,41181.23828125,572836.3125,8647.462890625,2910.7919921875,1366.912841796875,7149.03369140625,11253129,77333.0859375,3429840.0,380404.875,30093.9296875,27553.72265625,1247811456,623851456,619724288,1764311424.0,559298560,549893504,98951672,99566720,240657360,148003536,136685664,825735552,104931632,105891184,160.60641479492188,59701.4765625,10765542,6315039.5,39915.44140625,118346336,1008.4893798828124,444828.46875,114002464,114908312,12668.8037109375,77565.5625,10067.380859375,4906.1533203125,65036.26171875,408443.40625,6229.2861328125,59252.87109375,55397.22265625,4978486.5,2095168.125,38173.8984375,276738816,278145984,227221984,229139840,12204,27.44322204589844,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67494128,24484,0,46.05216217041016,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 3, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:05:55.344,"{'cid': 'ef42d854-5519-4d8a-a703-4ce7b46abfd0', 'uuid': '87c4769b-efe8-4f00-a02b-3ebd922d4b96', 'annotationId': '0c965e3e-df29-4488-9fb7-3983615afcc9', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524347523, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:05:47.764Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",12.0,11.95,22040109.0,3800.0,3799.34,22340093.0,200.0,198.72,21470060.0,0.0,680310.19,56.74,24.42,1015.44,1388.0,1387.54,22450138.0,1600.0,1599.56,24020116.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,0c965e3e-df29-4488-9fb7-3983615afcc9,cef005ed-135f-4b62-b67e-4518ada868d3,10553155,7430990.5,4369992.5,214547.21875,183092096,182059328,129817736,130627576,1784.291259765625,3179.7197265625,31359.4609375,34129.078125,41130.86328125,571460.0,8639.546875,2916.178955078125,1364.494140625,7152.17724609375,11253331,77340.34375,3427502.25,380537.65625,30080.98046875,27581.42578125,1261360128,623775872,619754880,1786521728.0,560707264,551223872,98902080,99516688,240563552,148022704,136725056,827099840,104883768,105846632,160.5855255126953,59710.92578125,10749645,6325367.5,40086.5703125,118322200,1007.8807983398438,447174.90625,114036176,114942248,12675.29296875,77536.7265625,10068.3046875,4911.01806640625,65157.4921875,409671.28125,6229.3447265625,59353.859375,55398.55859375,4979540.5,2096277.0,38131.703125,276948480,278352064,227506672,229427264,12505,27.28205108642578,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67494128,24484,0,46.05216217041016,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 3, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:05:55.645,"{'cid': 'ef42d854-5519-4d8a-a703-4ce7b46abfd0', 'uuid': '87c4769b-efe8-4f00-a02b-3ebd922d4b96', 'annotationId': '0c965e3e-df29-4488-9fb7-3983615afcc9', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524347523, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:05:47.764Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",12.0,11.95,22040109.0,3800.0,3800.2,22340093.0,200.0,198.47,21470060.0,0.0,680135.72,56.78,24.42,1015.44,1388.0,1387.73,22450138.0,1600.0,1599.44,24020116.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,0c965e3e-df29-4488-9fb7-3983615afcc9,cef005ed-135f-4b62-b67e-4518ada868d3,10569950,7438241.0,4378305.0,214598.328125,182956912,181933120,129705432,130515064,1783.5018310546875,3186.80615234375,31350.94921875,34115.2265625,41360.4296875,573309.625,8635.6103515625,2911.6240234375,1364.7750244140625,7143.2392578125,11252217,77373.25,3435019.25,382922.09375,30155.419921875,27739.791015625,1295729792,626716032,622857600,1872301952.0,560605632,551120768,99007920,99622648,240714816,148206640,136892064,832375360,104914264,105877784,160.57569885253906,59700.79296875,10740597,6349300.0,39993.8984375,118118344,1007.5902709960938,446558.9375,113861040,114768632,12673.7412109375,77536.6640625,10057.3837890625,4896.87939453125,65124.12890625,408485.46875,6229.37744140625,59215.75390625,55364.0546875,4979377.5,2095968.625,38162.42578125,277133536,278534880,227856480,229780576,12807,27.28205108642578,29.0549430847168,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67494128,24484,0,46.05216217041016,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 3, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:05:55.949,"{'cid': 'ef42d854-5519-4d8a-a703-4ce7b46abfd0', 'uuid': '87c4769b-efe8-4f00-a02b-3ebd922d4b96', 'annotationId': '0c965e3e-df29-4488-9fb7-3983615afcc9', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524347523, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:05:47.764Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",12.0,11.96,22040109.0,3800.0,3801.07,22340093.0,200.0,198.86,21470060.0,0.0,679602.77,56.83,24.42,1015.43,1388.0,1388.04,22450138.0,1600.0,1599.25,24020116.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,0c965e3e-df29-4488-9fb7-3983615afcc9,cef005ed-135f-4b62-b67e-4518ada868d3,10570565,7432473.5,4373202.0,215392.203125,182730000,181710192,129618280,130424968,1788.048095703125,3187.248779296875,31326.84765625,34128.94140625,41401.30859375,572477.0625,8630.896484375,2907.746337890625,1367.9510498046875,7142.1904296875,11251781,77306.7734375,3431361.0,382272.34375,30146.197265625,27713.826171875,1356019840,629621312,625625664,1959053184.0,563839296,554097152,98959064,99570992,240486816,148102720,136796592,835376576,104929992,105898448,160.5941925048828,59706.93359375,10713812,6343831.5,39870.734375,118150896,1008.6420288085938,445675.96875,113994280,114902432,12679.0146484375,77552.9765625,10076.232421875,4895.2060546875,65150.54296875,408615.4375,6225.34521484375,59199.34375,55260.47265625,4981313.0,2097749.25,38156.078125,277551072,278946144,227862240,229782816,13107,27.44322204589844,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67494128,24484,0,46.05216217041016,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 3, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:05:56.246,"{'cid': 'ef42d854-5519-4d8a-a703-4ce7b46abfd0', 'uuid': '87c4769b-efe8-4f00-a02b-3ebd922d4b96', 'annotationId': '0c965e3e-df29-4488-9fb7-3983615afcc9', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524347523, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:05:47.764Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",12.0,11.96,22040109.0,3800.0,3801.91,22340093.0,200.0,199.24,21470060.0,0.0,679082.08,56.87,24.42,1015.43,1388.0,1388.35,22450138.0,1600.0,1599.06,24020116.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,0c965e3e-df29-4488-9fb7-3983615afcc9,cef005ed-135f-4b62-b67e-4518ada868d3,10603441,7434734.0,4372715.5,215788.625,182985968,181965440,129787112,130593376,1790.21875,3184.8916015625,31343.484375,34082.54296875,41320.95703125,573934.875,8644.0380859375,2904.274169921875,1370.616455078125,7135.85498046875,11250309,77254.4296875,3423516.5,381116.59375,30153.40234375,27861.970703125,1325364096,629775872,625738176,1965550336.0,564124544,554288960,98971504,99581920,240174224,147979760,136700272,832680064,104889584,105858496,160.58587646484375,59782.703125,10702614,6341732.0,40062.30859375,118157880,1007.6268310546876,445061.9375,113953760,114858264,12683.44140625,77525.890625,10052.5458984375,4902.8916015625,65068.54296875,407850.46875,6215.8583984375,59089.78515625,55606.79296875,4983836.0,2099946.0,38132.55078125,277493024,278880128,227868272,229782288,13411,27.201465606689453,29.0549430847168,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67494128,24484,0,46.05216217041016,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 3, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:05:56.556,"{'cid': 'ef42d854-5519-4d8a-a703-4ce7b46abfd0', 'uuid': '87c4769b-efe8-4f00-a02b-3ebd922d4b96', 'annotationId': '0c965e3e-df29-4488-9fb7-3983615afcc9', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524347523, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:05:47.764Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",12.0,11.97,22040109.0,3800.0,3802.62,22340093.0,200.0,199.59,21470060.0,0.0,678538.61,56.92,24.42,1015.42,1388.0,1388.6,22450138.0,1600.0,1598.89,24020116.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,0c965e3e-df29-4488-9fb7-3983615afcc9,cef005ed-135f-4b62-b67e-4518ada868d3,10597583,7439244.5,4372559.0,216005.53125,182901664,181882624,129655224,130458384,1781.5008544921875,3183.931640625,31325.828125,34109.62109375,41133.23828125,572239.8125,8648.5771484375,2905.556884765625,1363.8250732421875,7135.7744140625,11249632,77291.046875,3422404.75,382043.875,30187.490234375,27914.755859375,1315265536,630442560,626293184,2058912384.0,565417280,555664704,98908384,99520224,240295680,148061072,136776464,835988928,104909104,105877856,160.57008361816406,59706.8828125,10696079,6343093.5,40196.1484375,118153256,1007.5470581054688,445261.375,113935680,114839112,12682.1513671875,77532.9765625,10082.314453125,4903.08203125,64870.04296875,407953.96875,6232.60009765625,59059.59765625,55563.890625,4984294.0,2100388.75,38125.83984375,277240128,278601280,227554928,229455760,13709,27.36263656616211,28.97435760498047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67499161,24484,0,46.75032043457031,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 3, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:05:56.848,"{'cid': 'ef42d854-5519-4d8a-a703-4ce7b46abfd0', 'uuid': '87c4769b-efe8-4f00-a02b-3ebd922d4b96', 'annotationId': '0c965e3e-df29-4488-9fb7-3983615afcc9', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524347523, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:05:47.764Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",12.0,11.97,22040109.0,3800.0,3801.63,22340093.0,200.0,199.5,21470060.0,0.0,678599.35,56.96,24.42,1015.42,1388.0,1388.21,22450138.0,1600.0,1599.06,24020116.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,0c965e3e-df29-4488-9fb7-3983615afcc9,cef005ed-135f-4b62-b67e-4518ada868d3,10594356,7448121.5,4376074.5,215906.046875,183152224,182128080,129627400,130430776,1783.6246337890625,3185.05322265625,31335.427734375,34127.21875,40992.328125,572242.3125,8635.9189453125,2911.328369140625,1370.2420654296875,7132.01953125,11248994,77357.78125,3417830.75,381725.65625,30193.236328125,27969.359375,1298113408,628813056,624804096,1983677184.0,564082368,554476736,98893448,99507104,240238592,148077088,136796640,835450496,104880680,105847416,160.5738067626953,59735.2265625,10689579,6349668.5,40192.21484375,118258808,1007.048095703125,445570.125,113847912,114751672,12679.73828125,77532.78125,10054.7119140625,4894.943359375,65034.390625,409881.9375,6236.7607421875,59097.90234375,55656.703125,4982554.5,2099119.25,38132.59375,276889184,278263360,227058256,228960384,14010,27.28205108642578,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67499161,24484,0,46.75032043457031,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 3, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:05:57.147,"{'cid': 'ef42d854-5519-4d8a-a703-4ce7b46abfd0', 'uuid': '87c4769b-efe8-4f00-a02b-3ebd922d4b96', 'annotationId': '0c965e3e-df29-4488-9fb7-3983615afcc9', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524347523, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:05:47.764Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",12.0,11.98,22040109.0,3800.0,3800.61,22340093.0,200.0,199.41,21470060.0,0.0,678948.76,57.0,24.42,1015.41,1388.0,1387.8,22450138.0,1600.0,1599.22,24020116.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,0c965e3e-df29-4488-9fb7-3983615afcc9,cef005ed-135f-4b62-b67e-4518ada868d3,10612947,7463571.5,4384624.5,215875.921875,183375632,182347456,129675824,130479584,1785.575439453125,3183.353759765625,31349.203125,34141.5546875,41385.9140625,574979.625,8632.9833984375,2915.162841796875,1370.918212890625,7123.08837890625,11247125,77332.8515625,3416806.25,382378.0625,30023.849609375,27811.90625,1304924800,629519168,625514688,2012161152.0,564820800,555108544,98790008,99404896,240116480,148072656,136769200,833960256,104868584,105836688,160.56163024902344,59745.37109375,10687124,6335716.0,40054.10546875,118243160,1009.5924072265624,445710.28125,113841400,114744928,12684.1943359375,77567.0859375,10065.0126953125,4906.01220703125,65133.6484375,409265.21875,6231.1650390625,59073.06640625,55561.5078125,4977903.0,2095300.25,38141.69921875,276714432,278081536,226752432,228654848,14311,27.36263656616211,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67499161,24484,0,46.75032043457031,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 3, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:05:57.451,"{'cid': 'ef42d854-5519-4d8a-a703-4ce7b46abfd0', 'uuid': '87c4769b-efe8-4f00-a02b-3ebd922d4b96', 'annotationId': '0c965e3e-df29-4488-9fb7-3983615afcc9', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524347523, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:05:47.764Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",12.0,11.98,22040109.0,3800.0,3799.57,22340093.0,200.0,199.31,21470060.0,0.0,679304.01,57.05,24.41,1015.41,1388.0,1387.39,22450138.0,1600.0,1599.39,24020116.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,0c965e3e-df29-4488-9fb7-3983615afcc9,cef005ed-135f-4b62-b67e-4518ada868d3,10611274,7462494.5,4380058.5,216323.875,183394768,182366912,129676792,130481264,1778.65087890625,3186.42138671875,31360.326171875,34131.21484375,41309.42578125,572741.25,8630.3203125,2919.469970703125,1370.814453125,7137.19775390625,11247135,77292.4375,3416955.5,383012.375,30112.177734375,27768.93359375,1282471680,628474624,624591104,1989720320.0,565048960,555236864,98817176,99432472,239763344,147983344,136667744,831764160,104806168,105773360,160.58518981933594,59734.62890625,10692070,6330336.5,39627.08984375,118310864,1009.7213745117188,445699.3125,113849640,114754152,12682.1435546875,77560.1796875,10064.9765625,4902.61962890625,65087.28125,410339.90625,6227.20556640625,59134.30859375,55351.15625,4980911.0,2097800.0,38038.69921875,276696352,278054592,226446784,228347472,14613,27.28205108642578,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67499161,24484,0,46.75032043457031,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 3, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:05:57.753,"{'cid': 'ef42d854-5519-4d8a-a703-4ce7b46abfd0', 'uuid': '87c4769b-efe8-4f00-a02b-3ebd922d4b96', 'annotationId': '0c965e3e-df29-4488-9fb7-3983615afcc9', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524347523, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:05:47.764Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",12.0,11.98,22040109.0,3800.0,3799.55,22340093.0,200.0,199.67,21470060.0,0.0,679656.92,57.09,24.41,1015.4,1388.0,1387.38,22450138.0,1600.0,1599.68,24020116.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,0c965e3e-df29-4488-9fb7-3983615afcc9,cef005ed-135f-4b62-b67e-4518ada868d3,10596406,7465653.5,4375855.5,216696.234375,183381392,182362000,129608272,130409416,1787.7705078125,3180.1708984375,31339.88671875,34137.578125,41427.3515625,567050.8125,8661.0458984375,2923.402587890625,1371.6658935546875,7121.216796875,11244521,77364.21875,3414551.0,382570.09375,30179.517578125,27780.85546875,1301535232,629822208,625847488,1985888256.0,563977408,554203840,98756000,99369816,239615520,147985168,136631456,832860864,104798920,105769848,160.5677490234375,59796.33984375,10677226,6321653.0,39573.09765625,118275320,1008.3516235351562,445346.96875,113887736,114790448,12680.716796875,77546.7265625,10090.484375,4930.13818359375,65123.0625,410343.125,6241.42822265625,59140.90234375,55490.83203125,4986018.5,2102245.25,38132.45703125,276743328,278101984,226518368,228427424,14913,27.28205108642578,28.97435760498047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67499161,24484,0,46.75032043457031,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 3, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:05:58.053,"{'cid': 'ef42d854-5519-4d8a-a703-4ce7b46abfd0', 'uuid': '87c4769b-efe8-4f00-a02b-3ebd922d4b96', 'annotationId': '0c965e3e-df29-4488-9fb7-3983615afcc9', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524347523, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:05:47.764Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",12.0,11.97,22040109.0,3800.0,3799.94,22340093.0,200.0,200.21,21470060.0,0.0,679007.56,57.13,24.41,1015.41,1388.0,1387.53,22450138.0,1600.0,1600.01,24020116.0
