component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_453624,FLW0_453624,ANLT0_453624,SETP0_093324,FLW0_093324,ANLT0_093324,SETP0_183425,FLW0_183425,ANLT0_183425,FLW0_091225,FLW0_093125
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,10832c9c-81be-4571-9347-c1cf0738f22f,7113cb0f-29bf-4a49-bde5-68154af529bf,4365512332.3953,6646855034.795,4557389128.5591,8245.7233,5765.7291,6929433286.7621,4607036306.693,4454712688.8727,4396184919.7088,6648584367.6619,4559005121.1232,12491.7531,83645.3621,6927663029.2449,4655404676.786,4809998180.7156,4404983018.7629,6695155814.5427,4648865223.2588,244543.4315,4901.2152,6939151801.3291,4610527018.3992,4673485357.3743,4471461994.9138,6692159196.421,4691255772.6465,13026298.9081,8898684.8986,6949265323.993,4648568084.7329,4782701236.0567,4402864218.1413,6660404099.8068,4573544216.1164,6326008.9815,639156.0694,6928980179.8655,4638076137.0935,4774742956.8986,4395195266.9296,6659162536.7493,4580597791.5245,926538.7791,3752.5088,6926417910.4478,4606782462.4485,4416207818.2426,4383279778.3934,6687276254.7448,4625539727.9468,28478.0397,16515.2864,6930089075.1899,4719291825.0951,4811460115.2563,3009566293.5039,6659726142.4731,4558723245.1093,26613.3927,7804.7379,6933078804.8226,4640964010.2828,4240417624.726,21.5604,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:15:05.377,"{'cid': '85099c0a-d69a-4ee8-81e6-edd37ff54276', 'uuid': '7521ae2b-87ec-4247-b49c-8ce74d61fbf8', 'annotationId': '10832c9c-81be-4571-9347-c1cf0738f22f', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759371302517, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:15:02.792Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,317207.27,30.66,24.96,102625.89,0.5,488442.31,29.75,24.95,102671.08,2500.0,2499.62,22340098.0,2500.0,2498.79,22450181.0,0.0,0.07,22160328.0,0.14,0.13
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,10832c9c-81be-4571-9347-c1cf0738f22f,7113cb0f-29bf-4a49-bde5-68154af529bf,4368657095.5273,6645745661.8325,4557394305.4357,8247.6977,5765.3371,6929433286.7621,4606770863.5388,4484742705.2703,4396436430.3178,6648039412.9979,4558749136.939,12491.4273,83531.7936,6927066166.2011,4663331572.1498,4810294135.4843,4405968703.0128,6694027695.6852,4651870596.5242,244389.4711,4901.2391,6939763008.3078,4611062866.4306,4592175322.7954,4471212138.3363,6692163416.8988,4690703883.4951,13026869.0036,8898854.8901,6948652482.2695,4648023521.1515,4782412878.3311,4403111469.7535,6660962863.3843,4573279076.4791,6326021.5174,639191.4686,6929573873.5592,4638070298.3593,4774743558.8731,4395199155.6025,6658046527.2529,4579540488.9891,927152.1461,3751.4162,6926416164.7901,4606512410.1137,4449716097.1778,4382551376.5025,6688402092.2973,4618798530.9549,28480.7304,16541.1672,6929484806.1474,4721252303.1204,4811461328.4804,3027492243.4596,6660842715.51,4559249050.5237,26616.0707,7805.2506,6933680209.6986,4640962257.5368,4287504865.917,21.4799,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:15:06.576,"{'cid': '85099c0a-d69a-4ee8-81e6-edd37ff54276', 'uuid': '7521ae2b-87ec-4247-b49c-8ce74d61fbf8', 'annotationId': '10832c9c-81be-4571-9347-c1cf0738f22f', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759371302517, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:15:02.792Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,334366.46,30.88,24.97,102626.79,0.5,524247.36,30.0,24.96,102672.71,2500.0,2500.24,22340098.0,2500.0,2499.55,22450181.0,0.0,0.05,22160328.0,0.15,0.15
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,10832c9c-81be-4571-9347-c1cf0738f22f,7113cb0f-29bf-4a49-bde5-68154af529bf,4371318304.8787,6645744823.5393,4557392579.8102,8247.8302,5765.6969,6930640174.6725,4606769703.6479,4511829559.6769,4396682411.781,6648041090.1468,4559273794.4528,12490.7047,83526.3314,6927063547.486,4660322088.589,4810293529.0193,4406211294.2749,6693464201.2833,4654331198.9661,244415.8437,4901.431,6939158796.7821,4610527598.8159,4609820982.2726,4470960049.7259,6692167637.3766,4690707435.4724,13024658.2515,8898219.1163,6948654233.4296,4648293739.0287,4781549219.3622,4403113139.2955,6660404939.9311,4573547102.2858,6326002.9036,639192.7663,6928974067.9298,4637802428.7716,4774455546.8609,4395445000.0,6658049886.6213,4577953429.2483,926937.9485,3766.5378,6926416164.7901,4606244128.733,4480436698.4916,4383041936.7348,6688971481.6065,4613156914.1194,28547.5746,16657.7439,6928279203.7716,4722658145.0654,4812045744.1,3030759231.5656,6660284802.1507,4558464990.5069,26622.1353,7805.7756,6933070941.8137,4641233420.9758,4133183216.0542,21.4799,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:15:07.783,"{'cid': '85099c0a-d69a-4ee8-81e6-edd37ff54276', 'uuid': '7521ae2b-87ec-4247-b49c-8ce74d61fbf8', 'annotationId': '10832c9c-81be-4571-9347-c1cf0738f22f', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759371302517, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:15:02.792Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,346802.35,31.07,24.97,102625.16,0.5,535096.88,30.26,24.97,102672.06,2500.0,2500.07,22340098.0,2500.0,2499.32,22450181.0,0.0,0.06,22160328.0,0.15,0.14
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,10832c9c-81be-4571-9347-c1cf0738f22f,7113cb0f-29bf-4a49-bde5-68154af529bf,4374226792.7241,6646303655.2649,4556868925.059,8245.664,5766.4929,6930041044.4503,4606773183.3208,4536908071.6206,4397413850.6003,6648040251.5723,4558748561.565,12490.8255,83651.1821,6926459806.232,4658407811.4004,4811462541.7046,4405720013.3645,6693465889.9021,4656244123.1782,244643.0375,4901.7637,6939763008.3078,4610526437.9825,4626520445.663,4471464255.4394,6692733412.1222,4690707435.4724,13021386.0465,8898061.8516,6948053755.9096,4648022936.0482,4781551630.5986,4403844484.0254,6661524241.6604,4573810540.8994,6326183.8901,639205.3849,6928975814.1972,4637797758.057,4774455546.8609,4395443333.3333,6658609944.5658,4577426194.4653,929302.7796,3761.9977,6925815150.9862,4606248187.8805,4507477124.183,4382800797.6955,6688979075.2616,4618269410.1189,28542.0341,16676.8394,6928280949.8865,4723501813.641,4812044530.7286,3037770475.4218,6660849437.0694,4558730149.5972,26621.805,7806.4319,6933679335.9546,4641505784.7376,4189192244.7039,21.641,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:15:08.984,"{'cid': '85099c0a-d69a-4ee8-81e6-edd37ff54276', 'uuid': '7521ae2b-87ec-4247-b49c-8ce74d61fbf8', 'annotationId': '10832c9c-81be-4571-9347-c1cf0738f22f', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759371302517, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:15:02.792Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,353597.27,31.26,24.97,102623.64,0.5,536929.16,30.49,24.97,102671.14,2500.0,2498.45,22340098.0,2500.0,2499.47,22450181.0,0.0,0.07,22160328.0,0.15,0.15
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,10832c9c-81be-4571-9347-c1cf0738f22f,7113cb0f-29bf-4a49-bde5-68154af529bf,4377135269.7095,6645746500.1257,4556605705.084,8246.4143,5766.5348,6930648034.9345,4606507190.907,4559636081.4074,4397170566.3314,6648037735.8491,4558221723.6221,12490.5598,83627.0565,6926458060.5743,4665522729.9424,4811460115.2563,4405719456.5096,6692899957.7881,4658159797.7541,244617.2668,4901.6745,6940365576.3512,4610792895.2867,4641431413.8577,4471211008.1374,6692168481.4721,4690706251.48,13016352.3731,8896613.3815,6949269702.2767,4648024106.2548,4781549822.1713,4403841700.9908,6660408300.4285,4573022047.7894,6326336.119,639267.6077,6929573000.3493,4638067962.8657,4773588107.8479,4395686427.0237,6658609104.6531,4576899081.5089,931603.4269,3768.4401,6925206387.992,4606246448.2459,4447214714.2937,4383527619.2587,6689545186.0602,4622312000.4667,28472.1299,16663.0315,6928276584.5993,4724907209.1363,4812627874.5222,3038468073.6555,6661409125.2836,4558469593.234,26620.0125,7806.4067,6933070068.1461,4641504031.7868,4165388454.0631,21.5604,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:15:10.178,"{'cid': '85099c0a-d69a-4ee8-81e6-edd37ff54276', 'uuid': '7521ae2b-87ec-4247-b49c-8ce74d61fbf8', 'annotationId': '10832c9c-81be-4571-9347-c1cf0738f22f', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759371302517, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:15:02.792Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,357125.93,31.42,24.97,102624.79,0.5,528724.95,30.72,24.98,102671.7,2500.0,2498.56,22340098.0,2500.0,2498.86,22450181.0,0.0,0.06,22160328.0,0.14,0.15
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,10832c9c-81be-4571-9347-c1cf0738f22f,7113cb0f-29bf-4a49-bde5-68154af529bf,4379564350.9549,6646862580.6993,4556606280.1932,8249.2413,5765.8516,6930042791.0226,4607040366.5468,4492369434.689,4397170010.5597,6648037735.8491,4558483401.4153,12490.774,83670.9684,6926456314.9166,4672383977.4131,4811747755.3992,4405473578.7071,6693465889.9021,4654053688.9098,244768.1391,4901.2737,6939753388.7188,4610791153.9355,4655889638.9786,4470704599.3898,6692732567.9554,4690703291.4989,13012989.2083,8895780.8619,6949267950.9632,4648296079.5787,4781833855.7994,4403596593.7552,6660404939.9311,4573545947.8181,6326278.8911,639248.0103,6929578239.6088,4637529336.2134,4773875413.7827,4395931214.5794,6658049046.7792,4576104308.652,930317.3405,3774.1805,6925202897.286,4606242968.9765,4460756510.4899,4383528727.3533,6689545186.0602,4626361672.3111,28483.0299,16687.4503,6928877150.0917,4725748111.1309,4813207718.915,3034252754.4244,6661407444.7525,4558467867.2113,26621.4186,7806.2742,6933067447.1431,4641232836.693,4144672799.4982,21.5604,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:15:11.378,"{'cid': '85099c0a-d69a-4ee8-81e6-edd37ff54276', 'uuid': '7521ae2b-87ec-4247-b49c-8ce74d61fbf8', 'annotationId': '10832c9c-81be-4571-9347-c1cf0738f22f', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759371302517, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:15:02.792Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,358699.41,31.61,24.97,102624.26,0.5,518704.86,30.95,24.98,102670.03,2500.0,2499.72,22340098.0,2500.0,2500.39,22450181.0,0.0,0.04,22160328.0,0.14,0.15
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,10832c9c-81be-4571-9347-c1cf0738f22f,7113cb0f-29bf-4a49-bde5-68154af529bf,4381024419.9568,6646304493.6284,4556869500.2013,8248.3621,5766.2283,6930038424.5917,4607305260.7157,4433253954.9444,4397413294.7977,6649153736.4757,4558221148.3143,12490.8411,83791.6587,6927060928.771,4669085993.0641,4808537738.7087,4405717229.0901,6694593818.6117,4656241772.4495,244745.6008,4901.3338,6939747267.1622,4610789412.5842,4576503173.6872,4471211008.1374,6693297593.9215,4690703291.4989,13011621.1626,8895222.992,6949877397.3203,4648022936.0482,4781544396.8895,4403597706.9071,6661530123.519,4573548833.9875,6326235.9595,639233.0273,6929575619.979,4637526417.1872,4774158540.9895,4395928992.1102,6658609104.6531,4575575190.5752,930460.74,3765.76,6927016410.6145,4606512410.1137,4405891666.6667,4384499861.4575,6690109704.6413,4629874948.8693,28453.9695,16703.7999,6930084708.7591,4726591693.4428,4812621806.9292,3036006760.3903,6661400722.6284,4559513149.5655,26626.1314,7806.2926,6934276476.7564,4641232252.4102,4199208324.5075,21.4799,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:15:12.579,"{'cid': '85099c0a-d69a-4ee8-81e6-edd37ff54276', 'uuid': '7521ae2b-87ec-4247-b49c-8ce74d61fbf8', 'annotationId': '10832c9c-81be-4571-9347-c1cf0738f22f', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759371302517, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:15:02.792Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,358586.03,31.78,24.97,102624.13,0.5,507052.27,31.18,24.98,102669.75,2500.0,2501.42,22340098.0,2500.0,2500.47,22450181.0,0.0,0.06,22160328.0,0.14,0.15
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,10832c9c-81be-4571-9347-c1cf0738f22f,7113cb0f-29bf-4a49-bde5-68154af529bf,4382968810.5922,6646860903.8316,4556869500.2013,8249.9123,5766.0845,6928823015.8037,4607836881.4896,4381239158.0576,4397901612.0067,6648041090.1468,4558221148.3143,12490.651,83673.1331,6926452823.6013,4666066729.3233,4809703474.6225,4404980234.9535,6694597196.4195,4652686593.4582,244710.9028,4901.6309,6939135187.1284,4611055320.137,4596426543.031,4470450307.927,6693295061.2073,4690425620.0793,13009070.2935,8895324.7434,6949260945.7093,4647747484.2031,4782119129.4387,4403595480.6033,6660966224.164,4573547679.5197,6326222.4591,639204.9271,6931382653.5069,4637798341.8963,4774443508.0961,4396173251.0974,6659170936.5813,4584312330.0353,930382.435,3770.0221,6926413546.3036,4606783622.3395,4439743604.0979,4384743405.01,6691239871.7083,4622583430.5718,28503.0183,16641.4226,6930078595.7558,4717611949.1626,4812623020.4478,3051046861.7309,6661957983.1933,4559510272.1989,26629.5036,7805.8273,6933667103.5387,4641505200.4207,4174850479.0987,21.641,23.0916,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:15:13.777,"{'cid': '85099c0a-d69a-4ee8-81e6-edd37ff54276', 'uuid': '7521ae2b-87ec-4247-b49c-8ce74d61fbf8', 'annotationId': '10832c9c-81be-4571-9347-c1cf0738f22f', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759371302517, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:15:02.792Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,357327.13,31.94,24.98,102624.71,0.5,494631.82,31.38,24.98,102670.97,2500.0,2500.32,22340098.0,2500.0,2500.81,22450181.0,0.0,0.06,22160328.0,0.15,0.15
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,10832c9c-81be-4571-9347-c1cf0738f22f,7113cb0f-29bf-4a49-bde5-68154af529bf,4384911045.8349,6646299463.4474,4557128149.0855,8248.7077,5766.5378,6930028818.4438,4607836301.4096,4417914322.3219,4397901612.0067,6648593592.7541,4558743958.5731,12489.8648,83641.5927,6927659537.3199,4672652352.9412,4810576783.115,4405469124.116,6694026851.3046,4654871629.164,244636.0411,4901.5771,6939741145.6056,4611055900.6211,4614104369.0732,4471717531.3666,6693295061.2073,4690149757.3103,13006259.7497,8894943.675,6948653357.8496,4648020595.6351,4782406849.1499,4403598820.059,6661529283.2535,4573812849.9683,6326229.3769,639164.7011,6930780786.0262,4638072633.853,4774736335.1794,4395683093.5052,6658609944.5658,4581922854.4992,930277.9668,3775.0135,6927013791.8994,4606783042.394,4470830373.7527,4382556915.7481,6691235651.5868,4615847363.8217,28494.5677,16621.0385,6930677729.2576,4719292419.2015,4812622413.6885,3067800892.6839,6661394000.5042,4560031654.6763,26629.1053,7806.897,6931845737.2467,4640962257.5368,4220045766.5904,21.641,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:15:14.978,"{'cid': '85099c0a-d69a-4ee8-81e6-edd37ff54276', 'uuid': '7521ae2b-87ec-4247-b49c-8ce74d61fbf8', 'annotationId': '10832c9c-81be-4571-9347-c1cf0738f22f', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759371302517, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:15:02.792Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,356355.1,32.08,24.97,102623.21,0.5,483128.1,31.56,24.98,102671.55,2500.0,2500.32,22340098.0,2500.0,2499.85,22450181.0,0.0,0.08,22160328.0,0.16,0.15
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,10832c9c-81be-4571-9347-c1cf0738f22f,7113cb0f-29bf-4a49-bde5-68154af529bf,4386616766.4671,6646298625.0838,4557126423.5592,8250.9026,5767.3227,6928816030.7343,4607836301.4096,4367702814.3416,4398146089.2768,6648036058.7002,4558743958.5731,12489.8147,83822.8715,6928262615.6801,4669359275.8053,4810868563.1103,4405224387.5278,6694025162.5433,4657060483.1599,244835.0989,4901.3917,6939739396.5894,4610787090.7824,4629751328.0019,4471464255.4394,6693294216.9692,4689870375.8508,13003471.3382,8894424.442,6948649855.5293,4647203112.2031,4782694000.603,4403350957.2573,6662079831.9328,4573807654.5633,6326265.2218,639191.0389,6931389641.0167,4637800677.2536,4775026187.4661,4395681426.7459,6659163376.7325,4580862049.0287,931193.9198,3772.2039,6925802059.6963,4606780142.6666,4499537047.5434,4383285318.5596,6691230587.4409,4620691666.1807,28514.8919,16602.2807,6929463849.1093,4720972899.0848,4812038463.8719,3063384233.7803,6661393160.2386,4559508545.7789,26636.7582,7806.2299,6931237662.678,4641231083.8446,4192112497.3567,21.5604,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:15:16.179,"{'cid': '85099c0a-d69a-4ee8-81e6-edd37ff54276', 'uuid': '7521ae2b-87ec-4247-b49c-8ce74d61fbf8', 'annotationId': '10832c9c-81be-4571-9347-c1cf0738f22f', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759371302517, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:15:02.792Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,354833.63,32.2,24.98,102625.23,0.5,472709.52,31.71,24.99,102671.1,2500.0,2503.0,22340098.0,2500.0,2500.43,22450181.0,0.0,0.07,22160328.0,0.15,0.14
