delta_seconds,normalized_A1,normalized_A4,normalized_B6,normalized_F5,normalized_G4,normalized_G5,normalized_H4,normalized_H5,normalized_A1_std,normalized_A4_std,normalized_B6_std,normalized_F5_std,normalized_G4_std,normalized_G5_std,normalized_H4_std,normalized_H5_std,median_time_AmbientSamplingRFC,median_time_BreathSampleCollection,median_time_FeNOWindow,median_time_FeNOMeasurement,median_time_CleaningCycle,min_time_AmbientSamplingRFC,min_time_BreathSampleCollection,min_time_FeNOWindow,min_time_FeNOMeasurement,min_time_CleaningCycle,max_time_AmbientSamplingRFC,max_time_BreathSampleCollection,max_time_FeNOWindow,max_time_FeNOMeasurement,max_time_CleaningCycle,event_name,reference_event_name,reference_event_value_normalized_A1,reference_event_value_normalized_A4,reference_event_value_normalized_B6,reference_event_value_normalized_F5,reference_event_value_normalized_G4,reference_event_value_normalized_G5,reference_event_value_normalized_H4,reference_event_value_normalized_H5,reference_event_iqr_normalized_A1,reference_event_iqr_normalized_A4,reference_event_iqr_normalized_B6,reference_event_iqr_normalized_F5,reference_event_iqr_normalized_G4,reference_event_iqr_normalized_G5,reference_event_iqr_normalized_H4,reference_event_iqr_normalized_H5,unadjusted_delta_seconds
0.0,-0.001814652407318995,-0.00013629478997221334,-0.0021126499100435183,-0.0016778514914951748,-0.001165585538675673,-0.003834879206481867,-9.665821037061484e-05,-0.00026469881933426364,0.001097636029271154,3.633599345564953e-05,0.0040234546312046815,0.0008818949813399479,0.00044105520400683496,0.002920288880995048,0.00028834872341865214,8.308633200337923e-05,0.0,31.255550240022206,39.752204674203,44.0005318912934,75.55953407539349,0.0,31.255550240022206,39.752204674203,44.0005318912934,74.64917824315984,0.0,31.55900218410009,40.055656618280885,44.303983835371284,75.55953407539349,AmbientSamplingRFC,AmbientSamplingRFC,1281.0,8181.0,5707.0,751.0,17664.0,4714.0,58835.0,7295.0,1.25,0.13,0.33,2.53,0.35,5.35,0.17,0.12,0.0
0.3034519440778855,-0.0017765084542704225,-0.0001435986850562984,-0.0020009215856153307,-0.001712723963966388,-0.0011654400727279658,-0.0036898264156729845,-8.180642278065674e-05,-0.00025461609254384654,0.0008239992152570949,3.877495632983907e-05,0.003042448277744155,0.0007425985524529494,0.00036934352681909025,0.0024213565657178098,0.00028907857823441067,8.870880602459514e-05,0.0,31.255550240022206,39.752204674203,44.0005318912934,75.55953407539349,0.0,31.255550240022206,39.752204674203,44.0005318912934,74.64917824315984,0.0,31.55900218410009,40.055656618280885,44.303983835371284,75.55953407539349,AmbientSamplingRFC,AmbientSamplingRFC,1281.0,8181.0,5707.0,751.0,17664.0,4714.0,58835.0,7295.0,1.25,0.13,0.33,2.53,0.35,5.35,0.17,0.12,0.3034519440778855
0.606903888155771,-0.0017332175572367583,-0.0001495073892200589,-0.001957947040488851,-0.001752075053059582,-0.001157705327512358,-0.003564812541867889,-7.3089363040419e-05,-0.00024609765743197916,0.0006494151462341159,4.088282848166422e-05,0.00217303349224151,0.0007437271834655518,0.0003127151354380401,0.0019570096523814063,0.000284962904319088,7.245048903688529e-05,0.0,31.255550240022206,39.752204674203,44.0005318912934,75.55953407539349,0.0,31.255550240022206,39.752204674203,44.0005318912934,74.64917824315984,0.0,31.55900218410009,40.055656618280885,44.303983835371284,75.55953407539349,AmbientSamplingRFC,AmbientSamplingRFC,1281.0,8181.0,5707.0,751.0,17664.0,4714.0,58835.0,7295.0,1.25,0.13,0.33,2.53,0.35,5.35,0.17,0.12,0.606903888155771
0.9103558322336565,-0.0016967838396301674,-0.00015437192092286554,-0.0019148996597049745,-0.0017744344530167253,-0.0011492218254892449,-0.003436007703342631,-6.474004597846377e-05,-0.0002379473569666227,0.0005197780825666174,4.1969912279908264e-05,0.0015413372143181301,0.0007388459096234143,0.00028593098713673335,0.001514086894011325,0.00027696610233450075,5.9867142102744e-05,0.0,31.255550240022206,39.752204674203,44.0005318912934,75.55953407539349,0.0,31.255550240022206,39.752204674203,44.0005318912934,74.64917824315984,0.0,31.55900218410009,40.055656618280885,44.303983835371284,75.55953407539349,AmbientSamplingRFC,AmbientSamplingRFC,1281.0,8181.0,5707.0,751.0,17664.0,4714.0,58835.0,7295.0,1.25,0.13,0.33,2.53,0.35,5.35,0.17,0.12,0.9103558322336565
1.213807776311542,-0.0016711775135896702,-0.00015819066073877413,-0.0018328739450082193,-0.0017703139543829495,-0.0011428422119997472,-0.0032966295386961052,-5.244376028678017e-05,-0.0002291266897994779,0.00043444873322673024,4.205257943461549e-05,0.0014898524287241352,0.0006465827480798415,0.00026422872430389044,0.0011888717039472336,0.0002651716141542943,5.052264226793372e-05,0.0,31.255550240022206,39.752204674203,44.0005318912934,75.55953407539349,0.0,31.255550240022206,39.752204674203,44.0005318912934,74.64917824315984,0.0,31.55900218410009,40.055656618280885,44.303983835371284,75.55953407539349,AmbientSamplingRFC,AmbientSamplingRFC,1281.0,8181.0,5707.0,751.0,17664.0,4714.0,58835.0,7295.0,1.25,0.13,0.33,2.53,0.35,5.35,0.17,0.12,1.213807776311542
1.5172597203894276,-0.001647720560612177,-0.00016097273839084345,-0.0017637920687213649,-0.0017572799744504822,-0.001133903564170946,-0.003162665648587689,-4.1100620150021236e-05,-0.00022078518458373483,0.0003676681348832292,4.164426721614423e-05,0.002126504291940748,0.0005949997231301585,0.0002473407891029297,0.0009956817116873692,0.0002501559037099933,4.417679147128092e-05,0.0,31.255550240022206,39.752204674203,44.0005318912934,75.55953407539349,0.0,31.255550240022206,39.752204674203,44.0005318912934,74.64917824315984,0.0,31.55900218410009,40.055656618280885,44.303983835371284,75.55953407539349,AmbientSamplingRFC,AmbientSamplingRFC,1281.0,8181.0,5707.0,751.0,17664.0,4714.0,58835.0,7295.0,1.25,0.13,0.33,2.53,0.35,5.35,0.17,0.12,1.5172597203894276
1.820711664467313,-0.001626139138118566,-0.00016282181031611597,-0.0017039548683952875,-0.001735447943369858,-0.0011223764631738211,-0.0030324772003970492,-3.050924347773684e-05,-0.00021285449900575003,0.00031703791527184946,4.085384418778563e-05,0.002502008741236358,0.0004890273024326913,0.0002344236829502995,0.0008018535350539178,0.00023216892397728703,4.069115953893459e-05,0.0,31.255550240022206,39.752204674203,44.0005318912934,75.55953407539349,0.0,31.255550240022206,39.752204674203,44.0005318912934,74.64917824315984,0.0,31.55900218410009,40.055656618280885,44.303983835371284,75.55953407539349,AmbientSamplingRFC,AmbientSamplingRFC,1281.0,8181.0,5707.0,751.0,17664.0,4714.0,58835.0,7295.0,1.25,0.13,0.33,2.53,0.35,5.35,0.17,0.12,1.820711664467313
2.1241636085451985,-0.0016060294177049467,-0.00016377393108730194,-0.001655196752254292,-0.0017068577682490212,-0.001108615320213759,-0.0029082488430607297,-2.089271349922169e-05,-0.0002054464171733771,0.0002817600487016957,3.974706917335831e-05,0.0026024365622728247,0.0003545390698323084,0.00022500300757786248,0.0006116333628557922,0.0002119728066334461,4.0824639657916954e-05,0.0,31.255550240022206,39.752204674203,44.0005318912934,75.55953407539349,0.0,31.255550240022206,39.752204674203,44.0005318912934,74.64917824315984,0.0,31.55900218410009,40.055656618280885,44.303983835371284,75.55953407539349,AmbientSamplingRFC,AmbientSamplingRFC,1281.0,8181.0,5707.0,751.0,17664.0,4714.0,58835.0,7295.0,1.25,0.13,0.33,2.53,0.35,5.35,0.17,0.12,2.1241636085451985
2.427615552623084,-0.0015873037123402115,-0.00016394024915351976,-0.0016139111959114598,-0.001672001015143948,-0.0010925455531994002,-0.0027885960327603053,-1.2095349186870354e-05,-0.00019848347547263387,0.00025933337531872146,3.8457962227291404e-05,0.0024581795245184543,0.00031184446732690865,0.0002186506400487637,0.0006825794126209266,0.00018965887226909923,4.480266090403233e-05,0.0,31.255550240022206,39.752204674203,44.0005318912934,75.55953407539349,0.0,31.255550240022206,39.752204674203,44.0005318912934,74.64917824315984,0.0,31.55900218410009,40.055656618280885,44.303983835371284,75.55953407539349,AmbientSamplingRFC,AmbientSamplingRFC,1281.0,8181.0,5707.0,751.0,17664.0,4714.0,58835.0,7295.0,1.25,0.13,0.33,2.53,0.35,5.35,0.17,0.12,2.427615552623084
2.7310674967009696,-0.0015696496118072236,-0.00016338255055411624,-0.0015801514688287325,-0.001632279701507563,-0.001074529664696826,-0.0026749742252335875,-4.109446804790917e-06,-0.0001920253745618527,0.00024786513432809476,3.7046781918805336e-05,0.0020984019571559133,0.00034812233106660336,0.0002149534001894515,0.0007720787617048561,0.00016408658268743934,4.938994903082292e-05,0.0,31.255550240022206,39.752204674203,44.0005318912934,75.55953407539349,0.0,31.255550240022206,39.752204674203,44.0005318912934,74.64917824315984,0.0,31.55900218410009,40.055656618280885,44.303983835371284,75.55953407539349,AmbientSamplingRFC,AmbientSamplingRFC,1281.0,8181.0,5707.0,751.0,17664.0,4714.0,58835.0,7295.0,1.25,0.13,0.33,2.53,0.35,5.35,0.17,0.12,2.7310674967009696
