normalized_A1,normalized_A2,normalized_A3,normalized_A4,normalized_A5,normalized_A6,normalized_A7,normalized_A8,normalized_B1,normalized_B2,normalized_B3,normalized_B4,normalized_B5,normalized_B6,normalized_B7,normalized_B8,normalized_C1,normalized_C2,normalized_C3,normalized_C4,normalized_C5,normalized_C6,normalized_C7,normalized_C8,normalized_D1,normalized_D2,normalized_D3,normalized_D4,normalized_D5,normalized_D6,normalized_D7,normalized_D8,normalized_E1,normalized_E2,normalized_E3,normalized_E4,normalized_E5,normalized_E6,normalized_E7,normalized_E8,normalized_F1,normalized_F2,normalized_F3,normalized_F4,normalized_F5,normalized_F6,normalized_F7,normalized_F8,normalized_G1,normalized_G2,normalized_G3,normalized_G4,normalized_G5,normalized_G6,normalized_G7,normalized_G8,normalized_H1,normalized_H2,normalized_H3,normalized_H4,normalized_H5,normalized_H6,normalized_H7,normalized_H8,normalized_GASR0_274625
-0.0011845008598532214,0.0017439353040702432,0.00048245353366627164,7.85075006790592e-05,-5.2907854569905766e-05,0.00010684372138047848,0.00012994072383065713,-0.0006092907703139083,0.0005629149741981365,-0.0006358141781798166,-0.0006986895269431859,-3.3270080938452296e-05,-0.0031501685228469967,-0.0012919404456995798,-0.000296088463277,-0.00019315373758810317,-0.005534259093336491,0.00046140656046245176,-0.006177755882128322,-0.0015973506806979954,0.00019427082608314272,0.00041267284198887033,-0.0019185879449306054,-1.7965067803826784e-05,0.0018609029723914983,-0.015788636992772664,0.011530451158406452,7.524349490140025e-05,-8.449145418931714e-05,-0.00043557321266607385,-0.0036690975908465484,0.012464060240385155,0.008941649036662946,-0.0010268686848073916,-0.0013119666381909978,-0.00012325913465716098,-0.0007963044952222775,-0.0007715715060808703,0.00641495754548127,0.0028487805646046915,-0.00031792015073861535,-0.0007840034894135428,-0.0010488918004698533,0.0034397851161833692,-0.0014923959496935257,-0.0031229251349030873,-0.0003394349358731841,-0.0006437503489544749,-0.002640882121990318,-0.0012151856032380781,0.000897329438207084,-0.0013940918145893821,-0.00021073528455406443,-0.002246775601747575,-0.004024907308648351,0.011870422639717493,-0.002148118123329601,-0.0016217603413536397,-0.0024225392582959415,-5.596929419060537e-05,-0.0002684160948357439,0.001432637515904167,-0.00014034919575300897,0.0004548133359256745,-0.03770834291105207
-0.0012727146462261363,0.0013816149323242488,0.0003864768098489346,4.521270479251882e-05,-9.93752371963863e-05,0.00010649739973600525,-5.9323700084989994e-05,-0.0006897404425247888,0.000414265881478304,-0.0008646901740145818,-0.0008175539930169728,-4.114088876538968e-05,-0.003106412592637331,-0.0007399503086410464,-0.00028966863894674955,-0.00024332859685971542,-0.005236348961516146,0.00038366810944778784,-0.004913094648947958,-0.0015451722690937864,0.00017768032074205742,0.0005224499219247392,-0.002050990980229428,-3.1493292989348554e-05,0.001071882768854282,-0.015816808250629033,0.012137569169352602,-0.00025750608434527145,-0.0006761989173317273,-0.0005517079256794899,-0.00040784686733963404,0.009551763703366412,0.007860705920120559,-0.0010186696607237256,-0.0012276577154559654,-3.261706636648043e-05,-0.00069492523902559,-0.0007455787849267592,0.007536704609530487,0.0017214162872214445,-0.00036383169633114054,-0.000766128751418349,-0.0010456164573503512,0.003472496409867576,-0.0017589729900723272,-0.0033449831422680543,-0.0005512691327212993,-0.0007305758610173241,-0.00244279955054727,-0.0010595955409249402,0.0008835621128306936,-0.0015191637864603313,-5.977771336318494e-05,-0.0013350254291564223,-0.0038945175662676856,0.012087624183773737,-0.002130344805304274,-0.0014237660496948523,-0.0019831769057315762,-3.358461514713085e-05,-0.00027345733797778937,0.0012467450676076908,-0.0001467851015078958,0.0009841652330904171,-0.03766266678035368
-0.0013343241000480788,0.0010671046351902191,0.0002993120211052247,1.5227079726232162e-05,-0.00013858967055779825,0.00010448192514456167,-0.00021754197270340558,-0.0007625341466727109,0.0002618593263097324,-0.0010650932762156229,-0.0009296423826578026,-4.750176658152583e-05,-0.0029888619590797694,-0.0002827764862244342,-0.00028850826932147466,-0.0002892508547933659,-0.004939292304723897,0.0003153306650136578,-0.003724910811293891,-0.0015049367526972501,0.00016303800897032872,0.0005829172582303421,-0.0021803147296270975,-4.730289638721352e-05,0.00038571952818711175,-0.015824220206414497,0.012511099253145863,-0.000552095830908983,-0.0011768527192649314,-0.0006534603888228574,0.0027223100822328927,0.006997075912520856,0.006854624878622095,-0.0010095576340294343,-0.0011495442009040735,4.470011761448234e-05,-0.0006052589964866684,-0.0007245550894553476,0.008500355951220007,0.0007666180391625588,-0.0004042094544023378,-0.0007457558540886478,-0.0010423770801707422,0.003486323940968372,-0.0019709947594817034,-0.0035492713489992944,-0.0007327879011572724,-0.0008055984456586396,-0.002262824721860013,-0.0009233108352189046,0.0008739120994487592,-0.001623347367277539,3.719488994957665e-05,-0.000603251353913814,-0.0037805592440834923,0.01220434088723632,-0.0021200362271099893,-0.0012539568127046818,-0.001604807606523484,-1.2155093671584183e-05,-0.0002764506488868168,0.001078249573078116,-0.0001540120456212657,0.0014190706838073108,-0.03751574106849764
-0.001371667531126164,0.0007973569848662709,0.00022050925822569845,-1.1617101022820542e-05,-0.00017103529118289718,0.0001009145226049668,-0.0003468678350415644,-0.0008280481921925098,0.00010703364662223436,-0.0012378164379093226,-0.00103504661899545,-5.242498752888736e-05,-0.0028052964059324115,8.570773326610492e-05,-0.00029210911742316714,-0.0003311324192797338,-0.004644512583109939,0.0002558759843673819,-0.0026125915861197058,-0.0014756408057732262,0.0001502435127183066,0.000598633005512994,-0.0023061875382485164,-6.509742132787544e-05,-0.00020367401708820676,-0.01581251067641498,0.012671405087125054,-0.0008105848152734074,-0.0015924564791495177,-0.0007416657579354391,0.00571195558091997,0.004778155076224255,0.005925247642951659,-0.000999627777290013,-0.001077428931616109,0.00010955497947739978,-0.0005264961650855993,-0.0007080482718613279,0.00931847837189359,-2.6267622580733452e-05,-0.00043940455624313923,-0.000723207763126843,-0.0010391698406753136,0.003483173781066773,-0.0021325887164533874,-0.0037361702340612535,-0.0008866200624153553,-0.0008695995591083694,-0.002100645786286326,-0.0008051822058986469,0.0008679195741234658,-0.0017080211207477491,8.480964034696115e-05,-3.8342686253578506e-05,-0.0036817150100838525,0.012228256379723357,-0.002116527452109107,-0.001110601469540562,-0.0012834637633588608,8.26381130214493e-06,-0.0002775799205939622,0.0009264744017032367,-0.00016193881393533616,0.0017655957318714055,-0.03736582141741385
-0.0013870832492675067,0.0005693245535489666,0.0001496186120002463,-3.5487563957770085e-05,-0.00019719623560043864,9.591241711626175e-05,-0.00044945502811566396,-0.0008866588885186877,-4.8872819654710575e-05,-0.0013836526122222859,-0.0011338586251596894,-5.598282474972294e-05,-0.002563495716953912,0.000371629061546086,-0.0002999729462740408,-0.0003691851982097205,-0.004353433256824357,0.00020478582471605833,-0.0015755241903788741,-0.001456281102586554,0.00013919645393634106,0.0005741553183797876,-0.002428237751218032,-8.458041114112191e-05,-0.0007023851344499787,-0.015783317476916636,0.012638850348628994,-0.001035032107921774,-0.0019290138161449644,-0.0008171591888561647,0.008551671951770201,0.0028731594028517105,0.005074415943894683,-0.000988975263070735,-0.0010111147446736357,0.00016281008141438846,-0.0004578271423018032,-0.0006956061843395034,0.010003638672894999,-0.0006678941410170891,-0.00046976813314536514,-0.0006988074442348946,-0.0010359909106085752,0.003464952001744015,-0.002247882319519001,-0.003906060276418377,-0.0010153944377305768,-0.0009233606575967945,-0.0019559508941836556,-0.0007040603727423989,0.0008651247129161099,-0.0017745636105780394,8.769365279093222e-05,0.00037281126359167693,-0.0035966675322572916,0.012167054290853185,-0.0021191535436643205,-0.0009919688593592602,-0.0010151777789241256,2.761664083950066e-05,-0.0002770290461304725,0.0007907429228704022,-0.00017047419229199168,0.0020298064210784172,-0.03721689149830609
-0.0013829095642790001,0.0003799599134355347,8.619017321875866e-05,-5.6552035581414195e-05,-0.00021755664033928923,8.959283367704352e-05,-0.0005274572929429011,-0.0009387425450865239,-0.00020452173459140077,-0.0015033947522808955,-0.0012261703242800737,-5.824755138594817e-05,-0.002271239675902814,0.0005811142103311351,-0.00031160151889619847,-0.00040362109947400526,-0.004067477786017348,0.00016154194326745142,-0.0006130958410246468,-0.0014458543174020733,0.00012979645457411593,0.0005140423514378156,-0.0025460937136604356,-0.00010545540915696261,-0.0011165010913763984,-0.01573827842420572,0.012433798714996502,-0.0012274967793375335,-0.0021925283494119707,-0.00088077583742463,0.011232041517832192,0.0012602471007792104,0.00430397151223616,-0.0009776952639376502,-0.0009504044771573295,0.00020532798561778698,-0.00039844232561525583,-0.0006867766790848995,0.010568403655567549,-0.0011689149591558312,-0.0004956513163997256,-0.0006728778631148735,-0.0010328364617145924,0.003433564674580669,-0.0023210030272101667,-0.004059321955035333,-0.0011217398483377439,-0.0009676631973543071,-0.0018284281959100035,-0.0006187960555285033,0.0008650676918893208,-0.0018243534004750428,5.047404224423069e-05,0.0006433211853884568,-0.003524099478592224,0.01202841825024481,-0.0021272495651383228,-0.0008963278213182102,-0.0007959820559063635,4.5847936006149226e-05,-0.00027498191852748377,0.0006703785059674061,-0.00017952696653356082,0.002217768795223396,-0.037159808706582975
-0.0013614847859677592,0.00022621563672364786,2.9774032672014172e-05,-7.497824239688367e-05,-0.0002326006419280935,8.20729972863532e-05,-0.0005830283705396955,-0.0009846754713305206,-0.00035857476025824564,-0.0015978358112117563,-0.0013120736394864885,-5.929144057992275e-05,-0.0019363080665372179,0.0007202898913367672,-0.00032649659831140987,-0.0004346520309632673,-0.003788069630838886,0.00012562609722843732,0.0002753062449893928,-0.0014433571244847343,0.00012194313658242528,0.00042285225929439285,-0.0026593837707000745,-0.00012742595870518514,-0.001452109155345549,-0.015679031334568272,0.012076613863566177,-0.0013900379000039154,-0.002389003698110459,-0.0009333508594798756,0.01374364660215499,-8.242362161781092e-05,0.0036157560787608567,-0.000965882952456143,-0.000895100966148421,0.00023797125427904575,-0.0003475321125055997,-0.0006811076082916534,0.011025340121254779,-0.0015399835200055056,-0.0005174052372979299,-0.0006457419854689617,-0.001029702665737653,0.0033909178711581944,-0.002356078298058617,-0.004196335748876345,-0.0012082851154713303,-0.001003288634610855,-0.0017177658418228159,-0.0005482399740357469,0.000867288687104395,-0.0018587690541459478,-2.222207633095774e-05,0.0007862977689041539,-0.0034626935170767315,0.011820031887516347,-0.002140150579893141,-0.0008219471945745127,-0.0006219089969923264,6.290223786775684e-05,-0.0002716224308161319,0.0005647045203822643,-0.000189005922501706,0.0023355488981013917,-0.037159808706582975
-0.001325147224140455,0.0001050442956098685,-2.0079718850318784e-05,-9.093391090708725e-05,-0.000242812376895718,7.34701329432319e-05,-0.0006183220019229108,-0.001024833976685624,-0.0005096935587256546,-0.0016677687421413623,-0.0013916604939084865,-5.918676547322921e-05,-0.0015664806726157776,0.0007952828162782755,-0.00034415994754199986,-0.000462489900568408,-0.003516632251439389,9.652004380700241e-05,0.001090294850709883,-0.0014477861980993767,0.00011553612191117502,0.00030514319655639,-0.00276773626746174,-0.00015019560311613223,-0.0017152965938358467,-0.015607214024290328,0.011587659471676615,-0.0015247145404045925,-0.0025244434814003514,-0.0009757194108609424,0.016077069527787424,-0.0011766945559635866,0.003011611374253542,-0.0009536335011918196,-0.0008450070487280303,0.00026160244959028134,-0.0003042869004524773,-0.0006781468241545685,0.011387014871300227,-0.0017917532665749913,-0.0005353810271310211,-0.00061772277699923,-0.0010265856944222662,0.0033389176630573836,-0.002357235590596085,-0.004317482136906192,-0.001277659060366143,-0.0010310184255968302,-0.0016236519822800943,-0.0004912428480426945,0.0008713278746237396,-0.0018791891352977208,-0.00012576758797200327,0.0008148517039050507,-0.003411132315699228,0.011549578832286356,-0.002157191651291468,-0.0007670958182851573,-0.0004889910048688773,7.872408749021176e-05,-0.0002671344760275529,0.0004730443355021041,-0.00019881984603886682,0.0023892127735078983,-0.037159808706582975
-0.0012762351886042023,1.3398462292091295e-05,-6.382099055801671e-05,-0.00010458676761515573,-0.0002486759817708073,6.390146564627663e-05,-0.0006354919281090776,-0.0010595943705866695,-0.000656539792064037,-0.0017139864981958741,-0.0014650228106758423,-5.800579920822724e-05,-0.0011695372778964819,0.0008122196968716189,-0.00036409332961018226,-0.00048734661617999553,-0.0032545891079687195,7.37055402098008e-05,0.0018324827591835735,-0.001458138212510618,0.00011047503251049307,0.00016547331783112185,-0.0028707795490701127,-0.00017346788571925842,-0.0019121506743250416,-0.015524464309658259,0.010987299216666635,-0.001633585771022683,-0.002604851318442014,-0.001008716647406982,0.018222892617777875,-0.002044407493882683,0.002493379129499207,-0.0009410420827101751,-0.0007999255619774992,0.0002770841337436103,-0.00026789708693586434,-0.0006774421788686702,0.011665994707047211,-0.0019348776418731672,-0.0005499298171901534,-0.0005891432034077493,-0.001023481719512609,0.0032794701218594735,-0.00232860236335386,-0.004423141598089209,-0.0013324905042571,-0.001051634026542403,-0.0015457747676392852,-0.0004466553973273557,0.0008767254305090955,-0.0018869922076367729,-0.00025553537771660917,0.0007420936801580957,-0.003368098542448017,0.011224742714173175,-0.0021777078426961083,-0.0007300425316076886,-0.00039326048222254606,9.325802593873611e-05,-0.0002617019471929938,0.0003947213207144973,-0.00020887752298681672,0.002384826465238188,-0.037159808706582975
-0.0012170869891663383,-5.176929103289929e-05,-0.00010189969166074508,-0.00011610453902388684,-0.000250675593082228,5.348422039452849e-05,-0.0006366918901149488,-0.0010893329624686032,-0.0007977751223435803,-0.0017372820325023408,-0.0015322525129184417,-5.582081492672142e-05,-0.0007532576661382073,0.0007772272448323125,-0.00038579850753783784,-0.0005094340856891533,-0.003003363660577185,5.6664343644596826e-05,0.0025024827534567695,-0.0014734098419835195,0.00010665949033072941,8.400777725681152e-06,-0.0029681419606494286,-0.00019694634984501747,-0.002048758664291994,-0.015432420006957881,0.01029589677587528,-0.0017187106623417492,-0.0026362308283953695,-0.0010331777249575902,0.02017169819517539,-0.0027074042269992216,0.0020629010752826193,-0.0009282038695770378,-0.0007596593429775034,0.0002852788689311492,-0.00023755306943551435,-0.0006785415246286508,0.01187484642983927,-0.0019800100889090233,-0.0005614027387669251,-0.0005603262303964796,-0.0010203869127530796,0.003214481319145035,-0.0022743060748641186,-0.004513694611389951,-0.001375408268378675,-0.001065916893677743,-0.001483822348258279,-0.0004133283416686284,0.0008830215308224254,-0.0018835568348706255,-0.00040689833060214564,0.0005811343874304598,-0.003332274865311402,0.010853207162795586,-0.0022010342174692,-0.0007090561736987633,-0.00033074983174041783,0.0001064485942794402,-0.0002555087373435905,0.0003290588454076815,-0.00021908773918788427,0.0023284560170875324,-0.03738061791045688
