component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_093324,FLW0_093324,ANLT0_093324,SETP0_183425,FLW0_183425,ANLT0_183425,SETP0_453624,FLW0_453624,ANLT0_453624,FLW0_093125,FLW0_091225,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e926b8c0-77fa-4e3f-afb2-5d6b6be8f783,dce27208-9ed3-4553-9623-330063c51d52,3628767462.0987,5720177566.0459,4142249254.4342,7275.9856,7718.4037,6771251924.0636,4484199185.6125,4390681126.5424,2926040134.5209,5709962533.3237,4126980817.3478,39550.7134,63601.7072,6790503387.3596,4486291162.1591,4420583811.4868,2803130908.9621,5709071392.551,4125852311.22,820406.8492,4587.6293,6764897906.8774,4482939447.0515,4381955381.3021,3917061295.1063,5821398663.0427,4146551092.0233,362073.2586,178992242.7127,6834887354.3375,4534676579.9257,4419741004.79,3671492724.0708,5738149167.2701,4144889005.2356,9839602.4993,8837685.1844,6807036623.1087,4503871847.3074,4420822329.9348,3323708614.8294,5728476940.8703,4134046786.0686,219249.0708,12276.4249,6777072064.3615,4484975960.1787,4392881421.612,2529410899.7922,5791247442.2683,4136626260.5152,18412.3084,12939.9863,6790412486.0647,4481664594.1669,4381222946.1131,2122243753.1871,5755903544.4509,4145503194.0517,23767.6583,8240.7614,6782258672.3769,4475837425.9102,4107110984.574,18.9817,20.2711,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-01 23:56:34.079,"{'cid': '03f97957-0b88-476a-9579-d2d33116d74f', 'uuid': '9cd462be-6390-486d-9d8c-431d6140fd30', 'annotationId': 'e926b8c0-77fa-4e3f-afb2-5d6b6be8f783', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759362992107, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-01T23:56:32.438Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,425849.46,32.73,21.95,102563.27,2500.0,2498.66,22450181.0,0.0,0.08,22160328.0,2500.0,2497.35,22340098.0,0.16,0.15,0.5,298978.95,33.72,21.95,102513.49
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e926b8c0-77fa-4e3f-afb2-5d6b6be8f783,dce27208-9ed3-4553-9623-330063c51d52,3636444209.8499,5719763262.3602,4142468082.8799,7278.3306,7718.7645,6771255344.6212,4484706447.9638,4392382929.2594,2932342876.1898,5710374693.7599,4126767266.0933,39548.3027,63591.8243,6788174882.126,4486797759.167,4419597883.5979,2822492869.3668,5709072112.9602,4125639395.5185,822876.6624,4587.5249,6764318298.3086,4483194617.2114,4379535846.3491,3904474501.1086,5820538376.7903,4146550568.2711,363548.6751,179067729.6337,6833707603.3486,4534934797.5292,4420229500.8913,3669953675.8234,5738146270.8182,4144671483.1684,9838375.9672,8841189.2452,6807033184.3191,4503364762.0129,4420823444.203,3251984397.4543,5728476218.0136,4133833020.0501,220290.9894,12276.9645,6775335843.2446,4484726244.3439,4390938468.3488,2529571971.9976,5792093261.2191,4136840840.2132,18423.4501,12904.523,6788664266.118,4480904775.3603,4379046962.0882,2121556169.6762,5755486237.1995,4145504241.2818,23763.6928,8241.0416,6782841356.8614,4475334424.564,4102640777.7031,18.9817,20.2711,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-01 23:56:35.279,"{'cid': '03f97957-0b88-476a-9579-d2d33116d74f', 'uuid': '9cd462be-6390-486d-9d8c-431d6140fd30', 'annotationId': 'e926b8c0-77fa-4e3f-afb2-5d6b6be8f783', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759362992107, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-01T23:56:32.438Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,473630.51,33.07,21.98,102564.18,2500.0,2499.56,22450181.0,0.0,0.07,22160328.0,2500.0,2497.61,22340098.0,0.15,0.14,0.5,313311.64,33.97,21.94,102515.41
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e926b8c0-77fa-4e3f-afb2-5d6b6be8f783,dce27208-9ed3-4553-9623-330063c51d52,3636778517.3284,5719351905.3118,4142250824.0465,7277.4748,7719.5911,6771258765.1787,4484707579.1855,4390196957.1231,2922677740.8638,5710783310.5138,4126766223.6122,39552.6791,63249.4906,6788174024.8607,4486542748.8259,4418612951.7234,2818357008.0815,5709068510.9142,4125638874.4138,825128.546,4587.9648,6764321715.3596,4482941708.5995,4378087172.4138,3895814650.9341,5820963713.824,4146548997.0146,364064.797,179056242.6805,6832525670.8948,4535195332.6088,4420229500.8913,3673195011.1276,5737735138.6576,4144021670.8543,9836629.6923,8844311.0349,6809381664.9467,4502856656.0654,4420824001.3371,3271929607.1384,5727232781.6723,4133616665.7965,219947.3387,12290.706,6775919904.1588,4484473163.2826,4392154757.2923,2525845382.8721,5792941520.4678,4136626783.0085,18426.8737,13001.162,6788663408.7791,4481157454.5044,4378320459.0598,2130049295.5849,5755902818.129,4145720270.1995,23758.3079,8241.1997,6781684652.2782,4475589862.2714,4106689958.5921,18.9011,20.2711,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-01 23:56:36.475,"{'cid': '03f97957-0b88-476a-9579-d2d33116d74f', 'uuid': '9cd462be-6390-486d-9d8c-431d6140fd30', 'annotationId': 'e926b8c0-77fa-4e3f-afb2-5d6b6be8f783', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759362992107, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-01T23:56:32.438Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,497537.78,33.36,21.99,102566.1,2500.0,2500.35,22450181.0,0.0,0.06,22160328.0,2500.0,2499.84,22340098.0,0.14,0.16,0.5,326816.79,34.2,21.95,102516.02
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e926b8c0-77fa-4e3f-afb2-5d6b6be8f783,dce27208-9ed3-4553-9623-330063c51d52,3636443291.8713,5718529369.3174,4142251347.2506,7278.5513,7719.0802,6771261330.5969,4484707013.5747,4391412285.5562,2909850784.6668,5711195589.5071,4126766744.8527,39543.849,63509.3129,6786434693.1779,4486543314.6608,4420338123.8859,2807324373.2047,5709064908.8682,4125637832.2043,826314.2577,4587.9781,6766055712.2105,4483446423.5228,4377602471.4514,3908723918.5123,5820963713.824,4146548473.2625,364387.9052,179074340.3449,6831938740.2934,4535454181.4438,4419983846.7109,3702087383.1776,5737322618.0133,4144020623.9531,9835108.9094,8847217.8126,6808212381.7713,4502345258.3759,4420576044.5682,3293491621.2732,5726818181.8182,4133614577.3508,218669.4033,12281.8496,6781143273.101,4484220676.3941,4390939575.0332,2524873807.4726,5793362087.8719,4136842930.2957,18427.2573,12955.5757,6793908193.9082,4481158584.831,4376872586.8726,2130570135.2589,5756321638.7012,4145718175.6297,23756.3227,8241.3381,6781683795.8205,4475085224.0659,4106048750.1941,18.9011,20.3516,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-01 23:56:37.681,"{'cid': '03f97957-0b88-476a-9579-d2d33116d74f', 'uuid': '9cd462be-6390-486d-9d8c-431d6140fd30', 'annotationId': 'e926b8c0-77fa-4e3f-afb2-5d6b6be8f783', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759362992107, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-01T23:56:32.438Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,503259.05,33.63,22.0,102565.91,2500.0,2499.76,22450181.0,0.0,0.06,22160328.0,2500.0,2501.17,22340098.0,0.14,0.15,0.5,336824.33,34.39,21.96,102517.63
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e926b8c0-77fa-4e3f-afb2-5d6b6be8f783,dce27208-9ed3-4553-9623-330063c51d52,3639794183.8563,5718942050.949,4142683794.6732,7278.6031,7718.9331,6771837851.7061,4484705316.7421,4392383482.7853,2918242232.133,5711192706.8319,4127198561.2261,39545.3797,63532.3183,6787014656.7241,4486542748.8259,4419353419.4698,2799353583.9315,5708651491.1396,4125636789.9948,827155.2493,4587.9079,6766632199.624,4483446423.5228,4376394771.6744,3912017673.7757,5820538376.7903,4146550568.2711,364662.1116,179132707.3694,6837246351.7831,4535194760.6246,4419984403.7208,3701727875.8994,5737747447.6866,4144027952.2613,9833888.2129,8849649.4676,6808219260.5331,4501582921.7056,4421323340.9483,3314643873.4516,5726820349.7615,4133617187.9079,218582.338,12275.2009,6779982019.0085,4483715222.8003,4391428334.2557,2526410190.9201,5793780523.4683,4136842407.7751,18422.802,13009.9861,6791573033.7079,4481157454.5044,4375422364.3582,2131203406.7326,5756739793.6946,4145719746.5571,23760.6849,8241.3638,6781103879.4211,4475085788.4637,4107326189.3669,18.9817,20.2711,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-01 23:56:38.879,"{'cid': '03f97957-0b88-476a-9579-d2d33116d74f', 'uuid': '9cd462be-6390-486d-9d8c-431d6140fd30', 'annotationId': 'e926b8c0-77fa-4e3f-afb2-5d6b6be8f783', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759362992107, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-01T23:56:32.438Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,500891.11,33.88,22.0,102564.33,2500.0,2500.27,22450181.0,0.0,0.07,22160328.0,2500.0,2500.23,22340098.0,0.13,0.13,0.5,341525.01,34.58,21.96,102517.18
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e926b8c0-77fa-4e3f-afb2-5d6b6be8f783,dce27208-9ed3-4553-9623-330063c51d52,3638788866.9453,5719766149.4045,4142684841.1909,7278.6647,7718.8149,6771262185.7363,4485213259.4185,4393113547.0298,2926470892.6261,5710782589.897,4127199082.521,39546.4323,63549.9301,6786438121.3576,4486291162.1591,4418618519.9621,2797466252.0319,5708243175.1062,4125854395.7476,827703.0323,4587.5085,6767209640.2017,4482938316.2775,4375428429.6427,3896014553.3212,5820539111.2743,4146551615.7754,364908.0046,179252251.1574,6841976151.3868,4534937657.2867,4419492620.44,3701206727.4001,5738578463.321,4143811044.2293,9832320.6624,8852632.6758,6808803852.4379,4501321675.9396,4421073657.232,3333530996.1702,5726405809.6683,4134481696.1721,218108.0096,12332.8443,6778822874.7539,4483716353.7661,4389729490.5128,2525359502.1541,5793780523.4683,4136848155.5021,18422.741,12996.1233,6790407340.7083,4481410162.211,4374698715.4749,2126598714.4663,5755901365.4852,4145722888.4118,23759.8475,8241.702,6784003598.355,4475587039.9639,4130039560.6684,18.9817,20.2711,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-01 23:56:40.076,"{'cid': '03f97957-0b88-476a-9579-d2d33116d74f', 'uuid': '9cd462be-6390-486d-9d8c-431d6140fd30', 'annotationId': 'e926b8c0-77fa-4e3f-afb2-5d6b6be8f783', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759362992107, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-01T23:56:32.438Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,493402.34,34.11,22.0,102565.61,2500.0,2498.88,22450181.0,0.0,0.08,22160328.0,2500.0,2496.94,22340098.0,0.14,0.15,0.5,344084.55,34.76,21.97,102517.31
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e926b8c0-77fa-4e3f-afb2-5d6b6be8f783,dce27208-9ed3-4553-9623-330063c51d52,3636946382.6662,5719350461.8938,4142899529.0424,7279.1042,7719.094,6770679777.6828,4485463596.7642,4394572188.0711,2915657153.3788,5711191986.1632,4127414763.8411,39542.4375,63698.6053,6785271636.6752,4486290596.3562,4420831754.8747,2801342581.1246,5708657253.998,4125855438.0114,828072.4733,4587.7452,6767205367.0626,4483188397.6026,4374221376.9913,3885668611.7786,5820967386.5139,4146550044.5189,365099.8022,179259228.3698,6840790496.7603,4535711343.7446,4419493177.3879,3714057943.8376,5738986095.0174,4144027428.8107,9830406.8339,8855345.8074,6808796113.1654,4500802111.7166,4421068085.5806,3350780489.8684,5725985549.1329,4134693962.816,217658.7742,12299.8689,6777083190.6881,4483461690.6983,4386814638.7307,2519302769.8185,5794202676.0254,4137061190.3642,18430.3145,13079.0195,6788659122.085,4481660637.5763,4373732569.0349,2124819422.7979,5755899186.5195,4145722364.7693,23759.0976,8242.0097,6784003598.355,4475837990.4036,4124441960.8047,18.9817,20.2711,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-01 23:56:41.275,"{'cid': '03f97957-0b88-476a-9579-d2d33116d74f', 'uuid': '9cd462be-6390-486d-9d8c-431d6140fd30', 'annotationId': 'e926b8c0-77fa-4e3f-afb2-5d6b6be8f783', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759362992107, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-01T23:56:32.438Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,481765.95,34.32,22.01,102565.37,2500.0,2499.3,22450181.0,0.0,0.07,22160328.0,2500.0,2498.51,22340098.0,0.15,0.14,0.5,344119.74,34.95,21.96,102516.2
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e926b8c0-77fa-4e3f-afb2-5d6b6be8f783,dce27208-9ed3-4553-9623-330063c51d52,3634104398.8808,5718939164.3213,4142900575.6149,7279.4244,7718.563,6770679777.6828,4485464162.471,4395545338.7249,2910385605.0581,5710781148.6633,4127415806.4852,39544.597,63692.2715,6784691114.7288,4486543880.4957,4422802920.5217,2802736413.5245,5708660135.4272,4126073587.659,829132.6846,4587.962,6767208785.5739,4483441899.9152,4373498126.1023,3903698211.7346,5821392051.7153,4146550568.2711,365183.2146,179205103.65,6844340046.6765,4535710199.6453,4419244820.6728,3711956144.8719,5738989716.1066,4143815755.0379,9828882.2224,8856888.6247,6807624451.8958,4500290611.8742,4421067528.4154,3366926804.3866,5733443061.7856,4134696051.807,217852.4339,12245.6936,6777663271.42,4483459428.8945,4388267433.5011,2515281627.4634,5786584884.9945,4137061712.9122,18432.8949,12961.3049,6788657407.4074,4481910575.9991,4373247175.5304,2126192793.7618,5755481153.3154,4145724459.3392,23759.7868,8241.6412,6783419001.1137,4476089533.7022,4121215458.1342,19.0623,20.2711,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-01 23:56:42.483,"{'cid': '03f97957-0b88-476a-9579-d2d33116d74f', 'uuid': '9cd462be-6390-486d-9d8c-431d6140fd30', 'annotationId': 'e926b8c0-77fa-4e3f-afb2-5d6b6be8f783', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759362992107, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-01T23:56:32.438Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,473118.24,34.54,22.01,102565.42,2500.0,2499.29,22450181.0,0.0,0.06,22160328.0,2500.0,2498.18,22340098.0,0.15,0.14,0.5,344624.27,35.13,21.96,102517.71
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e926b8c0-77fa-4e3f-afb2-5d6b6be8f783,dce27208-9ed3-4553-9623-330063c51d52,3634941732.428,5718939164.3213,4143334205.5683,7278.1302,7719.3702,6770684053.0141,4484957293.9646,4395546446.574,2908351026.7054,5710783310.5138,4127417891.7735,39541.3684,63648.0382,6783531225.9059,4486293425.3706,4424531920.8252,2799950482.7928,5709484870.317,4126077235.7724,829924.431,4587.8769,6767213913.3407,4483442465.3661,4376153421.9379,3905243704.1053,5821389847.9395,4146551092.0233,365205.6998,179275586.1227,6841389320.8917,4535710771.695,4419247605.2573,3703960446.9587,5738159304.8516,4143603056.6314,9828070.3585,8857612.3367,6808214101.4617,4500294585.0834,4421563579.6278,3382354071.4804,5732200361.6637,4135346043.3534,218614.6839,12189.4949,6782893609.731,4482702397.1054,4389000000.0,2509996510.8165,5787854221.4432,4136847632.9815,18443.3007,13031.5005,6792741700.2659,4481915098.0725,4372045730.0275,2127284442.1727,5754644542.88,4145290329.3366,23760.2205,8242.0911,6782839643.6526,4475583088.7333,4120355733.2779,19.0623,20.1099,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-01 23:56:43.681,"{'cid': '03f97957-0b88-476a-9579-d2d33116d74f', 'uuid': '9cd462be-6390-486d-9d8c-431d6140fd30', 'annotationId': 'e926b8c0-77fa-4e3f-afb2-5d6b6be8f783', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759362992107, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-01T23:56:32.438Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,460233.94,34.72,22.02,102565.02,2500.0,2500.65,22450181.0,0.0,0.08,22160328.0,2500.0,2497.91,22340098.0,0.15,0.15,0.5,343363.89,35.25,21.97,102518.06
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e926b8c0-77fa-4e3f-afb2-5d6b6be8f783,dce27208-9ed3-4553-9623-330063c51d52,3636951432.2438,5718941329.2921,4143552101.3241,7279.5603,7719.905,6771262185.7363,4484956162.6789,4392621644.0631,2898840436.4382,5711192706.8319,4127847758.0813,39540.7186,63553.4849,6782369164.8822,4486292293.7649,4426010932.0096,2798260516.0834,5709894805.1012,4126507870.3221,830042.2135,4588.0129,6766637326.9527,4483441899.9152,4378809182.2095,3921123261.913,5821817513.9583,4146335498.0622,365255.6888,179285106.5655,6845528659.1165,4535451321.3591,4418753758.7705,3695471126.0379,5738565428.3438,4144033186.7672,9827151.7418,8859442.7974,6809968177.5178,4500546631.095,4421807745.8902,3394563102.6355,5731373399.8698,4135348132.6717,218515.2036,12225.0562,6787543288.1879,4482448979.5918,4387056612.1185,2510314383.6051,5789124844.7659,4137064325.6519,18430.8696,12960.8544,6796241524.3327,4481915098.0725,4372286076.3678,2123437348.9446,5755063907.0443,4145074345.5497,23762.6993,8241.5369,6782837930.4437,4475582524.2718,4119714419.2326,18.9817,20.2711,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-01 23:56:44.878,"{'cid': '03f97957-0b88-476a-9579-d2d33116d74f', 'uuid': '9cd462be-6390-486d-9d8c-431d6140fd30', 'annotationId': 'e926b8c0-77fa-4e3f-afb2-5d6b6be8f783', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759362992107, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-01T23:56:32.438Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,448869.1,34.91,22.01,102564.58,2500.0,2499.43,22450181.0,0.0,0.08,22160328.0,2500.0,2500.51,22340098.0,0.14,0.14,0.5,340064.12,35.4,21.96,102516.18
