component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_454625,GASR0_454625,H0_454625,T0_454625,P0_454625,SETP0_094324,FLW0_094324,ANLT0_094324,SETP0_181425,FLW0_181425,ANLT0_181425,SETP0_543024,FLW0_543024,ANLT0_543024,SETP0_453024,FLW0_453024,ANLT0_453024,SETP0_183624,FLW0_183624,ANLT0_183624
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,4d878b1b-eed1-409b-85e6-067d2e1a3da7,cef005ed-135f-4b62-b67e-4518ada868d3,10742185,7493273.0,4364987.5,214157.703125,168225168,167214928,124060888,124814560,1765.9156494140625,3124.592529296875,31161.638671875,33985.0703125,40668.9140625,528148.5,8529.0673828125,2873.517333984375,1354.676513671875,7071.849609375,11113267,76955.4765625,3194641.25,370050.46875,29009.55078125,26856.640625,886950464,514994784,515645280,1046709056,462153344,455255008,94385472,94954384,222967872,141902880,130579008,756589248,97706064,98653368,160.64291381835938,58798.421875,9550613,6266510.5,39882.31640625,107960176,997.1954956054688,445155.9375,107310448,108141768,12638.0078125,77445.1171875,10045.1064453125,4887.99072265625,63945.90625,410752.4375,6214.9638671875,59240.765625,54559.21484375,4923990.5,2061167.625,37633.99609375,250152912,251454800,211701360,213380064,5061,27.28205108642578,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67790034,24484,0,45.82716751098633,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:10:47.971,"{'cid': '5ccfa53a-009f-4c64-a13b-da1c212c46af', 'uuid': 'f877af1b-cd3d-4946-be41-c85e24508909', 'annotationId': '4d878b1b-eed1-409b-85e6-067d2e1a3da7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524647456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:10:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,663857.37,57.22,24.41,1015.7,200.0,200.08,21470060.0,1600.0,1594.88,24020116.0,1388.0,1383.68,22450138.0,3800.0,3799.28,22340093.0,12.0,11.54,22040109.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,4d878b1b-eed1-409b-85e6-067d2e1a3da7,cef005ed-135f-4b62-b67e-4518ada868d3,10761099,7479030.0,4358321.5,213975.859375,168367728,167354176,124065208,124817168,1767.2060546875,3127.765869140625,31185.4453125,33961.375,40762.578125,531549.0,8551.7294921875,2872.79248046875,1356.3475341796875,7052.5869140625,11112728,77012.5390625,3196510.75,370972.375,28957.80859375,26739.251953125,887425472,515237504,515892128,1046960576,462170624,455271808,94295800,94862248,223008384,141951600,130617304,756315392,97723848,98673048,160.66085815429688,58758.32421875,9551216,6256900.5,39967.546875,107865808,998.248779296875,445332.0625,107195648,108024816,12632.1328125,77442.15625,10018.6708984375,4880.31787109375,64138.87109375,411151.28125,6212.4306640625,59082.44140625,54387.90234375,4922931.0,2060279.375,37641.77734375,250163824,251469440,211417584,213095792,5363,27.36263656616211,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67790034,24484,0,45.82716751098633,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:10:48.273,"{'cid': '5ccfa53a-009f-4c64-a13b-da1c212c46af', 'uuid': 'f877af1b-cd3d-4946-be41-c85e24508909', 'annotationId': '4d878b1b-eed1-409b-85e6-067d2e1a3da7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524647456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:10:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,664558.2,57.2,24.41,1015.7,200.0,200.08,21470060.0,1600.0,1594.88,24020116.0,1388.0,1383.68,22450138.0,3800.0,3799.28,22340093.0,12.0,11.54,22040109.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,4d878b1b-eed1-409b-85e6-067d2e1a3da7,cef005ed-135f-4b62-b67e-4518ada868d3,10757921,7467247.0,4349903.5,213950.953125,168451584,167442432,124093224,124843448,1763.0877685546875,3127.703369140625,31199.025390625,33959.46484375,40703.6328125,534359.4375,8554.4873046875,2865.284912109375,1355.1923828125,7066.6494140625,11113523,77082.1640625,3189979.25,369437.875,29040.42578125,26881.283203125,886526784,515252192,515951872,1045236800,462214496,455298496,94307560,94874336,222992016,141960848,130634304,755747328,97716152,98668560,160.63653564453125,58751.43359375,9553082,6252403.5,39775.80078125,107842976,999.5691528320312,445827.375,107361736,108191680,12631.6142578125,77438.2109375,10022.7724609375,4875.3544921875,63993.37109375,411529.6875,6212.1357421875,59129.65625,54567.6953125,4922338.0,2060132.0,37674.5625,250200592,251511824,211355520,213032400,5663,27.28205108642578,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67790034,24484,0,45.82716751098633,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:10:48.573,"{'cid': '5ccfa53a-009f-4c64-a13b-da1c212c46af', 'uuid': 'f877af1b-cd3d-4946-be41-c85e24508909', 'annotationId': '4d878b1b-eed1-409b-85e6-067d2e1a3da7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524647456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:10:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,665261.38,57.18,24.42,1015.7,200.0,200.03,21470060.0,1600.0,1595.71,24020116.0,1388.0,1384.23,22450138.0,3800.0,3799.55,22340093.0,12.0,11.61,22040109.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,4d878b1b-eed1-409b-85e6-067d2e1a3da7,cef005ed-135f-4b62-b67e-4518ada868d3,10762181,7465179.0,4344496.5,214289.265625,168606208,167604080,124192696,124942640,1769.8682861328125,3122.569580078125,31150.994140625,33978.88671875,40794.34765625,533902.25,8551.837890625,2870.047607421875,1355.6116943359375,7067.89599609375,11114268,77055.765625,3185427.25,368437.03125,29024.822265625,26978.04296875,886588544,515102336,515827168,1044340928,462391360,455499872,94326168,94891984,223119680,142024544,130701944,756182400,97712936,98667496,160.64212036132812,58745.04296875,9555122,6289380.0,39633.5390625,107877344,997.6956787109376,445792.5625,107508928,108338760,12639.5478515625,77428.953125,10006.2431640625,4891.49365234375,63905.8359375,412045.8125,6212.80419921875,59118.20703125,54377.08984375,4922488.5,2060168.875,37726.4609375,250120800,251427856,211134320,212810512,5964,27.44322204589844,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67790034,24484,0,45.82716751098633,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:10:48.879,"{'cid': '5ccfa53a-009f-4c64-a13b-da1c212c46af', 'uuid': 'f877af1b-cd3d-4946-be41-c85e24508909', 'annotationId': '4d878b1b-eed1-409b-85e6-067d2e1a3da7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524647456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:10:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,665978.62,57.16,24.42,1015.7,200.0,199.96,21470060.0,1600.0,1597.02,24020116.0,1388.0,1385.13,22450138.0,3800.0,3799.99,22340093.0,12.0,11.74,22040109.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,4d878b1b-eed1-409b-85e6-067d2e1a3da7,cef005ed-135f-4b62-b67e-4518ada868d3,10778210,7468354.5,4349774.0,214385.15625,168535232,167528496,124123344,124870832,1764.8350830078125,3123.06396484375,31163.35546875,33976.9140625,40605.00390625,536929.625,8544.162109375,2869.07666015625,1356.5179443359375,7053.4462890625,11113487,77059.6640625,3186706.5,368835.28125,29267.41015625,27139.439453125,905629824,517989664,518649280,1070052864,461577888,454727616,94295576,94862272,223163312,142096288,130750488,762352000,97693456,98646968,160.6477813720703,58819.0,9566031,6306400.5,39550.1171875,107959712,996.9448852539062,445502.46875,107520544,108349040,12622.67578125,77434.828125,10046.2392578125,4879.44775390625,63836.32421875,410787.5625,6215.46435546875,59144.765625,54336.671875,4920756.0,2059154.25,37757.24609375,250058000,251357152,211027664,212712480,6265,27.44322204589844,29.0549430847168,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67790034,24484,0,45.82716751098633,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:10:49.175,"{'cid': '5ccfa53a-009f-4c64-a13b-da1c212c46af', 'uuid': 'f877af1b-cd3d-4946-be41-c85e24508909', 'annotationId': '4d878b1b-eed1-409b-85e6-067d2e1a3da7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524647456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:10:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,666343.02,57.15,24.42,1015.67,200.0,199.89,21470060.0,1600.0,1598.29,24020116.0,1388.0,1386.0,22450138.0,3800.0,3800.41,22340093.0,12.0,11.86,22040109.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,4d878b1b-eed1-409b-85e6-067d2e1a3da7,cef005ed-135f-4b62-b67e-4518ada868d3,10819399,7474801.0,4356174.0,214222.71875,168679904,167661920,124192840,124938904,1763.888427734375,3124.843505859375,31170.015625,33895.17578125,40681.98046875,538100.625,8553.73828125,2871.416748046875,1356.8831787109375,7060.822265625,11112838,77076.8359375,3185489.75,368877.8125,29005.283203125,26860.30859375,929650944,519774016,520470208,1101693056,461060928,454224544,94275264,94842368,223121776,142058800,130708400,768104768,97675968,98626984,160.64134216308594,58776.73046875,9560812,6281113.0,39638.046875,108025864,997.9277954101562,445285.8125,107556760,108386816,12623.4326171875,77471.8828125,10029.5419921875,4902.927734375,63813.11328125,409123.1875,6231.02587890625,59127.02734375,54380.55859375,4920629.5,2059666.625,37763.359375,250197120,251481712,211170288,212865872,6566,27.28205108642578,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67790034,24484,0,45.82716751098633,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:10:49.476,"{'cid': '5ccfa53a-009f-4c64-a13b-da1c212c46af', 'uuid': 'f877af1b-cd3d-4946-be41-c85e24508909', 'annotationId': '4d878b1b-eed1-409b-85e6-067d2e1a3da7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524647456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:10:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,666004.85,57.13,24.42,1015.58,200.0,199.81,21470060.0,1600.0,1599.14,24020116.0,1388.0,1386.78,22450138.0,3800.0,3800.64,22340093.0,12.0,11.96,22040109.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,4d878b1b-eed1-409b-85e6-067d2e1a3da7,cef005ed-135f-4b62-b67e-4518ada868d3,10830679,7483462.5,4363014.0,214117.984375,168670080,167649360,124176768,124922856,1773.000244140625,3131.14794921875,31167.56640625,33891.55078125,40545.78125,536539.9375,8565.369140625,2871.08837890625,1357.1993408203125,7076.3701171875,11114445,77104.875,3188682.75,370364.4375,28959.60546875,26813.939453125,948488832,521780320,522449216,1134648576,460695392,453866080,94253224,94820336,223164080,142134256,130757816,772306240,97658728,98605392,160.6275634765625,58822.375,9563916,6265277.5,39983.17578125,107994392,996.9522094726562,444167.78125,107661056,108495016,12628.8125,77473.359375,10024.576171875,4889.0634765625,63707.37109375,407701.375,6228.39111328125,59131.80078125,54432.73828125,4920113.0,2059358.25,37777.01953125,250136288,251424368,211143184,212838464,6867,27.44322204589844,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67790034,24484,0,45.82716751098633,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:10:49.779,"{'cid': '5ccfa53a-009f-4c64-a13b-da1c212c46af', 'uuid': 'f877af1b-cd3d-4946-be41-c85e24508909', 'annotationId': '4d878b1b-eed1-409b-85e6-067d2e1a3da7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524647456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:10:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,665664.43,57.12,24.42,1015.48,200.0,199.72,21470060.0,1600.0,1598.92,24020116.0,1388.0,1387.28,22450138.0,3800.0,3800.35,22340093.0,12.0,11.95,22040109.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,4d878b1b-eed1-409b-85e6-067d2e1a3da7,cef005ed-135f-4b62-b67e-4518ada868d3,10847811,7486607.5,4364640.5,214133.6875,168684800,167660144,124235976,124983704,1767.71728515625,3123.471923828125,31171.720703125,33866.3828125,40489.91796875,530987.375,8547.6396484375,2869.4248046875,1357.900634765625,7083.5263671875,11117519,77015.515625,3183810.5,368785.5,28951.734375,26801.94140625,970052736,524518464,525232736,1182894720,460601152,453787712,94261352,94828728,223099904,142116848,130727920,775280640,97631624,98572832,160.6436309814453,58831.7734375,9567366,6255800.0,39621.17578125,108084280,996.9124755859376,443956.125,107922064,108761600,12635.9365234375,77476.703125,10049.828125,4876.79248046875,63809.1640625,407490.625,6277.189453125,59341.44921875,54517.0,4920811.5,2059812.375,37833.32421875,250300032,251585936,211324464,213017616,7168,27.44322204589844,29.0549430847168,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67790034,24484,0,45.82716751098633,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:10:50.079,"{'cid': '5ccfa53a-009f-4c64-a13b-da1c212c46af', 'uuid': 'f877af1b-cd3d-4946-be41-c85e24508909', 'annotationId': '4d878b1b-eed1-409b-85e6-067d2e1a3da7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524647456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:10:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,665327.39,57.11,24.42,1015.39,200.0,199.62,21470060.0,1600.0,1598.71,24020116.0,1388.0,1387.78,22450138.0,3800.0,3800.07,22340093.0,12.0,11.95,22040109.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,4d878b1b-eed1-409b-85e6-067d2e1a3da7,cef005ed-135f-4b62-b67e-4518ada868d3,10872232,7486522.0,4362569.5,214007.78125,168679520,167662384,124364680,125119944,1772.787109375,3128.316650390625,31145.265625,33914.84375,40536.9453125,526219.875,8535.302734375,2872.6923828125,1356.4163818359375,7069.45068359375,11119069,77011.34375,3183979.75,368863.0,29046.3203125,26886.208984375,978823232,527032768,527607552,1204542592,460104992,453364032,94182272,94748752,223131440,142120368,130716776,779415488,97617848,98556816,160.6290740966797,58910.8515625,9559824,6233684.0,40161.4921875,108151048,996.9960327148438,443357.4375,108016512,108858232,12639.7861328125,77477.6015625,10043.150390625,4891.44287109375,63865.98828125,407269.0,6211.8291015625,59215.875,54626.3984375,4919584.5,2058635.375,37755.6484375,250433504,251690800,211620576,213319888,7469,27.44322204589844,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67790034,24484,0,45.82716751098633,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:10:50.381,"{'cid': '5ccfa53a-009f-4c64-a13b-da1c212c46af', 'uuid': 'f877af1b-cd3d-4946-be41-c85e24508909', 'annotationId': '4d878b1b-eed1-409b-85e6-067d2e1a3da7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524647456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:10:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,665395.59,57.09,24.42,1015.34,200.0,199.52,21470060.0,1600.0,1598.49,24020116.0,1388.0,1388.29,22450138.0,3800.0,3799.78,22340093.0,12.0,11.95,22040109.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,4d878b1b-eed1-409b-85e6-067d2e1a3da7,cef005ed-135f-4b62-b67e-4518ada868d3,10883132,7493652.5,4365680.0,214182.65625,168917072,167897552,124506880,125261888,1774.317138671875,3126.005615234375,31159.7734375,33921.6171875,40718.54296875,524073.0625,8554.5966796875,2858.86474609375,1356.7081298828125,7074.23291015625,11120279,77007.0078125,3182932.75,369103.40625,29040.083984375,26936.263671875,988554816,529119808,529687840,1212161280,459165920,452463456,94098648,94663400,222786096,142058880,130635544,778147264,97553328,98489560,160.63201904296875,58860.15234375,9562348,6229933.5,40523.41796875,108130568,998.563720703125,443756.6875,108026048,108867800,12637.3623046875,77478.6328125,10045.0537109375,4883.52197265625,63714.80859375,406062.59375,6201.2529296875,58922.75390625,54599.1640625,4917802.5,2057301.375,37648.12890625,250465904,251745936,211683824,213384400,7770,27.28205108642578,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67790034,24484,0,45.82716751098633,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:10:50.681,"{'cid': '5ccfa53a-009f-4c64-a13b-da1c212c46af', 'uuid': 'f877af1b-cd3d-4946-be41-c85e24508909', 'annotationId': '4d878b1b-eed1-409b-85e6-067d2e1a3da7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524647456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:10:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.0,665901.65,57.08,24.42,1015.34,200.0,199.41,21470060.0,1600.0,1598.62,24020116.0,1388.0,1388.08,22450138.0,3800.0,3799.49,22340093.0,12.0,11.96,22040109.0
