component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,SETP0_364625,FLW0_364625,ANLT0_364625,SETP0_184225,FLW0_184225,ANLT0_184225,SETP0_454625,FLW0_454625,ANLT0_454625,FLW0_181225,SETP0_184324,FLW0_184324,ANLT0_184324,T0_093225,H0_093225,SETP0_813024,FLW0_813024,ANLT0_813024
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a7b5cc6f-cf49-4455-814d-c0c57ece0bf6,10c0f871-c230-4501-b91f-5028615cfa1c,194.9591217041016,1014.7877807617188,5.688446044921875,5982.34716796875,6414.3564453125,4516.7060546875,7810.5224609375,6971.54345703125,969.91357421875,16881.2734375,704.0242919921875,668.6346435546875,560.0526733398438,674.4424438476562,568.26513671875,817.2061767578125,334.4275817871094,3094.852294921875,1433.6173095703125,471.73443603515625,63918.19140625,46339.1328125,15339.91015625,14377.630859375,479.2545471191406,147.41233825683594,385.6802368164063,295.28814697265625,117.2383041381836,140.61349487304688,138.72044372558594,170.6221160888672,341.4705810546875,300.74835205078125,315.2757873535156,279.4331970214844,1491.47900390625,1146.2271728515625,440.8841857910156,544.5747680664062,365.6003723144531,748.21533203125,14359.033203125,14765.27734375,439.6384887695313,1145.6842041015625,457.6669616699219,195.8061370849609,50718.88671875,49777.67578125,52636.9921875,56321.47265625,227.9293670654297,552.245849609375,404.2554626464844,271.1553039550781,18646.373046875,17264.26171875,14581.748046875,16477.533203125,8046.98828125,8483.4501953125,8594.16796875,7601.205078125,9569,27.44322204589844,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,23.508256912231445,19.893444061279297,1010.4095458984376,197814.65625,4.208892822265625,0,11183395,True,BME690,25398,0,0,0,11179957,24484,0,24.32155036926269,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-75ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:38:52.694,"{'cid': '345a0913-0fa9-4a0b-81e0-bc100732f034', 'uuid': '9abee6ae-861d-4599-ac16-1aa4c3d200f0', 'annotationId': 'a7b5cc6f-cf49-4455-814d-c0c57ece0bf6', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773416332139, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:38:52.342Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",300.0,298.44,000000000DFEC3B8,225.0,224.28,22160332.0,3700.0,3697.27,000000000DFEC3B1,-0.01,1175.0,1171.84,21470046.0,22.83,16.1,1600.0,1598.8,22450161.0
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a7b5cc6f-cf49-4455-814d-c0c57ece0bf6,10c0f871-c230-4501-b91f-5028615cfa1c,194.9575958251953,1011.8245849609376,5.609148025512695,5982.71728515625,6414.25048828125,4517.283203125,7810.61767578125,6972.1953125,968.8153686523438,17015.5703125,704.1495361328125,668.3652954101562,559.9598388671875,676.2537841796875,568.357421875,817.8518676757812,334.4351806640625,3069.183837890625,1432.827392578125,471.5588073730469,63913.15625,46341.62109375,15339.287109375,14377.6513671875,478.87799072265625,147.41195678710938,385.7135009765625,295.3397521972656,117.2253189086914,140.59921264648438,138.7713623046875,170.60372924804688,341.4196472167969,300.7289733886719,315.2737731933594,279.4393615722656,1491.427734375,1146.34716796875,440.8154602050781,544.6134033203125,365.4855346679688,746.6844482421875,14352.9482421875,14754.5234375,439.6912231445313,1148.064697265625,457.7395935058594,195.8528289794922,50715.11328125,49775.296875,52633.11328125,56317.453125,227.81423950195312,552.6464233398438,404.5330505371094,271.33026123046875,18646.84765625,17264.330078125,14582.2041015625,16478.59375,8046.71826171875,8483.646484375,8594.1953125,7601.20703125,9870,27.5238094329834,29.296703338623047,0,0,0,0,0,0,0,0,0,0,0,1,23.508256912231445,19.899538040161133,1010.4095458984376,197993.953125,4.2101826667785645,0,11183835,True,BME690,25399,0,0,0,11179957,24484,0,24.32155036926269,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-75ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:38:52.997,"{'cid': '345a0913-0fa9-4a0b-81e0-bc100732f034', 'uuid': '9abee6ae-861d-4599-ac16-1aa4c3d200f0', 'annotationId': 'a7b5cc6f-cf49-4455-814d-c0c57ece0bf6', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773416332139, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:38:52.342Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",300.0,298.44,000000000DFEC3B8,225.0,224.28,22160332.0,3700.0,3697.27,000000000DFEC3B1,-0.01,1175.0,1171.84,21470046.0,22.83,16.1,1600.0,1598.8,22450161.0
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a7b5cc6f-cf49-4455-814d-c0c57ece0bf6,10c0f871-c230-4501-b91f-5028615cfa1c,194.984619140625,1014.0518798828124,5.635519504547119,5982.31494140625,6414.68994140625,4516.7314453125,7810.6484375,6972.03515625,968.535888671875,16995.0859375,704.0648803710938,668.4016723632812,560.2550659179688,676.0365600585938,568.6405029296875,818.0264892578125,334.6608581542969,3076.4423828125,1432.6201171875,471.8015441894531,63911.9453125,46340.4609375,15340.8408203125,14377.91796875,479.095703125,147.40911865234375,385.8551330566406,295.476806640625,117.2037124633789,140.62887573242188,138.728271484375,170.61619567871094,341.4594421386719,300.7672424316406,315.259521484375,279.4569396972656,1491.408447265625,1146.3319091796875,440.8741760253906,544.5702514648438,365.3479309082031,748.0756225585938,14359.55859375,14766.591796875,439.9269104003906,1144.4036865234375,458.2337341308594,195.8064727783203,50714.86328125,49776.1171875,52637.6171875,56326.59375,227.83834838867188,552.4561767578125,404.25579833984375,271.3631591796875,18644.6484375,17261.416015625,14580.4462890625,16478.810546875,8046.89892578125,8481.775390625,8594.33984375,7600.931640625,10171,27.5238094329834,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,23.508256912231445,19.899538040161133,1010.4095458984376,197993.953125,4.2101826667785645,0,11183835,True,BME690,25399,0,0,0,11179957,24484,0,24.32155036926269,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-75ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:38:53.295,"{'cid': '345a0913-0fa9-4a0b-81e0-bc100732f034', 'uuid': '9abee6ae-861d-4599-ac16-1aa4c3d200f0', 'annotationId': 'a7b5cc6f-cf49-4455-814d-c0c57ece0bf6', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773416332139, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:38:52.342Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",300.0,299.12,000000000DFEC3B8,225.0,224.43,22160332.0,3700.0,3698.03,000000000DFEC3B1,-0.01,1175.0,1172.29,21470046.0,22.83,16.1,1600.0,1598.8,22450161.0
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a7b5cc6f-cf49-4455-814d-c0c57ece0bf6,10c0f871-c230-4501-b91f-5028615cfa1c,194.9707946777344,1012.04345703125,5.687229156494141,5982.640625,6414.36474609375,4517.78662109375,7811.4931640625,6971.90576171875,966.3621826171876,17040.564453125,703.8761596679688,667.81787109375,560.2559814453125,676.375732421875,569.0671997070312,817.1709594726562,334.8794860839844,3077.666259765625,1436.9478759765625,471.6696166992188,63900.98828125,46342.8828125,15338.794921875,14378.1220703125,478.4591064453125,147.44126892089844,385.6036376953125,295.62994384765625,117.20197296142578,140.59080505371094,138.7765350341797,170.5684356689453,341.451171875,300.7704162597656,315.2608947753906,279.41046142578125,1491.403076171875,1146.308837890625,440.8442993164063,544.6246337890625,365.4631652832031,748.60400390625,14359.5810546875,14755.296875,439.7856140136719,1146.1317138671875,458.2390441894531,195.71881103515625,50713.234375,49773.3125,52634.47265625,56322.37890625,227.8890838623047,552.0342407226562,404.62701416015625,271.2169189453125,18645.095703125,17263.5390625,14582.091796875,16479.16015625,8046.666015625,8482.4384765625,8594.015625,7601.15625,10472,27.5238094329834,29.296703338623047,0,0,0,0,0,0,0,0,0,0,0,1,23.508256912231445,19.899538040161133,1010.4111938476562,198173.578125,4.2101826667785645,0,11184275,True,BME690,25400,0,0,0,11179957,24484,0,24.32155036926269,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-75ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:38:53.598,"{'cid': '345a0913-0fa9-4a0b-81e0-bc100732f034', 'uuid': '9abee6ae-861d-4599-ac16-1aa4c3d200f0', 'annotationId': 'a7b5cc6f-cf49-4455-814d-c0c57ece0bf6', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773416332139, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:38:52.342Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",300.0,300.0,000000000DFEC3B8,225.0,224.62,22160332.0,3700.0,3699.04,000000000DFEC3B1,-0.0,1175.0,1172.89,21470046.0,22.83,16.11,1600.0,1598.8,22450161.0
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a7b5cc6f-cf49-4455-814d-c0c57ece0bf6,10c0f871-c230-4501-b91f-5028615cfa1c,194.9597930908203,1013.4049682617188,5.635547161102295,5982.548828125,6414.2109375,4516.9072265625,7811.1533203125,6971.2294921875,968.2262573242188,17002.78515625,703.66943359375,668.6408081054688,560.1444702148438,673.664306640625,568.8020629882812,817.4891967773438,334.6224975585937,3077.375244140625,1430.67578125,471.7443237304688,63906.1875,46346.66796875,15341.419921875,14377.4248046875,477.95709228515625,147.41860961914062,386.0755310058594,295.434326171875,117.21434020996094,140.5867919921875,138.745849609375,170.60060119628906,341.4814453125,300.7421875,315.2712097167969,279.4552001953125,1491.46923828125,1146.21435546875,440.8697509765625,544.6436157226562,365.43157958984375,748.2772216796875,14357.6875,14760.2431640625,440.25299072265625,1145.29150390625,458.3524169921875,195.77859497070312,50716.109375,49772.15625,52638.328125,56326.60546875,227.84738159179688,552.7696533203125,404.70849609375,271.523681640625,18646.32421875,17263.76953125,14581.0146484375,16479.33984375,8046.544921875,8482.990234375,8593.8603515625,7600.96142578125,10773,27.5238094329834,29.0549430847168,0,0,0,0,0,0,0,0,0,0,0,1,23.508256912231445,19.899538040161133,1010.4095458984376,197457.0625,4.2101826667785645,0,11184715,True,BME690,25401,0,0,0,11179957,24484,0,24.32155036926269,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-75ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:38:53.899,"{'cid': '345a0913-0fa9-4a0b-81e0-bc100732f034', 'uuid': '9abee6ae-861d-4599-ac16-1aa4c3d200f0', 'annotationId': 'a7b5cc6f-cf49-4455-814d-c0c57ece0bf6', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773416332139, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:38:52.342Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",300.0,300.88,000000000DFEC3B8,225.0,224.8,22160332.0,3700.0,3700.05,000000000DFEC3B1,-0.0,1175.0,1173.49,21470046.0,22.84,16.11,1600.0,1598.8,22450161.0
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a7b5cc6f-cf49-4455-814d-c0c57ece0bf6,10c0f871-c230-4501-b91f-5028615cfa1c,194.98333740234372,1012.4098510742188,5.629209995269775,5982.1962890625,6413.85009765625,4517.3740234375,7811.669921875,6971.96826171875,968.3172607421876,17052.388671875,703.2400512695312,668.1932983398438,560.1640625,673.8509521484375,569.0823364257812,817.2041015625,334.5214233398437,3076.117919921875,1436.0870361328125,471.9250183105469,63905.484375,46343.61328125,15339.7822265625,14377.63671875,478.8817443847656,147.39527893066406,385.6496276855469,295.3020324707031,117.18795776367188,140.60711669921875,138.69552612304688,170.6153564453125,341.46148681640625,300.7227783203125,315.26904296875,279.4278259277344,1491.4542236328125,1146.2684326171875,440.8680419921875,544.6182861328125,365.4815979003906,747.9530029296875,14350.94921875,14766.765625,440.2431945800781,1146.3223876953125,457.8997802734375,195.75645446777344,50714.33203125,49783.625,52636.65234375,56324.1484375,227.8677520751953,552.5380859375,404.5664978027344,271.4078063964844,18648.751953125,17265.6328125,14579.7578125,16477.59765625,8046.35302734375,8482.994140625,8594.0654296875,7600.8544921875,11074,27.604394912719727,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,23.508256912231445,19.899538040161133,1010.4095458984376,197457.0625,4.2101826667785645,0,11184715,True,BME690,25401,0,0,0,11184960,24484,0,24.153459548950195,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-75ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:38:54.202,"{'cid': '345a0913-0fa9-4a0b-81e0-bc100732f034', 'uuid': '9abee6ae-861d-4599-ac16-1aa4c3d200f0', 'annotationId': 'a7b5cc6f-cf49-4455-814d-c0c57ece0bf6', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773416332139, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:38:52.342Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",300.0,301.5,000000000DFEC3B8,225.0,224.84,22160332.0,3700.0,3701.06,000000000DFEC3B1,-0.0,1175.0,1173.89,21470046.0,22.84,16.12,1600.0,1598.71,22450161.0
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a7b5cc6f-cf49-4455-814d-c0c57ece0bf6,10c0f871-c230-4501-b91f-5028615cfa1c,194.9727935791016,1013.4210205078124,5.639330387115479,5982.2939453125,6414.2119140625,4517.67431640625,7811.9130859375,6972.24951171875,968.8829345703124,17090.86328125,704.1439208984375,667.5744018554688,560.6282958984375,675.1375122070312,568.4125366210938,817.8987426757812,334.3583679199219,3081.407958984375,1433.8172607421875,471.9615783691406,63907.515625,46341.91015625,15340.69921875,14377.7958984375,478.77386474609375,147.4159698486328,385.7809753417969,295.47271728515625,117.197021484375,140.63893127441406,138.7774658203125,170.6260223388672,341.4506530761719,300.7593994140625,315.2882385253906,279.4420471191406,1491.399169921875,1146.28466796875,440.8443603515625,544.5869750976562,365.4281005859375,747.20361328125,14354.5869140625,14767.154296875,439.62982177734375,1149.658203125,458.4353637695313,195.80667114257807,50718.0078125,49782.421875,52634.1875,56324.3046875,227.84054565429688,553.0410766601562,404.15667724609375,271.39556884765625,18644.748046875,17266.49609375,14581.7109375,16478.87890625,8046.37744140625,8482.611328125,8594.107421875,7601.1474609375,11375,27.44322204589844,29.0549430847168,0,0,0,0,0,0,0,0,0,0,0,1,23.508588790893555,19.8934268951416,1010.3458862304688,197278.734375,4.208970069885254,0,11185155,True,BME690,25402,0,0,0,11184960,24484,0,24.153459548950195,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-75ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:38:54.505,"{'cid': '345a0913-0fa9-4a0b-81e0-bc100732f034', 'uuid': '9abee6ae-861d-4599-ac16-1aa4c3d200f0', 'annotationId': 'a7b5cc6f-cf49-4455-814d-c0c57ece0bf6', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773416332139, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:38:52.342Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",300.0,301.79,000000000DFEC3B8,225.0,224.67,22160332.0,3700.0,3702.08,000000000DFEC3B1,-0.0,1175.0,1174.01,21470046.0,22.84,16.14,1600.0,1598.49,22450161.0
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a7b5cc6f-cf49-4455-814d-c0c57ece0bf6,10c0f871-c230-4501-b91f-5028615cfa1c,194.9494171142578,1011.7936401367188,5.669545650482178,5982.0966796875,6414.2958984375,4516.904296875,7811.07568359375,6971.71533203125,969.249755859375,17035.591796875,704.021484375,668.1853637695312,560.3574829101562,674.3739624023438,567.5621948242188,818.1412963867188,334.5097351074219,3081.123291015625,1434.325927734375,471.82318115234375,63906.25390625,46339.328125,15341.7275390625,14378.7421875,479.05963134765625,147.44326782226562,386.1188049316406,295.33135986328125,117.1947250366211,140.628662109375,138.77816772460938,170.62936401367188,341.4820861816406,300.75115966796875,315.2826843261719,279.452880859375,1491.44140625,1146.28857421875,440.872802734375,544.6109619140625,365.5099487304688,746.9697875976562,14356.5546875,14752.6787109375,439.7536315917969,1146.3531494140625,457.6838684082031,195.78341674804688,50717.2890625,49773.703125,52641.26171875,56324.3046875,227.91372680664065,552.4631958007812,404.2944641113281,271.31744384765625,18644.08203125,17265.84765625,14580.4833984375,16478.931640625,8046.69580078125,8482.375,8593.794921875,7601.11474609375,11676,27.5238094329834,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,23.508922576904297,19.899503707885746,1010.2855224609376,198173.578125,4.2103352546691895,0,11185595,True,BME690,25403,0,0,0,11184960,24484,0,24.153459548950195,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-75ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:38:54.802,"{'cid': '345a0913-0fa9-4a0b-81e0-bc100732f034', 'uuid': '9abee6ae-861d-4599-ac16-1aa4c3d200f0', 'annotationId': 'a7b5cc6f-cf49-4455-814d-c0c57ece0bf6', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773416332139, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:38:52.342Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",300.0,302.08,000000000DFEC3B8,225.0,224.51,22160332.0,3700.0,3703.07,000000000DFEC3B1,-0.01,1175.0,1174.13,21470046.0,22.83,16.17,1600.0,1598.28,22450161.0
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a7b5cc6f-cf49-4455-814d-c0c57ece0bf6,10c0f871-c230-4501-b91f-5028615cfa1c,194.97824096679688,1014.1246948242188,5.622975826263428,5982.1669921875,6413.85888671875,4516.94482421875,7810.69775390625,6971.80908203125,968.8228149414062,16921.498046875,704.3427124023438,667.5030517578125,560.4129028320312,675.2619018554688,568.1257934570312,818.9009399414062,334.601318359375,3070.607666015625,1435.3548583984375,471.5011291503906,63905.0703125,46339.83203125,15341.3857421875,14377.693359375,478.93072509765625,147.43072509765625,385.6346740722656,295.6120910644531,117.22150421142578,140.62646484375,138.76284790039062,170.597412109375,341.45166015625,300.767333984375,315.23944091796875,279.40594482421875,1491.419677734375,1146.302490234375,440.8301086425781,544.6461181640625,365.5408020019531,746.5848999023438,14363.001953125,14758.8798828125,439.4818420410156,1147.04052734375,458.1401977539063,195.7755889892578,50713.92578125,49776.43359375,52641.69140625,56327.609375,227.8306579589844,552.06884765625,404.7432861328125,271.298828125,18645.828125,17264.833984375,14582.4765625,16479.4140625,8046.80419921875,8482.6376953125,8594.0126953125,7600.7939453125,11977,27.5238094329834,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,23.508922576904297,19.899503707885746,1010.2855224609376,198173.578125,4.2103352546691895,0,11185595,True,BME690,25403,0,0,0,11184960,24484,0,24.153459548950195,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-75ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:38:55.108,"{'cid': '345a0913-0fa9-4a0b-81e0-bc100732f034', 'uuid': '9abee6ae-861d-4599-ac16-1aa4c3d200f0', 'annotationId': 'a7b5cc6f-cf49-4455-814d-c0c57ece0bf6', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773416332139, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:38:52.342Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",300.0,302.17,000000000DFEC3B8,225.0,224.39,22160332.0,3700.0,3703.92,000000000DFEC3B1,-0.01,1175.0,1174.23,21470046.0,22.83,16.2,1600.0,1598.14,22450161.0
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a7b5cc6f-cf49-4455-814d-c0c57ece0bf6,10c0f871-c230-4501-b91f-5028615cfa1c,195.0068817138672,1012.213134765625,5.63682746887207,5982.20947265625,6413.73046875,4516.6767578125,7810.80712890625,6971.517578125,969.3265991210938,16862.541015625,704.1931762695312,668.453369140625,560.1016845703125,675.2647705078125,568.0221557617188,817.0716552734375,334.68194580078125,3074.686279296875,1431.254638671875,471.19775390625,63906.7890625,46340.8515625,15341.0498046875,14378.2099609375,478.39111328125,147.45794677734375,385.9461364746094,295.59051513671875,117.18742370605467,140.5872039794922,138.7823486328125,170.599853515625,341.45709228515625,300.7379455566406,315.2323608398437,279.435302734375,1491.2725830078125,1146.306640625,440.8605346679688,544.57373046875,365.5265197753906,746.5496826171875,14360.7548828125,14762.1962890625,439.1094055175781,1147.3179931640625,458.1328430175781,195.7797393798828,50715.828125,49775.0625,52639.37890625,56318.97265625,227.86447143554688,552.12646484375,404.6430358886719,271.41656494140625,18645.92578125,17265.869140625,14581.2763671875,16478.759765625,8046.4912109375,8480.787109375,8593.759765625,7600.8818359375,12278,27.44322204589844,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,23.509254455566406,19.89339256286621,1010.2351684570312,197814.65625,4.209121227264404,0,11186036,True,BME690,25404,0,0,0,11184960,24484,0,24.153459548950195,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-75ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:38:55.403,"{'cid': '345a0913-0fa9-4a0b-81e0-bc100732f034', 'uuid': '9abee6ae-861d-4599-ac16-1aa4c3d200f0', 'annotationId': 'a7b5cc6f-cf49-4455-814d-c0c57ece0bf6', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773416332139, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:38:52.342Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",300.0,300.57,000000000DFEC3B8,225.0,224.64,22160332.0,3700.0,3702.92,000000000DFEC3B1,-0.01,1175.0,1174.14,21470046.0,22.83,16.22,1600.0,1598.89,22450161.0
