component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,SETP0_813024,FLW0_813024,ANLT0_813024,T0_093225,H0_093225,SETP0_184324,FLW0_184324,ANLT0_184324,SETP0_364625,FLW0_364625,ANLT0_364625,SETP0_184225,FLW0_184225,ANLT0_184225,FLW0_181225,SETP0_454625,FLW0_454625,ANLT0_454625
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,30186f4a-836c-4621-a92b-d12828add40f,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,199.1748046875,1031.315673828125,5.629367828369141,5992.83056640625,6426.1611328125,4524.22021484375,7836.58984375,6993.1220703125,973.4247436523438,17048.806640625,722.95361328125,684.0559692382812,578.5835571289062,690.2342529296875,581.0516967773438,827.9057006835938,337.906494140625,3113.03173828125,1453.656005859375,479.271484375,64129.578125,46456.26953125,15352.05078125,14392.2138671875,483.01666259765625,148.08184814453125,387.9189453125,296.5345153808594,118.52189636230467,141.96963500976562,139.2089385986328,171.46066284179688,342.1265563964844,301.2962951660156,315.4512634277344,279.6800537109375,1494.74365234375,1148.5625,441.0193786621094,544.871826171875,371.4752807617188,759.4478759765625,14373.240234375,14790.3955078125,442.7572937011719,1154.430908203125,459.1712341308594,196.87109375,50808.64453125,49865.10546875,52729.96875,56404.609375,229.21536254882807,557.2008666992188,407.9292297363281,273.2079772949219,18636.759765625,17279.69921875,14592.9150390625,16491.251953125,8066.53369140625,8503.1611328125,8616.099609375,7623.119140625,30263,27.5238094329834,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,23.433107376098636,21.16436767578125,1009.98388671875,195688.265625,4.458682060241699,0,10484134,True,BME690,23810,0,0,0,10483702,24484,0,24.54495429992676,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 15, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:27:13.335,"{'cid': '531dd36a-085d-401e-adf9-4763355bb2d2', 'uuid': 'd9fb96c0-aafa-4fd7-bbc6-dd9787ae8d81', 'annotationId': '30186f4a-836c-4621-a92b-d12828add40f', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773415611894, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:26:52.100Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1598.56,22450161.0,22.64,15.53,1400.0,1399.23,21470046.0,300.0,293.39,000000000DFEC3B8,0.0,0.07,22160332.0,-0.01,3700.0,3696.9,000000000DFEC3B1
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,30186f4a-836c-4621-a92b-d12828add40f,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,199.2032470703125,1033.8421630859375,5.639400959014893,5993.001953125,6425.8603515625,4524.193359375,7835.86376953125,6993.41650390625,974.9130249023438,17185.48828125,722.6378173828125,683.4306640625,578.7733764648438,689.9859619140625,580.4854736328125,828.6779174804688,337.99078369140625,3091.392822265625,1446.10498046875,479.11566162109375,64120.6640625,46455.83203125,15352.7294921875,14392.6181640625,481.9131164550781,148.0993194580078,387.6841735839844,296.3759155273437,118.49243927001952,142.00010681152344,139.24002075195312,171.45474243164062,342.0571594238281,301.2742919921875,315.5279846191406,279.7331237792969,1494.708251953125,1148.6002197265625,440.9972229003906,544.9192504882812,371.3552551269531,759.4920043945312,14375.802734375,14783.662109375,442.7127990722656,1152.8687744140625,459.0505676269531,196.8647918701172,50810.09765625,49864.0234375,52728.3203125,56403.34375,229.1746368408203,557.1218872070312,407.5653991699219,273.1165771484375,18645.990234375,17281.15234375,14592.1015625,16490.501953125,8066.10009765625,8504.2236328125,8616.318359375,7622.80322265625,30564,27.68498039245605,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,23.432775497436523,21.164382934570312,1009.9830322265624,194815.703125,4.458600997924805,0,10484574,True,BME690,23811,0,0,0,10483702,24484,0,24.54495429992676,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 15, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:27:13.637,"{'cid': '531dd36a-085d-401e-adf9-4763355bb2d2', 'uuid': 'd9fb96c0-aafa-4fd7-bbc6-dd9787ae8d81', 'annotationId': '30186f4a-836c-4621-a92b-d12828add40f', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773415611894, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:26:52.100Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1598.42,22450161.0,22.63,15.53,1400.0,1399.32,21470046.0,300.0,296.46,000000000DFEC3B8,0.0,0.05,22160332.0,-0.01,3700.0,3697.89,000000000DFEC3B1
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,30186f4a-836c-4621-a92b-d12828add40f,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,199.17987060546875,1033.025390625,5.639318466186523,5993.06005859375,6425.73828125,4523.98681640625,7836.41455078125,6993.20849609375,975.5925903320312,17147.423828125,723.2514038085938,683.8207397460938,578.6629638671875,689.4461669921875,580.2102661132812,828.5095825195312,337.7660827636719,3102.533935546875,1452.0552978515625,479.4309997558594,64121.12109375,46456.7578125,15353.0859375,14392.4072265625,482.2007141113281,148.1735076904297,387.4692993164063,296.2750244140625,118.51366424560548,141.96925354003906,139.2252197265625,171.43016052246094,342.09197998046875,301.2794189453125,315.43328857421875,279.68560791015625,1494.750244140625,1148.6497802734375,441.0035400390625,544.8887939453125,371.4677429199219,761.483154296875,14372.7978515625,14780.8427734375,442.9641723632813,1152.223876953125,458.9884033203125,196.8492584228516,50810.9375,49865.73828125,52729.07421875,56401.4609375,229.1594696044922,556.7503051757812,407.6429138183594,273.1595764160156,18636.908203125,17280.05078125,14591.5439453125,16490.1953125,8066.24072265625,8503.3740234375,8616.2958984375,7623.48095703125,30865,27.5238094329834,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,23.432775497436523,21.164382934570312,1009.9830322265624,194815.703125,4.458600997924805,0,10484574,True,BME690,23811,0,0,0,10483702,24484,0,24.54495429992676,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 15, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:27:13.937,"{'cid': '531dd36a-085d-401e-adf9-4763355bb2d2', 'uuid': 'd9fb96c0-aafa-4fd7-bbc6-dd9787ae8d81', 'annotationId': '30186f4a-836c-4621-a92b-d12828add40f', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773415611894, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:26:52.100Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1598.27,22450161.0,22.63,15.52,1400.0,1399.42,21470046.0,300.0,299.51,000000000DFEC3B8,0.0,0.03,22160332.0,-0.01,3700.0,3698.88,000000000DFEC3B1
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,30186f4a-836c-4621-a92b-d12828add40f,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,199.20997619628903,1030.2080078125,5.644318103790283,5993.0791015625,6426.12939453125,4523.72021484375,7836.9091796875,6993.51611328125,974.5426635742188,17243.7578125,723.373046875,682.8870849609375,578.9495239257812,689.4585571289062,580.2861328125,827.9479370117188,337.86297607421875,3110.009033203125,1456.5224609375,479.1032409667969,64127.77734375,46456.66015625,15353.4541015625,14392.2890625,482.5171203613281,148.0727996826172,387.3494262695313,296.2159118652344,118.49940490722656,141.98382568359375,139.2149200439453,171.46524047851562,342.11297607421875,301.3067626953125,315.4360046386719,279.6951599121094,1494.6429443359375,1148.6021728515625,440.9918518066406,544.8629760742188,371.5904541015625,759.0493774414062,14371.4892578125,14789.6357421875,443.351318359375,1154.286376953125,458.9324951171875,196.78672790527344,50814.28125,49861.4296875,52729.36328125,56408.484375,229.26547241210935,557.2212524414062,408.0732421875,273.14654541015625,18642.240234375,17279.07421875,14592.9833984375,16491.912109375,8065.81298828125,8503.8466796875,8616.0673828125,7623.529296875,31166,27.5238094329834,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,23.43244361877441,21.158308029174805,1009.9840087890624,194815.703125,4.457237243652344,0,10485014,True,BME690,23812,0,0,0,10483702,24484,0,24.54495429992676,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 15, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:27:14.239,"{'cid': '531dd36a-085d-401e-adf9-4763355bb2d2', 'uuid': 'd9fb96c0-aafa-4fd7-bbc6-dd9787ae8d81', 'annotationId': '30186f4a-836c-4621-a92b-d12828add40f', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773415611894, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:26:52.100Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1598.64,22450161.0,22.63,15.52,1400.0,1399.35,21470046.0,300.0,301.27,000000000DFEC3B8,0.0,0.03,22160332.0,-0.01,3700.0,3698.79,000000000DFEC3B1
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,30186f4a-836c-4621-a92b-d12828add40f,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,199.1857452392578,1032.0172119140625,5.643156051635742,5993.06005859375,6426.2353515625,4523.771484375,7835.87646484375,6993.0185546875,976.2479858398438,17092.427734375,722.8656005859375,683.4451293945312,578.8733520507812,689.9960327148438,579.943115234375,827.26171875,337.6898498535156,3094.853759765625,1456.9478759765625,479.40142822265625,64125.765625,46456.5546875,15353.638671875,14392.49609375,482.5610961914063,148.1216278076172,387.357177734375,296.2010803222656,118.51594543457033,142.0034637451172,139.2401123046875,171.42689514160156,342.1337280273437,301.2872619628906,315.46075439453125,279.6844482421875,1494.8251953125,1148.652099609375,440.976806640625,544.908935546875,371.4226989746094,757.957763671875,14372.51953125,14784.7939453125,443.1436462402344,1154.548583984375,458.5603637695313,196.9459991455078,50816.1953125,49864.45703125,52725.93359375,56410.42578125,229.2765045166016,556.7953491210938,407.8569030761719,273.1766967773437,18649.056640625,17281.365234375,14591.8154296875,16491.134765625,8066.37060546875,8502.990234375,8616.5517578125,7623.09130859375,31467,27.44322204589844,29.296703338623047,0,0,0,0,0,0,0,0,0,0,0,1,23.43244361877441,21.16439819335937,1009.9840087890624,195338.296875,4.45851993560791,0,10485454,True,BME690,23813,0,0,0,10483702,24484,0,24.54495429992676,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 15, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:27:14.540,"{'cid': '531dd36a-085d-401e-adf9-4763355bb2d2', 'uuid': 'd9fb96c0-aafa-4fd7-bbc6-dd9787ae8d81', 'annotationId': '30186f4a-836c-4621-a92b-d12828add40f', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773415611894, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:26:52.100Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1599.17,22450161.0,22.63,15.51,1400.0,1399.23,21470046.0,300.0,302.59,000000000DFEC3B8,0.0,0.02,22160332.0,-0.01,3700.0,3698.35,000000000DFEC3B1
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,30186f4a-836c-4621-a92b-d12828add40f,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,199.2057037353516,1030.1898193359375,5.64443302154541,5993.23193359375,6426.01953125,4523.93505859375,7836.0908203125,6993.28076171875,975.2924194335938,17267.326171875,723.4566650390625,683.8515625,579.22216796875,690.502197265625,580.4207153320312,829.8272705078125,337.3374328613281,3097.467529296875,1454.4256591796875,479.3271179199219,64113.80859375,46456.078125,15352.8447265625,14391.4404296875,482.5765380859375,148.10044860839844,387.7291870117188,296.2497253417969,118.53125,141.9480438232422,139.20278930664062,171.46170043945312,342.1133728027344,301.24578857421875,315.4908142089844,279.7043762207031,1494.791259765625,1148.60400390625,440.997802734375,544.9690551757812,371.342041015625,759.3870239257812,14369.3466796875,14792.185546875,442.9231262207031,1153.5118408203125,459.1575317382813,196.83609008789065,50817.5546875,49866.21875,52726.3828125,56408.75,229.26287841796875,556.5953369140625,407.7029113769531,273.34942626953125,18642.90625,17282.001953125,14592.48046875,16490.08984375,8065.7666015625,8503.927734375,8615.974609375,7623.4794921875,31768,27.44322204589844,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,23.43244361877441,21.16439819335937,1009.9840087890624,195338.296875,4.45851993560791,0,10485454,True,BME690,23813,0,0,0,10483702,24484,0,24.54495429992676,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 15, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:27:14.844,"{'cid': '531dd36a-085d-401e-adf9-4763355bb2d2', 'uuid': 'd9fb96c0-aafa-4fd7-bbc6-dd9787ae8d81', 'annotationId': '30186f4a-836c-4621-a92b-d12828add40f', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773415611894, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:26:52.100Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1599.7,22450161.0,22.63,15.5,1400.0,1399.11,21470046.0,300.0,303.91,000000000DFEC3B8,0.0,0.02,22160332.0,-0.01,3700.0,3697.91,000000000DFEC3B1
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,30186f4a-836c-4621-a92b-d12828add40f,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,199.1602935791016,1032.6884765625,5.668292999267578,5993.26904296875,6426.10302734375,4523.4384765625,7835.24609375,6992.6630859375,973.719970703125,17200.982421875,722.7508544921875,684.0869750976562,578.7559814453125,691.1201782226562,579.8472290039062,829.8717651367188,337.5790710449219,3098.355712890625,1451.7335205078125,479.3266296386719,64118.6484375,46456.84765625,15351.98828125,14392.0107421875,483.1207275390625,148.12521362304688,387.5232543945313,296.2738952636719,118.50436401367188,142.0086212158203,139.27557373046875,171.4298553466797,342.10107421875,301.2942810058594,315.4618530273437,279.7246398925781,1494.6885986328125,1148.4893798828125,441.01409912109375,544.9468994140625,371.3514404296875,760.5767211914062,14374.33203125,14787.021484375,443.3791809082031,1154.365234375,459.2619323730469,196.8474273681641,50813.81640625,49866.28125,52732.7109375,56407.89453125,229.1826019287109,557.0905151367188,407.43310546875,273.3111877441406,18651.65625,17280.365234375,14588.056640625,16491.0546875,8065.81982421875,8503.939453125,8616.296875,7622.96240234375,32069,27.5238094329834,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,23.43244361877441,21.158308029174805,1009.9840087890624,195863.71875,4.457237243652344,0,10485895,True,BME690,23814,0,0,0,10483702,24484,0,24.54495429992676,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 15, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:27:15.142,"{'cid': '531dd36a-085d-401e-adf9-4763355bb2d2', 'uuid': 'd9fb96c0-aafa-4fd7-bbc6-dd9787ae8d81', 'annotationId': '30186f4a-836c-4621-a92b-d12828add40f', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773415611894, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:26:52.100Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1599.95,22450161.0,22.63,15.5,1400.0,1399.2,21470046.0,300.0,303.86,000000000DFEC3B8,0.0,0.02,22160332.0,-0.01,3700.0,3697.82,000000000DFEC3B1
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,30186f4a-836c-4621-a92b-d12828add40f,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,199.20974731445312,1030.76318359375,5.645749568939209,5993.20703125,6426.58056640625,4523.80859375,7835.32373046875,6992.98583984375,976.871826171875,17246.31640625,723.495849609375,683.837890625,578.7338256835938,690.6666870117188,579.7015380859375,828.49755859375,337.5290222167969,3093.805419921875,1449.6292724609375,479.4117126464844,64116.8671875,46458.9375,15352.9384765625,14392.693359375,482.4385681152344,148.1288299560547,387.4056396484375,296.20294189453125,118.5023193359375,141.97535705566406,139.22108459472656,171.4287109375,342.13592529296875,301.2710876464844,315.4902648925781,279.730224609375,1494.7802734375,1148.6241455078125,440.9821472167969,544.9037475585938,371.2132263183594,761.525390625,14375.2119140625,14784.322265625,443.0505676269531,1156.113037109375,459.4054565429688,196.8820343017578,50816.8828125,49866.6796875,52734.20703125,56406.59375,229.23622131347656,556.857666015625,408.0464782714844,273.3558349609375,18650.16015625,17280.859375,14592.60546875,16489.9609375,8065.77734375,8503.1025390625,8616.8583984375,7623.26025390625,32370,27.604394912719727,29.0549430847168,0,0,0,0,0,0,0,0,0,0,0,1,23.43244361877441,21.16439819335937,1009.985595703125,195163.78125,4.45851993560791,0,10486335,True,BME690,23815,0,0,0,10483702,24484,0,24.54495429992676,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 15, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:27:15.442,"{'cid': '531dd36a-085d-401e-adf9-4763355bb2d2', 'uuid': 'd9fb96c0-aafa-4fd7-bbc6-dd9787ae8d81', 'annotationId': '30186f4a-836c-4621-a92b-d12828add40f', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773415611894, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:26:52.100Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1599.83,22450161.0,22.64,15.49,1400.0,1399.61,21470046.0,300.0,301.8,000000000DFEC3B8,0.0,0.02,22160332.0,-0.01,3700.0,3698.23,000000000DFEC3B1
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,30186f4a-836c-4621-a92b-d12828add40f,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,199.17030334472656,1031.642333984375,5.639355659484863,5992.81689453125,6426.21923828125,4523.63330078125,7835.4296875,6993.02490234375,976.9539794921876,17200.21484375,723.1095581054688,683.8881225585938,579.2356567382812,690.1981201171875,580.6022338867188,828.8951416015625,337.7999267578125,3115.064453125,1453.927734375,479.4804992675781,64114.4453125,46457.81640625,15353.873046875,14392.2138671875,482.4269714355469,148.13868713378906,387.2477111816406,296.41748046875,118.51587677001952,141.94790649414062,139.22840881347656,171.4100799560547,342.1061706542969,301.2670288085937,315.4093017578125,279.7223205566406,1494.751708984375,1148.6666259765625,441.0274658203125,544.8841552734375,371.3674621582031,760.271240234375,14374.77734375,14786.21875,442.99127197265625,1156.4488525390625,459.7728576660156,196.9712371826172,50813.6796875,49865.30078125,52734.28515625,56404.8515625,229.25050354003903,557.17236328125,407.7313537597656,273.1571655273437,18650.330078125,17282.037109375,14591.939453125,16489.779296875,8065.8759765625,8505.1328125,8616.98828125,7623.47021484375,32671,27.5238094329834,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,23.43244361877441,21.16439819335937,1009.985595703125,195163.78125,4.45851993560791,0,10486335,True,BME690,23815,0,0,0,10483702,24484,0,24.54495429992676,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 15, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:27:15.743,"{'cid': '531dd36a-085d-401e-adf9-4763355bb2d2', 'uuid': 'd9fb96c0-aafa-4fd7-bbc6-dd9787ae8d81', 'annotationId': '30186f4a-836c-4621-a92b-d12828add40f', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773415611894, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:26:52.100Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1599.71,22450161.0,22.64,15.49,1400.0,1400.02,21470046.0,300.0,299.73,000000000DFEC3B8,0.0,0.02,22160332.0,-0.01,3700.0,3698.64,000000000DFEC3B1
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,30186f4a-836c-4621-a92b-d12828add40f,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,199.1831512451172,1030.2982177734375,5.621749401092529,5992.38818359375,6426.404296875,4523.5859375,7835.1396484375,6993.5302734375,975.8787841796876,17172.330078125,723.2157592773438,683.5455322265625,578.9474487304688,689.7822265625,579.8499145507812,828.6177368164062,337.3883972167969,3114.17333984375,1449.1190185546875,479.2245178222656,64107.9140625,46457.50390625,15352.048828125,14391.47265625,482.55712890625,148.11563110351562,387.6335144042969,296.3598937988281,118.48504638671876,141.9580078125,139.22914123535156,171.44839477539062,342.12109375,301.28887939453125,315.4506225585937,279.7333068847656,1494.7568359375,1148.633544921875,441.0023498535156,544.903564453125,371.0808715820313,759.6358642578125,14374.1474609375,14791.05859375,443.354248046875,1156.2333984375,459.44537353515625,196.7120361328125,50815.703125,49864.41015625,52734.53125,56409.22265625,229.23419189453125,556.8544921875,407.82855224609375,273.2191772460937,18646.869140625,17281.83203125,14592.7490234375,16490.05859375,8065.787109375,8505.0732421875,8616.5341796875,7623.50341796875,32972,27.68498039245605,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,23.43244361877441,21.158308029174805,1009.9822387695312,194989.578125,4.457237243652344,0,10486775,True,BME690,23816,0,0,0,10483702,24484,0,24.54495429992676,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 15, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 15:27:16.050,"{'cid': '531dd36a-085d-401e-adf9-4763355bb2d2', 'uuid': 'd9fb96c0-aafa-4fd7-bbc6-dd9787ae8d81', 'annotationId': '30186f4a-836c-4621-a92b-d12828add40f', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773415611894, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T15:26:52.100Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1599.64,22450161.0,22.65,15.48,1400.0,1400.39,21470046.0,300.0,297.82,000000000DFEC3B8,0.0,0.02,22160332.0,-0.01,3700.0,3699.12,000000000DFEC3B1
