component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,SETP0_454625,FLW0_454625,ANLT0_454625,SETP0_813024,FLW0_813024,ANLT0_813024,SETP0_184324,FLW0_184324,ANLT0_184324,SETP0_364625,FLW0_364625,ANLT0_364625,SETP0_184225,FLW0_184225,ANLT0_184225,T0_093225,H0_093225,FLW0_181225
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,e7acbd29-b2e1-440e-abf1-4c1fb2156388,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,679.955810546875,568.8886108398438,5145.13671875,6629.99853515625,4278.037109375,4062.521240234375,7064.63037109375,6723.83984375,263.0870666503906,9689.6513671875,7724.54150390625,2438.026611328125,1857.5845947265625,1977.7327880859373,22638.03125,14770.5546875,624.5325317382812,1817.5257568359373,7233.1171875,742.8793334960938,84408.8515625,60207.10546875,18936.1328125,17533.15234375,110.88648986816406,124.48257446289062,1151.5133056640625,1228.0694580078125,104.61090850830078,119.96419525146484,509.06341552734375,622.5420532226562,375.28656005859375,403.73284912109375,360.0594482421875,317.84423828125,3498.936279296875,2153.05810546875,904.1625366210938,735.8607788085938,855.2122192382812,5136.0576171875,7256.9306640625,8482.7861328125,20918.830078125,794.1896362304688,911.6913452148438,1022.56640625,85962.90625,87089.5234375,69401.953125,72765.03125,39862.26171875,223.5479431152344,468.9751281738281,213.7223052978516,21003.79296875,16972.998046875,15115.654296875,15816.3134765625,7381.3740234375,7007.48681640625,6580.36328125,6063.5869140625,9981,27.765565872192383,29.619047164916992,0,0,0,0,0,0,0,0,0,0,0,1,24.007831573486328,23.10106468200684,987.32666015625,132852.21875,5.028117656707764,0,10023670,True,BME690,22761,0,0,0,10019549,24484,0,26.996278762817383,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 35, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:39:23.006,"{'cid': '6d9b86d5-055c-4878-8b0d-138cf5f3c401', 'uuid': 'fd9469c7-77b1-4db0-b56a-2f1975dba77f', 'annotationId': 'e7acbd29-b2e1-440e-abf1-4c1fb2156388', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773697162591, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:39:22.825Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3693.85,000000000DFEC3B1,1600.0,1593.12,22450161.0,1385.0,1381.2,21470046.0,300.0,295.12,000000000DFEC3B8,15.0,14.81,22160332.0,22.58,20.86,-0.0
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,e7acbd29-b2e1-440e-abf1-4c1fb2156388,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,678.3931884765625,569.11865234375,5143.205078125,6628.5849609375,4277.251953125,4063.02294921875,7062.7958984375,6721.0244140625,263.1471252441406,9698.0615234375,7690.5771484375,2437.6533203125,1857.0513916015625,1974.7991943359373,22500.048828125,14826.0087890625,623.8617553710938,1813.9285888671875,7212.82666015625,742.9631958007812,84409.7265625,60213.3828125,18933.431640625,17535.603515625,110.85222625732422,124.52007293701172,1155.1080322265625,1228.3145751953125,104.62015533447266,119.96395111083984,509.239013671875,622.7100219726562,375.24420166015625,403.745849609375,360.1100158691406,317.8955383300781,3498.617431640625,2153.184326171875,904.1402587890624,735.939453125,853.2978515625,5128.5810546875,7257.7578125,8482.666015625,20930.08984375,794.1555786132812,911.6735229492188,1020.0017700195312,85964.078125,87078.1875,69390.5859375,72771.609375,39728.94140625,223.56480407714844,469.2604675292969,213.8581695556641,21003.306640625,16972.880859375,15114.8291015625,15817.6923828125,7380.95458984375,7007.34912109375,6580.1240234375,6063.71142578125,10283,27.5238094329834,29.69963264465332,0,0,0,0,0,0,0,0,0,0,0,1,24.006519317626957,23.112749099731445,987.3251342773438,131334.671875,5.030287265777588,0,10024111,True,BME690,22762,0,0,0,10019549,24484,0,26.996278762817383,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 35, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:39:23.308,"{'cid': '6d9b86d5-055c-4878-8b0d-138cf5f3c401', 'uuid': 'fd9469c7-77b1-4db0-b56a-2f1975dba77f', 'annotationId': 'e7acbd29-b2e1-440e-abf1-4c1fb2156388', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773697162591, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:39:22.825Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3693.85,000000000DFEC3B1,1600.0,1593.12,22450161.0,1385.0,1381.2,21470046.0,300.0,295.12,000000000DFEC3B8,15.0,14.81,22160332.0,22.58,20.86,-0.0
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,e7acbd29-b2e1-440e-abf1-4c1fb2156388,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,679.3724975585938,568.81494140625,5144.30126953125,6628.609375,4277.2421875,4062.517578125,7063.8720703125,6723.4462890625,262.96588134765625,9711.80078125,7674.8955078125,2441.29248046875,1854.9324951171875,1976.4180908203125,22568.796875,14829.0576171875,623.8426513671875,1816.4822998046875,7237.3544921875,743.0717163085938,84420.8984375,60220.41015625,18935.560546875,17533.9453125,110.85576629638672,124.49413299560548,1155.6083984375,1227.9229736328125,104.60311889648438,119.92769622802734,509.4283447265625,622.3213500976562,375.220703125,403.7471618652344,360.1072998046875,317.8653259277344,3497.419677734375,2153.1728515625,904.1744384765624,735.8941650390625,856.6888427734375,5138.3388671875,7257.26318359375,8482.8916015625,20896.67578125,794.2291259765625,911.8463745117188,1021.131591796875,85971.7265625,87085.0,69398.9375,72770.703125,39553.8125,223.51971435546875,469.1653442382813,213.8926696777344,21002.0625,16972.798828125,15115.2119140625,15816.71875,7380.07958984375,7007.09716796875,6579.72509765625,6064.3701171875,10583,27.68498039245605,29.619047164916992,0,0,0,0,0,0,0,0,0,0,0,1,24.006519317626957,23.112749099731445,987.3251342773438,129697.2109375,5.030287265777588,0,10024552,True,BME690,22763,0,0,0,10024552,24484,0,26.77472305297852,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 35, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:39:23.608,"{'cid': '6d9b86d5-055c-4878-8b0d-138cf5f3c401', 'uuid': 'fd9469c7-77b1-4db0-b56a-2f1975dba77f', 'annotationId': 'e7acbd29-b2e1-440e-abf1-4c1fb2156388', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773697162591, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:39:22.825Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3694.39,000000000DFEC3B1,1600.0,1593.53,22450161.0,1385.0,1381.38,21470046.0,300.0,295.78,000000000DFEC3B8,15.0,14.82,22160332.0,22.58,20.86,-0.0
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,e7acbd29-b2e1-440e-abf1-4c1fb2156388,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,679.0032348632812,569.4857788085938,5144.01806640625,6628.4130859375,4279.10498046875,4062.33935546875,7062.8984375,6721.41064453125,263.0911865234375,9737.1904296875,7708.93798828125,2440.648193359375,1857.15869140625,1976.6243896484373,22564.361328125,14806.2001953125,624.4630126953125,1816.5784912109373,7249.673828125,743.5919799804688,84413.75,60229.57421875,18937.791015625,17533.90234375,110.86602783203124,124.47610473632812,1152.312744140625,1229.3262939453125,104.64508819580078,119.9189453125,509.1951293945313,621.9515380859375,375.2952575683594,403.7505798339844,360.1836853027344,317.850341796875,3498.798828125,2153.12841796875,904.2593994140624,735.8736572265625,854.16162109375,5141.85009765625,7256.947265625,8482.1240234375,20901.708984375,794.1311645507812,912.4697265625,1020.5968017578124,85970.875,87088.0,69392.7265625,72774.921875,39727.0234375,223.5569305419922,469.139892578125,213.97634887695312,21002.634765625,16972.83203125,15114.9033203125,15816.9814453125,7380.30712890625,7007.52197265625,6580.05517578125,6063.18896484375,10884,27.604394912719727,29.457874298095703,0,0,0,0,0,0,0,0,0,0,0,1,24.006519317626957,23.112749099731445,987.3251342773438,129697.2109375,5.030287265777588,0,10024552,True,BME690,22763,0,0,0,10024552,24484,0,26.77472305297852,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 35, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:39:23.908,"{'cid': '6d9b86d5-055c-4878-8b0d-138cf5f3c401', 'uuid': 'fd9469c7-77b1-4db0-b56a-2f1975dba77f', 'annotationId': 'e7acbd29-b2e1-440e-abf1-4c1fb2156388', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773697162591, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:39:22.825Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3696.07,000000000DFEC3B1,1600.0,1594.84,22450161.0,1385.0,1381.97,21470046.0,300.0,298.02,000000000DFEC3B8,15.0,14.86,22160332.0,22.57,20.89,-0.0
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,e7acbd29-b2e1-440e-abf1-4c1fb2156388,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,678.4033203125,569.358154296875,5144.5068359375,6628.49658203125,4276.70654296875,4062.589599609375,7063.11767578125,6726.13525390625,263.1044921875,9694.3857421875,7712.25146484375,2440.83935546875,1863.0709228515625,1974.3040771484373,22606.59765625,14747.841796875,623.2803955078125,1820.0023193359373,7226.12841796875,743.3972778320312,84402.9140625,60222.55859375,18937.08984375,17532.119140625,110.8370590209961,124.49561309814452,1153.0218505859375,1229.354248046875,104.61795043945312,119.9834442138672,509.1067810058594,622.357177734375,375.2309875488281,403.7333679199219,360.0559387207031,317.8333740234375,3497.78173828125,2152.631103515625,904.5274658203124,735.8358764648438,854.1174926757812,5137.45654296875,7257.55859375,8481.46875,20924.4140625,794.2915649414062,912.296630859375,1025.426513671875,85961.9140625,87083.0625,69392.734375,72781.5390625,39533.21875,223.55612182617188,469.0397033691406,213.85775756835935,21004.11328125,16972.30859375,15114.3154296875,15816.732421875,7380.087890625,7006.57861328125,6579.548828125,6063.45556640625,11185,27.765565872192383,29.619047164916992,0,0,0,0,0,0,0,0,0,0,0,1,24.006519317626957,23.112749099731445,987.3267822265624,130627.8671875,5.030287265777588,0,10024992,True,BME690,22764,0,0,0,10024552,24484,0,26.77472305297852,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 35, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:39:24.209,"{'cid': '6d9b86d5-055c-4878-8b0d-138cf5f3c401', 'uuid': 'fd9469c7-77b1-4db0-b56a-2f1975dba77f', 'annotationId': 'e7acbd29-b2e1-440e-abf1-4c1fb2156388', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773697162591, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:39:22.825Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3697.76,000000000DFEC3B1,1600.0,1596.15,22450161.0,1385.0,1382.57,21470046.0,300.0,300.26,000000000DFEC3B8,15.0,14.89,22160332.0,22.56,20.93,-0.0
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,e7acbd29-b2e1-440e-abf1-4c1fb2156388,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,679.3793334960938,569.6209106445312,5143.58740234375,6628.1279296875,4278.4462890625,4062.85107421875,7063.572265625,6720.0185546875,263.0238342285156,9715.59765625,7721.09521484375,2440.478759765625,1862.8619384765625,1976.081298828125,22422.994140625,14771.6298828125,624.5711669921875,1814.211181640625,7236.17041015625,742.9136962890625,84414.515625,60223.96875,18934.740234375,17537.7265625,110.87737274169922,124.51588439941406,1155.5081787109375,1229.421875,104.6619873046875,119.9458465576172,509.43701171875,622.5453491210938,375.20794677734375,403.7146301269531,360.08233642578125,317.8232421875,3497.9169921875,2152.515380859375,904.56005859375,735.8396606445312,855.4886474609375,5130.96435546875,7258.09765625,8482.7587890625,20926.83984375,794.349365234375,912.522216796875,1022.8945922851562,85976.8828125,87080.1484375,69394.0,72782.984375,39729.80859375,223.5574493408203,469.4261779785156,213.8713531494141,21002.81640625,16972.75,15114.3671875,15816.47265625,7379.36572265625,7007.666015625,6580.52880859375,6062.923828125,11487,27.765565872192383,29.538461685180664,0,0,0,0,0,0,0,0,0,0,0,1,24.006519317626957,23.112749099731445,987.3267822265624,130941.0625,5.030287265777588,0,10025432,True,BME690,22765,0,0,0,10024552,24484,0,26.77472305297852,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 35, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:39:24.514,"{'cid': '6d9b86d5-055c-4878-8b0d-138cf5f3c401', 'uuid': 'fd9469c7-77b1-4db0-b56a-2f1975dba77f', 'annotationId': 'e7acbd29-b2e1-440e-abf1-4c1fb2156388', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773697162591, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:39:22.825Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3699.48,000000000DFEC3B1,1600.0,1597.49,22450161.0,1385.0,1383.18,21470046.0,300.0,302.53,000000000DFEC3B8,15.0,14.93,22160332.0,22.55,20.96,-0.0
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,e7acbd29-b2e1-440e-abf1-4c1fb2156388,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,679.6712646484375,569.1123657226562,5144.0458984375,6628.064453125,4276.76416015625,4062.685546875,7063.10693359375,6723.619140625,263.2122802734375,9701.6865234375,7699.0751953125,2439.196044921875,1855.8773193359373,1976.5823974609373,22513.01953125,14754.2587890625,624.6668090820312,1820.6937255859373,7234.77001953125,743.6407470703125,84417.2265625,60232.9921875,18933.3515625,17535.54296875,110.83666229248048,124.50401306152344,1154.5003662109375,1226.828857421875,104.60662841796876,119.96424865722656,509.3179016113281,622.6427001953125,375.24517822265625,403.6726684570313,360.1234130859375,317.8402099609375,3496.718994140625,2152.780517578125,904.3621215820312,735.864013671875,854.0429077148438,5121.1865234375,7257.73828125,8482.4326171875,20919.375,794.2462158203125,911.8629150390624,1018.4242553710938,85970.109375,87084.9609375,69389.296875,72783.1484375,39824.8359375,223.5178680419922,469.9830627441406,213.8713531494141,21003.2265625,16973.296875,15114.6181640625,15815.2822265625,7378.8203125,7008.021484375,6580.47802734375,6063.5185546875,11788,27.765565872192383,29.619047164916992,0,0,0,0,0,0,0,0,0,0,0,1,24.006519317626957,23.118566513061523,987.2639770507812,131730.65625,5.031552791595459,0,10025872,True,BME690,22766,0,0,0,10024552,24484,0,26.77472305297852,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 35, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:39:24.813,"{'cid': '6d9b86d5-055c-4878-8b0d-138cf5f3c401', 'uuid': 'fd9469c7-77b1-4db0-b56a-2f1975dba77f', 'annotationId': 'e7acbd29-b2e1-440e-abf1-4c1fb2156388', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773697162591, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:39:22.825Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3699.91,000000000DFEC3B1,1600.0,1597.89,22450161.0,1385.0,1383.54,21470046.0,300.0,303.85,000000000DFEC3B8,15.0,14.94,22160332.0,22.54,21.01,-0.0
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,e7acbd29-b2e1-440e-abf1-4c1fb2156388,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,679.2705688476562,569.2459106445312,5144.8701171875,6628.677734375,4278.1865234375,4062.265380859375,7062.0380859375,6717.31298828125,263.1659240722656,9724.630859375,7738.8115234375,2441.36376953125,1857.322021484375,1977.6739501953125,22576.51171875,14751.5537109375,624.0950927734375,1814.788818359375,7233.8994140625,743.0284423828125,84405.7890625,60223.6875,18934.61328125,17534.9453125,110.84674072265624,124.48809814453124,1156.0582275390625,1227.7698974609375,104.6362533569336,119.95955657958984,508.9943542480469,622.495361328125,375.2620544433594,403.67095947265625,360.0971069335937,317.8091735839844,3497.656982421875,2152.839111328125,904.493408203125,735.9012451171875,854.1846923828125,5137.0732421875,7257.6142578125,8481.919921875,20943.447265625,794.272216796875,912.4441528320312,1019.4100341796876,85948.6875,87086.1875,69394.8125,72783.8671875,40035.53125,223.59283447265625,469.4153442382813,213.8376007080078,21002.21875,16973.7890625,15115.662109375,15815.1171875,7379.462890625,7008.26025390625,6580.06591796875,6064.10400390625,12090,27.68498039245605,29.538461685180664,0,0,0,0,0,0,0,0,0,0,0,1,24.006519317626957,23.118566513061523,987.2639770507812,131730.65625,5.031552791595459,0,10025872,True,BME690,22766,0,0,0,10024552,24484,0,26.77472305297852,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 35, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:39:25.115,"{'cid': '6d9b86d5-055c-4878-8b0d-138cf5f3c401', 'uuid': 'fd9469c7-77b1-4db0-b56a-2f1975dba77f', 'annotationId': 'e7acbd29-b2e1-440e-abf1-4c1fb2156388', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773697162591, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:39:22.825Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3700.32,000000000DFEC3B1,1600.0,1598.27,22450161.0,1385.0,1383.9,21470046.0,300.0,305.14,000000000DFEC3B8,15.0,14.94,22160332.0,22.55,21.06,-0.0
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,e7acbd29-b2e1-440e-abf1-4c1fb2156388,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,679.449951171875,568.9488525390625,5144.02099609375,6628.19384765625,4277.86572265625,4062.619873046875,7063.33203125,6717.80224609375,262.8882141113281,9681.4677734375,7727.93408203125,2439.915283203125,1854.5216064453125,1977.26806640625,22500.755859375,14721.07421875,624.4063110351562,1814.19091796875,7238.02783203125,743.2217407226562,84404.984375,60208.1484375,18930.912109375,17536.193359375,110.8536376953125,124.55268096923828,1151.26220703125,1228.5794677734375,104.61650848388672,119.96167755126952,509.0891418457031,622.5458984375,375.1933898925781,403.6839599609375,360.18121337890625,317.8514099121094,3495.86181640625,2153.07958984375,904.374267578125,735.9260864257812,856.5226440429688,5135.80615234375,7257.18212890625,8483.375,20908.884765625,794.3399047851562,911.8241577148438,1022.6002807617188,85955.546875,87081.359375,69387.140625,72779.015625,39697.2109375,223.47824096679688,469.35296630859375,213.9808654785156,21002.21875,16972.91796875,15115.443359375,15815.6923828125,7380.63623046875,7007.599609375,6580.611328125,6063.83203125,12391,27.604394912719727,29.538461685180664,0,0,0,0,0,0,0,0,0,0,0,1,24.006519317626957,23.112749099731445,987.211181640625,131255.765625,5.030287265777588,0,10026312,True,BME690,22767,0,0,0,10024552,24484,0,26.77472305297852,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 35, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:39:25.417,"{'cid': '6d9b86d5-055c-4878-8b0d-138cf5f3c401', 'uuid': 'fd9469c7-77b1-4db0-b56a-2f1975dba77f', 'annotationId': 'e7acbd29-b2e1-440e-abf1-4c1fb2156388', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773697162591, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:39:22.825Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3700.73,000000000DFEC3B1,1600.0,1598.66,22450161.0,1385.0,1384.26,21470046.0,300.0,306.42,000000000DFEC3B8,15.0,14.94,22160332.0,22.55,21.11,-0.0
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,e7acbd29-b2e1-440e-abf1-4c1fb2156388,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,679.1116943359375,569.1118774414062,5144.26611328125,6627.79736328125,4278.314453125,4062.467041015625,7064.07958984375,6719.81396484375,263.15753173828125,9691.005859375,7682.62255859375,2439.506591796875,1857.2159423828125,1977.629638671875,22372.986328125,14776.162109375,625.2694702148438,1818.5291748046875,7242.19677734375,743.3024291992188,84388.234375,60208.140625,18931.640625,17531.46484375,110.86660766601562,124.51502227783205,1152.897216796875,1230.0714111328125,104.64112091064452,119.95601654052734,508.9140319824219,622.9335327148438,375.25006103515625,403.6432495117188,360.0948791503906,317.81744384765625,3497.267578125,2152.5380859375,904.37353515625,735.8783569335938,855.5615234375,5147.22998046875,7257.185546875,8482.4033203125,20934.220703125,794.1603393554688,911.3416748046876,1020.3666381835938,85967.9140625,87068.984375,69386.7734375,72783.265625,39829.9609375,223.48001098632807,469.5241394042969,213.88079833984372,21002.943359375,16972.615234375,15114.4501953125,15817.63671875,7379.310546875,7008.21923828125,6579.951171875,6063.54833984375,12692,27.5238094329834,29.69963264465332,0,0,0,0,0,0,0,0,0,0,0,1,24.00717544555664,23.10690689086914,987.1631469726562,130706.0234375,5.029202938079834,0,10026752,True,BME690,22768,0,0,0,10024552,24484,0,26.77472305297852,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 35, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:39:25.716,"{'cid': '6d9b86d5-055c-4878-8b0d-138cf5f3c401', 'uuid': 'fd9469c7-77b1-4db0-b56a-2f1975dba77f', 'annotationId': 'e7acbd29-b2e1-440e-abf1-4c1fb2156388', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773697162591, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:39:22.825Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3702.32,000000000DFEC3B1,1600.0,1599.3,22450161.0,1385.0,1384.63,21470046.0,300.0,305.25,000000000DFEC3B8,15.0,14.96,22160332.0,22.56,21.16,-0.0
