component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,SETP0_813024,FLW0_813024,ANLT0_813024,SETP0_184225,FLW0_184225,ANLT0_184225,SETP0_184324,FLW0_184324,ANLT0_184324,FLW0_181225,T0_093225,H0_093225,SETP0_364625,FLW0_364625,ANLT0_364625,SETP0_454625,FLW0_454625,ANLT0_454625
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a71d2ffb-75ab-42d2-ac49-625d082c7f14,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,746.0440673828125,645.9526977539062,5176.29638671875,6668.642578125,4311.42919921875,4091.973388671875,7141.61279296875,6797.4150390625,269.0852355957031,9976.4453125,8216.021484375,2767.126953125,1978.4967041015625,2208.188232421875,23793.833984375,15599.046875,646.8922729492188,1843.1922607421875,7732.2734375,833.0576782226562,85418.7578125,60939.21484375,19029.306640625,17607.970703125,112.07917785644533,125.790771484375,1176.8714599609375,1253.4853515625,107.3266372680664,122.92721557617188,561.2302856445312,694.9296875,377.726318359375,406.5341796875,361.0630798339844,319.2084655761719,3541.453125,2176.532470703125,908.1366577148438,738.8666381835938,952.9194946289062,5639.75,7300.2412109375,8542.6015625,21453.98046875,813.9150390625,941.4579467773438,1050.90576171875,87043.7890625,88192.0,70249.234375,73652.640625,39543.921875,231.73709106445312,491.0714111328125,222.7067413330078,21128.39453125,17065.296875,15186.146484375,15884.740234375,7467.54345703125,7091.896484375,6664.55224609375,6142.92822265625,8675,27.28205108642578,29.457874298095703,0,0,0,0,0,0,0,0,0,0,0,1,23.537498474121094,25.36744880676269,988.5703125,130005.953125,5.37597131729126,0,4353436,True,BME690,9884,0,0,0,4353415,24484,0,26.70219612121582,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 9, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:04:51.793,"{'cid': 'e35a5b53-72f2-470d-8e9d-1d3340725f66', 'uuid': 'e0914355-f61a-4561-a00b-5719216792d0', 'annotationId': 'a71d2ffb-75ab-42d2-ac49-625d082c7f14', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773691491224, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:04:51.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1596.0,22450161.0,15.0,4.87,22160332.0,1385.0,1385.6,21470046.0,-0.0,22.4,20.31,300.0,296.68,000000000DFEC3B8,3700.0,3697.56,000000000DFEC3B1
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a71d2ffb-75ab-42d2-ac49-625d082c7f14,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,746.8611450195312,645.63525390625,5176.42724609375,6668.466796875,4310.96533203125,4092.218994140625,7142.05908203125,6798.97119140625,268.95416259765625,9967.1669921875,8241.5166015625,2763.848388671875,1968.2655029296875,2209.760009765625,24087.240234375,15655.9482421875,647.1258544921875,1845.75146484375,7692.02880859375,832.6166381835938,85429.4140625,60932.4140625,19030.341796875,17613.701171875,112.06712341308594,125.8053741455078,1177.2552490234375,1250.85693359375,107.3662109375,122.94266510009766,561.4066162109375,694.7197265625,377.7536010742188,406.5234069824219,361.2770385742188,319.17413330078125,3541.41064453125,2176.38623046875,908.125732421875,738.8135986328125,951.3666381835938,5623.9736328125,7299.9677734375,8542.6337890625,21479.724609375,814.0150756835938,941.1873779296876,1049.220703125,87041.328125,88201.8984375,70251.0,73653.6171875,39926.078125,231.7371826171875,491.040283203125,222.6574859619141,21127.998046875,17064.853515625,15187.2958984375,15883.5751953125,7466.6845703125,7092.2509765625,6664.5234375,6142.677734375,8975,27.44322204589844,29.37728881835937,0,0,0,0,0,0,0,0,0,0,0,1,23.537498474121094,25.36744880676269,988.5703125,130005.953125,5.37597131729126,0,4353436,True,BME690,9884,0,0,0,4353415,24484,0,26.70219612121582,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 9, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:04:52.095,"{'cid': 'e35a5b53-72f2-470d-8e9d-1d3340725f66', 'uuid': 'e0914355-f61a-4561-a00b-5719216792d0', 'annotationId': 'a71d2ffb-75ab-42d2-ac49-625d082c7f14', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773691491224, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:04:51.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1596.0,22450161.0,15.0,4.87,22160332.0,1385.0,1385.6,21470046.0,-0.0,22.4,20.31,300.0,296.68,000000000DFEC3B8,3700.0,3697.56,000000000DFEC3B1
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a71d2ffb-75ab-42d2-ac49-625d082c7f14,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,746.1974487304688,645.9900512695312,5176.529296875,6669.5419921875,4310.86376953125,4092.105712890625,7140.44970703125,6795.931640625,269.0279541015625,9935.0615234375,8223.8076171875,2762.390380859375,1972.95458984375,2209.486572265625,23847.173828125,15723.736328125,647.0765991210938,1844.318603515625,7694.666015625,833.3465576171875,85426.8828125,60940.17578125,19030.681640625,17613.0,112.08434295654295,125.81430053710938,1179.146728515625,1250.75634765625,107.36624908447266,122.96376037597656,560.8622436523438,694.8890380859375,377.6824035644531,406.5279235839844,361.1796569824219,319.1756896972656,3540.727294921875,2176.123779296875,908.382080078125,738.7022705078125,951.36767578125,5619.29541015625,7299.71484375,8542.1669921875,21480.466796875,813.8106689453125,941.508056640625,1048.6624755859375,87040.6171875,88208.40625,70251.890625,73652.375,39713.5625,231.70919799804688,490.9651794433594,222.55221557617188,21127.60546875,17065.67578125,15185.4462890625,15885.31640625,7466.05712890625,7093.0869140625,6664.30078125,6142.82861328125,9276,27.36263656616211,29.37728881835937,0,0,0,0,0,0,0,0,0,0,0,1,23.537826538085938,25.379051208496094,988.566162109375,129543.390625,5.378530979156494,0,4353877,True,BME690,9885,0,0,0,4353415,24484,0,26.70219612121582,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 9, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:04:52.397,"{'cid': 'e35a5b53-72f2-470d-8e9d-1d3340725f66', 'uuid': 'e0914355-f61a-4561-a00b-5719216792d0', 'annotationId': 'a71d2ffb-75ab-42d2-ac49-625d082c7f14', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773691491224, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:04:51.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1597.05,22450161.0,15.0,5.71,22160332.0,1385.0,1384.9,21470046.0,-0.0,22.4,20.33,300.0,296.68,000000000DFEC3B8,3700.0,3697.56,000000000DFEC3B1
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a71d2ffb-75ab-42d2-ac49-625d082c7f14,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,746.5330810546875,645.6412353515625,5175.62890625,6669.52001953125,4310.49609375,4092.22998046875,7139.17919921875,6797.1982421875,269.0507507324219,9951.0341796875,8233.513671875,2766.361328125,1979.75244140625,2208.841796875,23741.314453125,15734.0888671875,647.4118041992188,1842.0650634765625,7707.6708984375,833.0667724609375,85416.3515625,60939.5390625,19033.9765625,17611.57421875,112.07074737548828,125.83524322509766,1176.4715576171875,1253.207275390625,107.33949279785156,122.89816284179688,561.4248046875,694.6650390625,377.7153015136719,406.5611267089844,361.2372131347656,319.1644592285156,3541.620361328125,2176.48876953125,908.0660400390624,738.7457885742188,951.6741333007812,5635.2275390625,7298.7451171875,8541.8837890625,21460.775390625,813.74853515625,940.2374877929688,1048.6136474609375,87032.2265625,88211.8125,70254.3046875,73653.640625,39832.78125,231.71124267578125,491.3669738769531,222.69512939453125,21129.677734375,17065.552734375,15186.0654296875,15884.1767578125,7466.7548828125,7092.62255859375,6664.71337890625,6143.6025390625,9577,27.5238094329834,29.37728881835937,0,0,0,0,0,0,0,0,0,0,0,1,23.537826538085938,25.39066505432129,988.5645141601562,131413.6875,5.380992412567139,0,4354317,True,BME690,9886,0,0,0,4353415,24484,0,26.70219612121582,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 9, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:04:52.697,"{'cid': 'e35a5b53-72f2-470d-8e9d-1d3340725f66', 'uuid': 'e0914355-f61a-4561-a00b-5719216792d0', 'annotationId': 'a71d2ffb-75ab-42d2-ac49-625d082c7f14', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773691491224, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:04:51.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1598.29,22450161.0,15.0,6.7,22160332.0,1385.0,1384.04,21470046.0,0.0,22.4,20.36,300.0,296.68,000000000DFEC3B8,3700.0,3697.56,000000000DFEC3B1
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a71d2ffb-75ab-42d2-ac49-625d082c7f14,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,746.3603515625,645.8524780273438,5176.36767578125,6668.533203125,4311.52490234375,4092.372314453125,7138.15234375,6799.125,268.9088439941406,9926.9501953125,8236.9365234375,2766.15283203125,1971.79345703125,2207.867919921875,23808.1015625,15658.75390625,647.22998046875,1842.2537841796875,7705.29638671875,833.3919677734375,85429.921875,60939.2421875,19031.736328125,17624.720703125,112.10968780517578,125.81974029541016,1177.0050048828125,1249.220947265625,107.32288360595705,122.95293426513672,561.006591796875,695.0107421875,377.6977844238281,406.5774230957031,361.1544189453125,319.1348571777344,3541.019287109375,2176.454833984375,908.1854858398438,738.8661499023438,951.3875122070312,5647.41748046875,7299.91259765625,8542.0556640625,21474.490234375,813.8599243164062,941.0147094726562,1048.928466796875,87032.9296875,88205.0703125,70248.8515625,73655.6875,40010.65625,231.72901916503903,490.8158264160156,222.57313537597656,21129.62890625,17065.60546875,15186.94921875,15883.5244140625,7465.6015625,7091.720703125,6664.44775390625,6143.3388671875,9878,27.36263656616211,29.296703338623047,0,0,0,0,0,0,0,0,0,0,0,1,23.537826538085938,25.39066505432129,988.5645141601562,131413.6875,5.380992412567139,0,4354317,True,BME690,9886,0,0,0,4353415,24484,0,26.70219612121582,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 9, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:04:52.997,"{'cid': 'e35a5b53-72f2-470d-8e9d-1d3340725f66', 'uuid': 'e0914355-f61a-4561-a00b-5719216792d0', 'annotationId': 'a71d2ffb-75ab-42d2-ac49-625d082c7f14', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773691491224, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:04:51.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1599.53,22450161.0,15.0,7.7,22160332.0,1385.0,1383.19,21470046.0,0.0,22.41,20.4,300.0,296.68,000000000DFEC3B8,3700.0,3697.56,000000000DFEC3B1
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a71d2ffb-75ab-42d2-ac49-625d082c7f14,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,746.7848510742188,645.89990234375,5175.775390625,6667.36767578125,4310.67236328125,4091.599853515625,7139.0869140625,6796.34765625,269.1004333496094,9896.8388671875,8233.384765625,2760.202392578125,1974.867431640625,2210.122802734375,23796.384765625,15604.61328125,647.3567504882812,1845.144287109375,7719.07080078125,833.5714721679688,85412.3984375,60937.68359375,19030.515625,17618.6015625,112.06698608398438,125.82142639160156,1175.408447265625,1250.227783203125,107.34294891357422,122.94503021240234,561.0982666015625,695.5138549804688,377.6610412597656,406.5812377929688,361.2208251953125,319.1683959960937,3539.765869140625,2176.60986328125,908.2235107421876,738.8339233398438,950.7728881835938,5639.19970703125,7300.86669921875,8543.322265625,21478.400390625,814.0086669921875,940.450439453125,1048.653076171875,87031.3203125,88210.46875,70251.4765625,73658.796875,40006.1953125,231.66456604003903,491.2882995605469,222.5197296142578,21126.9375,17064.78125,15186.1669921875,15883.7275390625,7466.3525390625,7093.3125,6664.8984375,6143.2021484375,10179,27.36263656616211,29.296703338623047,0,0,0,0,0,0,0,0,0,0,0,1,23.53717041015625,25.396493911743164,988.561279296875,131098.21875,5.382027626037598,0,4354757,True,BME690,9887,0,0,0,4353415,24484,0,26.70219612121582,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 9, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:04:53.299,"{'cid': 'e35a5b53-72f2-470d-8e9d-1d3340725f66', 'uuid': 'e0914355-f61a-4561-a00b-5719216792d0', 'annotationId': 'a71d2ffb-75ab-42d2-ac49-625d082c7f14', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773691491224, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:04:51.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1599.99,22450161.0,15.0,8.71,22160332.0,1385.0,1382.94,21470046.0,0.0,22.41,20.44,300.0,298.5,000000000DFEC3B8,3700.0,3698.09,000000000DFEC3B1
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a71d2ffb-75ab-42d2-ac49-625d082c7f14,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,746.1187744140625,645.7868041992188,5175.1943359375,6667.31591796875,4309.5537109375,4092.012451171875,7138.17529296875,6802.00048828125,268.9731140136719,9907.3740234375,8242.390625,2758.74169921875,1974.851806640625,2209.976806640625,23692.08203125,15660.2822265625,647.1558837890625,1845.1217041015625,7723.23486328125,833.66015625,85389.484375,60925.16015625,19036.732421875,17620.6171875,112.10929870605467,125.85144805908205,1177.81396484375,1248.6490478515625,107.32706451416016,122.98308563232422,561.211181640625,694.953125,377.70611572265625,406.59088134765625,361.2075500488281,319.19287109375,3541.2666015625,2176.51953125,908.1533813476562,738.9020385742188,952.4315795898438,5631.93701171875,7299.51611328125,8542.5341796875,21475.791015625,813.9871826171875,941.8051147460938,1047.32421875,87026.0859375,88219.8984375,70247.4140625,73658.84375,39670.21484375,231.74456787109372,491.496337890625,222.69065856933597,21127.705078125,17065.76953125,15186.9248046875,15882.0888671875,7465.2861328125,7093.70947265625,6664.04248046875,6144.0576171875,10480,27.44322204589844,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,23.535858154296875,25.408151626586918,988.49365234375,130316.171875,5.38409423828125,0,4355197,True,BME690,9888,0,0,0,4353415,24484,0,26.70219612121582,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 9, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:04:53.600,"{'cid': 'e35a5b53-72f2-470d-8e9d-1d3340725f66', 'uuid': 'e0914355-f61a-4561-a00b-5719216792d0', 'annotationId': 'a71d2ffb-75ab-42d2-ac49-625d082c7f14', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773691491224, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:04:51.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1599.66,22450161.0,15.0,9.71,22160332.0,1385.0,1383.42,21470046.0,-0.0,22.41,20.47,300.0,302.29,000000000DFEC3B8,3700.0,3699.2,000000000DFEC3B1
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a71d2ffb-75ab-42d2-ac49-625d082c7f14,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,746.2380981445312,645.7818603515625,5174.826171875,6667.501953125,4309.0537109375,4091.427001953125,7138.00244140625,6797.4794921875,269.1388854980469,9936.673828125,8230.3046875,2763.763671875,1975.3021240234373,2208.04833984375,23663.189453125,15628.59765625,646.522216796875,1842.2178955078125,7709.9365234375,833.3990478515625,85394.7109375,60921.5078125,19030.017578125,17616.748046875,112.09375,125.84319305419922,1174.9378662109375,1250.1793212890625,107.33208465576172,122.95309448242188,561.408447265625,695.3659057617188,377.6798400878906,406.5684509277344,361.2302856445313,319.2158508300781,3540.423583984375,2176.434326171875,907.9562377929688,738.8837890625,951.489013671875,5651.57080078125,7300.71240234375,8542.587890625,21465.900390625,814.0960083007812,941.9600219726562,1050.98828125,87029.6171875,88213.6796875,70255.640625,73657.15625,39513.8828125,231.6705322265625,490.8648376464844,222.5416412353516,21128.29296875,17062.83203125,15186.4443359375,15882.849609375,7465.37255859375,7093.82666015625,6664.05615234375,6144.39306640625,10781,27.5238094329834,29.296703338623047,0,0,0,0,0,0,0,0,0,0,0,1,23.53553009033203,25.425582885742188,988.43505859375,129928.6328125,5.387689113616943,0,4355637,True,BME690,9889,0,0,0,4353415,24484,0,26.70219612121582,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 9, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:04:53.901,"{'cid': 'e35a5b53-72f2-470d-8e9d-1d3340725f66', 'uuid': 'e0914355-f61a-4561-a00b-5719216792d0', 'annotationId': 'a71d2ffb-75ab-42d2-ac49-625d082c7f14', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773691491224, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:04:51.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1599.33,22450161.0,15.0,10.71,22160332.0,1385.0,1383.9,21470046.0,-0.0,22.42,20.5,300.0,306.08,000000000DFEC3B8,3700.0,3700.3,000000000DFEC3B1
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a71d2ffb-75ab-42d2-ac49-625d082c7f14,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,747.2584838867188,646.0407104492188,5175.04296875,6667.87548828125,4309.7890625,4091.544677734375,7137.91845703125,6795.43896484375,269.2169189453125,9932.9443359375,8239.4453125,2763.16015625,1969.754638671875,2207.377197265625,23615.37890625,15680.482421875,646.9617309570312,1842.0328369140625,7715.07861328125,833.4120483398438,85389.71875,60921.3125,19035.447265625,17622.978515625,112.07159423828124,125.84149169921876,1177.6744384765625,1253.80712890625,107.35474395751952,122.9498062133789,561.3733520507812,695.339599609375,377.6408081054688,406.4814758300781,361.2165832519531,319.24322509765625,3540.3720703125,2176.476806640625,908.2044677734376,738.8167114257812,951.8801879882812,5620.568359375,7300.37744140625,8542.4765625,21506.7890625,813.9620971679688,941.1358032226562,1050.008544921875,87024.2421875,88201.359375,70248.1328125,73655.9296875,39713.58203125,231.7247467041016,491.3037414550781,222.51675415039065,21130.224609375,17063.474609375,15185.9345703125,15882.4716796875,7466.84912109375,7092.50341796875,6664.2802734375,6145.134765625,11082,27.5238094329834,29.296703338623047,0,0,0,0,0,0,0,0,0,0,0,1,23.53553009033203,25.425582885742188,988.43505859375,129928.6328125,5.387689113616943,0,4355637,True,BME690,9889,0,0,0,4353415,24484,0,26.70219612121582,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 9, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:04:54.210,"{'cid': 'e35a5b53-72f2-470d-8e9d-1d3340725f66', 'uuid': 'e0914355-f61a-4561-a00b-5719216792d0', 'annotationId': 'a71d2ffb-75ab-42d2-ac49-625d082c7f14', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773691491224, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:04:51.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1599.04,22450161.0,15.0,11.74,22160332.0,1385.0,1384.33,21470046.0,-0.0,22.42,20.53,300.0,309.18,000000000DFEC3B8,3700.0,3701.23,000000000DFEC3B1
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,a71d2ffb-75ab-42d2-ac49-625d082c7f14,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,746.4853515625,645.6483154296875,5174.7587890625,6667.14306640625,4310.91845703125,4091.359619140625,7138.88720703125,6799.03564453125,269.04412841796875,9943.2177734375,8236.5908203125,2764.411376953125,1974.8748779296875,2207.152587890625,23564.720703125,15655.59765625,646.8271484375,1841.756591796875,7704.12158203125,833.4834594726562,85366.5625,60927.70703125,19033.458984375,17627.193359375,112.06168365478516,125.8238296508789,1178.6531982421875,1249.618408203125,107.33683013916016,122.97982025146484,561.2359008789062,694.6165161132812,377.6780090332031,406.5671691894531,361.1505432128906,319.234130859375,3539.952880859375,2176.453125,907.93798828125,738.8988647460938,951.370849609375,5630.1494140625,7299.77734375,8542.1513671875,21473.35546875,813.9747924804688,942.2157592773438,1051.720703125,87031.6171875,88203.25,70256.9140625,73653.90625,39712.62890625,231.7128143310547,491.420166015625,222.5718536376953,21128.751953125,17064.654296875,15184.9580078125,15885.6953125,7465.38623046875,7093.88232421875,6663.9189453125,6144.7666015625,11383,27.44322204589844,29.37728881835937,0,0,0,0,0,0,0,0,0,0,0,1,23.53618621826172,25.419754028320312,988.3839111328124,131730.65625,5.386654853820801,0,4356077,True,BME690,9890,0,0,0,4353415,24484,0,26.70219612121582,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 9, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:04:54.505,"{'cid': 'e35a5b53-72f2-470d-8e9d-1d3340725f66', 'uuid': 'e0914355-f61a-4561-a00b-5719216792d0', 'annotationId': 'a71d2ffb-75ab-42d2-ac49-625d082c7f14', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773691491224, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:04:51.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1600.0,1599.01,22450161.0,15.0,12.72,22160332.0,1385.0,1384.37,21470046.0,-0.0,22.42,20.53,300.0,307.98,000000000DFEC3B8,3700.0,3700.96,000000000DFEC3B1
