component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,SETP0_453024,FLW0_453024,ANLT0_453024,SETP0_543024,FLW0_543024,ANLT0_543024,SETP0_181425,FLW0_181425,ANLT0_181425,SETP0_183624,FLW0_183624,ANLT0_183624,T0_183225,H0_183225,bVOC_274625,GASR0_274625,H0_274625,T0_274625,P0_274625,SETP0_094324,FLW0_094324,ANLT0_094324
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,236ccf3a-7be7-4727-9f28-f33bc3dd4400,2ae9df38-ca80-4c2e-a243-05013a219277,1292.547119140625,479378.65625,198086.21875,8100.2919921875,7114.52197265625,25899.615234375,182371.71875,175245.0,232452.265625,68656.5625,123032.9296875,18608.73046875,269854.875,5929.96337890625,18882.095703125,36839.9296875,254522.75,51811.16015625,188845.0,19304.736328125,6891.4140625,13190.076171875,25643.154296875,45442.16796875,2874254.0,357593.8125,1508362.0,3496853.5,11208144,5523.54638671875,68279.6171875,144562768,61990720,20868.107421875,85679.578125,203063.25,672191.875,4288.9052734375,2847922.75,1135810.25,62632.94921875,483585.59375,20982.21875,820185.6875,692.3112182617188,419134.8125,440044.84375,234564.203125,915491.0,69278.90625,77056.1328125,17142.96875,4167.28369140625,273987.4375,14862.3427734375,141340.984375,30849.294921875,400089.34375,1094739.125,58440.5546875,7249.27880859375,121972.6796875,13532.5,598348.5,5577,33.890113830566406,35.743595123291016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,193240786,24484,0,37.97618865966797,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-6RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 7, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:25:48.867,"{'cid': '6b2c92ff-b6f4-4749-8412-be93095e22bc', 'uuid': 'a48898a1-df02-492c-aa2d-82080af7669f', 'annotationId': '236ccf3a-7be7-4727-9f28-f33bc3dd4400', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768778748515, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T23:25:48.752Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",2900.0,2898.16,22340093.0,1130.0,1129.68,22450138.0,1100.0,1099.36,24020116.0,270.0,272.09,22040109.0,29.8,19.49,0.0,574474.06,11.64,32.58,1009.56,1600.0,1597.92,21470060.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,236ccf3a-7be7-4727-9f28-f33bc3dd4400,2ae9df38-ca80-4c2e-a243-05013a219277,1291.8111572265625,478614.28125,198058.296875,8099.9287109375,7114.328125,25897.4375,182254.25,175231.015625,232645.9375,68760.90625,123011.515625,18608.923828125,270982.375,5961.49462890625,18881.572265625,36837.80859375,254329.421875,51820.890625,189252.0,19310.19921875,6891.0654296875,13162.841796875,25642.875,45442.734375,2871513.25,359661.0,1508469.5,3495459.5,11199886,5523.89306640625,67678.796875,143809456,61755008,20870.974609375,85688.796875,203074.90625,672177.5,4287.5224609375,2850431.75,1136948.875,62631.8203125,484029.09375,20983.041015625,819782.0625,692.2472534179688,419357.4375,440265.71875,234587.953125,916049.0625,69263.171875,77063.921875,17142.201171875,4167.197265625,274168.84375,14847.5166015625,141407.28125,30852.173828125,400105.15625,1095548.0,58437.30078125,7249.8583984375,122210.3359375,13517.271484375,598172.3125,5878,33.80952835083008,35.66300582885742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,193245801,24484,0,36.80378341674805,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-6RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 7, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:25:49.169,"{'cid': '6b2c92ff-b6f4-4749-8412-be93095e22bc', 'uuid': 'a48898a1-df02-492c-aa2d-82080af7669f', 'annotationId': '236ccf3a-7be7-4727-9f28-f33bc3dd4400', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768778748515, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T23:25:48.752Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",2900.0,2898.16,22340093.0,1130.0,1129.68,22450138.0,1100.0,1099.36,24020116.0,270.0,272.09,22040109.0,29.8,19.49,0.0,574474.06,11.64,32.58,1009.56,1600.0,1597.92,21470060.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,236ccf3a-7be7-4727-9f28-f33bc3dd4400,2ae9df38-ca80-4c2e-a243-05013a219277,1291.7125244140625,478764.90625,198002.640625,8099.7841796875,7114.9033203125,25896.056640625,182288.953125,175200.25,232822.34375,68773.640625,123015.984375,18608.634765625,270888.34375,5960.283203125,18883.529296875,36837.98046875,254423.0625,51818.36328125,189403.921875,19309.923828125,6891.37158203125,13170.1220703125,25641.607421875,45445.640625,2868977.75,358155.71875,1508406.75,3493648.75,11187114,5523.8994140625,66854.6640625,142626016,61782808,20867.8359375,85684.84375,203125.375,672463.625,4288.89404296875,2852294.75,1137706.875,62621.60546875,483844.3125,20978.853515625,819318.3125,692.167724609375,419341.03125,440393.71875,234508.1875,915924.6875,69261.7421875,77070.15625,17143.24609375,4167.0185546875,274352.0625,14838.640625,141912.25,30853.59375,400338.21875,1096222.0,58442.68359375,7249.876953125,122125.2109375,13532.521484375,598324.875,6180,33.80952835083008,35.824180603027344,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,193245801,24484,0,36.80378341674805,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-6RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 7, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:25:49.473,"{'cid': '6b2c92ff-b6f4-4749-8412-be93095e22bc', 'uuid': 'a48898a1-df02-492c-aa2d-82080af7669f', 'annotationId': '236ccf3a-7be7-4727-9f28-f33bc3dd4400', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768778748515, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T23:25:48.752Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",2900.0,2898.23,22340093.0,1130.0,1129.68,22450138.0,1100.0,1099.37,24020116.0,270.0,272.05,22040109.0,29.8,19.49,0.0,574474.06,11.64,32.58,1009.56,1600.0,1597.92,21470060.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,236ccf3a-7be7-4727-9f28-f33bc3dd4400,2ae9df38-ca80-4c2e-a243-05013a219277,1291.169677734375,478371.71875,197995.453125,8099.6298828125,7114.9794921875,25894.03125,182354.703125,175178.15625,232601.453125,68726.2734375,123011.6484375,18609.216796875,271058.96875,5964.208984375,18880.99609375,36832.89453125,254615.734375,51829.83203125,189603.15625,19308.677734375,6891.27978515625,13193.9931640625,25644.212890625,45448.65625,2866715.0,358926.84375,1508293.75,3492015.0,11175783,5524.77294921875,66134.6640625,141630928,61832348,20866.994140625,85705.7734375,203108.5,672648.9375,4288.892578125,2854730.75,1135859.0,62623.69140625,484141.9375,20978.556640625,819691.5,692.287109375,419105.1875,440594.09375,234505.890625,916259.125,69271.96875,77072.9453125,17143.755859375,4166.32861328125,274037.78125,14837.1484375,141126.40625,30851.708984375,400340.375,1096986.0,58441.21484375,7249.98974609375,122151.4375,13526.2080078125,598222.625,6480,34.05128479003906,35.743595123291016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,193245801,24484,0,36.80378341674805,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-6RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 7, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:25:49.770,"{'cid': '6b2c92ff-b6f4-4749-8412-be93095e22bc', 'uuid': 'a48898a1-df02-492c-aa2d-82080af7669f', 'annotationId': '236ccf3a-7be7-4727-9f28-f33bc3dd4400', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768778748515, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T23:25:48.752Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",2900.0,2898.87,22340093.0,1130.0,1129.63,22450138.0,1100.0,1099.46,24020116.0,270.0,271.44,22040109.0,29.8,19.49,0.0,574474.06,11.64,32.58,1009.56,1600.0,1597.92,21470060.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,236ccf3a-7be7-4727-9f28-f33bc3dd4400,2ae9df38-ca80-4c2e-a243-05013a219277,1291.8504638671875,478222.3125,197957.359375,8099.96923828125,7114.7294921875,25893.873046875,182264.296875,175176.203125,232809.875,68720.59375,123012.015625,18608.26171875,270456.25,5972.80419921875,18882.501953125,36832.99609375,254515.34375,51826.03515625,189249.796875,19304.73046875,6891.62548828125,13163.1455078125,25644.37109375,45449.27734375,2865353.75,358894.125,1508880.5,3490250.0,11165814,5524.11083984375,66647.03125,140868672,61993856,20870.685546875,85693.3671875,203130.578125,672803.8125,4288.23046875,2856204.0,1134246.375,62618.97265625,484023.53125,20976.8203125,819481.6875,692.3005981445312,418954.375,440317.34375,234487.4375,916167.125,69300.828125,77079.859375,17148.814453125,4167.90771484375,273709.09375,14864.0634765625,141906.90625,30851.646484375,400426.0,1097364.375,58446.16796875,7250.1455078125,122211.2421875,13523.6201171875,597837.0,6781,33.970699310302734,35.66300582885742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,193245801,24484,0,36.80378341674805,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-6RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 7, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:25:50.070,"{'cid': '6b2c92ff-b6f4-4749-8412-be93095e22bc', 'uuid': 'a48898a1-df02-492c-aa2d-82080af7669f', 'annotationId': '236ccf3a-7be7-4727-9f28-f33bc3dd4400', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768778748515, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T23:25:48.752Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",2900.0,2899.51,22340093.0,1130.0,1129.59,22450138.0,1100.0,1099.56,24020116.0,270.0,270.82,22040109.0,29.81,19.48,0.0,575069.71,11.64,32.58,1009.56,1600.0,1597.92,21470060.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,236ccf3a-7be7-4727-9f28-f33bc3dd4400,2ae9df38-ca80-4c2e-a243-05013a219277,1291.8101806640625,478060.78125,197989.15625,8099.73193359375,7114.37060546875,25893.130859375,182296.484375,175162.09375,232961.265625,68741.71875,123015.3671875,18608.404296875,271149.0,5960.9716796875,18883.861328125,36829.98828125,254568.8125,51836.3671875,189289.1875,19314.734375,6892.19873046875,13168.66015625,25647.3984375,45450.9375,2864317.0,358555.84375,1509369.25,3488913.0,11160254,5522.90576171875,67162.2265625,140377328,62277440,20867.671875,85711.5546875,203119.140625,672867.8125,4288.26025390625,2858620.0,1135586.5,62612.34375,483318.125,20979.265625,819091.5625,691.372314453125,419227.40625,440205.96875,234440.546875,915714.0,69251.6015625,77057.5625,17140.640625,4167.52880859375,272085.65625,14853.1689453125,141946.15625,30851.962890625,400228.25,1097531.0,58436.76171875,7249.62353515625,122102.6796875,13526.205078125,598281.0,7082,33.970699310302734,35.743595123291016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,193245801,24484,0,36.80378341674805,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-6RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 7, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:25:50.371,"{'cid': '6b2c92ff-b6f4-4749-8412-be93095e22bc', 'uuid': 'a48898a1-df02-492c-aa2d-82080af7669f', 'annotationId': '236ccf3a-7be7-4727-9f28-f33bc3dd4400', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768778748515, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T23:25:48.752Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",2900.0,2900.16,22340093.0,1130.0,1129.55,22450138.0,1100.0,1099.65,24020116.0,270.0,270.2,22040109.0,29.81,19.47,0.0,576082.66,11.64,32.58,1009.56,1600.0,1597.92,21470060.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,236ccf3a-7be7-4727-9f28-f33bc3dd4400,2ae9df38-ca80-4c2e-a243-05013a219277,1291.9619140625,478443.78125,197993.453125,8099.95068359375,7114.84765625,25893.396484375,182270.484375,175165.015625,232588.953125,68761.75,123014.25,18608.162109375,271433.03125,5946.76025390625,18885.6640625,36827.625,253989.84375,51833.83203125,189535.640625,19310.587890625,6891.40478515625,13151.1220703125,25646.333984375,45455.13671875,2865085.5,357061.15625,1508084.75,3489261.5,11158097,5522.966796875,67311.1796875,140114224,62637588,20868.900390625,85754.0234375,203073.90625,672843.375,4288.01123046875,2856632.25,1135924.5,62606.34765625,482626.0,20977.392578125,818968.0,691.2385864257812,419030.65625,440406.84375,234449.03125,914691.3125,69245.125,77066.3671875,17142.3359375,4166.79345703125,271936.59375,14807.4892578125,141791.953125,30847.1796875,400166.03125,1097442.125,58428.6640625,7249.28125,122172.5703125,13531.525390625,598358.5625,7383,33.890113830566406,35.582420349121094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,193245801,24484,0,36.80378341674805,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-6RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 7, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:25:50.672,"{'cid': '6b2c92ff-b6f4-4749-8412-be93095e22bc', 'uuid': 'a48898a1-df02-492c-aa2d-82080af7669f', 'annotationId': '236ccf3a-7be7-4727-9f28-f33bc3dd4400', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768778748515, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T23:25:48.752Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",2900.0,2900.59,22340093.0,1130.0,1129.51,22450138.0,1100.0,1099.59,24020116.0,270.0,269.99,22040109.0,29.81,19.47,0.0,577095.61,11.64,32.58,1009.55,1600.0,1598.34,21470060.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,236ccf3a-7be7-4727-9f28-f33bc3dd4400,2ae9df38-ca80-4c2e-a243-05013a219277,1291.205078125,478118.90625,197976.65625,8099.97216796875,7114.63525390625,25894.265625,182282.609375,175146.40625,232739.5,68736.28125,123032.0546875,18610.60546875,271088.0625,5948.685546875,18883.009765625,36828.171875,254683.90625,51829.00390625,189623.421875,19306.265625,6891.6201171875,13186.7314453125,25646.0390625,45454.85546875,2867668.0,354566.34375,1505389.75,3491097.5,11160575,5523.47802734375,67240.0859375,140165696,63012724,20868.220703125,85682.7890625,203047.890625,672868.75,4287.39453125,2858421.0,1134804.25,62602.94140625,482827.4375,20976.40234375,818805.4375,691.9169311523438,419055.46875,440245.78125,234484.359375,913448.0625,69231.828125,77063.6953125,17142.95703125,4166.81396484375,272196.75,14844.4501953125,142129.546875,30846.42578125,400333.0625,1097098.375,58432.39453125,7249.52734375,122117.6953125,13529.5390625,598730.9375,7684,33.970699310302734,35.66300582885742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,193245801,24484,0,36.80378341674805,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-6RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 7, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:25:50.973,"{'cid': '6b2c92ff-b6f4-4749-8412-be93095e22bc', 'uuid': 'a48898a1-df02-492c-aa2d-82080af7669f', 'annotationId': '236ccf3a-7be7-4727-9f28-f33bc3dd4400', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768778748515, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T23:25:48.752Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",2900.0,2900.94,22340093.0,1130.0,1129.47,22450138.0,1100.0,1099.47,24020116.0,270.0,269.94,22040109.0,29.81,19.47,0.0,578108.56,11.64,32.58,1009.55,1600.0,1598.92,21470060.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,236ccf3a-7be7-4727-9f28-f33bc3dd4400,2ae9df38-ca80-4c2e-a243-05013a219277,1291.078125,478394.5625,197983.65625,8099.732421875,7114.69580078125,25894.296875,182295.09375,175162.078125,232867.53125,68779.8125,123026.96875,18609.349609375,271599.78125,5927.00732421875,18884.994140625,36836.515625,255039.140625,51839.48828125,189231.359375,19303.126953125,6892.11962890625,13197.3671875,25644.052734375,45449.7109375,2869909.75,353317.875,1503346.0,3493329.5,11167196,5523.2607421875,68104.9140625,140681408,63319864,20866.90625,85667.0703125,203008.25,672906.25,4287.63818359375,2856506.0,1132843.875,62602.84765625,483184.53125,20976.93359375,818412.5,691.5280151367188,418942.34375,440245.53125,234485.703125,912601.1875,69275.0078125,77053.671875,17146.787109375,4163.02490234375,273479.21875,14862.93359375,142306.203125,30838.248046875,400123.75,1096632.375,58417.44140625,7249.5537109375,122088.0390625,13529.943359375,598923.1875,7985,33.970699310302734,35.582420349121094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,193245801,24484,0,36.80378341674805,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-6RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 7, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:25:51.274,"{'cid': '6b2c92ff-b6f4-4749-8412-be93095e22bc', 'uuid': 'a48898a1-df02-492c-aa2d-82080af7669f', 'annotationId': '236ccf3a-7be7-4727-9f28-f33bc3dd4400', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768778748515, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T23:25:48.752Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",2900.0,2901.3,22340093.0,1130.0,1129.43,22450138.0,1100.0,1099.35,24020116.0,270.0,269.9,22040109.0,29.81,19.46,0.0,577989.51,11.64,32.58,1009.51,1600.0,1599.49,21470060.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,236ccf3a-7be7-4727-9f28-f33bc3dd4400,2ae9df38-ca80-4c2e-a243-05013a219277,1291.6773681640625,478242.03125,198051.625,8100.20947265625,7114.98388671875,25898.162109375,182249.078125,175193.609375,232886.171875,68792.34375,123025.921875,18609.34765625,271571.28125,5957.9599609375,18881.650390625,36832.7890625,254959.65625,51836.89453125,188814.46875,19296.525390625,6891.744140625,13185.869140625,25640.416015625,45449.875,2870408.5,354450.9375,1505478.5,3493376.25,11179980,5520.828125,68042.6796875,141592512,63527984,20865.08984375,85652.890625,203042.53125,672741.375,4289.32275390625,2851618.75,1132241.875,62601.94140625,482951.5,20974.458984375,818391.9375,691.697509765625,419190.46875,440529.6875,234431.90625,912323.875,69274.5,77037.25,17147.056640625,4165.806640625,273932.09375,14852.2958984375,142673.09375,30835.404296875,400077.5,1095799.625,58423.0234375,7249.10791015625,122062.3515625,13527.4384765625,598431.375,8288,33.890113830566406,35.501834869384766,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,193245801,24484,0,36.80378341674805,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-90ppb-6RH-75ccm-Jude-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 7, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:25:51.577,"{'cid': '6b2c92ff-b6f4-4749-8412-be93095e22bc', 'uuid': 'a48898a1-df02-492c-aa2d-82080af7669f', 'annotationId': '236ccf3a-7be7-4727-9f28-f33bc3dd4400', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768778748515, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T23:25:48.752Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",2900.0,2901.61,22340093.0,1130.0,1129.38,22450138.0,1100.0,1099.43,24020116.0,270.0,269.89,22040109.0,29.81,19.46,0.0,577477.95,11.64,32.58,1009.45,1600.0,1599.84,21470060.0
