component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,T0_183225,H0_183225,SETP0_094324,FLW0_094324,ANLT0_094324,SETP0_181425,FLW0_181425,ANLT0_181425,bVOC_274625,GASR0_274625,H0_274625,T0_274625,P0_274625,SETP0_543024,FLW0_543024,ANLT0_543024,SETP0_183624,FLW0_183624,ANLT0_183624,SETP0_453024,FLW0_453024,ANLT0_453024
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,bed29bbe-8d3a-4751-96da-ec41fc138f11,8431e6bd-5d3e-4c11-b2cc-504dddc0c609,1263.159912109375,480678.09375,198208.265625,8102.67578125,7116.3173828125,25908.076171875,182677.734375,176064.921875,232993.046875,68944.59375,124059.6171875,18610.98828125,270407.78125,5753.7939453125,18979.12890625,36902.78515625,254558.09375,51897.5,189714.171875,19441.08203125,6892.91455078125,13166.45703125,25869.0234375,45503.734375,2874877.75,364491.4375,1398906.0,3508218.25,11182261,5532.60693359375,68101.3203125,136248448,60187884,20908.62109375,85868.4609375,202405.640625,672693.125,4300.19287109375,2735320.75,1107416.875,62676.5078125,484422.34375,21043.064453125,823068.6875,693.2898559570312,422673.46875,440200.0,235419.671875,924567.0,69430.3125,77163.6796875,17175.865234375,4134.48486328125,272305.3125,14860.861328125,141239.671875,31143.810546875,401577.1875,1099807.875,58445.453125,7248.01123046875,122378.1484375,13531.6513671875,600143.125,34524,33.80952835083008,35.66300582885742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,194620416,24484,0,37.51442337036133,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-6RH-75ccm-Anthony-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:48:47.963,"{'cid': 'c04d07ee-94c6-44df-ad3c-f46614593299', 'uuid': 'c7aee882-f5a7-43f1-bd32-45d89285d4a7', 'annotationId': 'bed29bbe-8d3a-4751-96da-ec41fc138f11', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768780097534, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T23:48:17.774Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.81,19.96,1600.0,1600.47,21470060.0,1100.0,1100.76,24020116.0,0.0,567594.05,14.04,32.59,1009.8,1400.0,1400.16,22450138.0,0.0,0.04,22040109.0,2900.0,2901.04,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,bed29bbe-8d3a-4751-96da-ec41fc138f11,8431e6bd-5d3e-4c11-b2cc-504dddc0c609,1263.298583984375,480163.5625,198210.921875,8102.71630859375,7115.80078125,25907.326171875,182620.234375,176043.40625,233224.84375,68836.0078125,124076.9375,18608.81640625,270774.09375,5756.7470703125,18982.5,36904.40234375,254822.96875,51895.8203125,189168.484375,19438.6875,6893.42724609375,13175.90234375,25870.859375,45512.05078125,2874285.0,365868.28125,1399531.75,3507470.75,11170948,5532.767578125,68896.7890625,135546352,60605112,20909.40234375,85878.1953125,202412.671875,672760.25,4300.14697265625,2737952.25,1107552.0,62670.16015625,484612.84375,21044.5546875,821800.3125,693.223876953125,422809.03125,440038.625,235408.71875,923648.625,69419.2734375,77122.828125,17179.384765625,4142.25,273878.25,14854.5576171875,139627.28125,31145.25,401452.125,1099553.5,58441.3046875,7248.166015625,122476.9921875,13535.7900390625,600668.375,34825,33.970699310302734,35.743595123291016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,194620416,24484,0,37.51442337036133,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-6RH-75ccm-Anthony-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:48:48.259,"{'cid': 'c04d07ee-94c6-44df-ad3c-f46614593299', 'uuid': 'c7aee882-f5a7-43f1-bd32-45d89285d4a7', 'annotationId': 'bed29bbe-8d3a-4751-96da-ec41fc138f11', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768780097534, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T23:48:17.774Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.82,19.94,1600.0,1600.38,21470060.0,1100.0,1100.36,24020116.0,0.0,567341.96,14.04,32.59,1009.8,1400.0,1399.97,22450138.0,0.0,0.03,22040109.0,2900.0,2900.48,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,bed29bbe-8d3a-4751-96da-ec41fc138f11,8431e6bd-5d3e-4c11-b2cc-504dddc0c609,1262.0780029296875,480204.875,198202.890625,8102.8515625,7115.5546875,25907.447265625,182657.53125,176049.71875,233389.6875,68836.2578125,124092.421875,18609.02734375,272519.9375,5743.201171875,18982.146484375,36897.5,255151.3125,51901.3984375,189219.546875,19441.80078125,6893.26025390625,13172.4150390625,25872.84765625,45513.46875,2876819.25,362090.96875,1402391.625,3508498.25,11169077,5532.4326171875,70344.9609375,135396368,61085264,20907.146484375,85868.84375,202407.984375,672767.5625,4300.6337890625,2741004.0,1109355.75,62661.578125,484385.59375,21043.96484375,821227.3125,693.2567138671875,422598.75,440065.71875,235396.40625,922606.5,69422.96875,77127.046875,17177.23828125,4144.54541015625,272621.0,14876.0888671875,140185.515625,31143.859375,401219.1875,1098988.75,58439.0,7248.27392578125,122408.046875,13524.1591796875,599958.25,35126,33.890113830566406,35.66300582885742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,194620416,24484,0,37.51442337036133,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-6RH-75ccm-Anthony-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:48:48.560,"{'cid': 'c04d07ee-94c6-44df-ad3c-f46614593299', 'uuid': 'c7aee882-f5a7-43f1-bd32-45d89285d4a7', 'annotationId': 'bed29bbe-8d3a-4751-96da-ec41fc138f11', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768780097534, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T23:48:17.774Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.82,19.91,1600.0,1600.28,21470060.0,1100.0,1099.96,24020116.0,0.0,568297.85,14.04,32.59,1009.79,1400.0,1399.78,22450138.0,0.0,0.01,22040109.0,2900.0,2899.9,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,bed29bbe-8d3a-4751-96da-ec41fc138f11,8431e6bd-5d3e-4c11-b2cc-504dddc0c609,1262.886474609375,480650.1875,198234.875,8102.86572265625,7115.7880859375,25907.830078125,182671.546875,176064.4375,233395.9375,68863.6640625,124124.6484375,18610.556640625,271841.15625,5742.22607421875,18979.26953125,36897.9765625,254858.0625,51899.2109375,189546.453125,19434.20703125,6893.04931640625,13166.162109375,25874.298828125,45518.76953125,2881106.25,361382.75,1402635.25,3511665.25,11177723,5532.34228515625,68972.765625,135834768,61526600,20906.736328125,85866.78125,202316.640625,672844.9375,4299.4453125,2743637.5,1109275.125,62663.78125,483834.96875,21042.328125,820372.0,692.8794555664062,422555.21875,440195.1875,235411.734375,921321.625,69410.234375,77105.90625,17182.896484375,4134.640625,272205.71875,14842.3115234375,139377.828125,31141.564453125,401348.40625,1098055.125,58434.42578125,7248.22216796875,122358.5859375,13531.2255859375,600330.875,35427,33.970699310302734,35.66300582885742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,194620416,24484,0,37.51442337036133,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-6RH-75ccm-Anthony-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:48:48.861,"{'cid': 'c04d07ee-94c6-44df-ad3c-f46614593299', 'uuid': 'c7aee882-f5a7-43f1-bd32-45d89285d4a7', 'annotationId': 'bed29bbe-8d3a-4751-96da-ec41fc138f11', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768780097534, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T23:48:17.774Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.82,19.9,1600.0,1600.3,21470060.0,1100.0,1099.77,24020116.0,0.0,569408.11,14.04,32.59,1009.78,1400.0,1399.63,22450138.0,0.0,0.01,22040109.0,2900.0,2899.15,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,bed29bbe-8d3a-4751-96da-ec41fc138f11,8431e6bd-5d3e-4c11-b2cc-504dddc0c609,1262.2376708984375,480558.25,198271.28125,8102.4296875,7115.81005859375,25911.212890625,182781.96875,176100.265625,233524.53125,68890.4140625,124116.0859375,18609.099609375,272324.5,5740.25390625,18979.16796875,36904.67578125,254980.46875,51887.8828125,188946.21875,19436.21484375,6893.07470703125,13173.5751953125,25872.5546875,45523.9765625,2884838.5,360734.5,1405975.125,3514580.75,11189346,5531.923828125,68928.8828125,136807744,61887864,20906.81640625,85863.8671875,202250.125,672858.125,4298.95947265625,2749589.75,1110219.125,62667.6328125,484122.65625,21045.26953125,820301.125,692.463134765625,423013.84375,439823.6875,235438.734375,920403.8125,69417.9453125,77109.71875,17169.408203125,4145.59619140625,273465.78125,14829.7666015625,139408.90625,31138.759765625,401110.96875,1097150.375,58435.41796875,7248.09326171875,122230.7578125,13522.509765625,599140.25,35728,33.80952835083008,35.66300582885742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,194625448,24484,0,38.20302963256836,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-6RH-75ccm-Anthony-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:48:49.164,"{'cid': 'c04d07ee-94c6-44df-ad3c-f46614593299', 'uuid': 'c7aee882-f5a7-43f1-bd32-45d89285d4a7', 'annotationId': 'bed29bbe-8d3a-4751-96da-ec41fc138f11', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1768780097534, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-01-18T23:48:17.774Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.83,19.9,1600.0,1600.42,21470060.0,1100.0,1099.8,24020116.0,0.0,570525.75,14.04,32.59,1009.77,1400.0,1399.54,22450138.0,0.0,0.01,22040109.0,2900.0,2898.19,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,BreathSampleCollection,bed29bbe-8d3a-4751-96da-ec41fc138f11,8431e6bd-5d3e-4c11-b2cc-504dddc0c609,1263.9390869140625,481450.03125,198348.640625,8102.5283203125,7116.15966796875,25914.7265625,182748.625,176151.96875,233411.40625,68933.1484375,124114.5234375,18609.791015625,273395.53125,5743.7900390625,18981.298828125,36911.6953125,254883.625,51883.8984375,187939.875,19430.857421875,6893.1806640625,13170.76171875,25871.5,45522.98046875,2888422.0,361432.0,1404771.25,3516682.5,11211957,5532.861328125,69351.703125,138582160,61675776,20906.140625,85864.6484375,202267.0,672463.125,4299.31884765625,2749543.25,1109802.625,62696.09375,484057.28125,21045.11328125,821068.5625,692.573486328125,422758.78125,439642.28125,235525.28125,920099.375,69430.09375,77135.9140625,17166.466796875,4137.873046875,273617.25,14855.330078125,140046.03125,31135.001953125,400916.71875,1095859.75,58432.734375,7247.9482421875,122494.921875,13519.421875,599329.6875,36030,33.80952835083008,35.66300582885742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,194625448,24484,0,38.20302963256836,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-6RH-75ccm-Anthony-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:48:49.466,"{'cid': 'c04d07ee-94c6-44df-ad3c-f46614593299', 'uuid': '74f70dd7-5c4f-4b46-876f-39420e955c74', 'annotationId': 'bed29bbe-8d3a-4751-96da-ec41fc138f11', 'name': 'BreathSampleCollection', 'description': 'BreathSampleCollection', 'labels': 'BreathSampleCollection', 'metadata': {'Length': 7, 'Progress': 29, 'startTime': 1768780128948, 'Notification': 'Event BreathSampleCollection Started.'}, 'createdAt': '2026-01-18T23:48:49.192Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.83,19.89,1600.0,1600.54,21470060.0,1100.0,1099.82,24020116.0,0.0,571547.76,14.04,32.59,1009.76,1400.0,1399.44,22450138.0,0.0,0.02,22040109.0,2900.0,2897.23,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,BreathSampleCollection,bed29bbe-8d3a-4751-96da-ec41fc138f11,8431e6bd-5d3e-4c11-b2cc-504dddc0c609,1262.293701171875,481312.5625,198368.09375,8102.73046875,7116.11865234375,25916.060546875,182794.78125,176172.90625,233405.90625,68905.53125,124122.34375,18610.15234375,272780.6875,5734.61376953125,18980.271484375,36921.15234375,254787.84375,51878.89453125,188581.453125,19426.26953125,6893.3662109375,13158.17578125,25870.9609375,45515.92578125,2891613.75,360213.375,1404767.75,3517839.0,11231325,5532.6875,69022.140625,140183584,61738780,20908.19140625,85860.8046875,202252.078125,672204.3125,4298.6728515625,2749028.25,1110107.125,62687.9453125,484247.125,21045.783203125,820478.5,692.86474609375,423247.65625,440065.96875,235489.578125,919713.6875,69413.5390625,77135.625,17167.796875,4143.7978515625,273502.25,14851.197265625,139294.96875,31132.724609375,400785.15625,1095055.625,58423.484375,7248.0078125,122348.6796875,13517.54296875,600229.3125,36330,33.890113830566406,35.66300582885742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,194625448,24484,0,38.20302963256836,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-6RH-75ccm-Anthony-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:48:49.766,"{'cid': 'c04d07ee-94c6-44df-ad3c-f46614593299', 'uuid': '74f70dd7-5c4f-4b46-876f-39420e955c74', 'annotationId': 'bed29bbe-8d3a-4751-96da-ec41fc138f11', 'name': 'BreathSampleCollection', 'description': 'BreathSampleCollection', 'labels': 'BreathSampleCollection', 'metadata': {'Length': 7, 'Progress': 29, 'startTime': 1768780128948, 'Notification': 'Event BreathSampleCollection Started.'}, 'createdAt': '2026-01-18T23:48:49.192Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.83,19.9,1600.0,1600.63,21470060.0,1100.0,1099.85,24020116.0,0.0,570684.17,14.04,32.59,1009.77,1400.0,1399.34,22450138.0,0.0,0.02,22040109.0,2900.0,2896.67,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,BreathSampleCollection,bed29bbe-8d3a-4751-96da-ec41fc138f11,8431e6bd-5d3e-4c11-b2cc-504dddc0c609,1262.290283203125,481280.09375,198413.71875,8103.02734375,7116.21875,25915.908203125,182822.4375,176204.453125,233534.53125,68890.0625,124129.984375,18609.509765625,273691.6875,5749.88720703125,18978.337890625,36911.02734375,254860.28125,51875.3359375,189552.171875,19434.970703125,6892.6220703125,13167.974609375,25868.650390625,45515.75,2895703.25,360105.46875,1402078.625,3518879.5,11250430,5532.45947265625,69354.546875,141656736,61586916,20908.525390625,85849.4140625,202270.71875,672095.0,4298.62841796875,2749192.0,1108398.875,62689.5078125,484388.9375,21045.369140625,822499.75,692.7689819335938,422926.4375,440114.84375,235544.53125,919327.6875,69426.0859375,77098.8828125,17162.7421875,4141.81689453125,273544.59375,14872.98828125,139246.125,31131.4375,400832.0,1094570.125,58414.20703125,7248.07373046875,122376.390625,13523.9384765625,600647.875,36631,34.05128479003906,35.743595123291016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,194625448,24484,0,38.20302963256836,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-6RH-75ccm-Anthony-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:48:50.065,"{'cid': 'c04d07ee-94c6-44df-ad3c-f46614593299', 'uuid': '74f70dd7-5c4f-4b46-876f-39420e955c74', 'annotationId': 'bed29bbe-8d3a-4751-96da-ec41fc138f11', 'name': 'BreathSampleCollection', 'description': 'BreathSampleCollection', 'labels': 'BreathSampleCollection', 'metadata': {'Length': 7, 'Progress': 29, 'startTime': 1768780128948, 'Notification': 'Event BreathSampleCollection Started.'}, 'createdAt': '2026-01-18T23:48:49.192Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.83,19.92,1600.0,1600.58,21470060.0,1100.0,1099.9,24020116.0,0.0,569823.47,14.05,32.59,1009.77,1400.0,1399.22,22450138.0,0.0,0.02,22040109.0,2900.0,2898.73,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,BreathSampleCollection,bed29bbe-8d3a-4751-96da-ec41fc138f11,8431e6bd-5d3e-4c11-b2cc-504dddc0c609,1261.9652099609375,481441.3125,198387.390625,8102.9619140625,7116.4208984375,25916.302734375,182895.390625,176222.890625,233627.65625,68907.890625,124122.796875,18610.3671875,271531.09375,5764.02294921875,18979.251953125,36923.5546875,255167.0625,51884.01171875,188957.734375,19436.64453125,6892.51171875,13162.9482421875,25866.705078125,45508.88671875,2900128.75,360724.5,1398525.5,3520538.75,11263399,5532.97265625,69830.8359375,142677872,61305360,20910.3125,85852.578125,202221.734375,671992.625,4299.900390625,2753205.0,1107982.0,62705.83984375,484367.9375,21045.130859375,823730.8125,692.401611328125,423026.28125,440506.1875,235605.53125,919992.0,69436.28125,77098.0625,17173.048828125,4145.4677734375,272622.6875,14842.859375,139680.390625,31131.541015625,400972.84375,1094763.25,58421.27734375,7247.84326171875,122359.546875,13528.01171875,600736.4375,36932,33.970699310302734,35.66300582885742,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,194625448,24484,0,38.20302963256836,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-6RH-75ccm-Anthony-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:48:50.366,"{'cid': 'c04d07ee-94c6-44df-ad3c-f46614593299', 'uuid': '74f70dd7-5c4f-4b46-876f-39420e955c74', 'annotationId': 'bed29bbe-8d3a-4751-96da-ec41fc138f11', 'name': 'BreathSampleCollection', 'description': 'BreathSampleCollection', 'labels': 'BreathSampleCollection', 'metadata': {'Length': 7, 'Progress': 29, 'startTime': 1768780128948, 'Notification': 'Event BreathSampleCollection Started.'}, 'createdAt': '2026-01-18T23:48:49.192Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.83,19.94,1600.0,1600.54,21470060.0,1100.0,1099.94,24020116.0,0.0,568957.0,14.05,32.59,1009.78,1400.0,1399.1,22450138.0,0.0,0.01,22040109.0,2900.0,2900.81,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,BreathSampleCollection,bed29bbe-8d3a-4751-96da-ec41fc138f11,8431e6bd-5d3e-4c11-b2cc-504dddc0c609,1262.555908203125,481841.0,198376.9375,8103.0263671875,7116.68017578125,25915.9921875,182872.671875,176218.515625,233101.03125,68992.0625,124105.21875,18609.265625,272707.40625,5749.14404296875,18975.451171875,36909.3046875,254990.390625,51886.30859375,189643.875,19429.109375,6892.51611328125,13169.193359375,25866.927734375,45508.76171875,2901539.25,360744.84375,1402671.75,3522505.25,11272271,5532.791015625,69812.4140625,143829648,60873128,20903.439453125,85859.9765625,202212.484375,671937.375,4299.68408203125,2753719.0,1104213.75,62714.31640625,484324.25,21045.373046875,823742.9375,692.85595703125,423000.34375,441034.84375,235599.375,920545.75,69422.8828125,77094.4609375,17164.01171875,4127.3251953125,271892.21875,14871.5107421875,138934.1875,31132.615234375,400963.15625,1094347.25,58422.81640625,7247.85498046875,122368.359375,13528.150390625,599774.8125,37233,33.890113830566406,35.501834869384766,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,194625448,24484,0,38.20302963256836,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-6RH-75ccm-Anthony-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:48:50.667,"{'cid': 'c04d07ee-94c6-44df-ad3c-f46614593299', 'uuid': '74f70dd7-5c4f-4b46-876f-39420e955c74', 'annotationId': 'bed29bbe-8d3a-4751-96da-ec41fc138f11', 'name': 'BreathSampleCollection', 'description': 'BreathSampleCollection', 'labels': 'BreathSampleCollection', 'metadata': {'Length': 7, 'Progress': 29, 'startTime': 1768780128948, 'Notification': 'Event BreathSampleCollection Started.'}, 'createdAt': '2026-01-18T23:48:49.192Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.83,19.95,1600.0,1600.49,21470060.0,1100.0,1099.99,24020116.0,0.0,568376.66,14.05,32.59,1009.78,1400.0,1398.99,22450138.0,0.0,0.01,22040109.0,2900.0,2902.88,22340093.0
0000000027-4125-asu-nz,0000000018-3024-oms-nz,BreathSampleCollection,bed29bbe-8d3a-4751-96da-ec41fc138f11,8431e6bd-5d3e-4c11-b2cc-504dddc0c609,1262.885498046875,481698.28125,198377.671875,8102.5107421875,7117.251953125,25916.271484375,182792.5,176197.609375,233403.9375,68931.1328125,124107.3046875,18608.341796875,273204.65625,5734.0,18977.751953125,36916.98828125,255148.390625,51880.9453125,189969.046875,19436.814453125,6893.099609375,13169.7705078125,25865.349609375,45503.88671875,2897234.25,361628.78125,1405359.5,3520394.25,11272532,5531.74072265625,69083.4296875,143901536,60412960,20901.609375,85856.5625,202208.59375,671966.6875,4299.79052734375,2751113.25,1103090.0,62718.55859375,484609.75,21044.26953125,824425.9375,692.16796875,423219.40625,440731.25,235617.90625,921745.6875,69442.609375,77115.9140625,17170.6953125,4143.93310546875,272349.78125,14882.375,141453.0625,31131.560546875,401256.40625,1094539.75,58427.12109375,7247.6142578125,122281.8125,13535.1240234375,600297.4375,37534,33.80952835083008,35.582420349121094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,194625448,24484,0,38.20302963256836,13,,,"{'Type': 'start', 'Data_Type': 'Synthetical', 'Protocol_name': 'ABGv5-0ppb-6RH-75ccm-Anthony-Q425', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 16, 'TrialName': '6rh', 'identifier': 'ckUf6', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-01-18 23:48:50.968,"{'cid': 'c04d07ee-94c6-44df-ad3c-f46614593299', 'uuid': '74f70dd7-5c4f-4b46-876f-39420e955c74', 'annotationId': 'bed29bbe-8d3a-4751-96da-ec41fc138f11', 'name': 'BreathSampleCollection', 'description': 'BreathSampleCollection', 'labels': 'BreathSampleCollection', 'metadata': {'Length': 7, 'Progress': 29, 'startTime': 1768780128948, 'Notification': 'Event BreathSampleCollection Started.'}, 'createdAt': '2026-01-18T23:48:49.192Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",29.82,19.94,1600.0,1600.38,21470060.0,1100.0,1100.0,24020116.0,0.0,568995.06,14.05,32.59,1009.77,1400.0,1399.39,22450138.0,0.0,0.01,22040109.0,2900.0,2902.81,22340093.0
