component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_453624,FLW0_453624,ANLT0_453624,SETP0_093324,FLW0_093324,ANLT0_093324,FLW0_091225,SETP0_183425,FLW0_183425,ANLT0_183425,FLW0_093125,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,0102afc7-1639-4e7e-8eb0-66b780dd85a5,5e945b7e-62a7-48af-b1af-239f10e11179,3679540726.2933,5689240488.1551,4118033912.4103,7165.9735,7612.2462,6720304676.2285,4448281065.9187,4358516504.6411,3028420589.6975,5680754784.6033,4101880116.0502,39140.1139,61955.9536,6736978050.0255,4453340634.6532,4393819832.7889,2991317618.6159,5678646460.3038,4100972236.6104,792341.4191,4553.9756,6712907765.3442,4446049119.6591,4353262384.1132,4038153469.8869,5792703749.7259,4121623718.0488,341613.5338,176134739.7233,6786442406.5821,4497675421.181,4384231491.7127,3881413176.5858,5707759291.2705,4116946957.8783,9547803.217,8670059.2396,6757740035.8454,4479179707.3612,4390087413.5546,3511131448.3248,5723774375.2708,4108857750.7914,216215.7848,9887.7153,6744358231.8372,4447303269.9534,4392555075.8331,2670783142.6933,5754091338.1253,4111619754.8816,18161.5148,9895.1439,6747783553.4725,4444295162.8272,4388894419.5564,2169058994.5421,5726244942.1965,4117184087.3635,23453.2088,8020.0799,6728293822.7547,4444294602.3205,4125529558.5712,22.044,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-20ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:15:03.918,"{'cid': 'b0222002-727c-4052-a059-f09ff115cc48', 'uuid': '041ce7bc-e7aa-43d7-80c7-89ae592b1c7e', 'annotationId': '0102afc7-1639-4e7e-8eb0-66b780dd85a5', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759385701996, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:15:02.392Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,469373.28,29.36,24.87,102792.08,2500.0,2497.9,22340098.0,2500.0,2496.27,22450181.0,0.15,0.0,0.08,22160328.0,0.14,0.5,313245.64,30.42,24.92,102749.52
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,0102afc7-1639-4e7e-8eb0-66b780dd85a5,5e945b7e-62a7-48af-b1af-239f10e11179,3677996565.0095,5688829947.5989,4118031311.7653,7166.562,7612.9445,6720300432.827,4448277699.8597,4360908941.0342,3012355066.9507,5679936931.1259,4101877007.564,39137.3089,62031.8313,6735253040.7417,4452335336.066,4395275546.9399,2973615607.045,5677834216.9365,4101398673.85,794522.4818,4553.9488,6713470114.4553,4445545525.9027,4351111964.0311,4039598858.2497,5792278906.5926,4121838296.5431,342799.8189,176160511.5068,6784697969.3257,4497929430.4516,4384472070.2801,3869045898.4375,5708163221.2058,4117369981.2773,9545309.7155,8672502.3824,6757164191.8416,4479937846.0843,4389601150.6334,3513158174.8038,5727907632.2637,4109068403.5707,216144.4381,9948.4133,6740338781.0691,4448296774.1935,4392794907.2793,2657460802.4173,5749914387.2887,4111402606.8443,18156.3356,9911.244,6745485986.8813,4444044389.6424,4389623299.0375,2171631610.7419,5733285827.9679,4117396120.4431,23449.3918,8020.3873,6727723874.2566,4444791748.4164,4121233573.9885,22.1245,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-20ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:15:05.110,"{'cid': 'b0222002-727c-4052-a059-f09ff115cc48', 'uuid': '041ce7bc-e7aa-43d7-80c7-89ae592b1c7e', 'annotationId': '0102afc7-1639-4e7e-8eb0-66b780dd85a5', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759385701996, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:15:02.392Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,512174.73,29.64,24.9,102799.72,2500.0,2498.47,22340098.0,2500.0,2498.85,22450181.0,0.15,0.0,0.08,22160328.0,0.15,0.5,325243.68,30.65,24.93,102752.42
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,0102afc7-1639-4e7e-8eb0-66b780dd85a5,5e945b7e-62a7-48af-b1af-239f10e11179,3677139409.69,5688423772.6098,4118031831.8943,7167.1686,7612.2141,6721442152.6186,4448277699.8597,4362588235.2941,3006845382.7461,5679939797.8929,4101877007.564,39135.19,62084.551,6732960632.5993,4451833698.2763,4396003766.8956,2971486040.2282,5677832784.0665,4101185185.1852,795437.7659,4554.1016,6712896744.6592,4445543283.2474,4348963665.26,4040837709.6824,5792703749.7259,4122052376.7376,343200.0411,176226691.5821,6784113262.5086,4497672017.6981,4384712675.4337,3885602902.9569,5708160339.9842,4116942277.6911,9543368.0875,8674690.5809,6756592712.6888,4481204431.131,4389844545.2534,3430171465.6852,5731633036.812,4108636741.0483,216283.8135,9950.4202,6737469582.2343,4449293530.1049,4393035318.8663,2645955071.2041,5743660675.4602,4111613003.7391,18172.2123,9941.3988,6748359468.212,4444042147.7413,4390349654.2185,2170194281.3237,5739926124.4296,4117608175.5773,23456.0029,8020.3847,6726579170.914,4444789506.1382,4118023147.187,21.9634,23.2527,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-20ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:15:06.318,"{'cid': 'b0222002-727c-4052-a059-f09ff115cc48', 'uuid': '041ce7bc-e7aa-43d7-80c7-89ae592b1c7e', 'annotationId': '0102afc7-1639-4e7e-8eb0-66b780dd85a5', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759385701996, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:15:02.392Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,547817.66,29.92,24.91,102798.91,2500.0,2498.08,22340098.0,2500.0,2498.87,22450181.0,0.15,0.0,0.08,22160328.0,0.14,0.5,341402.11,30.88,24.93,102753.07
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,0102afc7-1639-4e7e-8eb0-66b780dd85a5,5e945b7e-62a7-48af-b1af-239f10e11179,3677307281.7562,5688423054.8378,4118247074.1222,7166.2806,7612.1646,6720871668.6471,4448025917.1996,4363546684.2626,3001241614.5537,5679939081.2012,4101876489.483,39131.5859,62117.4804,6732957231.5279,4451582640.9162,4394300348.8565,2969470111.7528,5677833500.5015,4100971718.6367,796442.9822,4554.2099,6712895049.1692,4445541040.5921,4347770107.3855,4042077829.3467,5792708866.3109,4122483207.498,343460.7764,176241171.8362,6782373447.5375,4497418037.4362,4384956070.0669,3892291482.4639,5707331652.8628,4116724559.3053,9541881.2813,8677140.6046,6756591859.3737,4479177447.6018,4389116654.6822,3440181952.4058,5734536903.0391,4108424056.873,216843.7385,9972.6749,6735751105.8183,4448792571.3965,4393033104.5173,2635874184.0948,5738671252.7154,4111825499.8702,18165.9134,9938.9644,6744909710.3918,4444290118.2669,4390591457.342,2174691341.051,5745334203.2768,4117177327.0931,23455.4262,8020.3991,6726007814.4908,4444290118.2669,4136740524.4773,22.044,23.2527,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-20ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:15:07.518,"{'cid': 'b0222002-727c-4052-a059-f09ff115cc48', 'uuid': '041ce7bc-e7aa-43d7-80c7-89ae592b1c7e', 'annotationId': '0102afc7-1639-4e7e-8eb0-66b780dd85a5', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759385701996, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:15:02.392Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,561185.02,30.15,24.92,102799.2,2500.0,2498.71,22340098.0,2500.0,2500.02,22450181.0,0.14,0.0,0.07,22160328.0,0.14,0.5,352834.48,31.06,24.94,102753.59
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,0102afc7-1639-4e7e-8eb0-66b780dd85a5,5e945b7e-62a7-48af-b1af-239f10e11179,3676959023.6206,5688422337.0657,4118032872.1523,7168.3112,7612.3643,6720872517.3994,4447776967.5212,4364028266.608,2983543574.0929,5679536333.6678,4101879079.8881,39136.8589,62118.5555,6731815013.1769,4450587674.0009,4392358443.5712,2962673700.752,5677830634.7614,4100757756.2542,798046.8861,4554.226,6712330253.4543,4445293491.0579,4350396359.8487,4043113457.8104,5793134502.924,4122698916.8923,343962.8691,176232071.9724,6781792565.9472,4497164085.9849,4385199491.6004,3885780698.3131,5707744165.9464,4116939677.5871,9539868.2463,8680397.0438,6756597832.5796,4477156248.2354,4389365527.1601,3449949919.4356,5738273839.693,4109066846.585,216358.5981,10012.0466,6734037758.3128,4449793478.8709,4393035872.4535,2706530926.2488,5740751901.485,4111613003.7391,18165.7836,9986.4012,6744911413.9693,4444290678.7736,4391079570.6065,2173011677.4282,5743253858.9753,4117179407.1763,23460.3334,8021.0168,6725442500.4247,4444292920.8004,4132212790.3343,21.9634,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-20ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:15:08.711,"{'cid': 'b0222002-727c-4052-a059-f09ff115cc48', 'uuid': '041ce7bc-e7aa-43d7-80c7-89ae592b1c7e', 'annotationId': '0102afc7-1639-4e7e-8eb0-66b780dd85a5', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759385701996, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:15:02.392Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,557257.49,30.41,24.92,102799.72,2500.0,2500.91,22340098.0,2500.0,2500.57,22450181.0,0.15,0.0,0.06,22160328.0,0.15,0.5,359404.15,31.23,24.94,102752.85
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,0102afc7-1639-4e7e-8eb0-66b780dd85a5,5e945b7e-62a7-48af-b1af-239f10e11179,3675243285.8667,5688418030.4335,4118245513.6541,7168.1991,7612.3384,6720874214.9041,4447778650.3618,4360911139.1988,2989195575.856,5679538483.5889,4101668134.4869,39130.9182,61841.6879,6731821814.1631,4452588162.6235,4390901897.8587,2963340818.0832,5678644310.6907,4100971200.663,799014.1323,4554.2863,6712906917.5992,4445793103.4483,4348252602.7397,4043320238.7633,5793132309.9415,4122483207.498,344438.3518,176256129.2183,6781212640.2329,4496906760.4356,4385440176.8444,3875888769.3211,5708156738.4571,4117152218.0041,9537775.9501,8682463.2623,6758327074.0867,4475893643.4459,4389122185.9616,3367440486.3119,5733295232.5834,4109067884.5755,216963.3384,10006.4977,6732326135.0111,4449295774.6479,4388179053.3068,2685425091.5999,5743666473.4019,4111614042.3764,18180.7768,10010.0782,6742616655.3134,4444539237.6682,4384528426.9849,2175289215.2818,5740759145.2372,4116966356.4037,23459.1309,8021.5569,6726017157.9037,4443546850.482,4127688186.0272,22.044,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-20ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:15:09.915,"{'cid': 'b0222002-727c-4052-a059-f09ff115cc48', 'uuid': '041ce7bc-e7aa-43d7-80c7-89ae592b1c7e', 'annotationId': '0102afc7-1639-4e7e-8eb0-66b780dd85a5', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759385701996, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:15:02.392Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,552585.68,30.64,24.93,102797.46,2500.0,2498.96,22340098.0,2500.0,2501.51,22450181.0,0.15,0.0,0.08,22160328.0,0.14,0.5,363491.39,31.41,24.94,102751.88
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,0102afc7-1639-4e7e-8eb0-66b780dd85a5,5e945b7e-62a7-48af-b1af-239f10e11179,3674559662.3846,5688419465.9776,4118031831.8943,7168.9959,7612.4444,6720868273.6378,4448277699.8597,4361388293.4872,3032369902.355,5679537050.3082,4101453584.7493,39130.6837,62007.0919,6732392450.2636,4452086468.2762,4392357890.0758,2962339319.1171,5678238160.0631,4100968092.8209,798146.2403,4554.3579,6712337034.8394,4445793103.4483,4348966953.4718,4020492086.039,5792282561.0291,4122052376.7376,344640.2461,176288830.9836,6780631957.527,4497419739.0811,4385440729.4833,3850959370.14,5708158179.0679,4116726119.2866,9535608.329,8683925.3586,6757169312.1693,4477659682.6114,4388878871.6814,3384030928.2754,5730394793.9262,4109068403.5707,215871.816,9968.4582,6737484046.6264,4448549147.2172,4389152654.8673,2755318297.3095,5744917723.813,4111830173.9808,18174.1664,10026.9351,6745486838.7427,4444290118.2669,4385014643.311,2171750054.9209,5738262978.785,4116750727.9534,23456.3767,8021.035,6727729821.5803,4443794765.4542,4123602536.1189,22.1245,23.2527,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-20ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:15:11.117,"{'cid': 'b0222002-727c-4052-a059-f09ff115cc48', 'uuid': '041ce7bc-e7aa-43d7-80c7-89ae592b1c7e', 'annotationId': '0102afc7-1639-4e7e-8eb0-66b780dd85a5', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759385701996, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:15:02.392Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,541899.29,30.86,24.94,102799.25,2500.0,2500.39,22340098.0,2500.0,2499.96,22450181.0,0.15,0.0,0.07,22160328.0,0.14,0.5,364491.5,31.57,24.95,102752.33
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,0102afc7-1639-4e7e-8eb0-66b780dd85a5,5e945b7e-62a7-48af-b1af-239f10e11179,3707657573.3471,5688417312.6615,4118030271.5073,7169.0385,7612.2132,6720869971.1424,4448526705.5655,4358273286.4675,3025628319.2603,5679132210.6772,4101241647.2416,39137.0592,62097.0375,6730677433.0642,4451337787.0095,4393086248.8928,2952804668.8544,5677833500.5015,4100755166.5199,799774.0109,4554.0747,6712335339.4931,4445793664.1435,4351350551.0775,4023359731.9525,5791862895.5638,4122052897.3812,344787.0865,176409452.4409,6785277634.9614,4497676555.6753,4385682546.7006,3843460419.092,5707747767.2141,4116509983.3611,9533760.0812,8686335.7245,6757175285.885,4478674800.8812,4388881637.1681,3396542040.0463,5726255780.3468,4108855155.95,215733.2251,9978.3187,6735763014.6308,4449299141.4623,4390125580.8807,2821043685.8609,5747003625.8158,4112042692.4275,18168.2402,9952.425,6741466030.9893,4444290118.2669,4385985740.3416,2172172814.414,5736600796.236,4116961676.4599,23456.8343,8021.3799,6727158270.3254,4443545729.657,4121246039.5782,22.1245,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-20ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:15:12.319,"{'cid': 'b0222002-727c-4052-a059-f09ff115cc48', 'uuid': '041ce7bc-e7aa-43d7-80c7-89ae592b1c7e', 'annotationId': '0102afc7-1639-4e7e-8eb0-66b780dd85a5', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759385701996, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:15:02.392Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,530188.57,31.09,24.94,102799.47,2500.0,2499.74,22340098.0,2500.0,2499.94,22450181.0,0.14,0.0,0.07,22160328.0,0.14,0.5,365273.23,31.76,24.94,102751.1
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,0102afc7-1639-4e7e-8eb0-66b780dd85a5,5e945b7e-62a7-48af-b1af-239f10e11179,3700196133.3707,5688009043.2785,4117599854.379,7167.9839,7612.6122,6720301281.5073,4448527827.6481,4360191758.2418,3020885023.27,5678724562.912,4101239575.2396,39131.9498,62099.5327,6728959041.4684,4451338909.785,4394789832.198,2945527490.5141,5677828485.4564,4100538636.8345,800042.5946,4554.1441,6711763010.6798,4445791421.3625,4354213991.7695,4025819364.015,5791013518.4509,4121406038.5216,344904.9276,176508377.0679,6785271636.6752,4498185170.4771,4385921627.1486,3826148051.5718,5707338854.8794,4116504783.6938,9532052.595,8687601.0154,6758327927.6203,4480446428.5714,4389120526.5778,3408860105.8565,5722945551.7042,4108427689.274,216417.2262,9929.894,6734046262.4373,4450299713.7565,4390853759.7521,2797037167.8915,5748666038.0096,4112039056.8194,18172.4526,10040.3437,6739741254.5749,4444539237.6682,4386954502.7365,2172889523.8619,5734943917.7943,4116747088.1864,23459.225,8021.1209,6727729821.5803,4443797007.2297,4118883928.5714,21.8828,23.2527,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-20ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:15:13.519,"{'cid': 'b0222002-727c-4052-a059-f09ff115cc48', 'uuid': '041ce7bc-e7aa-43d7-80c7-89ae592b1c7e', 'annotationId': '0102afc7-1639-4e7e-8eb0-66b780dd85a5', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759385701996, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:15:02.392Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,521660.64,31.28,24.94,102798.24,2500.0,2497.78,22340098.0,2500.0,2498.09,22450181.0,0.14,0.0,0.06,22160328.0,0.15,0.5,364243.95,31.92,24.95,102752.7
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,0102afc7-1639-4e7e-8eb0-66b780dd85a5,5e945b7e-62a7-48af-b1af-239f10e11179,3704878197.0356,5688414441.5734,4117172646.9059,7167.8327,7613.2727,6719732688.391,4448278821.8794,4361871049.3047,3018691724.1642,5678720980.2236,4101239057.2391,39137.4635,61988.3423,6728960740.9925,4450839180.4659,4393331118.8618,2936648740.8671,5677825619.7163,4100751540.8919,800016.0406,4554.2338,6712336187.1662,4445296854.8523,4351349454.4059,4028487266.8124,5791435252.85,4121619553.3344,344897.8826,176553356.1004,6790509390.2753,4498441506.8649,4385679783.3536,3846073682.1668,5706926400.6913,4116501663.8935,9530229.7062,8688769.0077,6761209973.5292,4478422955.2643,4388876106.1947,3421111590.9484,5719643475.7506,4108853599.0451,216132.4202,9925.5257,6739210212.766,4449804702.8453,4391342482.4304,2774122717.875,5750330140.7633,4112250038.955,18172.3057,10008.9315,6744334383.7833,4444539798.2063,4387923693.6688,2172881006.6764,5732869646.9907,4116749688.02,23457.982,8021.7309,6726589364.594,4443799249.0052,4116309400.2905,22.1245,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-20ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:15:14.720,"{'cid': 'b0222002-727c-4052-a059-f09ff115cc48', 'uuid': '041ce7bc-e7aa-43d7-80c7-89ae592b1c7e', 'annotationId': '0102afc7-1639-4e7e-8eb0-66b780dd85a5', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759385701996, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:15:02.392Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,510100.32,31.47,24.94,102800.33,2500.0,2500.25,22340098.0,2500.0,2499.47,22450181.0,0.15,0.0,0.05,22160328.0,0.15,0.5,362167.92,32.06,24.95,102751.65
