component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_183425,FLW0_183425,ANLT0_183425,FLW0_091225,SETP0_093324,FLW0_093324,ANLT0_093324,FLW0_093125,SETP0_453624,FLW0_453624,ANLT0_453624
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,68d51980-17bc-4386-919d-416404533e2e,af2543cc-bda9-48c2-99ce-ba3d90feffab,4278895559.5219,6641286755.4662,4557132750.4889,8248.5799,5768.3659,6928219835.8652,4605715776.6568,4252505898.7559,4382504846.8399,6642444909.9288,4559009148.9729,12494.1403,83788.2251,6927670886.0759,4652144655.9297,4805911294.2317,4405703864.5729,6687231547.8701,4640693492.6492,244349.983,4900.6382,6940364701.7667,4608934145.6339,4585247152.6854,4469688170.8282,6688204825.3754,4689870967.7419,13008002.3521,8895912.9745,6944411095.5548,4646411066.2689,4780681051.109,4403085313.5956,6653682752.8326,4574075164.5307,6321152.266,638523.2029,6924128784.5738,4635653011.2045,4773012997.954,4393475122.1679,6652998489.426,4580863205.3654,924126.6648,3767.6316,6925214242.0805,4604922318.8406,4335697884.2053,4379877657.2188,6683321530.9391,4615317178.3072,28638.7038,16641.9865,6925250894.4934,4721553138.3738,4810873415.4182,3044097823.9938,6654114487.158,4561088595.9358,26623.9981,7808.3212,6931269106.4722,4639897780.3738,4292196362.8491,21.8022,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:55:05.094,"{'cid': '56e9d804-0e23-40ba-82b2-26474cff53f0', 'uuid': '1d99e628-b8c4-443c-adc0-ff3872ec9c30', 'annotationId': '68d51980-17bc-4386-919d-416404533e2e', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759370102434, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:55:02.692Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,309668.88,30.58,25.08,102629.67,0.5,475856.73,29.66,25.05,102675.16,0.0,0.06,22160328.0,0.16,2500.0,2496.96,22450181.0,0.14,2500.0,2499.32,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,68d51980-17bc-4386-919d-416404533e2e,af2543cc-bda9-48c2-99ce-ba3d90feffab,4290294468.5466,6640728765.2873,4557397756.6868,8243.8301,5768.1554,6928823015.8037,4605448747.6809,4299626436.7816,4384208688.9061,6642442396.3134,4559533291.132,12493.8737,83767.4288,6927062674.581,4650510508.7524,4806496788.2681,4405459658.1101,6687793993.5887,4644229777.2567,244440.9552,4900.7287,6940969999.1253,4608934725.8486,4603914204.4465,4470699514.0694,6688770775.3311,4689870375.8508,13007178.2062,8895821.5294,6945020565.3277,4646412236.0648,4780396552.7632,4402840289.3712,6653681074.2761,4574336932.0478,6321547.7999,638564.2511,6922926807.9909,4635653011.2045,4773017210.2539,4393233383.3083,6652999328.6338,4580334142.6755,925598.672,3788.8637,6925211624.051,4605193344.5417,4295937161.4301,4378422246.8179,6679945230.8729,4620430370.8887,28616.0641,16655.5621,6924644851.6579,4722962126.1668,4810584061.1354,3048813500.4822,6654676403.9285,4561351755.901,26629.3497,7808.7941,6932474884.2491,4639899532.7103,4258948442.5349,21.8022,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:55:06.292,"{'cid': '56e9d804-0e23-40ba-82b2-26474cff53f0', 'uuid': '1d99e628-b8c4-443c-adc0-ff3872ec9c30', 'annotationId': '68d51980-17bc-4386-919d-416404533e2e', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759370102434, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:55:02.692Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,325806.91,30.8,25.09,102631.81,0.5,513420.68,29.94,25.07,102674.69,0.0,0.05,22160328.0,0.13,2500.0,2501.24,22450181.0,0.12,2500.0,2499.56,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,68d51980-17bc-4386-919d-416404533e2e,af2543cc-bda9-48c2-99ce-ba3d90feffab,4300813808.1,6640727927.6261,4557400057.5209,8248.8465,5768.1685,6928218089.7503,4605184648.3854,4342553389.5521,4385912190.2544,6642994804.7595,4559269190.9311,12494.3779,83751.858,6927058310.0559,4648876923.9773,4807367719.2557,4405703864.5729,6687229860.8182,4639064933.5441,244390.9622,4900.7778,6940362078.0129,4608936466.4926,4620302924.3854,4470446352.9013,6688203138.1812,4690147981.5319,13005045.3392,8895740.1355,6944411970.5985,4645869933.9143,4780108472.942,4403328138.9136,6653676038.6068,4574072278.0279,6321934.9252,638590.4954,6925342525.5258,4635112615.241,4773300836.4927,4393475677.4767,6652440211.4626,4578481363.7677,925098.3286,3790.0025,6925815150.9862,4604928115.942,4260788201.1605,4379389460.8657,6679941017.8632,4614240288.8591,28616.7396,16695.8084,6924038042.0557,4724085637.8234,4810874021.9567,3053890734.8737,6654673046.252,4561085717.5753,26629.4167,7808.214,6932473137.0665,4639627942.2931,4304335649.1533,21.8022,23.0916,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:55:07.494,"{'cid': '56e9d804-0e23-40ba-82b2-26474cff53f0', 'uuid': '1d99e628-b8c4-443c-adc0-ff3872ec9c30', 'annotationId': '68d51980-17bc-4386-919d-416404533e2e', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759370102434, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:55:02.692Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,337629.92,31.0,25.09,102630.77,0.5,523905.29,30.16,25.08,102675.12,0.0,0.05,22160328.0,0.15,2500.0,2499.83,22450181.0,0.15,2500.0,2501.03,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,68d51980-17bc-4386-919d-416404533e2e,af2543cc-bda9-48c2-99ce-ba3d90feffab,4310207028.0577,6639612227.8057,4557136201.5415,8247.3504,5766.8127,6929428047.5026,4605716356.4678,4301963762.6126,4386400731.829,6642995642.7015,4559270917.2517,12493.798,83727.1922,6928267854.0248,4647788309.6367,4807952354.9736,4404966872.6686,6687792306.3945,4636351454.1518,244635.083,4900.8514,6939751639.7027,4609201578.2755,4635180877.7979,4471457473.8627,6687073211.8758,4689871559.633,13001906.2432,8894887.6139,6945020565.3277,4645868179.4257,4780398963.4183,4403328695.4586,6652555173.2819,4573809963.6322,6322242.674,638564.1195,6925339907.4963,4635647175.5369,4773009387.4112,4393721330.5937,6651323097.5753,4576634704.2514,924532.1892,3794.3206,6925209878.698,4604925797.1014,4306681872.4883,4380361532.4992,6680503075.7563,4619085874.1911,28608.9796,16682.0164,6925844824.5767,4724363625.5501,4810576783.115,3056969368.8119,6654669688.5755,4561085141.9032,26630.3045,7808.9557,6931258625.2074,4638815113.2913,4346399210.7859,21.8022,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:55:08.694,"{'cid': '56e9d804-0e23-40ba-82b2-26474cff53f0', 'uuid': '1d99e628-b8c4-443c-adc0-ff3872ec9c30', 'annotationId': '68d51980-17bc-4386-919d-416404533e2e', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759370102434, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:55:02.692Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,344521.96,31.15,25.1,102631.49,0.5,522690.87,30.39,25.09,102674.19,0.0,0.07,22160328.0,0.14,2500.0,2499.36,22450181.0,0.14,2500.0,2502.14,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,68d51980-17bc-4386-919d-416404533e2e,af2543cc-bda9-48c2-99ce-ba3d90feffab,4318695889.5136,6639054518.0471,4557398907.1038,8246.5695,5767.0447,6928817777.0017,4605715776.6568,4265337779.6902,4387379249.1543,6643554847.9008,4559010299.7871,12491.0773,83708.5774,6928266107.9099,4646704884.4691,4808537132.4644,4405213251.6704,6687793149.9916,4633912153.4682,245020.8287,4901.0293,6939141308.1497,4609470202.5184,4649604291.2416,4472213995.026,6687638127.3724,4689314671.2434,12999097.1829,8893353.7561,6945015314.6058,4645323665.2827,4781261603.3755,4403080861.4837,6653110104.0618,4574072278.0279,6322410.293,638545.03,6925339034.8198,4635107947.2517,4773300234.6994,4393472900.9329,6650197969.969,4585899751.1142,924510.4275,3797.3845,6925204642.639,4604659440.0325,4270436725.902,4381575012.4605,6681063542.8957,4623126385.8093,28626.2308,16750.2161,6925836097.0501,4724924458.72,4810868563.1103,3040452761.9634,6654111969.112,4561347150.2591,26631.8925,7809.5519,6930651528.3843,4638816281.2427,4384914851.2662,21.7216,23.1722,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:55:09.895,"{'cid': '56e9d804-0e23-40ba-82b2-26474cff53f0', 'uuid': '1d99e628-b8c4-443c-adc0-ff3872ec9c30', 'annotationId': '68d51980-17bc-4386-919d-416404533e2e', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759370102434, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:55:02.692Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,348063.59,31.33,25.1,102632.21,0.5,516541.24,30.63,25.09,102675.21,0.0,0.06,22160328.0,0.15,2500.0,2500.01,22450181.0,0.14,2500.0,2501.29,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,68d51980-17bc-4386-919d-416404533e2e,af2543cc-bda9-48c2-99ce-ba3d90feffab,4326741044.5721,6638497739.0722,4557394880.6442,8251.1306,5767.7158,6928211105.2907,4605445269.0167,4233630345.4167,4388593299.3122,6644106604.0898,4559269766.3713,12490.745,83662.2305,6928867545.6212,4645343859.6491,4808829271.2502,4405213251.6704,6687794837.1858,4637442200.7609,244976.74,4901.1587,6940358579.6747,4609469622.2364,4662474281.3474,4472212864.5716,6688200607.3899,4689591619.3182,12996999.0816,8892673.1871,6945018815.0871,4644781617.2601,4781265822.7848,4403079748.4557,6652551816.7324,4573810540.8994,6322358.1652,638521.3342,6925951300.4015,4635110864.745,4773591116.9957,4393471235.0067,6649635967.1196,4584836525.664,924584.2064,3788.0869,6926414419.1324,4604660019.709,4238202661.536,4382545837.257,6681622418.8791,4626634744.5255,28569.064,16768.3182,6927650807.5076,4725487209.9941,4810286857.9053,3046690822.1871,6653554343.2648,4562137386.9983,26633.0801,7809.9206,6931861460.5171,4638545401.4599,4339490013.6799,21.7216,23.0916,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:55:11.096,"{'cid': '56e9d804-0e23-40ba-82b2-26474cff53f0', 'uuid': '1d99e628-b8c4-443c-adc0-ff3872ec9c30', 'annotationId': '68d51980-17bc-4386-919d-416404533e2e', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759370102434, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:55:02.692Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,349507.36,31.49,25.1,102632.06,0.5,505383.4,30.85,25.1,102675.43,0.0,0.07,22160328.0,0.15,2500.0,2499.91,22450181.0,0.14,2500.0,2500.9,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,68d51980-17bc-4386-919d-416404533e2e,af2543cc-bda9-48c2-99ce-ba3d90feffab,4333867433.5798,6637939378.7156,4557133900.8398,8247.4693,5766.7898,6928816030.7343,4605445848.7941,4205066815.1448,4389814681.2406,6643551495.8518,4558745109.3211,12494.2514,83496.4334,6928871911.2896,4644803531.7507,4808831696.3744,4404476423.76,6686662449.3927,4640972352.3899,244839.0139,4900.8636,6939755137.735,4610005803.4937,4674030290.5298,4472214560.2532,6688196389.4044,4690423252.2347,12993281.6382,8892434.3722,6945628391.3881,4644779278.4892,4781264617.2393,4403574330.7174,6652555173.2819,4574077473.7328,6322465.7736,638513.5219,6925352124.9673,4634842172.8222,4773306252.6328,4393717443.2165,6649638483.4759,4582981258.6765,924438.6192,3799.581,6927020775.1397,4604925217.3913,4285698227.4103,4381575012.4605,6682187289.2785,4629879039.3268,28586.6466,16722.581,6927650807.5076,4716505165.6573,4810577389.6167,3057332224.5001,6653553503.9866,4562137386.9983,26630.037,7809.8808,6931861460.5171,4638816865.2184,4378852078.8471,21.7216,23.0916,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:55:12.295,"{'cid': '56e9d804-0e23-40ba-82b2-26474cff53f0', 'uuid': '1d99e628-b8c4-443c-adc0-ff3872ec9c30', 'annotationId': '68d51980-17bc-4386-919d-416404533e2e', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759370102434, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:55:02.692Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,349767.87,31.66,25.1,102630.82,0.5,493884.91,31.08,25.1,102674.92,0.0,0.06,22160328.0,0.16,2500.0,2499.86,22450181.0,0.14,2500.0,2501.56,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,68d51980-17bc-4386-919d-416404533e2e,af2543cc-bda9-48c2-99ce-ba3d90feffab,4340063086.2911,6637941053.3367,4556610881.0674,8250.8427,5767.3552,6928819523.269,4606245288.4894,4180639498.1021,4390793606.7484,6643552333.8641,4559270341.8115,12494.4769,83477.6256,6928873657.557,4653233553.9804,4808832908.9366,4404230126.9205,6687223956.1367,4644777816.8601,244952.0191,4900.918,6939756012.2431,4609731894.1504,4684261162.2962,4472469052.0604,6687633909.7427,4690701515.5103,12989387.0857,8891299.7694,6946238074.3982,4645046778.1546,4780688283.5101,4402843628.2693,6652007048.1624,4574080937.5361,6322222.9844,638486.0004,6925966137.1967,4634844506.6807,4772453670.2768,4393962012.6624,6650195453.4016,4581125758.8899,923938.6721,3810.6784,6927024266.7598,4604923478.2609,4330236431.1456,4382062586.5411,6677684467.655,4633130226.3026,28635.8645,16709.9206,6927656045.395,4717625014.8474,4810285644.9754,3072112013.6811,6653557700.3777,4561877015.2004,26637.8791,7809.4988,6931866701.6073,4638818617.1455,4413515498.9148,21.7216,23.0916,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:55:13.493,"{'cid': '56e9d804-0e23-40ba-82b2-26474cff53f0', 'uuid': '1d99e628-b8c4-443c-adc0-ff3872ec9c30', 'annotationId': '68d51980-17bc-4386-919d-416404533e2e', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759370102434, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:55:02.692Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,348546.74,31.83,25.11,102630.45,0.5,483062.27,31.27,25.11,102676.83,0.0,0.06,22160328.0,0.15,2500.0,2498.42,22450181.0,0.15,2500.0,2499.34,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,68d51980-17bc-4386-919d-416404533e2e,af2543cc-bda9-48c2-99ce-ba3d90feffab,4346036585.3659,6638494389.5495,4556610881.0674,8247.3314,5767.1044,6928816903.868,4606244128.733,4232953453.6138,4390796381.5972,6643552333.8641,4558745109.3211,12492.246,83688.0636,6930082962.1867,4651597470.2817,4809415474.1693,4404475867.0601,6687222269.0848,4647502346.3163,244864.257,4901.0817,6938542449.9432,4610000000.0,4693703988.6377,4472471313.0971,6687636440.3205,4691259325.0444,12985862.2408,8890773.5928,6945630141.7819,4645318402.4326,4780978241.2151,4402845854.2014,6652566082.0676,4574082092.1372,6321856.3843,638489.4386,6926568037.0079,4635385423.353,4772452466.9073,4393964234.1442,6650196292.2574,4580332986.4724,924421.1255,3803.8487,6925813405.4809,4605191605.3105,4290573499.9729,4380117920.6112,6678244461.2922,4624743170.6748,28634.8904,16699.62,6928259123.4503,4719309054.1825,4809704081.0139,3072709920.6966,6654109451.066,4561873560.5712,26640.1925,7809.3313,6931263865.8398,4639090696.7237,4363644767.2499,21.8022,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:55:14.691,"{'cid': '56e9d804-0e23-40ba-82b2-26474cff53f0', 'uuid': '1d99e628-b8c4-443c-adc0-ff3872ec9c30', 'annotationId': '68d51980-17bc-4386-919d-416404533e2e', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759370102434, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:55:02.692Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,346858.83,31.98,25.11,102632.08,0.5,471308.97,31.47,25.11,102677.07,0.0,0.06,22160328.0,0.14,2500.0,2498.88,22450181.0,0.14,2500.0,2499.45,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,68d51980-17bc-4386-919d-416404533e2e,af2543cc-bda9-48c2-99ce-ba3d90feffab,4351071880.3278,6637938541.405,4556872375.913,8247.4775,5767.2436,6929413202.934,4606507190.907,4205067345.4237,4391288782.8162,6643557361.9375,4558746835.443,12493.5739,83614.4621,6930082088.9005,4650234164.6177,4809997574.2874,4404231796.9272,6687786401.2148,4649955396.4435,244766.0373,4901.1094,6937932330.8271,4609997098.2531,4702344222.4462,4472217951.6165,6687070681.5115,4690703883.4951,12983268.5331,8890448.9708,6945629266.585,4645587719.2982,4780978241.2151,4402603082.7444,6652007887.2294,4573291774.8918,6321771.707,638490.4873,6926568037.0079,4635386590.4184,4772454271.9615,4394207720.0778,6650755872.4832,4579274650.3294,924397.8035,3799.312,6926411800.6459,4605189286.3354,4334500983.8216,4381087546.3758,6678807076.6639,4628255155.0908,28665.4181,16723.619,6929465595.5292,4720988945.6793,4810286251.4404,3084980875.8099,6654112808.4606,4561351180.1957,26642.7517,7809.7807,6931256878.33,4639087776.6746,4382994915.4416,21.641,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:55:15.890,"{'cid': '56e9d804-0e23-40ba-82b2-26474cff53f0', 'uuid': '1d99e628-b8c4-443c-adc0-ff3872ec9c30', 'annotationId': '68d51980-17bc-4386-919d-416404533e2e', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759370102434, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:55:02.692Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,345342.86,32.13,25.1,102630.79,0.5,460239.0,31.62,25.11,102676.85,0.0,0.07,22160328.0,0.14,2500.0,2497.78,22450181.0,0.14,2500.0,2500.31,22340098.0
