component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_183425,FLW0_183425,ANLT0_183425,SETP0_093324,FLW0_093324,ANLT0_093324,SETP0_453624,FLW0_453624,ANLT0_453624,FLW0_093125,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524,FLW0_091225
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,b1a3e449-1a26-4375-8f10-3b523e7e7bc1,dce27208-9ed3-4553-9623-330063c51d52,4400066737.1114,6642931959.1084,4558693901.0357,8205.2705,5749.2414,6930631441.048,4607039786.5677,4497211227.6722,4298286971.6397,6647441723.9644,4560042014.3885,12470.7757,82915.7437,6931911250.8735,4665246960.7095,4813789524.7921,4409399208.605,6691741369.123,4658145099.6531,242280.7696,4893.7847,6941564905.5283,4611589550.0726,4682593576.5734,4468421528.2092,6690423628.692,4693729636.8699,13010345.112,8870160.7838,6948058133.4267,4647474404.7271,4782698221.2843,4402107049.4631,6658688056.4421,4575105670.4007,6314144.694,648947.6653,6931395755.0878,4638336447.5067,4775021371.3804,4395674759.7089,6656889747.25,4581368104.5449,914813.2955,3565.8096,6932468769.1098,4607045586.3589,4415723273.9421,4383280332.41,6692334965.3892,4639071959.7166,28530.2427,15845.2534,6928885008.2948,4723222737.5431,4812041497.3002,3085353448.6124,6658565429.1954,4561331030.5124,26540.8927,7756.6296,6934291331.7022,4640421194.0647,4370393475.146,21.4799,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:35:04.641,"{'cid': 'd33aced9-08f2-4e5c-95ac-105d1456907a', 'uuid': '6b15db6b-17f4-4960-ab4d-bb379ddebea1', 'annotationId': 'b1a3e449-1a26-4375-8f10-3b523e7e7bc1', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759383301889, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:35:02.220Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,503437.4,29.54,24.9,102787.4,0.0,0.06,22160328.0,2500.0,2497.92,22450181.0,2500.0,2497.48,22340098.0,0.14,0.5,323532.83,30.55,24.91,102739.36,0.14
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,b1a3e449-1a26-4375-8f10-3b523e7e7bc1,dce27208-9ed3-4553-9623-330063c51d52,4400557873.0741,6642375366.5689,4558958513.1481,8205.9909,5749.3655,6930634061.1354,4606773763.2663,4523678986.9952,4308136571.553,6646878510.9416,4559777854.512,12473.1476,82965.0495,6930705676.8559,4662509244.5853,4813790738.6053,4409151805.6175,6691175725.8609,4655132197.4148,242288.3433,4893.8999,6942176537.4858,4611856711.5653,4692029105.5372,4469179281.5183,6690988269.0522,4693730229.2518,13006794.3943,8866820.1696,6947454258.9512,4648019425.4286,4782987819.5851,4402595292.4156,6659249055.0189,4574837461.7472,6313696.6864,648962.539,6931402742.5976,4638340534.8593,4775026187.4661,4395431666.6667,6656333333.3333,4580574666.1271,915601.9931,3586.7692,6931865828.0922,4606778982.7756,4448722163.0112,4382552484.3516,6691770912.4673,4641516695.9578,28542.163,15833.1525,6928883262.0274,4724067201.9031,4812043924.043,3097720343.3005,6657445414.8472,4561069598.7565,26541.4624,7756.5771,6934289584.0615,4639877920.5607,4405905555.5556,21.641,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:35:05.841,"{'cid': 'd33aced9-08f2-4e5c-95ac-105d1456907a', 'uuid': '6b15db6b-17f4-4960-ab4d-bb379ddebea1', 'annotationId': 'b1a3e449-1a26-4375-8f10-3b523e7e7bc1', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759383301889, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:35:02.220Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,543377.45,29.81,24.92,102787.82,0.0,0.08,22160328.0,2500.0,2498.47,22450181.0,2500.0,2498.67,22340098.0,0.14,0.5,341329.0,30.77,24.93,102739.04,0.14
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,b1a3e449-1a26-4375-8f10-3b523e7e7bc1,dce27208-9ed3-4553-9623-330063c51d52,4400557316.8697,6642931959.1084,4558959663.9623,8207.3956,5749.5681,6931843990.2166,4606506610.9951,4547842192.7863,4317092655.2439,6646322937.6258,4559255380.366,12470.6114,82837.7332,6930705676.8559,4659775913.6505,4813793773.1383,4408659868.4944,6692303731.2173,4649120408.4028,242463.8644,4893.8839,6941567529.7411,4611324161.1517,4700386985.8955,4468927421.6323,6691553004.7265,4693732598.7797,13005504.9429,8866255.6134,6947453383.5245,4647750409.5483,4783564708.7203,4402113726.1448,6658695615.656,4574842080.9516,6313836.5845,648969.1325,6931403616.0363,4638613722.6277,4775889330.4432,4395921769.0855,6655775333.7251,4579782080.9249,915996.6632,3561.835,6930653275.1092,4606247028.1241,4478417753.6846,4383041382.7489,6691775132.945,4643149320.2063,28538.7738,15802.6319,6929490918.6168,4724630345.5659,4812630908.3187,3099063749.706,6657452972.7914,4560811075.2936,26546.9012,7756.8646,6933685452.1625,4640423530.7863,4360287002.4192,21.5604,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:35:07.043,"{'cid': 'd33aced9-08f2-4e5c-95ac-105d1456907a', 'uuid': '6b15db6b-17f4-4960-ab4d-bb379ddebea1', 'annotationId': 'b1a3e449-1a26-4375-8f10-3b523e7e7bc1', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759383301889, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:35:02.220Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,558130.63,30.06,24.93,102787.32,0.0,0.06,22160328.0,2500.0,2500.51,22450181.0,2500.0,2498.76,22340098.0,0.14,0.5,353782.86,30.98,24.93,102740.41,0.14
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,b1a3e449-1a26-4375-8f10-3b523e7e7bc1,dce27208-9ed3-4553-9623-330063c51d52,4400559541.6875,6643488644.9342,4558961390.1836,8207.2318,5749.5751,6931843990.2166,4606505451.1714,4482193964.0556,4324899141.7482,6646322099.2622,4559518904.2988,12471.0664,82957.0796,6930704803.4934,4657861498.7686,4810292922.5544,4409399208.605,6692867876.7412,4645576663.735,242443.7691,4893.8195,6941569279.2162,4611857872.7357,4614649444.3475,4469683651.5648,6691550472.6536,4693175975.8337,13002722.7728,8865403.9392,6947450757.2442,4647749239.4103,4783564105.6567,4401869366.8632,6658693935.8307,4574842080.9516,6314257.1557,648959.2842,6931404489.4751,4639156105.8226,4776467541.8523,4395431111.1111,6655766938.1244,4578721104.9468,915142.3265,3562.3825,6931866701.6073,4605980517.2214,4506203409.0909,4383282548.4765,6692896580.8358,4645325398.6867,28563.1934,15881.8271,6929486552.5672,4725750490.8085,4812630301.5594,3092130814.0672,6657447094.3903,4561333909.0386,26545.3723,7756.6958,6934289584.0615,4640421194.0647,4317951649.7877,21.3993,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:35:08.246,"{'cid': 'd33aced9-08f2-4e5c-95ac-105d1456907a', 'uuid': '6b15db6b-17f4-4960-ab4d-bb379ddebea1', 'annotationId': 'b1a3e449-1a26-4375-8f10-3b523e7e7bc1', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759383301889, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:35:02.220Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,560154.56,30.28,24.94,102788.6,0.0,0.06,22160328.0,2500.0,2500.97,22450181.0,2500.0,2498.83,22340098.0,0.14,0.5,361469.54,31.13,24.93,102738.98,0.14
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,b1a3e449-1a26-4375-8f10-3b523e7e7bc1,dce27208-9ed3-4553-9623-330063c51d52,4400561210.3009,6642938662.6445,4559223731.1543,8207.4998,5751.0641,6933058710.4665,4606502551.6122,4429289025.4119,4332495482.1751,6646884379.9782,4560044892.0863,12468.6326,82767.6914,6930100427.9102,4655401746.469,4810294135.4843,4408905544.72,6693429584.5998,4648573104.905,242752.9851,4894.0214,6941569279.2162,4611587227.8665,4630571578.7015,4469685911.1965,6691557224.8481,4693733191.1617,12999465.9943,8864465.9169,6947451632.6709,4647473234.6575,4783567724.0381,4401621696.8011,6658695615.656,4574839771.3494,6314328.3558,649008.5772,6932005590.4962,4639422380.563,4776466337.4684,4395428888.8889,6655763579.8841,4587466272.9431,916288.1115,3568.54,6931258625.2074,4605978777.6876,4531479259.5132,4384255236.6175,6692900802.0262,4646961290.3226,28536.4457,15923.5976,6931302297.1439,4716491509.3219,4812922330.0971,3083657004.6425,6656887228.1468,4561069023.0845,26544.1154,7757.436,6935499912.6027,4640419441.5235,4358123866.5714,21.7216,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:35:09.448,"{'cid': 'd33aced9-08f2-4e5c-95ac-105d1456907a', 'uuid': '6b15db6b-17f4-4960-ab4d-bb379ddebea1', 'annotationId': 'b1a3e449-1a26-4375-8f10-3b523e7e7bc1', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759383301889, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:35:02.220Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,554917.98,30.54,24.93,102787.85,0.0,0.05,22160328.0,2500.0,2498.63,22450181.0,2500.0,2499.18,22340098.0,0.14,0.5,365549.78,31.32,24.93,102740.61,0.14
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,b1a3e449-1a26-4375-8f10-3b523e7e7bc1,dce27208-9ed3-4553-9623-330063c51d52,4400806541.3283,6643495349.0321,4558963116.4049,8206.9652,5750.1956,6931850104.8218,4606502551.6122,4461735583.685,4338684398.1355,6647435015.9316,4560043165.4676,12470.2514,82991.1616,6930703930.131,4653762376.2376,4811164017.9546,4408660425.7216,6693429584.5998,4642578811.6723,242618.0983,4894.2914,6941563156.0532,4611582583.4543,4644964568.082,4468930245.6933,6691558912.8967,4694011848.3412,12996360.5189,8863825.5521,6948059884.4335,4647744558.8579,4783280467.9491,4401378504.6729,6658698135.3939,4574840348.7499,6314193.3178,649009.2796,6932605922.9492,4639419460.3434,4776749171.9362,4395671426.1903,6656316540.7221,4585605972.9135,915360.6149,3570.8955,6931259498.6462,4606245868.3676,4554151019.2363,4385471426.1959,6693464201.2833,4647510558.4233,28562.2275,15886.0166,6931302297.1439,4718732327.4326,4809125083.3687,3083900745.1914,6656326616.2888,4561332757.6281,26545.1574,7757.9114,6936104361.5069,4640419441.5235,4192105624.8678,21.3993,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:35:10.651,"{'cid': 'd33aced9-08f2-4e5c-95ac-105d1456907a', 'uuid': '6b15db6b-17f4-4960-ab4d-bb379ddebea1', 'annotationId': 'b1a3e449-1a26-4375-8f10-3b523e7e7bc1', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759383301889, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:35:02.220Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,543493.13,30.79,24.94,102787.1,0.0,0.06,22160328.0,2500.0,2499.16,22450181.0,2500.0,2500.45,22340098.0,0.15,0.5,370937.91,31.52,24.93,102739.59,0.14
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,b1a3e449-1a26-4375-8f10-3b523e7e7bc1,dce27208-9ed3-4553-9623-330063c51d52,4400809322.5053,6643498701.081,4558967719.6617,8207.4665,5750.1443,6931850978.3368,4606233690.9249,4491090661.9854,4345130162.5659,6646874318.7725,4559779581.0313,12470.0876,82891.0965,6930701310.0437,4652400140.5646,4811162198.2288,4408661540.1761,6693992231.698,4645301946.5291,242541.9722,4894.0633,6941562281.3156,4611583164.0058,4657531857.4197,4469184365.1152,6692123744.4079,4693735560.6895,12993722.2164,8863766.8046,6948670869.451,4647745728.996,4782703647.8746,4401620584.1446,6658131351.306,4575631785.6318,6314078.2589,649002.7585,6931991614.2558,4639687518.2524,4776457304.5887,4395667537.0854,6655193082.6058,4583215711.2281,914788.3119,3580.3529,6931860587.0021,4606510670.3781,4488566415.7564,4385471426.1959,6692899957.7881,4638260156.8903,28567.6102,15872.8351,6931297929.9502,4720132509.3588,4810000000.0,3094554281.0163,6656320738.8749,4560804743.265,26538.3991,7757.8826,6935491172.8719,4640143699.9825,4241981919.3324,21.7216,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:35:11.849,"{'cid': 'd33aced9-08f2-4e5c-95ac-105d1456907a', 'uuid': '6b15db6b-17f4-4960-ab4d-bb379ddebea1', 'annotationId': 'b1a3e449-1a26-4375-8f10-3b523e7e7bc1', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759383301889, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:35:02.220Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,530752.3,31.02,24.94,102787.77,0.0,0.06,22160328.0,2500.0,2500.34,22450181.0,2500.0,2499.27,22340098.0,0.15,0.5,369856.5,31.69,24.93,102740.49,0.15
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,b1a3e449-1a26-4375-8f10-3b523e7e7bc1,dce27208-9ed3-4553-9623-330063c51d52,4400806541.3283,6644054642.9769,4559227183.7956,8208.9201,5750.6694,6931853598.8819,4606500811.8766,4517741384.221,4349677277.4754,6646871803.4711,4559776127.9926,12469.7056,82805.5354,6931912997.9036,4660316808.4482,4812327994.1755,4407675766.0167,6692855213.1701,4640944236.1762,242776.7236,4894.3454,6941559657.1029,4611851486.2982,4669889896.3731,4469687605.9202,6691558912.8967,4693177752.7691,12988826.8964,8862557.6781,6948669118.2909,4648017670.1188,4782991437.5301,4402104267.5124,6658687216.5295,4575362938.1533,6314060.4279,648991.8761,6931985499.6506,4639684597.8623,4776740138.5125,4395666981.499,6655754344.7234,4581095692.3966,914098.1712,3579.4273,6931249890.8202,4605974138.9308,4515442951.4917,4383281440.4432,6692899113.55,4640702864.1715,28593.0281,15852.8317,6930083835.4729,4722094875.7579,4810872202.3412,3099296188.8331,6656322418.136,4561064417.7077,26542.1628,7758.1447,6934881586.9964,4640411847.1784,4289334703.5915,21.5604,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:35:13.049,"{'cid': 'd33aced9-08f2-4e5c-95ac-105d1456907a', 'uuid': '6b15db6b-17f4-4960-ab4d-bb379ddebea1', 'annotationId': 'b1a3e449-1a26-4375-8f10-3b523e7e7bc1', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759383301889, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:35:02.220Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,520778.5,31.23,24.94,102787.79,0.0,0.07,22160328.0,2500.0,2501.11,22450181.0,2500.0,2499.23,22340098.0,0.14,0.5,366893.59,31.86,24.93,102741.09,0.14
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,b1a3e449-1a26-4375-8f10-3b523e7e7bc1,dce27208-9ed3-4553-9623-330063c51d52,4400314794.2158,6643496187.0443,4558960239.3694,8208.091,5751.2775,6932456538.8311,4606499072.141,4541842286.107,4354233351.6786,6647430823.411,4559773825.9669,12469.6937,82791.9106,6931304917.46,4658128188.5885,4812324353.8406,4407673537.6045,6693417764.2688,4644205744.4314,242601.8838,4894.1941,6942162540.4602,4611850905.713,4681204037.0655,4469432864.4862,6690989956.9584,4693452197.6069,12985244.6775,8861444.0031,6948058133.4267,4648288472.7911,4782698824.2388,4402101485.5617,6658126312.2533,4575357740.9482,6314087.977,648920.0606,6931380906.6294,4639684013.7842,4776739536.2843,4395421111.1111,6655752665.6032,4580299456.5846,913100.9872,3584.752,6930641921.3974,4606772023.4298,4454468658.7284,4383767730.4965,6692332432.8887,4642876648.1102,28576.6457,15895.9983,6930689082.9694,4713404735.062,4810286251.4404,3109445733.8421,6657442895.5324,4560275699.3208,26544.0091,7758.4252,6934272981.475,4640952325.3097,4332770584.0573,21.4799,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:35:14.246,"{'cid': 'd33aced9-08f2-4e5c-95ac-105d1456907a', 'uuid': '6b15db6b-17f4-4960-ab4d-bb379ddebea1', 'annotationId': 'b1a3e449-1a26-4375-8f10-3b523e7e7bc1', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759383301889, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:35:02.220Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,510125.85,31.44,24.95,102787.26,0.0,0.07,22160328.0,2500.0,2501.27,22450181.0,2500.0,2499.68,22340098.0,0.14,0.5,365612.96,32.02,24.93,102738.29,0.14
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,b1a3e449-1a26-4375-8f10-3b523e7e7bc1,dce27208-9ed3-4553-9623-330063c51d52,4400312569.5217,6643497025.0566,4559222004.8337,8209.4742,5752.4038,6933057836.7989,4606762744.302,4564096219.1402,4358562141.9127,6646880187.8092,4559251927.7247,12470.5704,82800.8917,6931302297.1439,4656216881.5944,4812035430.4435,4407679665.7382,6693430428.9092,4638775175.644,242544.3469,4894.0009,6943376498.3813,4611850905.713,4691467526.322,4469690430.4598,6691564821.0668,4693455751.6882,12980923.6472,8859502.1788,6948058133.4267,4648016499.9122,4782411069.5768,4402348097.0398,6658685536.7042,4575092966.8553,6314056.1118,648907.2963,6931978511.5304,4639675252.6137,4776445862.9411,4395422777.7778,6655198119.5433,4578976478.0674,912958.5399,3590.0134,6930037551.3056,4607037466.6512,4484236684.3831,4384495428.0964,6692331588.7219,4633914492.9231,28570.7837,15887.6519,6931289195.5629,4715919021.6101,4810864317.3409,3117812487.674,6656883869.3425,4560273972.6027,26543.0447,7757.869,6933665356.0507,4640680609.92,4371288722.3018,21.641,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:35:15.444,"{'cid': 'd33aced9-08f2-4e5c-95ac-105d1456907a', 'uuid': '6b15db6b-17f4-4960-ab4d-bb379ddebea1', 'annotationId': 'b1a3e449-1a26-4375-8f10-3b523e7e7bc1', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759383301889, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:35:02.220Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,500756.84,31.62,24.95,102787.5,0.0,0.07,22160328.0,2500.0,2500.05,22450181.0,2500.0,2498.81,22340098.0,0.14,0.5,363684.48,32.17,24.94,102740.26,0.14
