component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_453624,FLW0_453624,ANLT0_453624,SETP0_183425,FLW0_183425,ANLT0_183425,FLW0_093125,FLW0_091225,SETP0_093324,FLW0_093324,ANLT0_093324
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,8dab04aa-962c-4b18-9e36-285fde318552,af2543cc-bda9-48c2-99ce-ba3d90feffab,3659927479.3293,5691303411.1311,4118884611.3828,7158.5256,7607.4084,6723728453.7658,4448037136.7665,4365456045.7696,3035393844.1489,5683622346.529,4102721007.3583,39139.6418,61871.2173,6739273191.4894,4452349373.9121,4392828120.6753,2970914343.6011,5681108960.5735,4100333005.3343,791455.069,4553.5578,6718603427.7957,4445548329.2218,4348708899.6054,4017407107.0107,5794830359.7543,4122249817.7653,341368.1817,175745983.4896,6778891362.0409,4498186305.1001,4387118531.6232,3720077941.5908,5709812666.6186,4119060353.7981,9557641.6714,8672454.0996,6760070007.6838,4474882605.2602,4388617886.1789,3517664949.8268,5713459736.1401,4108622729.6316,214995.3684,9871.6448,6739775300.0255,4449044439.4569,4394723929.7779,2708656583.6299,5752848432.0557,4112246922.5575,18148.1362,9948.9233,6752396179.7561,4445294612.3227,4392767229.4492,2165582847.285,5731214926.2366,4116737728.7854,23431.7491,8001.6565,6737466178.848,4441799899.1653,4146040861.114,21.9634,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:55:04.892,"{'cid': 'fdb53ed6-b1e7-4d96-a1f0-5570715ef51f', 'uuid': '0e85ad81-e2c0-41b5-a3c4-25db71626a17', 'annotationId': '8dab04aa-962c-4b18-9e36-285fde318552', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759380902937, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:55:03.223Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,320701.3,31.74,25.01,102728.19,0.5,485948.34,31.14,25.0,102780.87,2500.0,2498.66,22340098.0,0.0,0.05,22160328.0,0.14,0.15,2500.0,2495.88,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,8dab04aa-962c-4b18-9e36-285fde318552,af2543cc-bda9-48c2-99ce-ba3d90feffab,3657048370.7191,5690893293.1208,4118671903.449,7159.733,7607.0482,6723725906.4278,4448286115.007,4363292461.6484,3032595642.0174,5682805822.4581,4102297409.3264,39131.9193,61838.8397,6736406635.4743,4453351867.453,4390640699.3471,2968573142.3858,5681517671.5177,4100122734.3345,793456.4994,4553.6418,6718036820.2257,4445547768.558,4351331907.6603,4019444641.6798,5795256307.1298,4122038840.0062,342369.6483,175854207.5669,6777733458.8719,4496914133.3938,4387116873.065,3731841646.6488,5709819151.2357,4119069719.0427,9556591.174,8674607.1638,6761239859.9607,4473628053.9412,4389112229.6587,3517510988.767,5711813333.3333,4108840624.8378,215764.2784,9933.402,6743220642.0846,4449296335.7836,4394723929.7779,2697722036.671,5754100776.8823,4112036459.9564,18155.6441,9954.7217,6754705280.2184,4445049332.8849,4392768336.5624,2166357858.9821,5730385394.0709,4117167446.6979,23429.4219,8001.7467,6738039482.6413,4442051540.6162,4162608855.3142,22.044,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:55:06.093,"{'cid': 'fdb53ed6-b1e7-4d96-a1f0-5570715ef51f', 'uuid': '0e85ad81-e2c0-41b5-a3c4-25db71626a17', 'annotationId': '8dab04aa-962c-4b18-9e36-285fde318552', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759380902937, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:55:03.223Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,334272.57,31.85,25.01,102732.42,0.5,532006.19,31.31,25.0,102780.45,2500.0,2499.73,22340098.0,0.0,0.03,22160328.0,0.14,0.14,2500.0,2497.89,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,8dab04aa-962c-4b18-9e36-285fde318552,af2543cc-bda9-48c2-99ce-ba3d90feffab,3656539295.7681,5691709278.9428,4118243433.0299,7159.6178,7607.4641,6722584260.1239,4448038258.7232,4359936816.6584,3019375071.4912,5683214772.3198,4102508420.1254,39131.4306,61763.6099,6736978900.7997,4453102325.059,4392345159.6834,2964000374.3215,5681105376.3441,4100332487.4411,795340.0484,4553.393,6718607670.1171,4445550011.2133,4353484748.7382,4022716613.3699,5795254113.3455,4122250859.1065,342677.9973,175953026.4507,6776575096.2773,4497681660.8997,4387604224.2619,3760796943.2314,5709816989.6967,4118848655.1168,9555044.9524,8676991.293,6760665129.7814,4472874873.0678,4388870022.1239,3520490135.0871,5718406089.9055,4109051795.7235,214611.6736,9944.7178,6740354102.826,4450299152.4948,4395212406.5356,2679940750.2709,5755774566.0542,4112038018.0742,18154.8196,9967.0043,6751827251.0232,4445051014.6877,4393497951.5004,2166117502.0542,5729556101.7929,4117167446.6979,23431.0638,8001.792,6737467029.6945,4442053221.2885,4154313089.0052,22.1245,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:55:07.295,"{'cid': 'fdb53ed6-b1e7-4d96-a1f0-5570715ef51f', 'uuid': '0e85ad81-e2c0-41b5-a3c4-25db71626a17', 'annotationId': '8dab04aa-962c-4b18-9e36-285fde318552', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759380902937, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:55:03.223Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,349140.0,32.0,25.01,102731.82,0.5,559946.46,31.47,25.0,102778.74,2500.0,2497.75,22340098.0,0.0,0.03,22160328.0,0.15,0.14,2500.0,2499.56,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,8dab04aa-962c-4b18-9e36-285fde318552,af2543cc-bda9-48c2-99ce-ba3d90feffab,3653664115.0973,5690892575.0395,4118030791.6363,7160.0305,7607.4489,6723160129.0542,4448290042.0757,4361375103.0503,3007527535.131,5683625932.3006,4102509456.4485,39133.8759,61907.1562,6734689573.0566,4453853283.1545,4393076284.3224,3015989868.9823,5681106810.0358,4099909895.9142,796022.9686,4553.5345,6718038517.0103,4445550011.2133,4355157784.9734,4024558704.0423,5795682316.8056,4122254503.8009,343020.2758,176010426.1563,6775997775.1155,4497427112.8758,4387119637.3286,3663853126.1561,5709398414.9856,4118633857.0388,9553351.5678,8678664.1531,6758930431.0713,4471610738.255,4389109464.019,3427169803.1581,5723366794.2515,4109482508.0453,214312.0722,9854.1601,6737491704.2457,4449302508.2768,4395214621.9884,2667610204.907,5749928172.3863,4112038537.4468,18170.5053,10008.274,6748374808.2495,4444802399.2376,4393498505.1489,2167072121.4446,5728727049.2988,4117382599.1991,23436.9708,8002.4883,6736324117.3969,4442304330.7748,4145176575.0705,21.9634,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:55:08.497,"{'cid': 'fdb53ed6-b1e7-4d96-a1f0-5570715ef51f', 'uuid': '0e85ad81-e2c0-41b5-a3c4-25db71626a17', 'annotationId': '8dab04aa-962c-4b18-9e36-285fde318552', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759380902937, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:55:03.223Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,359884.19,32.08,25.01,102732.9,0.5,564483.99,31.57,25.01,102779.94,2500.0,2500.33,22340098.0,0.0,0.03,22160328.0,0.14,0.14,2500.0,2501.74,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,8dab04aa-962c-4b18-9e36-285fde318552,af2543cc-bda9-48c2-99ce-ba3d90feffab,3653833525.4784,5694570668.966,4117815571.8521,7160.9444,7607.9549,6723158430.973,4448538487.4327,4358738328.0237,3055848736.2531,5683216923.6285,4102295336.7876,39132.5116,62089.9889,6734687021.6023,4453603684.5653,4391615384.6154,2996296352.3536,5681108243.7276,4100122216.4682,797266.4829,4553.5141,6718611063.9742,4445799831.7914,4353006582.5562,4026813678.1668,5796109851.5322,4122040401.9368,343567.7341,176189684.7573,6781223773.2294,4497937939.6415,4387361088.0743,3697627759.369,5709396974.0634,4118845533.531,9551516.5298,8681169.5092,6758936406.3167,4473129478.1382,4389111676.5308,3346723139.9721,5721303782.8472,4109057504.671,214245.8947,9902.4413,6742655824.2507,4449301947.141,4395700991.525,2657181079.6294,5751599535.5251,4112039056.8194,18171.8338,10033.1266,6750676896.8457,4444800717.529,4393255273.2104,2165938159.0119,5727900404.7413,4117596733.9297,23435.7816,8002.7308,6736898077.2503,4442554908.113,4139546118.5309,22.1245,23.2527,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:55:09.698,"{'cid': 'fdb53ed6-b1e7-4d96-a1f0-5570715ef51f', 'uuid': '0e85ad81-e2c0-41b5-a3c4-25db71626a17', 'annotationId': '8dab04aa-962c-4b18-9e36-285fde318552', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759380902937, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:55:03.223Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,363263.24,32.17,25.01,102731.52,0.5,559369.79,31.68,25.01,102779.94,2500.0,2500.12,22340098.0,0.0,0.02,22160328.0,0.13,0.13,2500.0,2500.57,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,8dab04aa-962c-4b18-9e36-285fde318552,af2543cc-bda9-48c2-99ce-ba3d90feffab,3648601031.4975,5693753861.628,4118030271.5073,7161.7432,7607.7912,6724301970.1087,4449037706.2058,4357781438.7699,3050418319.7874,5683221943.3489,4102085902.2849,39128.4691,62249.5076,6734685320.6328,4453103448.2759,4389913702.4949,2979776473.2445,5680705325.7831,4100124287.9337,798120.9734,4553.7346,6719182859.5672,4445799831.7914,4351335197.6751,4000929927.3021,5795261425.9598,4122041443.2238,344017.7292,176279398.1069,6780639664.3261,4498192545.5267,4387116873.065,3698497805.9938,5709394812.6801,4118845013.2667,9550431.6369,8683707.2321,6758368897.2346,4474397291.1964,4388871681.4159,3363112847.0748,5725851455.8197,4109058023.6662,213858.8848,9940.5438,6739788918.2058,4449801335.653,4396433795.0139,2647101769.1716,5753268239.5644,4112038018.0742,18160.0255,10017.0922,6747802300.8095,4444799596.3899,4393496844.2033,2167491709.3759,5727490062.8749,4117597254.0046,23435.4662,8003.1506,6735755358.9656,4442804392.8952,4134136403.8973,21.9634,23.1722,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:55:10.898,"{'cid': 'fdb53ed6-b1e7-4d96-a1f0-5570715ef51f', 'uuid': '0e85ad81-e2c0-41b5-a3c4-25db71626a17', 'annotationId': '8dab04aa-962c-4b18-9e36-285fde318552', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759380902937, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:55:03.223Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,366215.12,32.28,25.0,102732.01,0.5,551113.42,31.84,25.01,102779.59,2500.0,2499.78,22340098.0,0.0,0.04,22160328.0,0.15,0.15,2500.0,2500.76,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,8dab04aa-962c-4b18-9e36-285fde318552,af2543cc-bda9-48c2-99ce-ba3d90feffab,3648601491.9875,5692933697.2919,4118031311.7653,7162.3212,7607.8697,6724300271.7391,4449286235.3403,4354909450.1152,3042185087.0116,5682405535.2406,4101660881.7282,39129.0637,62013.219,6732395851.0457,4453852721.4514,4391370151.0708,2965110653.4357,5680701741.8106,4100336112.6936,798753.8245,4553.5104,6718616154.7599,4445553935.8601,4351336842.6825,4005389669.4633,5795262888.4826,4122254503.8009,344356.4588,176427984.6402,6786452691.121,4498194814.7728,4387114661.6541,3695034045.3316,5709803299.9496,4118843452.4739,9549063.2431,8686355.7299,6757794657.3355,4473389754.0059,4388874446.9027,3381977116.5094,5730408532.1764,4108846333.489,214269.1038,9956.0353,6743807698.8588,4449052856.0206,4396436565.097,2639310080.3628,5747013778.1001,4112041134.3098,18172.4453,10050.7618,6751255008.9522,4444550448.4305,4393254719.5925,2165943910.3881,5734121988.2787,4117812451.2404,23433.8862,8003.4366,6736904032.6697,4442556588.9736,4139539858.0968,22.044,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:55:12.098,"{'cid': 'fdb53ed6-b1e7-4d96-a1f0-5570715ef51f', 'uuid': '0e85ad81-e2c0-41b5-a3c4-25db71626a17', 'annotationId': '8dab04aa-962c-4b18-9e36-285fde318552', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759380902937, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:55:03.223Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,367227.94,32.38,25.01,102730.98,0.5,540658.15,32.0,25.0,102779.59,2500.0,2500.32,22340098.0,0.0,0.04,22160328.0,0.14,0.14,2500.0,2500.78,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,8dab04aa-962c-4b18-9e36-285fde318552,af2543cc-bda9-48c2-99ce-ba3d90feffab,3648935249.148,5692526935.7851,4118676585.3405,7162.1408,7607.5726,6725451843.044,4449288479.8833,4357065283.0396,3036333346.114,5681998852.8821,4101661917.8366,39129.8105,61927.3268,6731258075.4845,4454104594.9893,4392343499.1974,2967462524.3592,5680291714.4495,4100758274.2011,799200.4123,4553.6584,6719184556.6398,4445802635.2677,4353007131.1026,4010066791.479,5795684510.7503,4122469148.6592,344488.864,176460144.3747,6785873682.4064,4498448882.3329,4387113555.9487,3725519819.4386,5710215448.9119,4119058792.924,9547759.5912,8688811.7441,6758375725.5036,4472382671.4801,4389117760.9381,3393604078.3104,5727097123.8618,4108848409.3622,214589.0502,9981.7635,6748404636.1002,4448554757.6302,4396192454.7116,2630065129.2616,5748683446.9752,4111830693.3264,18177.6803,10040.1508,6754713810.4581,4444552690.583,4393742317.7011,2168505895.2564,5732876880.787,4117600894.5288,23438.8369,8003.6914,6735187547.8438,4442807754.8047,4134140572.0836,21.9634,23.1722,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:55:13.299,"{'cid': 'fdb53ed6-b1e7-4d96-a1f0-5570715ef51f', 'uuid': '0e85ad81-e2c0-41b5-a3c4-25db71626a17', 'annotationId': '8dab04aa-962c-4b18-9e36-285fde318552', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759380902937, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:55:03.223Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,366417.95,32.49,25.01,102734.12,0.5,529843.58,32.14,25.01,102778.78,2500.0,2500.45,22340098.0,0.0,0.04,22160328.0,0.14,0.14,2500.0,2499.45,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,8dab04aa-962c-4b18-9e36-285fde318552,af2543cc-bda9-48c2-99ce-ba3d90feffab,3649440836.4424,5691709997.1273,4118679186.3913,7162.5983,7607.4031,6725449295.0569,4449036583.9973,4354192592.5926,3031900532.1796,5682808690.664,4101659327.5657,39134.485,61879.0401,6731252975.1785,4453852721.4514,4393312295.8534,2949934431.1154,5679474702.5942,4100759828.0416,800114.1942,4553.701,6720321649.8345,4446301800.0336,4351094966.5534,4013935879.2545,5795255575.8684,4121822678.0508,344550.8203,176484316.3035,6784124400.2742,4498701843.9716,4387595930.554,3754362680.0607,5709806182.0016,4118632296.3271,9546637.5396,8690471.9327,6758370604.3018,4474147621.4661,4389601703.8225,3404719559.8917,5722540255.6141,4109060618.6423,213856.6977,9970.0418,6744951448.0409,4448801548.5608,4396434349.0305,2626559036.3045,5751183599.4194,4112044250.5453,18175.2752,10081.3942,6756440273.0375,4444800156.9595,4394226701.3677,2176237032.5528,5731631590.3667,4117815051.7501,23432.9087,8003.3433,6735754508.3362,4442806073.8499,4128530100.4215,22.044,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:55:14.500,"{'cid': 'fdb53ed6-b1e7-4d96-a1f0-5570715ef51f', 'uuid': '0e85ad81-e2c0-41b5-a3c4-25db71626a17', 'annotationId': '8dab04aa-962c-4b18-9e36-285fde318552', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759380902937, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:55:03.223Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,364726.37,32.61,25.0,102732.58,0.5,517212.66,32.27,25.01,102779.88,2500.0,2498.49,22340098.0,0.0,0.02,22160328.0,0.15,0.15,2500.0,2499.52,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,8dab04aa-962c-4b18-9e36-285fde318552,af2543cc-bda9-48c2-99ce-ba3d90feffab,3646740000.9205,5692113768.5844,4118677105.5506,7163.8894,7607.4703,6726023953.1131,4449035461.7888,4356583584.9575,3026667176.2727,5682401950.2402,4101875453.3209,39134.3503,62082.9645,6730681682.9579,4453351867.453,4394772664.3407,2946519554.9436,5679473269.3135,4100972754.5841,799756.4793,4553.8119,6719182011.031,4446300117.7592,4348946676.1659,4018017643.48,5795257038.3912,4121824760.5165,344555.6779,176460105.7337,6782964707.8979,4498954834.3168,4387109685.9797,3781857190.5876,5710216890.0418,4119061914.6722,9545599.378,8691994.3223,6758948356.8075,4473389754.0059,4389604469.7682,3417387515.6378,5727090620.0318,4108851004.2036,213789.0852,9965.9485,6742654121.2534,4448302945.3015,4395948371.3716,2695973910.9703,5744927147.5172,4112044769.9179,18208.5876,9996.3626,6752978850.4179,4445047651.082,4394467825.8943,2179736515.7236,5738691527.8783,4117390919.9646,23439.7217,8003.5445,6736329221.6078,4442807754.8047,4124012993.763,22.1245,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:55:15.691,"{'cid': 'fdb53ed6-b1e7-4d96-a1f0-5570715ef51f', 'uuid': '0e85ad81-e2c0-41b5-a3c4-25db71626a17', 'annotationId': '8dab04aa-962c-4b18-9e36-285fde318552', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759380902937, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:55:03.223Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,364668.94,32.72,25.01,102732.42,0.5,508267.95,32.39,25.01,102780.17,2500.0,2498.94,22340098.0,0.0,0.02,22160328.0,0.14,0.13,2500.0,2499.34,22450181.0
