component_sn,sn,d,t,T0,H0,event_name
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:38:52.137Z,E,23.14,15.46,pre-baseline
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:38:53.144Z,E,23.13,15.5,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:38:54.152Z,E,23.13,15.52,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:38:55.159Z,E,23.12,15.5,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:38:56.171Z,E,23.12,15.5,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:38:57.177Z,E,23.15,15.42,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:38:58.181Z,E,23.13,15.39,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:38:59.188Z,E,23.13,15.4,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:39:00.244Z,E,23.11,15.4,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:39:01.251Z,E,23.14,15.38,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:39:02.256Z,E,23.12,15.4,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:39:03.262Z,E,23.12,15.41,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:39:04.268Z,E,23.13,15.41,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:39:05.275Z,E,23.11,15.4,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:39:06.281Z,E,23.16,15.4,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:39:07.286Z,E,23.13,15.45,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:39:08.291Z,E,23.13,15.42,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:39:09.297Z,E,23.13,15.39,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:39:10.354Z,E,23.13,15.4,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:39:11.360Z,E,23.13,15.4,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:39:12.368Z,E,23.13,15.41,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:39:13.375Z,E,23.14,15.43,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:39:14.380Z,E,23.11,15.4,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:39:15.386Z,E,23.13,15.38,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:39:16.392Z,E,23.13,15.39,AmbientSamplingRFC
