component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,SETP0_094324,FLW0_094324,ANLT0_094324,SETP0_543024,FLW0_543024,ANLT0_543024,SETP0_181425,FLW0_181425,ANLT0_181425,SETP0_183624,FLW0_183624,ANLT0_183624,bVOC_454625,GASR0_454625,H0_454625,T0_454625,P0_454625,SETP0_453024,FLW0_453024,ANLT0_453024
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,719c743f-19fc-4af4-b12d-20a814fe96d7,cef005ed-135f-4b62-b67e-4518ada868d3,10785512,7542158.5,4419862.5,218321.890625,199576800,198543200,137294832,138185632,1777.8040771484375,3241.34521484375,31486.7578125,34388.09375,41833.69140625,549892.125,8684.7880859375,2959.159912109375,1378.4171142578125,7233.18505859375,11319426,77669.765625,3512908.5,391982.28125,30046.396484375,27832.115234375,1289180160.0,700893760,692577920,1459713536.0,587199616,577388864,105828584,106506632,257458192,156028192,145252864,782417088,113961048,114906312,160.53282165527344,60535.69140625,11667616,6637262.0,40940.71484375,132209280,1022.76904296875,444924.46875,122510328,123511008,12699.833984375,77391.7734375,10101.3193359375,4947.29736328125,65671.5546875,407586.4375,6228.66796875,59868.87109375,56127.33984375,4954385.0,2092891.875,38545.86328125,312772000,314089216,245142544,247369936,4950,27.36263656616211,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67188210,24484,0,46.79251480102539,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 1, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:00:47.979,"{'cid': '56fe3bcb-dd39-4bf3-8ffb-ee5577fd58e0', 'uuid': 'd85eb4e9-190f-478f-a17e-1c4cd9989e09', 'annotationId': '719c743f-19fc-4af4-b12d-20a814fe96d7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524047456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:00:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",200.0,200.09,21470060.0,1388.0,1898.05,22450138.0,1600.0,1558.98,24020116.0,12.0,0.67,22040109.0,0.0,694944.0,55.61,24.46,1015.8,3800.0,3796.96,22340093.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,719c743f-19fc-4af4-b12d-20a814fe96d7,cef005ed-135f-4b62-b67e-4518ada868d3,10819025,7557556.0,4430631.5,217873.828125,199534320,198494288,137376640,138269488,1780.0401611328125,3233.767822265625,31505.447265625,34360.1953125,41667.65234375,539953.5625,8677.248046875,2948.5556640625,1379.6785888671875,7230.45654296875,11320183,77739.015625,3509669.5,391364.5,29953.87890625,27695.890625,1288860160.0,700497344,692111296,1455861376.0,587899392,578123584,105778024,106455496,257258784,156007552,145243824,781334400,113880120,114817088,160.53619384765625,60502.8671875,11653168,6645537.5,40851.40234375,132135880,1023.5513916015624,442611.5,122337488,123336792,12688.365234375,77392.359375,10112.9951171875,4941.072265625,65677.3515625,406961.6875,6224.6728515625,59853.33203125,56227.31640625,4956108.5,2093839.25,38550.90625,313031648,314336864,245049680,247284336,5251,27.44322204589844,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67188210,24484,0,46.79251480102539,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 1, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:00:48.277,"{'cid': '56fe3bcb-dd39-4bf3-8ffb-ee5577fd58e0', 'uuid': 'd85eb4e9-190f-478f-a17e-1c4cd9989e09', 'annotationId': '719c743f-19fc-4af4-b12d-20a814fe96d7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524047456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:00:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",200.0,200.14,21470060.0,1388.0,1738.94,22450138.0,1600.0,1571.01,24020116.0,12.0,4.11,22040109.0,0.0,694944.0,55.61,24.46,1015.8,3800.0,3796.96,22340093.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,719c743f-19fc-4af4-b12d-20a814fe96d7,cef005ed-135f-4b62-b67e-4518ada868d3,10826356,7568133.0,4439263.5,218062.078125,199747824,198705648,137343872,138236304,1782.1619873046875,3238.09228515625,31503.5078125,34379.67578125,41766.921875,541676.4375,8685.689453125,2956.66015625,1381.0142822265625,7246.9111328125,11323709,77804.96875,3509142.5,391780.15625,30112.984375,27830.7265625,1290049024.0,700866624,692390080,1454673664.0,588675456,578874688,105720336,106397768,257529392,156117360,145331408,783686464,113914984,114849552,160.53172302246094,60487.6875,11632370,6646633.0,40311.1953125,131999032,1023.3078002929688,442666.15625,122239696,123237952,12694.689453125,77405.390625,10114.134765625,4957.0205078125,65785.921875,407465.75,6238.9814453125,59904.8984375,56286.41796875,4957089.0,2094345.125,38589.8203125,313099648,314417280,245202896,247446272,5552,27.44322204589844,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67188210,24484,0,46.79251480102539,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 1, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:00:48.578,"{'cid': '56fe3bcb-dd39-4bf3-8ffb-ee5577fd58e0', 'uuid': 'd85eb4e9-190f-478f-a17e-1c4cd9989e09', 'annotationId': '719c743f-19fc-4af4-b12d-20a814fe96d7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524047456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:00:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",200.0,200.18,21470060.0,1388.0,1578.24,22450138.0,1600.0,1583.17,24020116.0,12.0,7.58,22040109.0,0.0,694593.64,55.61,24.46,1015.8,3800.0,3796.96,22340093.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,719c743f-19fc-4af4-b12d-20a814fe96d7,cef005ed-135f-4b62-b67e-4518ada868d3,10827998,7577332.5,4444982.5,217370.296875,199502144,198466752,137263664,138153888,1781.6458740234375,3237.992431640625,31506.57421875,34371.4921875,41560.015625,537138.0625,8694.5341796875,2947.15283203125,1382.0098876953125,7227.25048828125,11324232,77695.765625,3517413.5,393784.53125,30083.810546875,27830.14453125,1288181760.0,701350144,692948928,1451094144.0,589321920,579544960,105669960,106346232,257370016,156146016,145351520,781701440,113869680,114802472,160.53379821777344,60599.98828125,11627371,6646937.5,40627.30078125,132089520,1022.5718994140624,442958.84375,122274848,123270456,12690.0947265625,77414.1875,10116.9375,4976.85400390625,65758.1640625,406788.40625,6231.1552734375,59821.5234375,56323.6484375,4957211.0,2094416.0,38605.7421875,313244352,314566624,244907840,247139984,5853,27.44322204589844,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67188210,24484,0,46.79251480102539,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 1, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:00:48.882,"{'cid': '56fe3bcb-dd39-4bf3-8ffb-ee5577fd58e0', 'uuid': 'd85eb4e9-190f-478f-a17e-1c4cd9989e09', 'annotationId': '719c743f-19fc-4af4-b12d-20a814fe96d7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524047456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:00:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",200.0,200.23,21470060.0,1388.0,1415.93,22450138.0,1600.0,1595.45,24020116.0,12.0,11.09,22040109.0,0.0,693484.18,55.6,24.46,1015.81,3800.0,3796.96,22340093.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,719c743f-19fc-4af4-b12d-20a814fe96d7,cef005ed-135f-4b62-b67e-4518ada868d3,10812240,7589579.0,4456113.0,217276.703125,199241408,198206928,137162048,138047472,1781.297607421875,3244.699462890625,31492.412109375,34350.8984375,41256.3515625,535538.4375,8703.7080078125,2955.57568359375,1382.8209228515625,7223.818359375,11324271,77734.1875,3510416.25,392307.78125,30085.900390625,27886.04296875,1316253696.0,710504896,701748864,1520041088.0,597434240,587414656,105592680,106267840,257515312,156192896,145388080,788426880,113855184,114787680,160.55276489257812,60551.28125,11650373,6642214.5,40400.515625,132078512,1022.6072998046876,442578.71875,122008592,123001720,12695.4521484375,77411.6484375,10113.509765625,4966.32080078125,65838.078125,407793.59375,6239.181640625,59885.36328125,56414.17578125,4957319.0,2093939.75,38635.54296875,313304640,314635520,244561456,246789232,6154,27.28205108642578,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67188210,24484,0,46.79251480102539,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 1, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:00:49.182,"{'cid': '56fe3bcb-dd39-4bf3-8ffb-ee5577fd58e0', 'uuid': 'd85eb4e9-190f-478f-a17e-1c4cd9989e09', 'annotationId': '719c743f-19fc-4af4-b12d-20a814fe96d7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524047456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:00:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",200.0,200.01,21470060.0,1388.0,1386.83,22450138.0,1600.0,1598.25,24020116.0,12.0,11.88,22040109.0,0.0,692389.32,55.59,24.46,1015.81,3800.0,3797.46,22340093.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,719c743f-19fc-4af4-b12d-20a814fe96d7,cef005ed-135f-4b62-b67e-4518ada868d3,10830449,7588100.5,4463138.0,217837.015625,199500752,198452256,137373344,138258880,1782.9112548828125,3238.69677734375,31507.748046875,34379.734375,41398.2734375,530270.6875,8698.470703125,2954.5771484375,1381.668701171875,7231.38134765625,11325461,77721.6171875,3509377.75,392264.5,30119.037109375,27879.87890625,1357632384.0,719841856,710892928,1602274432.0,606636416,596360064,105497208,106171720,257026736,155983760,145220016,788990144,113736800,114668200,160.5546112060547,60529.1171875,11663573,6649683.5,40340.046875,131991864,1023.1248168945312,441766.0625,121914040,122913968,12691.5654296875,77420.3671875,10093.341796875,4971.96044921875,65711.9609375,409594.3125,6239.048828125,59942.52734375,55961.61328125,4958086.5,2094669.0,38631.2734375,313125920,314457056,244686304,246914496,6455,27.36263656616211,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67188210,24484,0,46.79251480102539,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 1, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:00:49.483,"{'cid': '56fe3bcb-dd39-4bf3-8ffb-ee5577fd58e0', 'uuid': 'd85eb4e9-190f-478f-a17e-1c4cd9989e09', 'annotationId': '719c743f-19fc-4af4-b12d-20a814fe96d7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524047456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:00:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",200.0,199.72,21470060.0,1388.0,1387.17,22450138.0,1600.0,1598.37,24020116.0,12.0,11.89,22040109.0,0.0,691290.81,55.58,24.46,1015.82,3800.0,3798.1,22340093.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,719c743f-19fc-4af4-b12d-20a814fe96d7,cef005ed-135f-4b62-b67e-4518ada868d3,10808500,7606260.0,4473893.5,218482.703125,199057504,198019008,137306848,138197808,1774.2850341796875,3238.761962890625,31507.119140625,34358.765625,41093.00390625,511692.65625,8710.6884765625,2951.788818359375,1382.453857421875,7228.55810546875,11325603,77779.7734375,3507934.0,392552.3125,29989.53125,27711.826171875,1399155712.0,729130944,720096960,1698643456.0,616029184,605377536,105398552,106071464,256809600,155856432,145123152,793331584,113670992,114597184,160.54302978515625,60541.4921875,11676123,6654730.0,40629.53125,132012352,1022.6917114257812,442993.625,121884928,122891128,12694.01171875,77414.703125,10141.076171875,4958.28125,65640.8671875,408467.5,6250.16162109375,59957.8984375,56115.859375,4955572.0,2092696.875,38703.09375,312748192,314080832,244372480,246590064,6756,27.44322204589844,29.296703338623047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67188210,24484,0,46.79251480102539,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 1, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:00:49.784,"{'cid': '56fe3bcb-dd39-4bf3-8ffb-ee5577fd58e0', 'uuid': 'd85eb4e9-190f-478f-a17e-1c4cd9989e09', 'annotationId': '719c743f-19fc-4af4-b12d-20a814fe96d7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524047456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:00:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",200.0,199.43,21470060.0,1388.0,1387.5,22450138.0,1600.0,1598.49,24020116.0,12.0,11.89,22040109.0,0.0,690725.13,55.57,24.46,1015.77,3800.0,3798.75,22340093.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,719c743f-19fc-4af4-b12d-20a814fe96d7,cef005ed-135f-4b62-b67e-4518ada868d3,10802031,7602522.5,4477604.5,218815.140625,198788416,197756992,137295376,138184208,1775.1181640625,3232.462890625,31538.453125,34408.7578125,41305.71875,504721.875,8699.9609375,2956.781982421875,1381.5574951171875,7226.5947265625,11325525,77862.4921875,3515632.5,394465.90625,29968.447265625,27741.44921875,1400503424.0,735623872,726562432,1699883392.0,623176448,612199488,105378544,106053944,256278880,155665744,144953712,794494080,113552040,114477464,160.56680297851562,60474.24609375,11669301,6649233.0,40445.609375,131933672,1023.2398681640624,443385.25,121803160,122807752,12695.1328125,77421.7578125,10122.626953125,4964.7001953125,65665.9921875,407774.90625,6232.1943359375,59844.859375,56129.14453125,4955183.5,2091946.75,38687.15625,312418656,313720736,244216368,246424096,7059,27.44322204589844,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67188210,24484,0,46.79251480102539,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 1, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:00:50.087,"{'cid': '56fe3bcb-dd39-4bf3-8ffb-ee5577fd58e0', 'uuid': 'd85eb4e9-190f-478f-a17e-1c4cd9989e09', 'annotationId': '719c743f-19fc-4af4-b12d-20a814fe96d7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524047456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:00:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",200.0,199.62,21470060.0,1388.0,1387.67,22450138.0,1600.0,1598.61,24020116.0,12.0,11.9,22040109.0,0.0,690725.13,55.56,24.46,1015.67,3800.0,3799.37,22340093.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,719c743f-19fc-4af4-b12d-20a814fe96d7,cef005ed-135f-4b62-b67e-4518ada868d3,10810983,7595122.5,4470967.0,219124.15625,198727760,197694320,137373040,138263872,1774.6287841796875,3240.217041015625,31518.810546875,34431.37109375,41146.06640625,500628.0625,8683.9951171875,2953.44287109375,1380.367919921875,7215.3779296875,11325157,77818.53125,3514728.25,394315.53125,30019.482421875,27900.09375,1401006208.0,743049408,733807616,1700614528.0,633307136,621954368,105248128,105922368,256054912,155578192,144850832,797483648,113495312,114424408,160.5555419921875,60586.66796875,11672601,6633684.5,40512.19140625,131960936,1021.9321899414062,444625.9375,121855552,122860376,12702.109375,77447.2890625,10091.9091796875,4961.84619140625,65785.4765625,408879.15625,6252.197265625,60016.78125,56229.14453125,4958541.0,2094737.625,38619.23046875,312582144,313890400,244148224,246357104,7360,27.36263656616211,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67188210,24484,0,46.79251480102539,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 1, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:00:50.392,"{'cid': '56fe3bcb-dd39-4bf3-8ffb-ee5577fd58e0', 'uuid': 'd85eb4e9-190f-478f-a17e-1c4cd9989e09', 'annotationId': '719c743f-19fc-4af4-b12d-20a814fe96d7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524047456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:00:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",200.0,200.34,21470060.0,1388.0,1387.64,22450138.0,1600.0,1598.73,24020116.0,12.0,11.92,22040109.0,0.0,690725.13,55.55,24.45,1015.58,3800.0,3799.97,22340093.0
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,719c743f-19fc-4af4-b12d-20a814fe96d7,cef005ed-135f-4b62-b67e-4518ada868d3,10822490,7596256.5,4468832.0,219083.71875,198384304,197362144,137261424,138150640,1781.773681640625,3237.103515625,31522.396484375,34384.35546875,41257.21875,495387.375,8727.08984375,2950.827392578125,1382.3160400390625,7227.64794921875,11325001,77847.625,3513173.75,393455.46875,30065.197265625,28026.521484375,1402986752.0,750622912,740933248,1695948800.0,644285184,632509888,105116240,105787872,255590528,155328128,144633984,799177088,113395904,114334552,160.54823303222656,60609.24609375,11675136,6630291.5,40105.734375,131893032,1023.664306640625,445378.625,121773144,122775480,12694.9365234375,77433.8359375,10119.7861328125,4961.92822265625,65692.46875,410258.15625,6249.9765625,59929.50390625,56219.03515625,4962403.0,2097676.25,38537.703125,312647584,313942080,244102352,246317280,7659,27.36263656616211,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,67193221,24484,0,45.73743438720703,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 1, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:00:50.688,"{'cid': '56fe3bcb-dd39-4bf3-8ffb-ee5577fd58e0', 'uuid': 'd85eb4e9-190f-478f-a17e-1c4cd9989e09', 'annotationId': '719c743f-19fc-4af4-b12d-20a814fe96d7', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524047456, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:00:47.679Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",200.0,201.05,21470060.0,1388.0,1387.62,22450138.0,1600.0,1598.85,24020116.0,12.0,11.93,22040109.0,0.0,690725.13,55.53,24.45,1015.48,3800.0,3800.55,22340093.0
