component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,SETP0_543024,FLW0_543024,ANLT0_543024,SETP0_183624,FLW0_183624,ANLT0_183624,SETP0_453024,FLW0_453024,ANLT0_453024,SETP0_181425,FLW0_181425,ANLT0_181425,SETP0_094324,FLW0_094324,ANLT0_094324,bVOC_454625,GASR0_454625,H0_454625,T0_454625,P0_454625
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,204b765c-f777-4861-83db-d5a78429aa95,cef005ed-135f-4b62-b67e-4518ada868d3,10438631,7278526.5,4294783.0,211275.96875,157590784,156558368,120040104,120747392,1776.2960205078125,3104.269775390625,30939.76171875,33684.89453125,38959.24609375,415316.78125,8462.458984375,2841.83056640625,1347.0740966796875,7007.025390625,11020356,77025.25,3044425.25,357172.34375,28508.712890625,26934.634765625,888117248,476370688,479993024,1146968320,422753632,416781120,90415112,90955560,213196912,135727952,124710232,798266496,92536896,93442048,160.68272399902344,58195.54296875,9286293,6567181.0,39650.73046875,100778368,988.6043701171876,439324.46875,104542240,105343360,12625.1494140625,77460.1328125,9961.654296875,4849.478515625,63857.71484375,407393.65625,6242.1943359375,58267.55859375,55082.6015625,4935097.5,2088713.25,37602.4765625,236166192,237418752,205069776,206650688,15016,27.28205108642578,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,68096081,24484,0,46.76060104370117,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 7, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:15:58.055,"{'cid': 'd69c1566-f792-4a0b-b34c-ba90f4d299e8', 'uuid': '43d8c15e-93db-4dce-bfd8-9dc4f84bd972', 'annotationId': '204b765c-f777-4861-83db-d5a78429aa95', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524947628, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:15:47.858Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1388.0,1387.73,22450138.0,12.0,11.98,22040109.0,3800.0,3800.82,22340093.0,1600.0,1600.02,24020116.0,200.0,200.25,21470060.0,0.0,662991.83,58.21,24.44,1015.29
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,204b765c-f777-4861-83db-d5a78429aa95,cef005ed-135f-4b62-b67e-4518ada868d3,10494109,7295969.5,4309869.5,211603.5,157714240,156688112,120149456,120862944,1767.416259765625,3098.791748046875,30933.35546875,33659.71484375,39064.19921875,414998.03125,8474.638671875,2844.4033203125,1349.2322998046875,6997.17236328125,11019564,77009.6015625,3042655.0,356802.21875,28605.306640625,26998.796875,892058880,477009856,480580064,1145202944,422774432,416815392,90371040,90910672,213097856,135654288,124645824,798709248,92498640,93404568,160.68280029296875,58201.98828125,9281939,6560094.5,39249.89453125,100780440,988.769287109375,440286.375,104424792,105224568,12629.48828125,77498.84375,9968.4619140625,4845.896484375,63837.25,408226.96875,6242.63623046875,58217.6328125,55215.36328125,4936658.5,2089727.25,37600.05078125,236125264,237394272,205018112,206600896,15317,27.44322204589844,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,68096081,24484,0,46.76060104370117,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 7, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:15:58.355,"{'cid': 'd69c1566-f792-4a0b-b34c-ba90f4d299e8', 'uuid': '43d8c15e-93db-4dce-bfd8-9dc4f84bd972', 'annotationId': '204b765c-f777-4861-83db-d5a78429aa95', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524947628, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:15:47.858Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1388.0,1387.7,22450138.0,12.0,11.97,22040109.0,3800.0,3797.87,22340093.0,1600.0,1600.25,24020116.0,200.0,200.08,21470060.0,0.0,663493.51,58.25,24.44,1015.28
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,204b765c-f777-4861-83db-d5a78429aa95,cef005ed-135f-4b62-b67e-4518ada868d3,10487130,7310812.5,4323517.0,211623.390625,157692816,156667456,120173120,120883952,1768.1612548828125,3103.061279296875,30949.7265625,33643.4140625,39097.578125,414388.875,8457.5078125,2839.020751953125,1348.019287109375,6991.2099609375,11018333,77096.328125,3044318.0,357746.4375,28545.951171875,27027.521484375,896137856,477335904,480874208,1148046464,423151488,417171360,90367848,90907752,213587424,135917440,124878400,796765888,92612760,93520368,160.69969177246094,58237.921875,9268832,6557262.0,38951.48828125,100808312,987.8777465820312,441326.625,104441872,105241960,12634.9619140625,77527.4609375,9952.41015625,4837.87158203125,63650.04296875,409605.25,6253.7783203125,58273.35546875,54839.98828125,4937103.0,2089985.125,37681.1640625,235948144,237218144,204491712,206065104,15620,27.36263656616211,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,68101092,24484,0,45.84947967529297,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 7, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:15:58.663,"{'cid': 'd69c1566-f792-4a0b-b34c-ba90f4d299e8', 'uuid': '43d8c15e-93db-4dce-bfd8-9dc4f84bd972', 'annotationId': '204b765c-f777-4861-83db-d5a78429aa95', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524947628, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:15:47.858Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1388.0,1387.68,22450138.0,12.0,11.97,22040109.0,3800.0,3795.39,22340093.0,1600.0,1600.46,24020116.0,200.0,199.93,21470060.0,0.0,664008.57,58.28,24.44,1015.28
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,204b765c-f777-4861-83db-d5a78429aa95,cef005ed-135f-4b62-b67e-4518ada868d3,10502471,7310742.0,4325210.5,211343.484375,157611808,156590896,120149032,120857096,1769.4442138671875,3106.84619140625,30941.984375,33650.01171875,38996.94921875,413038.34375,8464.1318359375,2840.07763671875,1348.306884765625,6990.64501953125,11016841,77078.828125,3043405.75,357384.125,28556.546875,26910.140625,894787648,477422592,481007456,1152685440,423035648,417007488,90342304,90881016,213387984,135852144,124836912,797479232,92606784,93517256,160.68788146972656,58202.171875,9263605,6558100.5,39477.2578125,100830848,988.80908203125,442203.46875,104558944,105360240,12626.08203125,77500.875,9967.70703125,4821.39794921875,63881.2734375,409855.46875,6233.98876953125,58155.86328125,54890.94921875,4936149.5,2089178.25,37593.70703125,235566880,236857600,204177680,205756784,15919,27.36263656616211,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,68101092,24484,0,45.84947967529297,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 7, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:15:58.954,"{'cid': 'd69c1566-f792-4a0b-b34c-ba90f4d299e8', 'uuid': '43d8c15e-93db-4dce-bfd8-9dc4f84bd972', 'annotationId': '204b765c-f777-4861-83db-d5a78429aa95', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524947628, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:15:47.858Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1388.0,1387.69,22450138.0,12.0,11.98,22040109.0,3800.0,3798.11,22340093.0,1600.0,1600.18,24020116.0,200.0,200.02,21470060.0,0.0,664495.2,58.32,24.44,1015.27
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,204b765c-f777-4861-83db-d5a78429aa95,cef005ed-135f-4b62-b67e-4518ada868d3,10532715,7307885.5,4320122.0,211088.09375,157300640,156286608,119986808,120695120,1772.7296142578125,3108.959228515625,30942.576171875,33616.765625,38733.6640625,411863.3125,8461.21875,2831.070068359375,1349.2373046875,6981.06396484375,11015091,77145.25,3042003.0,357060.25,28610.849609375,27063.58984375,893820928,476767072,480359168,1166048256,423066592,417025920,90323280,90862792,213166816,135728176,124746376,798790912,92557888,93469120,160.67507934570312,58279.734375,9260884,6562348.0,39389.62890625,100776600,989.8312377929688,441837.34375,104612952,105414656,12631.5126953125,77523.6484375,9974.9697265625,4847.73046875,63928.95703125,411694.875,6221.95849609375,58166.75390625,54965.75390625,4939259.5,2091947.375,37636.48046875,235569664,236857152,204190976,205762192,16220,27.44322204589844,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,68101092,24484,0,45.84947967529297,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 7, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:15:59.255,"{'cid': 'd69c1566-f792-4a0b-b34c-ba90f4d299e8', 'uuid': '43d8c15e-93db-4dce-bfd8-9dc4f84bd972', 'annotationId': '204b765c-f777-4861-83db-d5a78429aa95', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524947628, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:15:47.858Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1388.0,1387.7,22450138.0,12.0,12.0,22040109.0,3800.0,3800.92,22340093.0,1600.0,1599.9,24020116.0,200.0,200.11,21470060.0,0.0,664007.71,58.35,24.44,1015.28
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,204b765c-f777-4861-83db-d5a78429aa95,cef005ed-135f-4b62-b67e-4518ada868d3,10521736,7310095.5,4323573.0,210976.3125,157157664,156139824,119871960,120579952,1773.9713134765625,3103.14697265625,30946.373046875,33630.2109375,38853.03515625,415429.25,8459.341796875,2839.36572265625,1349.3590087890625,6980.41162109375,11013260,77093.359375,3039415.0,356168.53125,28649.685546875,27090.376953125,894940864,475881280,479556160,1168662656,423229728,417217632,90331360,90872824,213171360,135780720,124785368,801149696,92549000,93461016,160.69895935058594,58248.1484375,9256019,6569806.5,39576.796875,100848224,990.2125854492188,441885.03125,104722360,105524760,12636.4775390625,77536.6796875,9958.36328125,4855.0029296875,63820.30859375,410778.125,6245.53076171875,58147.46484375,54989.03515625,4943939.0,2095871.0,37677.60546875,235532000,236806736,204155776,205745872,16521,27.36263656616211,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,68101092,24484,0,45.84947967529297,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 7, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:15:59.558,"{'cid': 'd69c1566-f792-4a0b-b34c-ba90f4d299e8', 'uuid': '43d8c15e-93db-4dce-bfd8-9dc4f84bd972', 'annotationId': '204b765c-f777-4861-83db-d5a78429aa95', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524947628, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:15:47.858Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1388.0,1387.72,22450138.0,12.0,12.01,22040109.0,3800.0,3803.76,22340093.0,1600.0,1599.61,24020116.0,200.0,200.21,21470060.0,0.0,663500.14,58.39,24.44,1015.29
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,204b765c-f777-4861-83db-d5a78429aa95,cef005ed-135f-4b62-b67e-4518ada868d3,10540214,7297690.5,4313729.5,210874.40625,157258192,156236128,119940984,120649360,1771.886474609375,3107.828125,30946.373046875,33652.62109375,39177.71484375,437162.375,8448.61328125,2835.404541015625,1351.2965087890625,6979.65576171875,11010782,77048.234375,3038183.75,356222.40625,28714.47265625,27116.056640625,894520192,476001120,479626816,1162876288,423467904,417452672,90328944,90870656,212975680,135843072,124804640,802251904,92490184,93400744,160.677734375,58189.79296875,9250126,6569703.0,39671.375,100900688,987.5130004882812,441753.875,104725120,105526024,12638.2646484375,77532.453125,9974.0234375,4847.19287109375,63921.46484375,411121.46875,6225.712890625,58059.8046875,54782.1328125,4947577.0,2098819.25,37684.23046875,235522096,236809120,204237232,205830784,16822,27.201465606689453,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,68101092,24484,0,45.84947967529297,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 7, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:15:59.859,"{'cid': 'd69c1566-f792-4a0b-b34c-ba90f4d299e8', 'uuid': '43d8c15e-93db-4dce-bfd8-9dc4f84bd972', 'annotationId': '204b765c-f777-4861-83db-d5a78429aa95', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524947628, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:15:47.858Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1388.0,1387.73,22450138.0,12.0,12.01,22040109.0,3800.0,3802.39,22340093.0,1600.0,1599.55,24020116.0,200.0,199.79,21470060.0,0.0,662995.92,58.42,24.44,1015.3
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,204b765c-f777-4861-83db-d5a78429aa95,cef005ed-135f-4b62-b67e-4518ada868d3,10591049,7291577.0,4307128.0,211238.734375,157370752,156346528,120014648,120723008,1768.3253173828125,3094.687255859375,30933.658203125,33624.6875,39055.328125,430386.9375,8472.115234375,2836.79150390625,1349.277099609375,6971.4619140625,11008979,77163.2265625,3034438.75,355215.40625,28672.46875,27021.029296875,895147904,475843392,479359296,1164471296,423848736,417787200,90338424,90879384,213136992,135972224,124902248,805000064,92513360,93425728,160.68968200683594,58228.6875,9249893,6549104.0,39747.84765625,100939448,989.572265625,441790.75,104634784,105432728,12635.193359375,77499.578125,9962.697265625,4849.2314453125,63848.4375,410346.75,6365.0380859375,58541.80859375,54712.0859375,4948548.0,2100346.5,37687.1015625,235669424,236968512,204392240,205989072,17123,27.36263656616211,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,68101092,24484,0,45.84947967529297,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 7, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:16:00.160,"{'cid': 'd69c1566-f792-4a0b-b34c-ba90f4d299e8', 'uuid': '43d8c15e-93db-4dce-bfd8-9dc4f84bd972', 'annotationId': '204b765c-f777-4861-83db-d5a78429aa95', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524947628, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:15:47.858Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1388.0,1387.74,22450138.0,12.0,12.0,22040109.0,3800.0,3799.36,22340093.0,1600.0,1599.6,24020116.0,200.0,199.12,21470060.0,0.0,662488.75,58.45,24.44,1015.31
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,204b765c-f777-4861-83db-d5a78429aa95,cef005ed-135f-4b62-b67e-4518ada868d3,10616747,7288635.5,4305063.0,211032.578125,157354272,156331792,119981696,120688800,1767.361328125,3098.041015625,30918.14453125,33632.1875,38995.6328125,424632.4375,8464.4345703125,2830.815673828125,1348.94873046875,6987.88623046875,11007913,77102.9921875,3034814.0,356118.1875,28611.525390625,26999.76953125,892028736,475629792,479040448,1153098624,424194400,418111072,90343760,90883160,213195648,135969152,124894864,806254976,92529224,93443056,160.68890380859375,58244.40625,9255942,6554838.5,39507.98828125,100907080,990.0360717773438,441263.5,104585184,105380392,12633.9580078125,77547.296875,9956.9931640625,4844.5712890625,64016.97265625,410371.71875,6359.47119140625,58566.9296875,54615.421875,4950995.5,2102909.0,37697.41015625,235905392,237203488,204603744,206211200,17424,27.28205108642578,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,68101092,24484,0,45.84947967529297,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 7, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:16:00.460,"{'cid': 'd69c1566-f792-4a0b-b34c-ba90f4d299e8', 'uuid': '43d8c15e-93db-4dce-bfd8-9dc4f84bd972', 'annotationId': '204b765c-f777-4861-83db-d5a78429aa95', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524947628, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:15:47.858Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1388.0,1387.75,22450138.0,12.0,12.0,22040109.0,3800.0,3796.34,22340093.0,1600.0,1599.65,24020116.0,200.0,198.45,21470060.0,0.0,661966.99,58.49,24.44,1015.31
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,204b765c-f777-4861-83db-d5a78429aa95,cef005ed-135f-4b62-b67e-4518ada868d3,10653813,7280521.5,4298536.0,211095.828125,157392688,156371152,119958784,120663440,1771.4210205078125,3100.96240234375,30939.94921875,33622.9765625,39172.44140625,428411.15625,8462.55078125,2836.2392578125,1349.781005859375,6977.15283203125,11005647,77139.671875,3033040.75,355925.59375,28718.03125,27038.521484375,895809152,475999680,479390144,1171526144,424621696,418555136,90330168,90869600,213166656,135934592,124861696,806522304,92579640,93495048,160.697021484375,58165.37109375,9267347,6551735.5,39084.609375,100883248,988.1979370117188,440972.03125,104424408,105215576,12642.2490234375,77519.3359375,9959.615234375,4839.35107421875,64000.78125,411211.46875,6240.935546875,58258.67578125,54738.1328125,4954193.0,2105333.5,37689.51953125,235881728,237177312,204599984,206206848,17725,27.201465606689453,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,68101092,24484,0,45.84947967529297,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 7, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:16:00.760,"{'cid': 'd69c1566-f792-4a0b-b34c-ba90f4d299e8', 'uuid': '43d8c15e-93db-4dce-bfd8-9dc4f84bd972', 'annotationId': '204b765c-f777-4861-83db-d5a78429aa95', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524947628, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:15:47.858Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1388.0,1387.77,22450138.0,12.0,12.0,22040109.0,3800.0,3795.01,22340093.0,1600.0,1599.79,24020116.0,200.0,198.14,21470060.0,0.0,661445.22,58.52,24.44,1015.3
0000000063-4125-asu-nz,0000000018-3024-oms-nz,AmbientSamplingRFC,204b765c-f777-4861-83db-d5a78429aa95,cef005ed-135f-4b62-b67e-4518ada868d3,10653404,7291488.5,4308585.5,210998.421875,157414624,156382640,119953888,120654104,1768.7069091796875,3103.26611328125,30921.51953125,33601.42578125,39142.546875,426563.875,8455.1025390625,2835.127685546875,1348.841796875,6982.52685546875,11004573,77200.375,3032678.0,356058.90625,28619.306640625,26965.859375,899476096,476455488,479837312,1166769664,424495392,418425056,90254504,90792528,213252032,136022960,124898752,804972032,92644848,93561720,160.68772888183594,58142.16015625,9260994,6536181.0,39243.5625,100825440,989.9091796875,441788.15625,104313944,105106152,12639.171875,77492.484375,9953.9931640625,4835.17431640625,64090.359375,411210.75,6250.5263671875,58456.96875,54751.640625,4953692.5,2105399.0,37673.484375,236080944,237396016,204844112,206450064,18026,27.44322204589844,29.296703338623047,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,UNKNOWN,0,0,0,0,68101092,24484,0,45.84947967529297,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5Cylinder25ppmRecoveryOffCopy1-100ppb-14RH-75ccm-Anthony-Q126', 'Trial_Details': {'RH': 0, 'group': 7, 'detail': 'N/A', 'trialnum': 7, 'TrialName': 'MUX off', 'identifier': '6MICN', 'Concentration': 0}, 'Experiment_Rig': 'DA3'}",,2026-02-19 18:16:01.065,"{'cid': 'd69c1566-f792-4a0b-b34c-ba90f4d299e8', 'uuid': '43d8c15e-93db-4dce-bfd8-9dc4f84bd972', 'annotationId': '204b765c-f777-4861-83db-d5a78429aa95', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1771524947628, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-02-19T18:15:47.858Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1388.0,1387.79,22450138.0,12.0,12.0,22040109.0,3800.0,3796.73,22340093.0,1600.0,1600.1,24020116.0,200.0,198.6,21470060.0,0.0,660914.77,58.55,24.44,1015.3
