component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,SETP0_184324,FLW0_184324,ANLT0_184324,SETP0_813024,FLW0_813024,ANLT0_813024,SETP0_184225,FLW0_184225,ANLT0_184225,FLW0_181225,T0_093225,H0_093225,SETP0_364625,FLW0_364625,ANLT0_364625,SETP0_454625,FLW0_454625,ANLT0_454625
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,fd695798-33cd-409f-bcbc-ad5a33adccac,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,455.2908630371094,597.1587524414062,5030.806640625,5449.0009765625,5439.81689453125,5422.28662109375,7434.18115234375,6600.19873046875,206.4918975830078,179513200,3136.67822265625,23680.154296875,196.78273010253903,2354.367431640625,2526.637939453125,2742.803466796875,151.55148315429688,2763.6376953125,2281.303955078125,13145.5859375,137032.703125,70932.9765625,26990.447265625,21533.955078125,107.2748031616211,117.28264617919922,756.8619384765625,434.0055847167969,211.19488525390625,1010.8631591796876,294.7370300292969,139.5137176513672,469.6796875,396.6833801269531,422.5990295410156,267.7189636230469,2518.64111328125,2178.209228515625,709.1340942382812,808.856689453125,345.5890197753906,25051.29296875,13922.3740234375,7613.95654296875,1891.397216796875,176695760,1189.566650390625,458.6535339355469,65379.53515625,65567.2421875,59582.23828125,79539.0703125,325.9730224609375,20971.267578125,356.7022399902344,295.30645751953125,21101.36328125,23071.78515625,20636.861328125,22671.26953125,9267.294921875,8813.515625,8402.044921875,7736.560546875,8479,27.120880126953125,28.97435760498047,0,0,0,0,0,0,0,0,0,0,0,1,23.487207412719727,19.349401473999023,992.0232543945312,303970.3125,4.088891506195068,0,13899415,True,BME690,31556,0,0,0,13895617,24484,0,32.34207534790039,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 33, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:35:21.509,"{'cid': '0b8d730c-02ee-48d4-98b4-9fdcbb317ffc', 'uuid': '3d49e411-7011-48b1-a6c4-c4141630c73a', 'annotationId': 'fd695798-33cd-409f-bcbc-ad5a33adccac', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682520928, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:35:21.150Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1385.0,1382.8,21470046.0,1600.0,1594.4,22450161.0,15.0,14.87,22160332.0,-0.01,22.76,17.33,300.0,296.0,000000000DFEC3B8,3700.0,3698.83,000000000DFEC3B1
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,fd695798-33cd-409f-bcbc-ad5a33adccac,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,455.99658203125,597.072021484375,5030.8798828125,5448.7294921875,5439.818359375,5422.8681640625,7434.11376953125,6600.6630859375,206.522216796875,179528928,3135.380126953125,23574.982421875,196.8035430908203,2357.203369140625,2539.6298828125,2737.744384765625,151.58456420898438,2751.587646484375,2282.39501953125,13138.205078125,137050.921875,70945.1484375,26992.78515625,21535.24609375,107.36373138427734,117.27140045166016,755.5781860351562,434.1668701171875,211.2368011474609,1009.1808471679688,294.6717834472656,139.49420166015625,469.7066040039063,396.694580078125,422.6509094238281,267.6849670410156,2519.569580078125,2178.130126953125,709.1111450195312,808.8877563476562,345.45556640625,25014.28125,13924.0615234375,7614.845703125,1891.1158447265625,177038224,1189.0450439453125,458.67767333984375,65391.015625,65561.1484375,59576.34375,79534.8203125,326.1985168457031,21217.5390625,356.6209716796875,295.0361328125,21105.953125,23071.18359375,20636.310546875,22670.333984375,9267.2333984375,8811.5302734375,8402.0146484375,7736.275390625,8780,27.201465606689453,28.97435760498047,0,0,0,0,0,0,0,0,0,0,0,1,23.487873077392575,19.355308532714844,992.023193359375,303126.75,4.090294361114502,0,13899855,True,BME690,31557,0,0,0,13895617,24484,0,32.34207534790039,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 33, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:35:21.811,"{'cid': '0b8d730c-02ee-48d4-98b4-9fdcbb317ffc', 'uuid': '3d49e411-7011-48b1-a6c4-c4141630c73a', 'annotationId': 'fd695798-33cd-409f-bcbc-ad5a33adccac', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682520928, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:35:21.150Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1385.0,1382.8,21470046.0,1600.0,1594.4,22450161.0,15.0,14.87,22160332.0,-0.01,22.76,17.33,300.0,296.0,000000000DFEC3B8,3700.0,3698.83,000000000DFEC3B1
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,fd695798-33cd-409f-bcbc-ad5a33adccac,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,456.1648254394531,596.8135375976562,5030.03662109375,5448.84228515625,5440.02099609375,5422.8349609375,7434.96435546875,6601.08447265625,206.46131896972656,180963808,3137.72607421875,23512.560546875,196.79466247558597,2368.8544921875,2534.388916015625,2734.85302734375,151.63314819335938,2757.232177734375,2277.87890625,13204.1767578125,137025.96875,70925.6328125,26993.15625,21533.365234375,107.3691177368164,117.29109954833984,755.7779541015625,434.2532653808594,211.13961791992188,1009.5328979492188,294.7340087890625,139.51583862304688,469.6890258789063,396.6770629882813,422.5398864746094,267.6543273925781,2518.827880859375,2178.59521484375,709.1358032226562,808.8617553710938,345.63250732421875,24964.9296875,13923.15234375,7614.88818359375,1888.9268798828125,177026512,1190.218994140625,458.8522338867188,65389.90234375,65570.7890625,59575.8359375,79526.875,326.70562744140625,21156.41796875,356.6341857910156,295.0985107421875,21100.65625,23072.37890625,20636.109375,22670.9453125,9266.86328125,8812.705078125,8401.4169921875,7735.53271484375,9084,27.201465606689453,29.0549430847168,0,0,0,0,0,0,0,0,0,0,0,1,23.487873077392575,19.36124992370605,992.023193359375,304606.09375,4.091549396514893,0,13900295,True,BME690,31558,0,0,0,13895617,24484,0,32.34207534790039,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 33, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:35:22.115,"{'cid': '0b8d730c-02ee-48d4-98b4-9fdcbb317ffc', 'uuid': '3d49e411-7011-48b1-a6c4-c4141630c73a', 'annotationId': 'fd695798-33cd-409f-bcbc-ad5a33adccac', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682520928, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:35:21.150Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1385.0,1383.03,21470046.0,1600.0,1594.57,22450161.0,15.0,14.88,22160332.0,-0.01,22.76,17.35,300.0,296.0,000000000DFEC3B8,3700.0,3698.83,000000000DFEC3B1
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,fd695798-33cd-409f-bcbc-ad5a33adccac,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,455.7020263671875,597.247802734375,5030.3916015625,5449.61083984375,5441.525390625,5422.654296875,7434.69775390625,6600.64599609375,206.57229614257807,180947184,3141.937255859375,23561.126953125,196.73683166503903,2358.123291015625,2533.623046875,2740.40283203125,151.58123779296875,2765.8037109375,2282.724853515625,13153.4072265625,137003.671875,70916.0234375,26990.873046875,21538.359375,107.329833984375,117.29888916015624,756.5526733398438,433.87799072265625,211.2079162597656,1010.9934692382812,294.7843933105469,139.50392150878906,469.6783447265625,396.642578125,422.5913391113281,267.6501770019531,2518.469970703125,2179.04150390625,709.0775146484375,808.8544311523438,345.5984191894531,24894.125,13920.298828125,7614.2578125,1889.03564453125,176677376,1187.7635498046875,458.3916931152344,65384.8046875,65570.203125,59573.16796875,79529.015625,326.2440185546875,21181.705078125,356.3312683105469,294.6292419433594,21107.810546875,23076.994140625,20636.4921875,22670.87890625,9269.083984375,8809.6337890625,8401.56640625,7735.5390625,9382,27.201465606689453,29.0549430847168,0,0,0,0,0,0,0,0,0,0,0,1,23.487873077392575,19.36124992370605,992.023193359375,304606.09375,4.091549396514893,0,13900295,True,BME690,31558,0,0,0,13895617,24484,0,32.34207534790039,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 33, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:35:22.413,"{'cid': '0b8d730c-02ee-48d4-98b4-9fdcbb317ffc', 'uuid': '3d49e411-7011-48b1-a6c4-c4141630c73a', 'annotationId': 'fd695798-33cd-409f-bcbc-ad5a33adccac', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682520928, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:35:21.150Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1385.0,1383.29,21470046.0,1600.0,1594.76,22450161.0,15.0,14.89,22160332.0,-0.01,22.76,17.38,300.0,296.0,000000000DFEC3B8,3700.0,3698.83,000000000DFEC3B1
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,fd695798-33cd-409f-bcbc-ad5a33adccac,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,455.9357604980469,597.1378784179688,5031.4033203125,5449.42138671875,5440.37060546875,5422.87744140625,7435.20654296875,6600.6298828125,206.58973693847656,180998608,3136.91943359375,23529.134765625,196.83392333984372,2353.376220703125,2533.37451171875,2739.85888671875,151.6540985107422,2753.373291015625,2281.865966796875,13237.01953125,136989.46875,70899.203125,26990.83984375,21535.462890625,107.35591888427734,117.30609130859376,755.4365234375,433.9342956542969,211.22218322753903,1008.1372680664062,294.7880249023437,139.544677734375,469.7054748535156,396.6615295410156,422.5942077636719,267.6461486816406,2518.765625,2178.84521484375,709.1201171875,808.9295043945312,345.6565246582031,24896.353515625,13922.8125,7614.63427734375,1893.025146484375,176511040,1189.4749755859375,459.2365417480469,65380.03515625,65572.5859375,59573.734375,79529.109375,326.28924560546875,21169.09375,356.2538452148437,295.1536560058594,21105.36328125,23074.529296875,20635.982421875,22669.66015625,9267.1796875,8812.0302734375,8402.1279296875,7736.1806640625,9683,27.201465606689453,29.0549430847168,0,0,0,0,0,0,0,0,0,0,0,1,23.48820686340332,19.36123275756836,992.0239868164062,304606.09375,4.091622829437256,0,13900735,True,BME690,31559,0,0,0,13900651,24484,0,32.51024627685547,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 33, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:35:22.715,"{'cid': '0b8d730c-02ee-48d4-98b4-9fdcbb317ffc', 'uuid': '3d49e411-7011-48b1-a6c4-c4141630c73a', 'annotationId': 'fd695798-33cd-409f-bcbc-ad5a33adccac', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682520928, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:35:21.150Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1385.0,1383.55,21470046.0,1600.0,1594.96,22450161.0,15.0,14.91,22160332.0,-0.01,22.76,17.41,300.0,296.0,000000000DFEC3B8,3700.0,3698.83,000000000DFEC3B1
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,fd695798-33cd-409f-bcbc-ad5a33adccac,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,455.3547058105469,597.30908203125,5030.31201171875,5449.2021484375,5440.40087890625,5422.673828125,7434.7841796875,6599.9765625,206.4601287841797,179348576,3135.640625,23406.2109375,196.8328857421875,2358.96923828125,2532.000732421875,2748.37890625,151.66685485839844,2758.49365234375,2284.629150390625,13154.7890625,137001.6875,70910.3203125,26985.189453125,21541.037109375,107.33210754394533,117.30742645263672,755.8316650390625,433.5936279296875,211.18624877929688,1009.0421142578124,294.89215087890625,139.49851989746094,469.7098083496094,396.6000061035156,422.6617431640625,267.6768493652344,2518.989990234375,2178.189208984375,709.0289306640625,808.8930053710938,345.6164245605469,24920.501953125,13920.2138671875,7613.69189453125,1896.578125,176501120,1188.927490234375,459.0714111328125,65389.39453125,65565.5703125,59580.25,79530.65625,326.1246643066406,21167.259765625,356.3038330078125,295.1201171875,21106.380859375,23073.1796875,20636.4296875,22669.2890625,9268.0927734375,8804.9892578125,8402.224609375,7735.921875,9984,27.201465606689453,29.21611785888672,0,0,0,0,0,0,0,0,0,0,0,1,23.48820686340332,19.35529327392578,991.94482421875,303758.96875,4.090367794036865,0,13901175,True,BME690,31560,0,0,0,13900651,24484,0,32.51024627685547,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 33, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:35:23.016,"{'cid': '0b8d730c-02ee-48d4-98b4-9fdcbb317ffc', 'uuid': '3d49e411-7011-48b1-a6c4-c4141630c73a', 'annotationId': 'fd695798-33cd-409f-bcbc-ad5a33adccac', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682520928, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:35:21.150Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1385.0,1383.72,21470046.0,1600.0,1595.15,22450161.0,15.0,14.92,22160332.0,-0.01,22.76,17.44,300.0,296.83,000000000DFEC3B8,3700.0,3698.23,000000000DFEC3B1
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,fd695798-33cd-409f-bcbc-ad5a33adccac,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,455.76605224609375,597.2180786132812,5030.26025390625,5448.94921875,5440.07080078125,5422.71337890625,7434.724609375,6599.80908203125,206.45855712890625,179559040,3139.72021484375,23484.2578125,196.90081787109372,2358.6962890625,2540.941650390625,2746.08203125,151.65048217773438,2763.807373046875,2282.714111328125,13183.4462890625,136981.46875,70903.609375,26987.052734375,21539.9296875,107.39810943603516,117.28036499023438,755.532958984375,434.0471801757813,211.17703247070312,1011.2771606445312,294.8216857910156,139.52285766601562,469.6920776367188,396.67486572265625,422.5336608886719,267.6751403808594,2519.552001953125,2178.67529296875,709.0208740234375,808.8764038085938,345.6265869140625,24937.15234375,13919.419921875,7614.6162109375,1893.3668212890625,176368336,1186.6123046875,458.6130981445313,65391.4453125,65563.734375,59575.12890625,79535.2109375,326.05419921875,21120.935546875,356.1195373535156,295.3263854980469,21107.83984375,23072.9921875,20636.189453125,22669.939453125,9270.779296875,8809.140625,8402.8701171875,7735.966796875,10286,27.28205108642578,29.0549430847168,0,0,0,0,0,0,0,0,0,0,0,1,23.48820686340332,19.35529327392578,991.94482421875,303758.96875,4.090367794036865,0,13901175,True,BME690,31560,0,0,0,13900651,24484,0,32.51024627685547,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 33, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:35:23.320,"{'cid': '0b8d730c-02ee-48d4-98b4-9fdcbb317ffc', 'uuid': '3d49e411-7011-48b1-a6c4-c4141630c73a', 'annotationId': 'fd695798-33cd-409f-bcbc-ad5a33adccac', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682520928, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:35:21.150Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1385.0,1383.79,21470046.0,1600.0,1595.35,22450161.0,15.0,14.93,22160332.0,-0.01,22.76,17.46,300.0,298.51,000000000DFEC3B8,3700.0,3696.99,000000000DFEC3B1
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,fd695798-33cd-409f-bcbc-ad5a33adccac,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,455.9657287597656,596.90283203125,5029.986328125,5448.98388671875,5439.9609375,5422.7919921875,7434.15771484375,6600.01123046875,206.5003967285156,179690592,3134.680419921875,23431.46875,196.91004943847656,2367.629150390625,2540.19189453125,2751.334228515625,151.6556396484375,2753.02734375,2282.9833984375,13271.75,136999.40625,70918.0390625,26987.033203125,21541.265625,107.35063934326172,117.3042221069336,756.0864868164062,433.7961730957031,211.20553588867188,1011.7356567382812,294.6793518066406,139.54019165039062,469.6543273925781,396.6060180664063,422.612060546875,267.6327514648437,2519.867919921875,2178.45556640625,709.03369140625,808.8563842773438,345.69989013671875,24918.068359375,13923.0498046875,7614.1826171875,1889.252197265625,176155040,1187.4410400390625,458.6966857910156,65384.5234375,65567.6640625,59574.64453125,79529.71875,326.24102783203125,21117.435546875,356.5391540527344,295.10748291015625,21105.7421875,23070.80859375,20635.8203125,22669.0,9266.9306640625,8809.3681640625,8401.6748046875,7736.52685546875,10587,27.120880126953125,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,23.48853874206543,19.35527610778809,991.8780517578124,304181.9375,4.090442657470703,0,13901616,True,BME690,31561,0,0,0,13900651,24484,0,32.51024627685547,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 33, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:35:23.618,"{'cid': '0b8d730c-02ee-48d4-98b4-9fdcbb317ffc', 'uuid': '3d49e411-7011-48b1-a6c4-c4141630c73a', 'annotationId': 'fd695798-33cd-409f-bcbc-ad5a33adccac', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682520928, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:35:21.150Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1385.0,1383.86,21470046.0,1600.0,1595.54,22450161.0,15.0,14.94,22160332.0,-0.01,22.76,17.47,300.0,300.16,000000000DFEC3B8,3700.0,3695.78,000000000DFEC3B1
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,fd695798-33cd-409f-bcbc-ad5a33adccac,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,455.9534912109375,596.920654296875,5030.99267578125,5448.86572265625,5439.8583984375,5422.48828125,7434.69140625,6600.45068359375,206.57481384277344,179900432,3144.0185546875,23421.73828125,196.90945434570312,2357.535888671875,2533.39892578125,2747.75439453125,151.5869903564453,2755.096923828125,2280.2568359375,13248.8916015625,137004.84375,70939.0390625,26991.837890625,21543.31640625,107.35050201416016,117.27330017089844,755.662841796875,433.7040100097656,211.1932830810547,1011.945068359375,294.7696533203125,139.5092010498047,469.5924377441406,396.6667785644531,422.6606750488281,267.6703796386719,2518.736328125,2177.794677734375,709.0350952148438,808.8904418945312,345.6557312011719,24923.291015625,13923.796875,7614.087890625,1896.712646484375,176402544,1189.5074462890625,458.9043884277344,65390.07421875,65566.03125,59575.1875,79522.1796875,326.335205078125,21093.9609375,356.58807373046875,294.9560241699219,21105.76171875,23070.423828125,20637.416015625,22668.98046875,9268.919921875,8812.08984375,8402.2353515625,7736.244140625,10888,27.28205108642578,29.0549430847168,0,0,0,0,0,0,0,0,0,0,0,1,23.48887252807617,19.35525894165039,991.816162109375,303970.3125,4.090516090393066,0,13902056,True,BME690,31562,0,0,0,13900651,24484,0,32.51024627685547,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 33, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:35:23.922,"{'cid': '0b8d730c-02ee-48d4-98b4-9fdcbb317ffc', 'uuid': '3d49e411-7011-48b1-a6c4-c4141630c73a', 'annotationId': 'fd695798-33cd-409f-bcbc-ad5a33adccac', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682520928, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:35:21.150Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1385.0,1384.02,21470046.0,1600.0,1595.73,22450161.0,15.0,14.96,22160332.0,-0.02,22.76,17.49,300.0,301.15,000000000DFEC3B8,3700.0,3694.93,000000000DFEC3B1
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,fd695798-33cd-409f-bcbc-ad5a33adccac,e02ff64d-ff3e-41cd-bab8-4c2fe9034b70,455.8251647949219,597.1532592773438,5031.01220703125,5449.53564453125,5439.6201171875,5422.4892578125,7434.19091796875,6600.07666015625,206.4639129638672,179821408,3149.935302734375,23290.90625,196.8504638671875,2363.275390625,2542.640625,2746.5654296875,151.60165405273438,2754.306396484375,2286.492919921875,13278.7978515625,136983.1875,70916.3515625,26988.107421875,21540.380859375,107.30575561523438,117.31159973144533,755.2841186523438,434.0177307128906,211.2108459472656,1009.8076782226562,294.86785888671875,139.54197692871094,469.634521484375,396.62786865234375,422.6385192871094,267.6474914550781,2518.7529296875,2178.346923828125,708.98681640625,808.81982421875,345.579833984375,24961.673828125,13925.1259765625,7614.74267578125,1893.53759765625,176698976,1188.7861328125,458.5783996582031,65389.07421875,65560.5546875,59570.546875,79523.5859375,326.0193786621094,21253.45703125,356.564453125,295.4441833496094,21105.859375,23074.099609375,20636.62109375,22669.470703125,9266.392578125,8810.3974609375,8402.044921875,7736.45166015625,11189,27.28205108642578,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,23.48887252807617,19.35525894165039,991.816162109375,303970.3125,4.090516090393066,0,13902056,True,BME690,31562,0,0,0,13900651,24484,0,32.51024627685547,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-5ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 33, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:35:24.221,"{'cid': '0b8d730c-02ee-48d4-98b4-9fdcbb317ffc', 'uuid': '3d49e411-7011-48b1-a6c4-c4141630c73a', 'annotationId': 'fd695798-33cd-409f-bcbc-ad5a33adccac', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682520928, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:35:21.150Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1385.0,1384.56,21470046.0,1600.0,1595.93,22450161.0,15.0,14.97,22160332.0,-0.02,22.75,17.49,300.0,298.66,000000000DFEC3B8,3700.0,3696.29,000000000DFEC3B1
