component_sn,sn,d,t,T0,H0,event_name
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:22.750Z,E,22.34,15.97,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:23.805Z,E,22.32,15.97,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:24.811Z,E,22.33,15.97,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:25.818Z,E,22.34,15.99,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:26.824Z,E,22.34,16.07,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:27.830Z,E,22.34,16.06,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:28.837Z,E,22.34,16.05,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:29.843Z,E,22.34,16.07,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:30.849Z,E,22.34,16.1,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:31.855Z,E,22.35,16.13,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:32.860Z,E,22.32,16.08,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:33.867Z,E,22.36,16.09,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:34.921Z,E,22.33,16.05,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:35.926Z,E,22.35,16.02,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:36.934Z,E,22.34,16.05,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:37.940Z,E,22.35,16.06,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:38.946Z,E,22.34,16.04,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:39.952Z,E,22.35,16.03,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:40.957Z,E,22.32,16.06,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:15:41.963Z,E,22.34,16.02,AmbientSamplingRFC
