component_sn,sn,d,t,T0,H0,event_name
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:29.496Z,E,23.21,15.64,pre-baseline
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:30.502Z,E,23.21,15.62,cleaningRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:31.509Z,E,23.21,15.6,cleaningRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:32.516Z,E,23.22,15.62,cleaningRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:33.522Z,E,23.21,15.51,cleaningRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:34.527Z,E,23.19,15.54,cleaningRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:35.586Z,E,23.19,15.55,cleaningRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:36.592Z,E,23.21,15.55,cleaningRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:37.598Z,E,23.19,15.53,cleaningRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:38.604Z,E,23.18,15.56,cleaningRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:39.610Z,E,23.22,15.53,cleaningRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:40.616Z,E,23.2,15.56,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:41.622Z,E,23.19,15.57,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:42.629Z,E,23.2,15.58,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:43.634Z,E,23.2,15.54,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:44.639Z,E,23.19,15.55,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:45.695Z,E,23.17,15.56,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:46.701Z,E,23.2,15.54,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:47.707Z,E,23.2,15.59,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:48.713Z,E,23.18,15.55,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:49.720Z,E,23.21,15.54,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:50.727Z,E,23.19,15.54,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:51.733Z,E,23.21,15.6,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:52.739Z,E,23.2,15.54,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:53.745Z,E,23.2,15.54,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:54.751Z,E,23.22,15.52,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:55.757Z,E,23.2,15.51,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:56.813Z,E,23.21,15.5,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:57.820Z,E,23.19,15.51,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:58.834Z,E,23.21,15.52,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:57:59.840Z,E,23.19,15.54,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:58:00.846Z,E,23.18,15.5,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:58:01.853Z,E,23.2,15.51,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:58:02.858Z,E,23.18,15.51,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:58:03.866Z,E,23.19,15.48,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T16:58:04.871Z,E,23.2,15.48,recoveryOff
