component_sn,sn,d,t,T0,H0,event_name
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:21.776Z,E,23.07,16.28,pre-baseline
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:22.782Z,E,23.08,16.32,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:23.839Z,E,23.07,16.31,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:24.846Z,E,23.08,16.32,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:25.853Z,E,23.06,16.29,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:26.859Z,E,23.07,16.31,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:27.865Z,E,23.07,16.3,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:28.872Z,E,23.08,16.35,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:29.880Z,E,23.07,16.34,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:30.887Z,E,23.07,16.35,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:31.893Z,E,23.07,16.38,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:32.897Z,E,23.07,16.34,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:33.904Z,E,23.07,16.33,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:34.961Z,E,23.08,16.34,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:35.967Z,E,23.08,16.33,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:36.978Z,E,23.09,16.32,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:37.985Z,E,23.07,16.32,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:38.991Z,E,23.1,16.28,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:40.001Z,E,23.08,16.29,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:41.007Z,E,23.07,16.29,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:42.012Z,E,23.09,16.29,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:43.021Z,E,23.07,16.26,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:44.027Z,E,23.07,16.26,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:45.034Z,E,23.08,16.22,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:46.041Z,E,23.07,16.25,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:47.047Z,E,23.08,16.23,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:48.102Z,E,23.07,16.24,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:49.106Z,E,23.08,16.22,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:50.113Z,E,23.08,16.21,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:51.119Z,E,23.07,16.22,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:52.125Z,E,23.1,16.19,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:53.129Z,E,23.06,16.19,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:54.138Z,E,23.09,16.19,BreathSampleCollection
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:55.145Z,E,23.08,16.19,BreathSampleCollection
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:56.150Z,E,23.08,16.2,BreathSampleCollection
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:57.160Z,E,23.06,16.16,BreathSampleCollection
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:58.215Z,E,23.07,16.2,BreathSampleCollection
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:51:59.221Z,E,23.07,16.21,BreathSampleCollection
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:52:00.228Z,E,23.08,16.23,BreathSampleCollection
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:52:01.233Z,E,23.1,16.33,BreathSampleCollection
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:52:02.238Z,E,23.07,16.46,FeNOWindow
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:52:03.245Z,E,23.1,16.73,FeNOWindow
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:52:04.250Z,E,23.13,17.32,FeNOWindow
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:52:05.255Z,E,23.13,17.9,FeNOWindow
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:52:06.261Z,E,23.13,18.44,FeNOMeasurement
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:52:07.267Z,E,23.13,18.77,FeNOMeasurement
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:52:08.323Z,E,23.12,18.98,FeNOMeasurement
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:52:09.329Z,E,23.16,19.21,FeNOMeasurement
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:52:10.334Z,E,23.12,19.41,FeNOMeasurement
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:52:11.341Z,E,23.14,19.48,FeNOMeasurement
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:52:12.347Z,E,23.14,19.55,FeNOMeasurement
