component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_183425,FLW0_183425,ANLT0_183425,SETP0_453624,FLW0_453624,ANLT0_453624,SETP0_093324,FLW0_093324,ANLT0_093324,FLW0_093125,FLW0_091225,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,4394912787.4681,6645167644.5935,4559238692.5998,8247.4908,5769.5259,6928807299.3975,4607049066.2336,4465514076.5766,4387867561.422,6648002515.7233,4559536168.4986,12493.2338,83933.6244,6928253885.1056,4669649050.6143,4817012024.7783,4405696068.6045,6691724487.212,4650771307.8187,243880.0738,4901.5599,6937906102.4655,4610798699.791,4738628271.0001,4470691603.571,6692136405.8411,4693202629.8644,13040653.7568,8907238.9906,6949870391.4528,4646672905.9429,4781260397.83,4402359225.4618,6659266694.6661,4575920300.3176,6328268.4065,639576.6419,6926547089.1158,4637543931.3445,4775898964.3545,4394938895.6783,6657457171.6493,4582185530.0445,932027.5722,3779.3682,6928827381.4721,4606526327.9981,4315811156.4626,4378910781.4921,6684453625.6324,4637199461.5475,28573.4257,16948.6335,6929459483.0597,4723798168.411,4814675852.8591,3029432349.5592,6658586427.0116,4563981566.8203,26648.3833,7819.8436,6934272107.6547,4640438719.4766,4281525753.1584,21.5604,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:03.282,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,447889.3,29.65,24.91,102676.22,0.0,0.06,22160328.0,2500.0,2496.95,22340098.0,2500.0,2495.68,22450181.0,0.13,0.14,0.5,305741.22,30.63,24.93,102632.56
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,4395402777.7778,6645727219.3813,4559497611.7857,8248.4396,5769.4949,6930020958.8682,4606249347.637,4409065436.1483,4389082991.2349,6647997484.2767,4559793968.6924,12493.8885,83993.3363,6928255631.2205,4665813215.859,4817013239.4024,4405694398.0399,6691725331.3075,4653775036.7107,244224.2917,4901.6618,6938513596.2228,4610531081.3164,4743169477.3352,4470190960.452,6692708087.118,4693205591.4233,13038538.8179,8906108.7133,6950484322.9988,4646947645.5104,4780971008.378,4402356443.3563,6659259134.8173,4576182857.8029,6328611.7793,639681.1913,6926546216.287,4637275539.9883,4775613823.8305,4395184711.9604,6658576348.0598,4581126337.0916,932150.8183,3796.6116,6928827381.4721,4606791741.5763,4278025570.4807,4378182723.701,6685013913.4834,4628530202.1264,28563.8637,16997.2745,6929463849.1093,4724923863.9067,4814675852.8591,3046535615.1711,6658579707.7104,4563453519.1798,26643.631,7820.5765,6933065699.8078,4640168234.1258,4247977823.0126,21.641,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:04.484,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,487923.8,29.94,24.93,102684.18,0.0,0.07,22160328.0,2500.0,2495.92,22340098.0,2500.0,2498.75,22450181.0,0.14,0.15,0.5,317508.68,30.83,24.93,102637.39
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,4396134911.3741,6645165968.1475,4559233513.6379,8252.8225,5768.8723,6929413202.934,4606515889.5848,4360015943.7022,4389816900.627,6647445077.9809,4559529838.292,12492.818,84070.8944,6928257377.3354,4662528614.1926,4816429438.9118,4405939188.0604,6692287692.0479,4655685156.8927,244374.9648,4901.3962,6937908725.3016,4610800441.1423,4747434009.6965,4470189265.5367,6692708087.118,4692091549.7128,13036229.8181,8905531.9902,6951087851.4496,4647218907.2189,4781547410.935,4403091435.2496,6659260814.7837,4576447756.0215,6328732.0136,639708.9494,6925942572.8748,4636732430.5393,4775615027.9969,4395180823.2876,6658571308.5839,4580062431.3544,931732.8795,3804.2693,6928833493.4078,4607330201.2644,4244081883.8641,4376730652.21,6681635903.9191,4631507570.0006,28627.9059,17019.1783,6928860560.5518,4725770123.1483,4814386646.434,3027801486.3622,6658583067.361,4563455247.0913,26654.353,7820.1902,6933672346.0026,4640711573.2897,4217870326.0465,21.5604,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:05.686,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,516325.91,30.2,24.94,102684.05,0.0,0.08,22160328.0,2500.0,2498.23,22340098.0,2500.0,2499.12,22450181.0,0.15,0.15,0.5,332076.67,31.05,24.94,102637.04
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,4396383640.8091,6645723866.2084,4558972322.9185,8252.4283,5769.6332,6930623580.786,4606249347.637,4318868859.6014,4390554938.9567,6647446754.9891,4559532715.6586,12491.4697,83670.7061,6928865799.3539,4660614292.4196,4817013239.4024,4405701080.2985,6692290224.5484,4653227814.6473,244314.7759,4901.7254,6938513596.2228,4611066349.3353,4750284482.2423,4470193220.339,6692708087.118,4691535318.8466,13032651.3219,8904731.4905,6949874770.12,4646947645.5104,4781260397.83,4403096443.8756,6659826948.9247,4576718461.183,6328844.7341,639730.6286,6925343398.2023,4636467051.8882,4775906189.7881,4395179712.2382,6659686659.9462,4579532396.9713,932882.8054,3805.9978,6927020775.1397,4607864145.252,4291713930.079,4378426674.0454,6682758998.567,4634214189.6239,28532.2847,17065.9282,6928259123.4503,4726330695.5435,4813802876.7373,3029441165.1974,6658583067.361,4563454671.1208,26648.4724,7821.0332,6933675840.9786,4640438719.4766,4248683096.7051,21.5604,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:06.886,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,525191.42,30.42,24.95,102684.02,0.0,0.07,22160328.0,2500.0,2499.44,22340098.0,2500.0,2497.45,22450181.0,0.14,0.15,0.5,341288.5,31.22,24.95,102636.73
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,4396873957.986,6644611516.2183,4558448305.6211,8249.3251,5769.9243,6930625327.5109,4606782462.4485,4280337885.2486,4391287117.7222,6647445077.9809,4559529838.292,12492.1286,83362.9621,6929473454.4184,4657881435.4404,4817013846.7144,4405946427.577,6692291912.882,4655963448.3164,244482.6101,4901.8198,6938515344.9331,4610801602.0432,4753425026.9687,4470191525.4237,6692141470.4145,4691255772.6465,13029187.693,8903871.2991,6951093982.6574,4647491370.7366,4781552233.4077,4403092548.2776,6658701495.0445,4576448333.6221,6328943.7484,639793.704,6925346888.9083,4636194700.5953,4776195580.177,4395428333.3333,6658574668.2345,4578479052.297,931972.9974,3812.5214,6928234677.8418,4607862985.0919,4257092548.8512,4377703203.674,6682763213.3524,4637201802.6454,28504.185,17047.4331,6928261742.6227,4727455811.4622,4813802876.7373,3022466921.6061,6658025531.2001,4563720407.8106,26643.9171,7821.2376,6933678462.2106,4640439887.8374,4295248876.1306,21.3993,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:08.085,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,523106.52,30.65,24.96,102684.45,0.0,0.05,22160328.0,2500.0,2498.32,22340098.0,2500.0,2498.99,22450181.0,0.13,0.16,0.5,346643.46,31.4,24.94,102636.75
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,4397364939.9733,6644611516.2183,4558450031.6437,8251.7309,5769.6198,6930022705.4406,4606515889.5848,4325239705.4813,4391776852.6228,6647444239.4768,4559006847.3445,12490.5407,83158.7803,6928867545.6212,4655695698.0424,4816136984.6378,4406930318.0527,6692292757.0488,4658153330.5897,244586.1954,4901.8009,6939122945.0857,4610802762.944,4755993883.792,4471458038.9941,6691011899.7384,4690979811.7341,13026001.9416,8902975.9669,6951703749.124,4646950570.3422,4781265220.0121,4402601413.3882,6657580618.0719,4576446600.8202,6328487.2588,639828.2275,6925949554.8961,4635926466.2971,4775618640.4961,4395181934.337,6658572148.4966,4577417528.4534,932528.7427,3813.0342,6928233804.7844,4607329041.2389,4227088486.1407,4377947653.8291,6683329961.2207,4629615519.4578,28574.6069,16952.9269,6928868418.7549,4727739554.8149,4813508920.9856,3032242384.7157,6658583067.361,4563191844.7273,26650.8151,7821.4524,6934891199.8602,4640712157.5042,4338321663.0197,21.5604,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:09.284,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,513730.01,30.87,24.96,102684.01,0.0,0.05,22160328.0,2500.0,2499.73,22340098.0,2500.0,2500.04,22450181.0,0.13,0.14,0.5,350110.23,31.56,24.95,102637.18
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,4397367718.9862,6644612354.371,4558451757.6664,8252.2806,5769.3987,6930021832.1544,4606514729.7611,4366748527.0635,4392265585.9657,6648001677.1488,4559269766.3713,12491.2696,83278.5896,6928860560.5518,4654328235.7766,4816425188.2439,4406930318.0527,6692861122.8366,4659798270.8934,244682.679,4901.6012,6938514470.5779,4610535144.2336,4758563714.9028,4472216821.1621,6691013587.6445,4690982179.8591,13023591.0552,8902639.5732,6951087851.4496,4646677000.4679,4781263411.6938,4402846410.6845,6658144788.7797,4577243212.0162,6328443.0195,639794.6138,6925342525.5258,4635928800.7003,4775329319.6869,4395670315.0175,6658572148.4966,4577681996.7645,932719.4567,3823.927,6929442018.8613,4607063565.7116,4275951687.6955,4376976654.127,6684456998.3137,4632862823.0616,28584.9612,16970.9086,6927655172.4138,4728298214.2857,4814092012.6244,3027464664.6493,6658582227.4483,4562929048.6063,26649.5592,7821.781,6934892947.6536,4640439887.8374,4376449975.1669,21.7216,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:10.484,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,503424.4,31.1,24.97,102684.42,0.0,0.07,22160328.0,2500.0,2499.7,22340098.0,2500.0,2498.76,22450181.0,0.14,0.14,0.5,349838.98,31.73,24.94,102635.87
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,4398101061.76,6644053804.8944,4558450606.9846,8251.7629,5770.2223,6929416695.7737,4606249347.637,4376679359.8234,4392754427.8496,6647444239.4768,4559268615.4909,12489.6528,83659.7564,6927653426.4513,4662523918.5303,4816718285.055,4406930318.0527,6692862811.3128,4655416887.0086,244685.716,4901.9249,6938517093.6434,4610265815.4382,4760565392.2334,4471710184.2432,6691009367.8791,4690976851.5778,13019709.9746,8901418.3326,6951091354.9969,4646949985.3758,4781262206.1483,4403094217.8196,6658704854.6951,4577243212.0162,6328373.5297,639799.6917,6926558435.8907,4635929384.3011,4775616834.2465,4395425000.0,6658569628.7586,4577414639.7828,932869.6426,3815.3526,6928228566.4397,4607327881.2134,4320761686.8258,4377945993.8026,6684451939.2917,4625017803.9811,28527.582,16994.8415,6928259996.5078,4719030475.851,4813798628.3911,3049734151.3292,6658576348.0598,4562924441.373,26649.4232,7822.2029,6934282593.4988,4640165313.3945,4411559214.5519,21.641,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:11.684,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,494197.04,31.3,24.97,102685.1,0.0,0.07,22160328.0,2500.0,2500.62,22340098.0,2500.0,2499.48,22450181.0,0.15,0.14,0.5,349943.72,31.89,24.94,102636.82
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,4398340560.3736,6643491996.9832,4558183178.0002,8251.377,5769.6697,6929414949.3538,4606515309.6729,4332126625.1502,4392995002.7762,6646884379.9782,4559266889.1702,12493.4706,83952.0214,6927653426.4513,4659513139.3712,4812041497.3002,4406193472.9338,6692866188.2651,4657058719.8025,244852.4208,4901.8642,6938517967.9986,4610533983.4001,4667408344.6125,4471454648.2057,6692138094.0322,4690142062.2706,13016081.9065,8900988.114,6951091354.9969,4646679925.1287,4781262808.921,4403088096.1656,6659259134.8173,4577241478.9139,6328254.1354,639769.3198,6926555817.4042,4635928217.0995,4776187149.997,4394938340.1844,6658012933.5685,4576887528.1613,932800.3801,3820.1043,6927618507.2021,4607326141.1751,4362425325.9255,4379397210.2292,6681629161.3991,4618274073.2105,28489.4959,16960.449,6928866672.4876,4720432612.3128,4814089584.8507,3041018044.7078,6658573828.3219,4562659372.3006,26650.9053,7822.3785,6934284341.1395,4640161808.5169,4363171214.7887,21.641,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:12.884,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,483062.79,31.5,24.97,102685.27,0.0,0.07,22160328.0,2500.0,2500.66,22340098.0,2500.0,2498.87,22450181.0,0.14,0.14,0.5,349009.32,32.04,24.95,102635.85
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,4399073116.486,6642931959.1084,4557657040.9572,8254.2286,5769.9708,6929411456.5141,4606779562.7211,4292191491.6649,4393726883.9896,6647997484.2767,4559528111.872,12494.0307,83840.6436,6929472581.2085,4657329385.5535,4811751395.2924,4407171902.852,6693427051.6717,4658699359.0874,244802.2392,4901.8547,6939126442.8122,4610533983.4001,4678165624.6314,4470947618.2404,6692138938.1278,4689866824.5043,13011892.5609,8899399.0305,6951091354.9969,4646681094.993,4781551027.7895,4402845854.2014,6659265014.6997,4576979377.2746,6327979.045,639735.958,6927161312.8492,4636199953.3092,4775896555.8767,4394207164.6765,6658572148.4966,4576096800.2772,931083.5373,3817.4962,6928828254.6058,4607326141.1751,4319342592.5926,4378423353.6248,6682750568.996,4622581680.28,28529.4157,16968.9336,6930080342.3282,4712311206.0272,4813794380.0449,3035039167.4987,6658568788.846,4562657644.6876,26645.5348,7821.841,6934887704.2734,4639888434.5794,4325501254.4998,21.641,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:14.084,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,470768.07,31.67,24.97,102685.77,0.0,0.07,22160328.0,2500.0,2497.21,22340098.0,2500.0,2501.31,22450181.0,0.14,0.14,0.5,347884.24,32.2,24.95,102635.53
