component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_183425,FLW0_183425,ANLT0_183425,SETP0_453624,FLW0_453624,ANLT0_453624,SETP0_093324,FLW0_093324,ANLT0_093324,FLW0_093125,FLW0_091225,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,3647610256.8824,5691305565.5296,4116332016.2213,7173.2509,7626.3928,6724294327.4457,4446297874.7266,4349935317.6561,2973551633.4961,5679140809.7456,4100392563.0535,39200.4042,62446.0983,6747883255.2194,4449847353.948,4388245410.3075,2915931722.7664,5679486168.8405,4098645752.446,798272.5489,4557.9284,6717447404.1398,4444551008.9686,4353029621.503,4046641307.1228,5794426409.3003,4121200353.9639,343908.2934,178794223.0716,6784120973.2694,4497433352.2405,4384734777.3235,3823943825.105,5709036812.9097,4117397025.1716,9611284.9662,8716340.1262,6759546696.2609,4470633211.1644,4389666426.9514,3462966735.1488,5714720219.2097,4107372898.9417,218178.4646,10609.6486,6738622244.9153,4451304103.7445,4385048350.5553,2839337971.5966,5749104098.658,4109702569.4264,18212.1684,10506.6418,6751243925.3133,4443801490.7807,4383821124.7376,2159467260.1169,5723774375.2708,4116753847.7537,23516.4467,8043.4322,6730572885.6779,4441059706.5083,4103716576.1572,21.8828,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:03.312,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,448812.66,29.66,24.91,102676.56,0.0,0.06,22160328.0,2500.0,2496.88,22340098.0,2500.0,2495.75,22450181.0,0.13,0.14,0.5,305830.91,30.63,24.93,102632.86
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,3648112712.3717,5691302692.9982,4116327337.0074,7174.8202,7626.7009,6724861995.7537,4446294510.1778,4352318323.9182,2972992678.8061,5679141526.3346,4100393598.8399,39193.0665,62352.3447,6746160333.9581,4449598765.4321,4390187541.4915,2906162598.642,5679486168.8405,4098857941.6028,801432.5909,4557.9219,6718586458.5101,4444551008.9686,4355179188.848,4046017459.6692,5794430796.2272,4121200874.499,345294.7366,178871088.9385,6783540649.3618,4497690169.6069,4385221043.3245,3844228119.542,5709038974.1373,4117612211.9936,9609009.2229,8718745.6551,6758400477.9788,4469632448.2778,4389912591.2813,3468589754.8161,5711838558.5586,4107588067.4449,218212.8634,10642.8458,6738053097.3451,4451556815.6299,4386020007.7378,2800433675.2741,5750777156.9552,4109705683.8827,18213.1268,10521.8422,6750669224.2114,4443802051.2246,4384789479.5005,2161839975.9445,5722953495.0895,4116973116.3226,23530.3106,8043.7455,6729434010.368,4441311264.2133,4106066031.8775,22.044,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:04.506,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,488728.51,29.94,24.93,102684.18,0.0,0.08,22160328.0,2500.0,2495.98,22340098.0,2500.0,2498.81,22450181.0,0.14,0.15,0.5,317791.89,30.84,24.93,102637.42
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,3649627360.6633,5690893293.1208,4116538761.5037,7175.6991,7626.7802,6724861995.7537,4445796467.6198,4354707786.8628,2973548253.849,5679142959.5127,4100393598.8399,39195.7892,62435.0524,6743289619.3477,4449350765.9503,4391645821.8041,2910344041.7555,5679079899.6775,4099074294.5897,804547.6722,4558.1397,6718017307.2029,4444305251.9478,4353509436.0325,4045811424.7792,5794857414.4487,4121416970.328,345657.737,178936164.6455,6783542362.7174,4497692438.5955,4385222701.1494,3828763952.6456,5709038974.1373,4117607531.0761,9606243.9423,8721038.7845,6760143430.3765,4469135899.8929,4390162655.6017,3475304000.7019,5710190935.9464,4107585992.2179,218236.9425,10584.1865,6736335176.5206,4452057832.6783,4387718677.4301,2863657045.7176,5752866579.5587,4109704645.7306,18214.4948,10534.0511,6748370547.128,4443553575.4315,4385516993.6447,2162553459.1195,5722543143.9093,4116758007.4875,23521.5058,8043.7988,6730580535.4866,4441561729.7782,4105426605.2672,21.9634,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:05.706,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,516625.13,30.2,24.94,102684.04,0.0,0.08,22160328.0,2500.0,2498.25,22340098.0,2500.0,2499.06,22450181.0,0.14,0.15,0.5,332241.1,31.05,24.94,102637.03
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,3649632888.07,5690486106.1248,4116751767.8869,7177.1171,7626.9687,6724290930.7065,4446046876.7523,4356860107.6095,2957284135.0463,5678738177.1281,4100395152.5196,39190.7918,62449.3417,6740994296.4161,4449353571.629,4385822372.057,2905623853.211,5678674405.2737,4099076365.519,806214.2163,4558.2111,6718016458.8106,4444805202.0853,4351123478.4516,4046228621.0241,5794861070.4884,4121205038.7799,346012.644,178975061.1456,6782381156.3169,4497948717.9487,4385466703.5093,3818967611.336,5709449567.7233,4117613252.1974,9603251.299,8723374.9164,6759562916.1687,4468125669.2026,4389915910.5997,3478056018.9657,5707721281.9589,4107589105.0584,217700.6783,10573.7016,6738626499.8724,4452058394.1606,4382143685.4603,2922743346.4988,5754120380.4545,4110134454.654,18214.8343,10554.3681,6751249893.4265,4443307929.392,4383823886.8633,2159464256.4579,5721716121.5797,4116545520.7196,23521.0395,8044.2479,6729439109.3737,4441563970.4235,4103505895.7385,22.044,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:06.907,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,525297.04,30.43,24.95,102684.02,0.0,0.07,22160328.0,2500.0,2499.46,22340098.0,2500.0,2497.43,22450181.0,0.14,0.15,0.5,341396.39,31.22,24.95,102636.74
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,3652162249.3662,5690489696.2734,4116540321.3227,7177.0244,7626.8247,6724290930.7065,4446543292.9565,4359014007.1409,2952200432.4808,5678742476.3543,4100395152.5196,39194.5693,62654.9992,6739272340.4255,4448853167.2558,4387519765.5775,2911948438.8217,5679082766.0337,4099289116.7029,807661.0581,4558.153,6718016458.8106,4444805202.0853,4353271161.3363,4046014907.086,5794861070.4884,4121201915.5692,346525.9878,179083243.6653,6781803699.8972,4497948150.6694,4385709074.8314,3812503007.2656,5709456051.8732,4118041092.3277,9600826.2986,8725159.4939,6759566330.8861,4467621569.8428,4389918123.4786,3427351821.4069,5706489055.2995,4107802220.6081,216324.989,10600.7318,6738055650.1021,4451308594.8465,4383115161.5576,2976205743.0655,5755376906.3181,4110133416.3941,18213.6951,10648.0039,6747797187.8994,4443058388.4344,4385520309.4778,2160531089.4984,5721716843.5492,4116758527.4542,23518.6546,8044.6367,6730580535.4866,4441066427.6913,4102228828.4562,22.1245,23.2527,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:08.106,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,522957.2,30.65,24.96,102684.45,0.0,0.04,22160328.0,2500.0,2498.29,22340098.0,2500.0,2499.03,22450181.0,0.13,0.16,0.5,346709.71,31.4,24.94,102636.72
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,3650981937.1486,5698675487.1647,4116543440.9608,7177.8025,7626.6417,6724293478.2609,4446540489.0085,4360212087.9121,2953089430.8943,5679155858.1154,4100188503.3661,39199.0425,62626.4969,6738125425.4595,4448603007.1813,4386550771.1017,2910657280.447,5679083482.6227,4099289116.7029,808322.3342,4558.2704,6717447404.1398,4444803520.3767,4350882175.5579,4046431634.8412,5794862532.9044,4121202956.6394,347035.0468,179149838.0644,6786451834.0761,4498199920.5764,4386436349.5661,3795465127.419,5708628439.7061,4118035890.7672,9598147.101,8727177.2647,6760132331.5974,4469123499.2391,4389179158.1393,3435252157.3219,5705668106.5515,4107804814.7764,216543.1633,10598.2728,6743792369.2727,4451307472.071,4384809923.7485,2926427541.8561,5755796354.1288,4110348354.2727,18226.6737,10635.0044,6752976292.0007,4443057267.7351,4386733554.45,2160882015.4107,5721305948.5995,4117186167.4467,23522.1497,8044.7655,6731150119.0071,4441062507.0012,4104785307.8117,22.044,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:09.304,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,513538.62,30.88,24.96,102683.99,0.0,0.06,22160328.0,2500.0,2499.72,22340098.0,2500.0,2500.01,22450181.0,0.13,0.14,0.5,350162.78,31.56,24.95,102637.22
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,3652161788.4305,5698267184.3543,4116754367.7205,7177.458,7626.6479,6724290930.7065,4446291145.6289,4361647246.3449,2939337020.6763,5678747492.1181,4100610109.799,39197.9618,62508.9112,6745011073.2538,4448603007.1813,4388245410.3075,2906375215.6517,5678269685.4625,4099287563.4255,808649.4793,4558.1631,6717449949.1008,4444805202.0853,4353268418.4541,4047055609.4572,5794862532.9044,4121845585.1728,347237.7892,179223952.0673,6791108061.7496,4498712056.7376,4386679933.665,3778953593.7425,5709045457.82,4118038491.5475,9596281.4357,8728071.83,6760710382.5137,4470887560.618,4389420843.0136,3358993766.6963,5704848833.8612,4107805852.4437,217723.7335,10535.233,6742072371.2218,4451059279.2186,4386019455.0379,2979463445.8366,5757049978.2072,4110132378.1342,18224.0268,10664.8472,6750093768.6472,4443304006.7246,4387943046.7238,2163314002.7902,5721712511.732,4117180447.2179,23519.8508,8044.9506,6731723199.864,4441313504.7331,4107343410.2909,22.044,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:10.504,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,503276.48,31.11,24.97,102684.46,0.0,0.07,22160328.0,2500.0,2499.72,22340098.0,2500.0,2498.77,22450181.0,0.14,0.14,0.5,349810.39,31.73,24.94,102635.83
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,3652165014.9804,5697859659.2135,4116968436.3788,7176.689,7627.0904,6724293478.2609,4446539928.2189,4358771284.192,2924955487.422,5679155141.5263,4100822499.6115,39193.2386,62472.6,6743289619.3477,4448603568.2226,4387033003.4828,2910663897.3643,5678680854.1129,4099499818.7749,808858.9563,4558.3049,6717447404.1398,4444304691.4411,4351119092.0057,4047469485.726,5794863995.3203,4121630485.7098,347308.6713,179309975.8083,6790524826.3442,4498201622.5109,4386438007.8492,3799109129.2674,5709458213.2565,4117822219.9105,9593784.5627,8730361.1835,6758972257.7892,4473153737.6587,4389659235.4926,3372908967.0442,5703619287.5135,4108871243.967,217504.9313,10564.7614,6742074074.0741,4451807310.0893,4387474982.0313,2932407969.78,5757885062.4818,4110557084.2635,18217.7627,10634.0129,6748367138.2308,4443304006.7246,4388913223.8261,2156562133.566,5721299451.3428,4117393000.156,23522.7866,8044.655,6731722349.7407,4441312384.4732,4109260448.4955,22.044,23.2527,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:11.704,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,494039.56,31.31,24.97,102685.09,0.0,0.07,22160328.0,2500.0,2500.64,22340098.0,2500.0,2499.49,22450181.0,0.15,0.14,0.5,349929.47,31.9,24.94,102636.8
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,3650142811.0748,5697039752.7137,4116968436.3788,7176.8749,7627.2303,6724858598.7261,4446789299.5345,4360686339.1581,2976135979.2536,5679154424.9373,4101035429.4002,39204.8608,62603.3903,6740414538.6449,4448601324.0575,4388729122.8846,2910665000.1838,5679088498.746,4099500336.5609,809234.8837,4558.4578,6717450797.4211,4444557174.8879,4353270064.1834,4048298513.5618,5794862532.9044,4121629965.1205,347374.3231,179376399.2571,6788191170.1672,4498199920.5764,4386434138.5219,3784386015.1884,5709459654.1787,4117818579.0076,9591930.254,8732295.9169,6758959453.6918,4472138868.5205,4389651490.8447,3387950132.5806,5702799165.2875,4109509498.5986,217607.0408,10575.3213,6744945485.5196,4451059279.2186,4385778158.5056,2889771889.485,5759140324.1044,4110985513.2665,18227.5181,10642.3713,6751243072.7257,4443305687.8678,4382852645.5319,2155914890.1369,5721716121.5797,4117607655.5024,23525.4775,8044.7854,6730007649.1586,4441563410.2622,4107555521.0436,21.9634,23.2527,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:12.907,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,482840.0,31.5,24.97,102685.28,0.0,0.07,22160328.0,2500.0,2500.65,22340098.0,2500.0,2498.84,22450181.0,0.14,0.14,0.5,348984.87,32.04,24.95,102635.82
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,e3955b73-0be2-45ba-b4e5-2c9b276b4ee4,a661db87-8dfc-473e-9578-ed90da9aca97,3653345167.8347,5696222956.9467,4117185647.4259,7176.6072,7626.7666,6724290081.5217,4447038698.8222,4362606377.1303,2976133348.367,5679558549.5199,4101249935.2499,39196.767,62578.9338,6738686920.2621,4448847556.5281,4387029686.5498,2916150559.8114,5678277566.8124,4099717274.2336,810002.6632,4558.3664,6716880142.5057,4444558295.9641,4350645833.3333,4048506845.1165,5794437376.6177,4122060707.0339,347281.2282,179370887.2952,6787021513.671,4498198785.9534,4386189476.0115,3770668633.7029,5709054102.7304,4117825860.8135,9589890.8464,8734390.1093,6760690744.5355,4470877974.5122,4389169201.8364,3399326295.9149,5709371803.1842,4109511055.7459,217033.3892,10614.3456,6742070668.3695,4450308132.6823,4386747374.2399,2849077692.6122,5759979649.6838,4110773104.8806,18221.3141,10649.2637,6748367990.4551,4443056147.0358,4384066073.6976,2150732662.4966,5720890059.9148,4118034952.6683,23522.7087,8044.8172,6730577985.5504,4441812223.4049,4105850970.2458,21.9634,23.2527,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 02:35:14.108,"{'cid': 'a9c902c7-ab82-4944-8204-df39a399f976', 'uuid': '15640454-56bf-45d1-8724-b37e900fd91b', 'annotationId': 'e3955b73-0be2-45ba-b4e5-2c9b276b4ee4', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759372501327, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T02:35:01.689Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,470524.08,31.67,24.97,102685.72,0.0,0.07,22160328.0,2500.0,2497.12,22340098.0,2500.0,2501.39,22450181.0,0.14,0.14,0.5,347867.33,32.2,24.95,102635.56
