component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_093324,FLW0_093324,ANLT0_093324,SETP0_453624,FLW0_453624,ANLT0_453624,FLW0_091225,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524,SETP0_183425,FLW0_183425,ANLT0_183425,FLW0_093125
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,d320db89-9824-446a-8cb4-cb3cbb174107,a661db87-8dfc-473e-9578-ed90da9aca97,3628021429.5526,5699468536.4977,4117384159.3427,7142.1871,7597.8874,6720849601.0864,4448764517.758,4356104188.3955,2967838911.585,5682797217.8402,4101447368.4211,39155.3857,61526.0181,6737529141.4958,4454078755.196,4387970693.9453,2848988125.2249,5680683821.9482,4100543298.1148,791179.235,4554.3454,6717997794.18,4445771797.0283,4343700804.6417,4018653212.3117,5795235831.8099,4120955652.7171,341573.5353,178799706.2019,6780009418.6146,4498921924.6482,4386378309.6567,3777258425.895,5708989986.3122,4117355419.1804,9603209.9536,8666477.8902,6760080252.7107,4477917655.0322,4390096818.8105,3513320177.3836,5710577172.5032,4108846333.489,215125.8337,9817.8546,6737453416.1491,4448522217.2352,4396668513.4911,2604286137.3433,5753678669.9579,4111826538.5614,18121.5834,9770.352,6746620090.3127,4444773249.6216,4394710084.7317,2168943038.1483,5722105415.1625,4116955436.5348,23408.1056,7967.389,6736865747.8305,4444025893.9581,4145589864.1588,21.8828,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:15:04.631,"{'cid': 'af828360-38e9-4e4e-966d-32d8c41f1d77', 'uuid': '801f15bb-b43f-4e68-9359-bdb12d856558', 'annotationId': 'd320db89-9824-446a-8cb4-cb3cbb174107', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759374902716, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:15:03.012Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,481032.66,31.3,25.01,102720.41,2500.0,2498.25,22450181.0,2500.0,2498.01,22340098.0,0.15,0.5,322825.17,31.79,25.01,102669.28,0.0,0.05,22160328.0,0.14
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,d320db89-9824-446a-8cb4-cb3cbb174107,a661db87-8dfc-473e-9578-ed90da9aca97,3628686970.4603,5698239142.9393,4117597774.0795,7143.2119,7598.2306,6721424327.3067,4448515484.7397,4353955338.5274,2968065144.8705,5683206884.1879,4101872344.8347,39151.9974,61237.9565,6737535097.4219,4455329549.9241,4386514841.634,2855694499.5491,5680685255.5372,4100756202.4136,794727.9858,4554.1496,6717431286.0536,4445770675.6378,4342034909.1705,4021308098.2342,5795663302.6181,4121600812.1193,342755.3754,178872932.9852,6778844277.0311,4498663262.4113,4385891781.3519,3762324786.3248,5709405619.5965,4117140256.9036,9601548.8769,8669598.5979,6760651468.5792,4476401874.4354,4390092392.8077,3513791635.2508,5710580775.3279,4108848928.3305,215264.5959,9840.2464,6735736645.1174,4449273890.3541,4396916555.8511,2595626721.7631,5755767303.3626,4112251597.1537,18120.5059,9806.4293,6744319904.6078,4444773810.1912,4394467825.8943,2170621106.0793,5721694462.4937,4116527322.8306,23409.3825,7967.5011,6736290940.0255,4443777952.1381,4140389271.5508,22.1245,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:15:05.832,"{'cid': 'af828360-38e9-4e4e-966d-32d8c41f1d77', 'uuid': '801f15bb-b43f-4e68-9359-bdb12d856558', 'annotationId': 'd320db89-9824-446a-8cb4-cb3cbb174107', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759374902716, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:15:03.012Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,521843.6,31.45,25.02,102720.22,2500.0,2498.76,22450181.0,2500.0,2499.21,22340098.0,0.15,0.5,335783.19,31.91,25.01,102671.62,0.0,0.07,22160328.0,0.14
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,d320db89-9824-446a-8cb4-cb3cbb174107,a661db87-8dfc-473e-9578-ed90da9aca97,3628684222.5784,5698238423.9287,4117384679.3905,7142.4617,7598.4948,6720849601.0864,4448263674.6143,4354670471.3823,2961494502.2066,5683615892.14,4102300000.0,39156.5484,61599.5787,6735239431.8278,4455828041.5847,4388695387.6784,2845087322.1216,5680683821.9482,4100967574.8472,796458.3701,4554.4168,6716860632.7933,4445770114.9425,4344175288.7721,4023762692.9326,5795664765.2479,4121386257.1577,343135.148,178939310.6828,6777103731.5988,4498152266.4095,4385648281.1982,3787388748.1478,5708990706.7214,4117140256.9036,9599447.6433,8671893.6027,6760071715.1883,4477665894.8438,4390334734.9784,3512541786.7435,5708931710.1282,4108848409.3622,215596.8216,9813.0186,6740893845.2371,4448772372.7767,4397644776.9465,2585325515.304,5756183178.3847,4111824461.1789,18142.7148,9771.8042,6747764806.1355,4444524103.139,4394954031.9008,2174693265.8729,5721694462.4937,4116740848.5857,23405.1082,7967.6356,6734571355.6727,4443777391.6942,4133900177.1387,22.044,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:15:07.031,"{'cid': 'af828360-38e9-4e4e-966d-32d8c41f1d77', 'uuid': '801f15bb-b43f-4e68-9359-bdb12d856558', 'annotationId': 'd320db89-9824-446a-8cb4-cb3cbb174107', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759374902716, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:15:03.012Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,545016.26,31.59,25.01,102719.59,2500.0,2500.06,22450181.0,2500.0,2499.41,22340098.0,0.14,0.5,348435.23,32.01,25.01,102671.8,0.0,0.08,22160328.0,0.14
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,d320db89-9824-446a-8cb4-cb3cbb174107,a661db87-8dfc-473e-9578-ed90da9aca97,3631185151.2374,5697012436.2016,4117388319.7254,7141.9294,7598.5456,6721422629.6579,4448264235.6241,4353477616.8532,2964387541.18,5682802237.2006,4102302072.5389,39153.4525,61675.8264,6734095586.3594,4455576534.0526,4389909830.1709,2852800417.9728,5680685255.5372,4100971200.663,798356.6322,4554.3893,6716292620.8651,4445521417.3582,4347507259.0807,4026427373.8759,5795238756.8556,4121603935.6552,343418.7153,179021144.4414,6777103731.5988,4498151699.098,4386376098.6126,3810941227.3952,5708987825.0846,4116929277.1711,9598010.9876,8673416.711,6760652322.4044,4478681014.5173,4390339714.507,3513632694.6958,5706876215.1653,4108638297.8723,216414.0098,9833.0208,6744337790.6482,4448772372.7767,4397639789.4154,2658369773.2997,5756602745.6962,4112039056.8194,18131.9499,9818.1546,6751220052.8604,4444777173.6084,4394711192.3354,2175711691.8845,5721281403.4075,4116746568.2196,23414.9301,7968.3426,6734570505.188,4444276666.1062,4133037295.5516,22.044,23.2527,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:15:08.223,"{'cid': 'af828360-38e9-4e4e-966d-32d8c41f1d77', 'uuid': '801f15bb-b43f-4e68-9359-bdb12d856558', 'annotationId': 'd320db89-9824-446a-8cb4-cb3cbb174107', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759374902716, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:15:03.012Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,551162.44,31.7,25.02,102719.94,2500.0,2500.16,22450181.0,2500.0,2502.28,22340098.0,0.15,0.5,357292.89,32.12,25.01,102671.24,0.0,0.06,22160328.0,0.14
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,d320db89-9824-446a-8cb4-cb3cbb174107,a661db87-8dfc-473e-9578-ed90da9aca97,3633020312.7149,5696600776.3082,4117389879.8689,7143.3069,7599.098,6721428571.4286,4448514923.6984,4355632581.3711,2964719382.9795,5682389044.2389,4102512565.4179,39152.0263,61646.7609,6732377146.7438,4454575280.8989,4387965717.4454,2854141312.1846,5680274512.6147,4100971200.663,799166.2385,4554.3133,6716859784.5449,4445519735.3667,4349892561.5304,4029303980.8836,5796085716.3753,4122034154.2146,344054.9499,179034735.5269,6776523748.3954,4498154535.6555,4386619126.5893,3807638154.7333,5708986384.2663,4116720919.349,9595475.6739,8676208.9897,6760077691.4539,4477162459.7662,4390584297.0177,3514571022.9793,5705647948.1641,4109282192.3496,214561.2668,9901.7868,6747216257.6687,4450024132.8993,4397640897.7556,2727985732.9933,5757444242.6444,4111826538.5614,18172.8039,9896.2428,6753525799.5736,4444777173.6084,4394468933.4367,2178422806.7759,5721282125.3249,4116960116.4786,23403.536,7968.5513,6732283625.2338,4444277787.1196,4133900177.1387,22.044,23.2527,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:15:09.424,"{'cid': 'af828360-38e9-4e4e-966d-32d8c41f1d77', 'uuid': '801f15bb-b43f-4e68-9359-bdb12d856558', 'annotationId': 'd320db89-9824-446a-8cb4-cb3cbb174107', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759374902716, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:15:03.012Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,545748.07,31.83,25.02,102721.05,2500.0,2499.01,22450181.0,2500.0,2499.86,22340098.0,0.15,0.5,362690.03,32.21,25.01,102671.76,0.0,0.06,22160328.0,0.15
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,d320db89-9824-446a-8cb4-cb3cbb174107,a661db87-8dfc-473e-9578-ed90da9aca97,3634858702.6333,5694966225.927,4117605575.2028,7143.7489,7598.7318,6722002546.6893,4448763395.6124,4355631483.616,2966389450.8129,5682384742.2385,4102296891.1917,39153.0437,61725.2004,6731806511.9442,4453823512.8911,4383601612.9923,2864706925.2478,5680270928.8991,4100755684.4668,800639.0831,4554.3397,6715720464.7613,4445268823.2326,4348460189.5994,4031568826.9407,5795243875.6856,4122254503.8009,344483.6526,179022565.3376,6775370924.9594,4498156237.5901,4386378862.4178,3794094043.2867,5709399855.9078,4116723519.3178,9592843.0669,8679728.4672,6761225343.694,4475639853.2317,4390334181.6975,3513009045.7609,5704413013.7479,4108856193.8866,214316.6451,9942.1034,6742623467.3025,4450524809.1603,4397398315.4162,2712412280.7018,5759114163.2149,4111400010.3858,18134.8983,9849.8628,6750070752.7065,4444776052.4693,4394710638.5335,2176733823.2461,5720865516.4946,4116962196.4536,23410.8465,7968.5627,6732282775.0383,4444029256.8098,4130233720.2644,22.1245,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:15:10.632,"{'cid': 'af828360-38e9-4e4e-966d-32d8c41f1d77', 'uuid': '801f15bb-b43f-4e68-9359-bdb12d856558', 'annotationId': 'd320db89-9824-446a-8cb4-cb3cbb174107', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759374902716, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:15:03.012Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,536746.88,31.97,25.01,102719.62,2500.0,2497.68,22450181.0,2500.0,2498.17,22340098.0,0.16,0.5,364409.8,32.31,25.0,102671.29,0.0,0.06,22160328.0,0.14
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,d320db89-9824-446a-8cb4-cb3cbb174107,a661db87-8dfc-473e-9578-ed90da9aca97,3646423673.4318,5694558453.6897,4117177327.0931,7145.2158,7598.581,6722005942.275,4448766200.9763,4357549832.5188,2953623783.0579,5681975910.5248,4102082275.5298,39152.1238,61927.4299,6732377996.9393,4453320977.2536,4383359478.5683,2869600231.9597,5679860245.1086,4100542262.2747,802003.8472,4554.5081,6715718768.5523,4445766750.771,4346554746.1248,4033421039.2386,5795664765.2479,4121826842.9821,344755.0059,179042338.7337,6774796372.3477,4498156237.5901,4385895097.5515,3817189517.2945,5709390489.9135,4116720399.3552,9590190.2726,8682134.1157,6761218512.5096,4477148907.3353,4390086860.3043,3513631807.6991,5703589060.8132,4108854636.9817,214436.9725,9952.0804,6739754872.7551,4450023571.6691,4397396652.9979,2693700741.8499,5759530523.2558,4111400529.6775,18137.947,9820.5539,6746620942.3192,4444528587.4439,4394954585.7333,2168283160.6076,5720034644.5327,4116748128.1198,23410.5613,7968.513,6731713848.508,4444028696.3345,4125711314.4759,22.044,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:15:11.830,"{'cid': 'af828360-38e9-4e4e-966d-32d8c41f1d77', 'uuid': '801f15bb-b43f-4e68-9359-bdb12d856558', 'annotationId': 'd320db89-9824-446a-8cb4-cb3cbb174107', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759374902716, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:15:03.012Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,525735.4,32.11,25.01,102719.92,2500.0,2499.89,22450181.0,2500.0,2497.81,22340098.0,0.15,0.5,363553.03,32.41,25.01,102672.1,0.0,0.07,22160328.0,0.15
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,d320db89-9824-446a-8cb4-cb3cbb174107,a661db87-8dfc-473e-9578-ed90da9aca97,3645582037.3608,5694151458.5429,4117392480.1082,7144.0575,7598.529,6722005093.3786,4449016384.2442,4354916584.3486,2954840286.5886,5681569288.121,4101869236.3486,39145.3503,61794.2166,6739258723.4043,4452824170.2701,4385784237.8689,2872005586.1869,5679454636.6633,4100540708.5146,803145.5282,4554.3855,6715723009.0747,4446267593.7868,4349179546.2019,4035688970.3636,5795666227.8777,4122041963.8673,344881.2331,178908140.4282,6780599417.7085,4498155670.2786,4385894544.8516,3795922678.9307,5709389769.4524,4116931877.2751,9587969.471,8684708.4526,6761801878.7361,4475639853.2317,4390092946.0581,3512382071.2892,5703181491.0766,4108640373.6378,214414.147,9958.1843,6737460222.9218,4450023010.4389,4397884061.1838,2762189811.5841,5760371420.2646,4111828096.5983,18140.5294,9801.8684,6743171250.958,4445028590.6492,4395440345.6298,2168166191.4684,5720449689.6203,4117177847.1139,23415.3115,7968.2434,6730568635.7841,4443781875.2452,4144068522.4839,22.044,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:15:13.030,"{'cid': 'af828360-38e9-4e4e-966d-32d8c41f1d77', 'uuid': '801f15bb-b43f-4e68-9359-bdb12d856558', 'annotationId': 'd320db89-9824-446a-8cb4-cb3cbb174107', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759374902716, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:15:03.012Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,514661.34,32.26,25.01,102720.24,2500.0,2499.6,22450181.0,2500.0,2498.01,22340098.0,0.14,0.5,364102.81,32.55,25.0,102670.84,0.0,0.07,22160328.0,0.15
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,d320db89-9824-446a-8cb4-cb3cbb174107,a661db87-8dfc-473e-9578-ed90da9aca97,3644235120.964,5693735900.5676,4117390399.9168,7144.7083,7598.7084,6720858937.3621,4449012456.5144,4356108579.8979,2957277412.6083,5681159856.6308,4101656737.2947,39150.1773,61821.5995,6738108407.0796,4452321859.7338,4387236289.2525,2877660463.7639,5679863828.5673,4100542780.1947,803116.5247,4554.3078,6716294317.218,4446016597.5104,4347034784.9904,4036509116.8381,5795670615.7671,4122046129.0155,344897.6574,178917409.5463,6780020549.7046,4497901066.4851,4386138624.8065,3784106213.2862,5708567929.6931,4116718319.3802,9585108.6228,8686287.6418,6761227051.4901,4477153989.4969,4390095712.3098,3514570135.7466,5709754322.7666,4108427689.274,213995.3476,9943.2126,6736315610.3786,4451025036.4882,4397643114.4361,2827332333.4048,5760369966.5649,4111613003.7391,18132.1067,9805.2828,6741452409.3308,4445028030.0482,4395198006.0925,2165481503.7923,5720033922.7716,4117177327.0931,23409.2757,7968.5244,6730572035.6991,4443531158.933,4151030604.2375,22.044,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:15:14.230,"{'cid': 'af828360-38e9-4e4e-966d-32d8c41f1d77', 'uuid': '801f15bb-b43f-4e68-9359-bdb12d856558', 'annotationId': 'd320db89-9824-446a-8cb4-cb3cbb174107', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759374902716, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:15:03.012Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,503412.62,32.38,25.01,102720.13,2500.0,2499.17,22450181.0,2500.0,2498.69,22340098.0,0.15,0.5,362627.36,32.63,25.01,102670.96,0.0,0.07,22160328.0,0.15
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,d320db89-9824-446a-8cb4-cb3cbb174107,a661db87-8dfc-473e-9578-ed90da9aca97,3645071076.9655,5694142118.1204,4117601414.6037,7144.4521,7598.9436,6720854693.6004,4449010212.0974,4355147357.4447,2957500560.245,5681568571.2237,4101869754.4296,39156.8226,61840.1796,6735810649.8809,4451570289.6923,4385778711.175,2876713657.6681,5679461803.0672,4100330933.7615,803788.5018,4554.6038,6716298558.1001,4445767872.1615,4348226849.3151,4037955877.1081,5795671347.0821,4122047170.3025,344879.2124,179079097.4036,6778861398.8528,4497901633.7645,4385654913.2309,3775056934.5848,5708983502.6295,4116290750.273,9582629.038,8687889.7696,6760649760.929,4478919331.149,4390336948.1022,3515040596.2997,5707694634.4977,4108212951.4321,214600.0939,9983.2514,6734025852.5385,4450275018.241,4397644222.7764,2886080046.6574,5760793050.8105,4111615600.3324,18151.1998,9815.6008,6744903747.8705,4445029151.2501,4395200221.5453,2167208977.3101,5720447524.1807,4116963756.4349,23413.2396,7968.8496,6731147568.8541,4443779633.4697,4145816395.841,22.044,23.2527,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:15:15.431,"{'cid': 'af828360-38e9-4e4e-966d-32d8c41f1d77', 'uuid': '801f15bb-b43f-4e68-9359-bdb12d856558', 'annotationId': 'd320db89-9824-446a-8cb4-cb3cbb174107', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759374902716, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:15:03.012Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,491653.94,32.48,25.01,102722.96,2500.0,2500.43,22450181.0,2500.0,2499.69,22340098.0,0.14,0.5,361123.96,32.74,25.01,102671.43,0.0,0.07,22160328.0,0.15
