delta_seconds,AQGR0,AQH0,AQP0,AQT0,BT1,BT2,DPP0,DPT0,TRHH0,TRHSN,TRHT0,AQGR0_std,AQH0_std,AQP0_std,AQT0_std,BT1_std,BT2_std,DPP0_std,DPT0_std,TRHH0_std,TRHSN_std,TRHT0_std,median_time_AmbientSamplingRFC,median_time_BreathSampleCollection,median_time_FeNOWindow,median_time_FeNOMeasurement,median_time_recoveryOff,min_time_AmbientSamplingRFC,min_time_BreathSampleCollection,min_time_FeNOWindow,min_time_FeNOMeasurement,min_time_recoveryOff,max_time_AmbientSamplingRFC,max_time_BreathSampleCollection,max_time_FeNOWindow,max_time_FeNOMeasurement,max_time_recoveryOff,event_name,unadjusted_delta_seconds
0.0,1024000.0,17.769711112976076,1021.95283203125,23.26778678894043,25.202930068969728,27.07252655029297,0.0,0.0,0.0,0.0,0.0,0.0,0.35036659240722656,1.0739135742186363,0.4054222106933558,0.483514785766598,0.5641021728515625,0.0,0.0,0.0,0.0,0.0,0.0,31.529507978493672,40.018221665011204,44.56574685421702,76.39842317865775,0.0,31.529507978493672,39.71505331906415,44.26257850826997,75.79208648676364,0.0,31.83267632444073,40.018221665011204,44.56574685421702,78.52060160028712,AmbientSamplingRFC,0.0
0.30316834594705455,1024000.0,17.769718648834264,1021.9524858091867,23.267651805085727,25.234838308258258,26.992992494995338,0.0,0.0,0.0,0.0,0.0,0.0,0.35036700533613185,1.0730560425809017,0.4057492847204358,0.4006840328044703,0.40486968518111865,0.0,0.0,0.0,0.0,0.0,0.0,31.529507978493672,40.018221665011204,44.56574685421702,76.39842317865775,0.0,31.529507978493672,39.71505331906415,44.26257850826997,75.79208648676364,0.0,31.83267632444073,40.018221665011204,44.56574685421702,78.52060160028712,AmbientSamplingRFC,0.30316834594705455
0.6063366918941091,1024000.0,17.769746825168927,1021.9518614760109,23.267516336264997,25.219191161539655,27.03908855651696,0.0,0.0,0.0,0.0,0.0,0.0,0.35038558455857327,1.0722161239751813,0.40572842717160995,0.24193170324913638,0.4804324136636957,0.0,0.0,0.0,0.0,0.0,0.0,31.529507978493672,40.018221665011204,44.56574685421702,76.39842317865775,0.0,31.529507978493672,39.71505331906415,44.26257850826997,75.79208648676364,0.0,31.83267632444073,40.018221665011204,44.56574685421702,78.52060160028712,AmbientSamplingRFC,0.6063366918941091
0.9095050378411637,1024000.0,17.770943460201114,1021.9528226426522,23.26738563276161,25.20451677286706,26.99228160057778,0.0,0.0,0.0,0.0,0.0,0.0,0.3505872055908128,1.0697940908517012,0.40510484095270627,0.39967917720441193,0.40293121337890625,0.0,0.0,0.0,0.0,0.0,0.0,31.529507978493672,40.018221665011204,44.56574685421702,76.39842317865775,0.0,31.529507978493672,39.71505331906415,44.26257850826997,75.79208648676364,0.0,31.83267632444073,40.018221665011204,44.56574685421702,78.52060160028712,AmbientSamplingRFC,0.9095050378411637
1.2126733837882182,1024000.0,17.77100408987388,1021.9520352947277,23.26731646643996,25.24745860810897,26.97940175733363,0.0,0.0,0.0,0.0,0.0,0.0,0.35678534963659914,1.069063681900957,0.4054163831525983,0.3316559791056548,0.40480936899442455,0.0,0.0,0.0,0.0,0.0,0.0,31.529507978493672,40.018221665011204,44.56574685421702,76.39842317865775,0.0,31.529507978493672,39.71505331906415,44.26257850826997,75.79208648676364,0.0,31.83267632444073,40.018221665011204,44.56574685421702,78.52060160028712,AmbientSamplingRFC,1.2126733837882182
1.5158417297352726,1024000.0,17.772110716038057,1021.9500715194451,23.267251097174874,25.154561098134607,27.053088443912987,0.0,0.0,0.0,0.0,0.0,0.0,0.362028442087869,1.07267001270111,0.40542411804199574,0.41050920474705066,0.3971311061879028,0.0,0.0,0.0,0.0,0.0,0.0,31.529507978493672,40.018221665011204,44.56574685421702,76.39842317865775,0.0,31.529507978493672,39.71505331906415,44.26257850826997,75.79208648676364,0.0,31.83267632444073,40.018221665011204,44.56574685421702,78.52060160028712,AmbientSamplingRFC,1.5158417297352726
1.8190100756823273,1024000.0,17.77206659008781,1021.8896225108576,23.26725390529627,25.202733216252778,26.94624631987976,0.0,0.0,0.0,0.0,0.0,0.0,0.35645161908180256,1.1388342242381668,0.40544177054198727,0.32780825859527596,0.40769663056702754,0.0,0.0,0.0,0.0,0.0,0.0,31.529507978493672,40.018221665011204,44.56574685421702,76.39842317865775,0.0,31.529507978493672,39.71505331906415,44.26257850826997,75.79208648676364,0.0,31.83267632444073,40.018221665011204,44.56574685421702,78.52060160028712,AmbientSamplingRFC,1.8190100756823273
2.122178421629382,1024000.0,17.77085482836369,1021.8447707030886,23.267250171306237,25.207737841225473,27.00616059023796,0.0,0.0,0.0,0.0,0.0,0.0,0.35606391114692215,1.1073464247638185,0.4057534157116258,0.47927480381629195,0.5537417997143912,0.0,0.0,0.0,0.0,0.0,0.0,31.529507978493672,40.018221665011204,44.56574685421702,76.39842317865775,0.0,31.529507978493672,39.71505331906415,44.26257850826997,75.79208648676364,0.0,31.83267632444073,40.018221665011204,44.56574685421702,78.52060160028712,AmbientSamplingRFC,2.122178421629382
2.4253467675764364,1024000.0,17.769795774097616,1021.7993212051706,23.267189025855306,25.280905345752203,26.97272007925651,0.0,0.0,0.0,0.0,0.0,0.0,0.3513760188979518,1.035609946250588,0.40572849425367963,0.40830738270018685,0.4083071282190076,0.0,0.0,0.0,0.0,0.0,0.0,31.529507978493672,40.018221665011204,44.56574685421702,76.39842317865775,0.0,31.529507978493672,39.71505331906415,44.26257850826997,75.79208648676364,0.0,31.83267632444073,40.018221665011204,44.56574685421702,78.52060160028712,AmbientSamplingRFC,2.4253467675764364
2.728515113523491,1024000.0,17.769485524300595,1021.7520070472631,23.267189291878513,25.2341837399796,26.93053108735761,0.0,0.0,0.0,0.0,0.0,0.0,0.36250049192268463,1.0885343552686209,0.40544381282117214,0.3282366142419555,0.4833720566329731,0.0,0.0,0.0,0.0,0.0,0.0,31.529507978493672,40.018221665011204,44.56574685421702,76.39842317865775,0.0,31.529507978493672,39.71505331906415,44.26257850826997,75.79208648676364,0.0,31.83267632444073,40.018221665011204,44.56574685421702,78.52060160028712,AmbientSamplingRFC,2.728515113523491
