time,event_name,normalized_A1_p_value,normalized_B6_p_value,normalized_A1_significant,normalized_B6_significant,normalized_A1_n1,normalized_B6_n1,normalized_A1_n2,normalized_B6_n2
34.612,BreathSampleCollection,0.4909763092742483,0.004795264208940593,False,True,85,85,85,85
35.612,BreathSampleCollection,0.9116876440467243,0.010638787814436551,False,True,80,80,80,80
36.612,BreathSampleCollection,0.4322367972273844,0.00011565004223869782,False,True,85,85,85,85
37.612,BreathSampleCollection,0.011284841015680504,1.8482874606532111e-07,True,True,85,85,85,85
38.612,BreathSampleCollection,7.036741222791598e-08,5.202400584424502e-16,True,True,80,80,80,80
39.612,FeNOWindow,1.1624049907916885e-16,3.20643926889338e-26,True,True,85,85,85,85
40.612,FeNOWindow,2.898376825854362e-24,2.139981728306518e-29,True,True,85,85,85,85
41.612,FeNOWindow,1.842239701906437e-27,9.385827100658193e-28,True,True,80,80,80,80
42.612,FeNOWindow,2.139981728306518e-29,2.139981728306518e-29,True,True,85,85,85,85
43.612,FeNOWindow,2.139981728306518e-29,2.139981728306518e-29,True,True,85,85,85,85
44.612,FeNOMeasurement,9.385827100658193e-28,9.385827100658193e-28,True,True,80,80,80,80
45.612,FeNOMeasurement,2.139981728306518e-29,2.139981728306518e-29,True,True,85,85,85,85
46.612,FeNOMeasurement,2.139981728306518e-29,2.139981728306518e-29,True,True,85,85,85,85
47.612,FeNOMeasurement,9.385827100658193e-28,9.385827100658193e-28,True,True,80,80,80,80
48.612,FeNOMeasurement,2.139981728306518e-29,2.139981728306518e-29,True,True,85,85,85,85
49.612,FeNOMeasurement,2.0773686841568992e-27,2.0773686841568992e-27,True,True,77,77,81,81
50.612,FeNOMeasurement,2.834246476177285e-21,2.834246476177285e-21,True,True,57,57,64,64
51.612,FeNOMeasurement,7.641396892170311e-17,7.641396892170311e-17,True,True,42,42,53,53
52.612,FeNOMeasurement,4.1686355534244205e-12,4.1686355534244205e-12,True,True,27,27,41,41
53.612,FeNOMeasurement,7.605791810463668e-07,7.605791810463668e-07,True,True,7,7,24,24
54.612,,,,False,False,0,0,16,16
