time,event_name,normalized_A1_p_value,normalized_B6_p_value,normalized_A1_significant,normalized_B6_significant,normalized_A1_n1,normalized_B6_n1,normalized_A1_n2,normalized_B6_n2
34.32,BreathSampleCollection,0.9293979123177571,0.23390736905900378,False,False,67,67,81,81
35.32,BreathSampleCollection,0.7473861941075552,0.5656402871443797,False,False,70,70,80,80
36.32,BreathSampleCollection,0.10462297395424099,0.1302253397710459,False,False,78,78,85,85
37.32,BreathSampleCollection,0.014724405626355408,0.007402999148259753,True,True,81,81,85,85
38.32,BreathSampleCollection,0.0004096834448088387,3.303754526751528e-05,True,True,80,80,80,80
39.32,BreathSampleCollection,2.4881042455818888e-06,2.0194361402945627e-09,True,True,85,85,85,85
40.32,FeNOWindow,5.110759211854187e-09,1.6981975041028157e-13,True,True,85,85,85,85
41.32,FeNOWindow,3.0133987078971395e-12,2.44528096185951e-18,True,True,80,80,80,80
42.32,FeNOWindow,1.094596859195404e-15,2.469849952865813e-24,True,True,85,85,85,85
43.32,FeNOWindow,1.4721103823303829e-18,2.2375852868806885e-28,True,True,85,85,85,85
44.32,FeNOMeasurement,1.6414255868215457e-19,9.385827100658193e-28,True,True,80,80,80,80
45.32,FeNOMeasurement,5.610670485758096e-23,2.139981728306518e-29,True,True,85,85,85,85
46.32,FeNOMeasurement,8.670475011176714e-26,2.139981728306518e-29,True,True,85,85,85,85
47.32,FeNOMeasurement,8.757835470548312e-27,9.385827100658193e-28,True,True,80,80,80,80
48.32,FeNOMeasurement,3.632951938218994e-29,2.139981728306518e-29,True,True,85,85,85,85
49.32,FeNOMeasurement,5.119593988491507e-29,4.5987696325339433e-29,True,True,85,85,83,83
50.32,FeNOMeasurement,5.903557853151204e-23,5.903557853151204e-23,True,True,68,68,63,63
51.32,FeNOMeasurement,1.412241546730486e-18,1.412241546730486e-18,True,True,57,57,48,48
52.32,FeNOMeasurement,6.169610342812845e-14,6.169610342812845e-14,True,True,45,45,33,33
53.32,FeNOMeasurement,6.807911768447839e-07,4.340265890254305e-07,True,True,27,27,13,13
