time,event_name,normalized_A1_p_value,normalized_B6_p_value,normalized_A1_significant,normalized_B6_significant,normalized_A1_n1,normalized_B6_n1,normalized_A1_n2,normalized_B6_n2
34.608,BreathSampleCollection,0.19355047659917435,0.02507287687105581,False,True,85,85,84,84
35.608,BreathSampleCollection,0.7010380807571479,0.22375706114696925,False,False,80,80,80,80
36.608,BreathSampleCollection,0.061062229204303806,0.1969637518785825,False,False,85,85,85,85
37.608,BreathSampleCollection,7.75716357097926e-05,0.00041391750862886085,True,True,85,85,85,85
38.608,BreathSampleCollection,2.1737345414781058e-11,2.8500776611936723e-13,True,True,80,80,80,80
39.608,FeNOWindow,1.0920629589588522e-21,1.0568058304030936e-25,True,True,85,85,85,85
40.608,FeNOWindow,4.958843425714425e-28,2.139981728306518e-29,True,True,85,85,85,85
41.608,FeNOWindow,9.385827100658193e-28,9.385827100658193e-28,True,True,80,80,80,80
42.608,FeNOWindow,3.130003938590977e-29,3.130003938590977e-29,True,True,84,84,85,85
43.608,FeNOWindow,2.139981728306518e-29,2.139981728306518e-29,True,True,85,85,85,85
44.608,FeNOMeasurement,9.385827100658193e-28,9.385827100658193e-28,True,True,80,80,80,80
45.608,FeNOMeasurement,2.139981728306518e-29,2.139981728306518e-29,True,True,85,85,85,85
46.608,FeNOMeasurement,2.139981728306518e-29,2.139981728306518e-29,True,True,85,85,85,85
47.608,FeNOMeasurement,6.445278625859054e-28,6.445278625859054e-28,True,True,81,81,80,80
48.608,FeNOMeasurement,2.139981728306518e-29,2.139981728306518e-29,True,True,85,85,85,85
49.608,FeNOMeasurement,2.0773686841568992e-27,2.0773686841568992e-27,True,True,81,81,77,77
50.608,FeNOMeasurement,2.834246476177285e-21,2.834246476177285e-21,True,True,64,64,57,57
51.608,FeNOMeasurement,7.641396892170311e-17,7.641396892170311e-17,True,True,53,53,42,42
52.608,FeNOMeasurement,4.1686355534244205e-12,4.1686355534244205e-12,True,True,41,41,27,27
53.608,FeNOMeasurement,7.605791810463668e-07,7.605791810463668e-07,True,True,24,24,7,7
54.608,,,,False,False,16,16,0,0
