time,event_name,normalized_A1_p_value,normalized_B6_p_value,normalized_A1_significant,normalized_B6_significant,normalized_A1_n1,normalized_B6_n1,normalized_A1_n2,normalized_B6_n2
34.599,BreathSampleCollection,0.0033561334630998986,0.004920774984435627,True,True,68,68,72,72
35.599,BreathSampleCollection,0.0023194684140680696,0.017247972682992264,True,True,67,67,71,71
36.599,BreathSampleCollection,0.027964802169195085,0.10770987752740002,True,False,75,75,79,79
37.599,BreathSampleCollection,0.37938830908232624,0.8443856191913008,False,False,78,78,82,82
38.599,BreathSampleCollection,0.5035538587228068,0.02635660959983925,False,True,77,77,80,80
39.599,FeNOWindow,0.0058687237948795105,2.3764632936727176e-06,True,True,85,85,85,85
40.599,FeNOWindow,1.058106851337278e-06,3.919767596412041e-11,True,True,85,85,85,85
41.599,FeNOWindow,1.328353634093762e-11,8.34979889145113e-18,True,True,80,80,80,80
42.599,FeNOWindow,1.5446179649714775e-17,3.7420738689502926e-24,True,True,85,85,85,85
43.599,FeNOWindow,1.492370141201334e-20,2.1486273709083257e-26,True,True,85,85,85,85
44.599,FeNOMeasurement,1.1100543392812804e-20,5.6215577692172946e-27,True,True,80,80,80,80
45.599,FeNOMeasurement,9.679660688328187e-22,2.139981728306518e-29,True,True,85,85,85,85
46.599,FeNOMeasurement,5.787190927896186e-22,2.139981728306518e-29,True,True,85,85,85,85
47.599,FeNOMeasurement,1.740170172623919e-21,9.385827100658193e-28,True,True,80,80,80,80
48.599,FeNOMeasurement,3.0618442882974377e-24,6.666824655102888e-29,True,True,84,84,83,83
49.599,FeNOMeasurement,1.0767048742949165e-24,9.47440983317818e-28,True,True,79,79,81,81
50.599,FeNOMeasurement,5.4070380724980984e-21,3.6994552024171666e-22,True,True,62,62,64,64
51.599,FeNOMeasurement,4.500268909730392e-18,3.3527744544137136e-18,True,True,50,50,52,52
52.599,FeNOMeasurement,1.4623518736252096e-14,1.4623518736252096e-14,True,True,39,39,41,41
53.599,FeNOMeasurement,4.544978314963725e-09,4.544978314963725e-09,True,True,23,23,24,24
54.599,,1.5758642029322092e-05,1.5758642029322092e-05,True,True,16,16,11,11
