time,event_name,normalized_A1_p_value,normalized_B6_p_value,normalized_A1_significant,normalized_B6_significant,normalized_A1_n1,normalized_B6_n1,normalized_A1_n2,normalized_B6_n2
34.608,BreathSampleCollection,0.02945125311508032,0.002717199707857027,True,True,85,85,84,84
35.608,BreathSampleCollection,0.271084127868192,0.025737753811725782,False,True,80,80,80,80
36.608,BreathSampleCollection,0.47349396565644664,0.2950259292441184,False,False,85,85,85,85
37.608,BreathSampleCollection,0.09921869975686715,0.950299294234912,False,False,85,85,85,85
38.608,BreathSampleCollection,0.010029214775761896,0.192945844327856,True,False,80,80,80,80
39.608,FeNOWindow,0.0008164077951426952,0.014425512833657866,True,True,85,85,85,85
40.608,FeNOWindow,2.884406660877676e-05,0.00046546420719703255,True,True,85,85,85,85
41.608,FeNOWindow,2.959799201978538e-08,4.363357730043977e-07,True,True,80,80,80,80
42.608,FeNOWindow,8.522722588724452e-13,1.6409070862393153e-11,True,True,85,85,85,85
43.608,FeNOWindow,1.3926189739749678e-18,2.5716366970763264e-17,True,True,85,85,85,85
44.608,FeNOMeasurement,1.029620324173477e-24,4.552303023333433e-25,True,True,80,80,80,80
45.608,FeNOMeasurement,2.398389580040442e-28,5.163800252423191e-29,True,True,85,85,85,85
46.608,FeNOMeasurement,2.2967361138218756e-29,2.139981728306518e-29,True,True,85,85,85,85
47.608,FeNOMeasurement,9.385827100658193e-28,9.385827100658193e-28,True,True,80,80,80,80
48.608,FeNOMeasurement,2.139981728306518e-29,2.139981728306518e-29,True,True,85,85,85,85
49.608,FeNOMeasurement,9.080913416794144e-27,9.080913416794144e-27,True,True,77,77,77,77
