normalized_A1,normalized_A2,normalized_A3,normalized_A4,normalized_A5,normalized_A6,normalized_A7,normalized_A8,normalized_B1,normalized_B2,normalized_B3,normalized_B4,normalized_B5,normalized_B6,normalized_B7,normalized_B8,normalized_C1,normalized_C2,normalized_C3,normalized_C4,normalized_C5,normalized_C6,normalized_C7,normalized_C8,normalized_D1,normalized_D2,normalized_D3,normalized_D4,normalized_D5,normalized_D6,normalized_D7,normalized_D8,normalized_E1,normalized_E2,normalized_E3,normalized_E4,normalized_E5,normalized_E6,normalized_E7,normalized_E8,normalized_F1,normalized_F2,normalized_F3,normalized_F4,normalized_F5,normalized_F6,normalized_F7,normalized_F8,normalized_G1,normalized_G2,normalized_G3,normalized_G4,normalized_G5,normalized_G6,normalized_G7,normalized_G8,normalized_H1,normalized_H2,normalized_H3,normalized_H4,normalized_H5,normalized_H6,normalized_H7,normalized_H8
-0.0009000847916486032,-0.00026437100087994825,0.007323893128902803,-6.190173428766155e-05,0.004928183460476632,0.04690105567548919,-0.0029008432250693383,0.0563140219212368,0.10091612849913689,-0.002821982268286116,0.00034067883348276595,-0.010033233221007243,0.01908576144085372,-0.001671218126119145,0.002361573931856542,-0.01480107024363686,0.015855625744969792,0.015521332973744029,0.003274935211178054,-0.017361214401309888,-0.000856685025962256,5.1365828453775464e-05,0.002837858357563894,0.022832927436827744,-0.02294307702009446,-0.0009742095428351139,0.009257504193305621,0.007741323815145584,-0.019992292375379916,-0.3003226390730296,0.0007835127913278228,0.01813021302731954,-0.009959918637398979,-0.05515275239756401,-0.011608055681716856,0.021694727370892952,-0.014822244361940351,-0.04647552461758131,-0.049782606490429426,0.01305780743527829,-0.007484871534589099,0.015705182787368877,-0.008288172385482961,-0.011162148093659674,0.000961692072362963,-0.0005553182726810713,0.00028460157531129404,0.01621932105088142,-0.002234528391374724,0.0036502946033614148,0.00040886673662288153,0.00014906785837243142,0.0008507735101406233,-0.06125137923324386,-0.007046023409788771,0.02259195799216318,0.0008664741290502764,-0.007641418044316617,0.00011771814583516615,9.327919059387568e-06,-7.709930894161943e-05,-0.02441512533847079,0.003999455415071962,0.01827618946594667
-0.0006450184815671722,-0.0004125454778309834,0.008595222150600268,-6.90638124355436e-05,0.0023873942837748796,0.05813740322242822,-0.0025891409184159997,0.04179828256895979,0.0926476018832243,-0.0028135447696694404,0.00039310943414161414,-0.008767314531563541,0.01485482600008492,-0.001640374065752126,0.002867400185319724,-0.012267653664251976,0.011047867853190896,0.012752922879311734,0.003243286404147838,-0.01766503938727193,-0.0006364989943732358,-0.00036738208480946444,0.00292638535087697,0.021268560698086247,-0.018715299829764276,-0.0010486513572318668,0.011450300633800037,0.009659792428338365,-0.015956011632650813,-0.2749005809708722,0.001051829946616678,0.016955221724322955,-0.008821369461106898,-0.04734199528163319,-0.012065218636162944,0.018651082243084316,-0.014433808857128305,-0.04320654809938962,-0.04403302485929539,0.011939666794929193,-0.006693904338657686,0.01399352623503125,-0.0077780399941554945,-0.00969523583335996,0.0011138337423588496,-0.00019224261036809853,0.0005272811467016414,0.01486695388119319,-0.0018625179906874845,0.003387955593048275,0.0003319510067605336,0.0001368730076312108,0.0009433138046937017,-0.06543898991700281,-0.020280515950218847,0.0215758166358897,0.0010488105060220132,-0.0060812627716033685,0.00015150531978025406,9.90363341357714e-06,-6.184596487324168e-05,-0.022285233433743,0.007919672524717702,0.02196329684877263
-0.0004349718930762858,-0.0005122203199672271,0.009816271409698984,-7.763483829592577e-05,-2.1051506212454996e-05,0.06766321180513035,-0.0023643585576281767,0.030600330199692438,0.0855387420332614,-0.00281019837055807,0.0004346650580187017,-0.0077449802152654845,0.011329200588940047,-0.001604146708470533,0.0032882833284706425,-0.010315703055883918,0.006978846804331695,0.010495736902325525,0.0032049839185182005,-0.01792136616139106,-0.00043467169139721484,-0.0007012625901067215,0.0030242951167709364,0.019721036099605183,-0.015093700037334123,-0.0011626641030517693,0.01309940714794644,0.011099095855746866,-0.012446954553446465,-0.2509399312065296,0.0012697181881846653,0.01580989872975702,-0.007853456968216488,-0.040820363685356575,-0.012219829341835409,0.01606550926949324,-0.014159644935674898,-0.04006081877061041,-0.03897665069416023,0.010915359430021976,-0.0060123673714483905,0.012456999365225485,-0.007306196234097895,-0.00854369216216544,0.0012518258551503791,0.000129327528191725,0.0007570015048503631,0.013552314490838713,-0.0015588594416230395,0.003174194581540668,0.00028236427693095756,0.0001252754474627693,0.000989753809931937,-0.06834707012313113,-0.031234967718341,0.020541661461917382,0.0012113288545740897,-0.004744136006895272,0.00018142009034782802,1.0096193918895935e-05,-4.8220375233443136e-05,-0.020295042641324423,0.011107419429998489,0.02499723945129495
-0.00026612661395819526,-0.0005684289076988147,0.010988200337424425,-8.735847262197893e-05,-0.0022940914566009774,0.0755909764375855,-0.002216859593522691,0.022487912099500296,0.07950425735652389,-0.0028112248108271842,0.00046600137327290625,-0.006948495677393751,0.008460322614119997,-0.0015630820600288642,0.003629804909559331,-0.008893138991886929,0.0035948938517953444,0.00870716794554105,0.003160977177980806,-0.01812772135751195,-0.00025089601433281317,-0.0009567656528632895,0.0031294571455355857,0.018195428317368645,-0.012034957175515615,-0.0013039740587050819,0.01424845749675474,0.012098358195979264,-0.00943131769030603,-0.22840525615511187,0.0014404975203941017,0.014695859361226082,-0.007044510240935331,-0.03547915539985791,-0.01210348054882382,0.013900956114302199,-0.013989481337008614,-0.03703927915994376,-0.03456903707144443,0.00998171890174393,-0.005431287889814951,0.011104384994796046,-0.006871003027406508,-0.007677523496301908,0.001376070713299482,0.00041155291580774467,0.0009738916334312009,0.012277832951517409,-0.0013182483590176153,0.003005816186963939,0.00025829459316040193,0.00011426319091922821,0.0009943776064789134,-0.07007953554477109,-0.040060991425797,0.019494255194368426,0.0013548071049658272,-0.00361459715547785,0.00020761046567252528,9.92245103104139e-06,-3.615168131421154e-05,-0.018439200997047545,0.013610484838720849,0.02742802521072152
-0.00013466423199537392,-0.0005862046214356598,0.012112168365002063,-9.797837616631888e-05,-0.004428663114506848,0.08203319213378268,-0.0021370074769154757,0.01722877555444846,0.07445885626028792,-0.0028159058303519613,0.0004877740480631054,-0.006360126323229243,0.0061996294823249976,-0.0015177261261813957,0.0038975464768360446,-0.007947882045614474,0.0008423402489849963,0.007344608911714401,0.0031122156062266537,-0.01828163160947971,-8.48648604786506e-05,-0.00114038123850424,0.0032397409274615985,0.016696812027359398,-0.00949575077702014,-0.0014603075026026202,0.014941085441234181,0.012696703547643962,-0.00687529759576877,-0.2072611221917292,0.0015674879476077486,0.013614718936334036,-0.0063828583614709,-0.031209668216261477,-0.011747765007218858,0.012120370441692563,-0.013913046800557383,-0.03414287179608966,-0.030765737067568466,0.009135578771282127,-0.004941693150611881,0.009944465940588731,-0.006470822296177792,-0.007066736251995165,0.0014869706193687549,0.0006565943252905271,0.0011780805161183405,0.011045939334928923,-0.0011353803577067723,0.002879625027442989,0.00025793000147467104,0.00010382425105381898,0.0009614692749591036,-0.07074030187506586,-0.046910199784228834,0.018438360557364364,0.0014800231874563252,-0.0026772056226366248,0.000230224453888761,9.399255205488899e-06,-2.5569024407201546e-05,-0.016712356536744744,0.015476657458690646,0.029305662064259996
-3.676633496996207e-05,-0.0005705808415881197,0.01318933492365737,-0.00010923820968200548,-0.006421704027045783,0.08710235390771137,-0.0021151656586231304,0.014590667850603367,0.07031724715182919,-0.002823523169007469,0.000500638750549065,-0.005962137558052416,0.00449855860025572,-0.0014686249126824036,0.0040970895785501504,-0.007427852790420575,-0.0013324827506958625,0.0063654527036012265,0.003059648626947409,-0.01838062355113934,6.372887286665296e-05,-0.0012585993124547556,0.003353015952838545,0.015230261905561315,-0.007432760374559422,-0.0016193907131546448,0.015220924742394448,0.012933256009349803,-0.00474509082237351,-0.1874720956914918,0.001654009474187923,0.012568092772685668,-0.005856830412030556,-0.027903199925691458,-0.01118427546711076,0.010686699915847475,-0.01392007006574969,-0.03137253920774774,-0.027522303758952704,0.008373772599823859,-0.004534610410692919,0.00898602501944823,-0.0061040159625085355,-0.006681336845471231,0.00158492787592035,0.0008666125294489735,0.0013696971365853017,0.009859063712772898,-0.001004951052526848,0.0027924257211029424,0.0002794585478997913,9.394664091910698e-05,0.0008953128959963141,-0.07043328480715794,-0.051934205505278275,0.017378740275027393,0.001587755032305349,-0.0019165208136574519,0.00024941006313072833,8.543456897491808e-06,-1.640154580462294e-05,-0.015109157296248399,0.016753725997714408,0.030680157949118714
3.138548933590002e-05,-0.000526590948566108,0.014220859444616263,-0.00012088163392187656,-0.008270151741334053,0.09091095677336059,-0.0021416975894619217,0.014341336274030336,0.06699413843842383,-0.0028333585666686645,0.0005052511488892186,-0.005736794787144173,0.0033085473746128358,-0.001416324425286275,0.004234015762951682,-0.007280971799659364,-0.0029832438938441896,0.005727092223957619,0.0030042256638338483,-0.018422223816335292,0.00019519228840447767,-0.0013179098401402412,0.003467151711957106,0.013800852627957827,-0.00580266550084485,-0.0017689499687716381,0.01513160916124523,0.012847139679704744,-0.003006893922659737,-0.1690027430295098,0.0017033821044971642,0.0115575961878851,-0.005454755474821771,-0.02545104831927214,-0.010444604678589986,0.009562892200948081,-0.014000279872013688,-0.028729223923618097,-0.024794290222017623,0.007693133948555753,-0.004201066926912023,0.008237845048219894,-0.0057689459484949746,-0.006491331692955682,0.00167034478551642,0.0010437683010935395,0.0015488704785064922,0.008719636156748756,-0.0009216560583134026,0.0027410228860689223,0.00032106827846201114,8.46183735678796e-05,0.0008001925502145735,-0.06926240003419037,-0.05528462130058742,0.01632015707147949,0.0016787805697719982,-0.0013171021338257427,0.00026531530153328653,7.371906562303465e-06,-8.578386798130389e-06,-0.013624251311390778,0.01748947916359822,0.031601520802505334
7.360965313951695e-05,-0.00045926832277976004,0.015207901359103992,-0.00013265230963876995,-0.009970943804487264,0.09357149574472046,-0.002206966720248116,0.01624852811079469,0.06440423852734756,-0.002844693763210837,0.000502266911243332,-0.005666363415785192,0.002581033212097017,-0.001361370669747397,0.0043139065782904495,-0.007455159646684195,-0.004163611927056388,0.005386920375539228,0.0029468961405776373,-0.018403959038912898,0.0003098324888359816,-0.0013248027869858792,0.003580017695106852,0.012413658870532362,-0.004562145688588259,-0.0018967115478643048,0.014716772458796212,0.012477478657317631,-0.0016269034491664947,-0.1518176305808936,0.0017189258428982335,0.01058484449953645,-0.005164962632051906,-0.023744511188127593,-0.009560345391746772,0.008711894961177302,-0.014143404958777528,-0.026213868472400703,-0.0225372495331837,0.007090496378665767,-0.003932089956123486,0.007708708843749079,-0.00546397417623401,-0.006466727210674428,0.0017436236507193392,0.0011902224130340144,0.0017157295255556537,0.007630086738556141,-0.0008801909899025517,0.0027222211404660523,0.00038094723918735696,7.582746205248014e-05,0.0006803923182379101,-0.06733156324930567,-0.057113059881798156,0.01526737367084241,0.001753877730115816,-0.0008635089884274638,0.00027808817723062873,5.901454655399263e-06,-2.0286886796005987e-06,-0.012252286618004593,0.017731705664148167,0.03211975856162774
9.37245686589705e-05,-0.00037364634463932234,0.01615162009834603,-0.00014429389758552347,-0.011521017763621355,0.09519646583577956,-0.0023013365017983123,0.020079990646962642,0.06246225582587628,-0.002856810498509277,0.0004923417057698387,-0.005733108849256152,0.002267453519408935,-0.0013043096518199349,0.004342343572816265,-0.007898336904849201,-0.004927255596929636,0.005302330061101923,0.002888609480869775,-0.018323355852716827,0.00040795657686265585,-0.0012857681184167413,0.003689483392578019,0.01107375530926813,-0.0036678804705008172,-0.0019904017288432385,0.014020048396057083,0.011863397040796864,-0.0005713159544328272,-0.1358813247207532,0.001703960693753448,0.009651453025243839,-0.0049757809659283225,-0.022674886323381882,-0.008563090356671466,0.00809665586071695,-0.014339174065469695,-0.023827415382795314,-0.020706734768871304,0.006562693451340307,-0.003718706755180934,0.007407399222880473,-0.005187462567821877,-0.006577529814853267,0.0018051667740917043,0.0013081356380797438,0.001870403261406528,0.0065928455298944755,-0.0008752514621304108,0.002732825102419234,0.0004572834761016331,6.75619194261401e-05,0.0005401962806905747,-0.06474469014564688,-0.057571133960552134,0.014225152797237683,0.0018138244435959017,-0.0005403007827480266,0.0002878766983571701,4.148951632254594e-06,3.3184072587566504e-06,-0.010987911251922,0.017528194207170333,0.03228487916369405
9.554864811178732e-05,-0.0002747583945547083,0.017053175093568074,-0.000155550058515197,-0.012917311165852374,0.0958983620605276,-0.0024151703849287776,0.02560347116859929,0.06108289874128614,-0.0028689905124386073,0.00047613120062850456,-0.005919296492837844,0.00231924570324904,-0.0012456873772584975,0.004324908294779384,-0.008558424147508403,-0.005327843650060338,0.005430714183401797,0.0028303151084019262,-0.018177940891592193,0.0004898716551859916,-0.0012072957998583433,0.003793418294661066,0.009786216620149002,-0.0030765493792944687,-0.0020377467901184776,0.013085070734037307,0.011044018928750843,0.0001936720090018884,-0.12115839182419874,0.0016618066614253468,0.008759037082611831,-0.004875539558658604,-0.022133471516159187,-0.007484432323454304,0.007680122563749059,-0.014577315931517898,-0.021570807183501906,-0.019258299005501023,0.0061065587277671085,-0.0035519445809386596,0.00734269900245943,-0.004937773045355254,-0.006793745921718108,0.0018553764581956678,0.001399668749040739,0.002013020669733079,0.005610342602463625,-0.0009015330898325402,0.002769639390053813,0.0005482650352313101,5.9809758741202756e-05,0.00038388851819615155,-0.06160569641635649,-0.05681045624849157,0.01319825717478773,0.0018593986404717988,-0.00033203692207295354,0.0002948288730475479,2.1312479481228053e-06,7.533759725397715e-06,-0.009825773248975267,0.016926733500471247,0.032146890545912354
