component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_453624,FLW0_453624,ANLT0_453624,FLW0_091225,SETP0_183425,FLW0_183425,ANLT0_183425,SETP0_093324,FLW0_093324,ANLT0_093324,FLW0_093125,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524
0000000027-3725-asu-nz,0000000027-3524-oms-nz,Exposure,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4400322580.6452,6644622412.2035,4557385677.308,8219.6247,5754.7974,6932445182.1438,4607854283.8912,4356408481.6524,4397905503.0573,6648575142.5696,4560565244.9203,12469.5195,83760.5531,6930078595.7558,4669102451.0668,4812918689.3204,4406214078.8594,6691180790.0068,4643393893.2192,242726.8386,4894.0662,6939738522.0813,4611605224.9637,4617872489.083,4472983775.2275,6690454852.3207,4692348691.2235,12948468.4626,8874682.2567,6949260070.0525,4647498976.1891,4783277452.8131,4402846967.1675,6658127991.9375,4575883915.68,6310903.3676,650557.6285,6932577094.4352,4637266199.6497,4778181927.7108,4394709215.1308,6655796322.7269,4579262513.0043,911721.1482,3611.5439,6930638427.9476,4606527487.8219,4217630571.2158,4380623996.4565,6691792858.9516,4632842942.3459,28556.2049,15999.5016,6931277840.8595,4723513706.3686,4816128483.8181,3087762803.2345,6658038128.8318,4561864923.9982,26562.936,7768.7668,6936086006.468,4640167649.9796,4220102176.5739,21.641,22.7692,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:40:06.738,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': 'fe6943b2-af20-44b4-b14c-cdb20c6a28b9', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'Exposure', 'description': 'Exposure', 'labels': 'Exposure', 'metadata': {'Length': 600, 'Progress': 26, 'startTime': 1759387204360, 'Notification': 'Event Exposure Started.'}, 'createdAt': '2025-10-02T06:40:04.778Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.51,154673.43,32.89,24.89,102815.62,2490.0,2490.92,22340098.0,0.14,10.0,9.94,22160328.0,2500.0,2499.34,22450181.0,0.14,0.52,210086.57,33.16,24.9,102770.02
0000000027-3725-asu-nz,0000000027-3524-oms-nz,Exposure,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4400081752.9615,6644628279.2725,4557126998.7346,8219.3755,5754.4981,6933662734.8187,4607856024.1313,4395351105.692,4397659385.2482,6649131929.8834,4560827768.8234,12470.9359,83736.3304,6930078595.7558,4665810866.373,4809708325.7534,4405969259.8986,6690618617.6049,4637417032.4846,242732.015,4894.1468,6940346335.4906,4611608708.2729,4543936060.5019,4472481487.7621,6690459071.73,4692073192.3965,12948279.5944,8874850.2262,6948655984.5898,4647229437.2294,4783278658.8675,4403339826.358,6658129671.6217,4575620813.1208,6310892.7863,650624.3907,6932581462.3919,4637809434.8435,4777895909.8849,4396174362.3937,6656354324.0974,4577675641.3219,913356.0217,3597.4989,6931241156.4329,4606528647.6456,4191278012.685,4380136743.6196,6687835329.8465,4635822947.7503,28558.3032,15975.3315,6931878057.3026,4724638077.678,4815832422.5865,3076307309.0994,6658035609.3055,4561602279.924,26562.5291,7768.1207,6934873721.9261,4640439887.8374,4193052030.4569,21.8022,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:40:07.937,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': 'fe6943b2-af20-44b4-b14c-cdb20c6a28b9', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'Exposure', 'description': 'Exposure', 'labels': 'Exposure', 'metadata': {'Length': 600, 'Progress': 26, 'startTime': 1759387204360, 'Notification': 'Event Exposure Started.'}, 'createdAt': '2025-10-02T06:40:04.778Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.51,155211.18,32.9,24.89,102815.34,2490.0,2489.69,22340098.0,0.14,10.0,9.95,22160328.0,2500.0,2497.95,22450181.0,0.15,0.52,210210.83,33.16,24.9,102773.09
0000000027-3725-asu-nz,0000000027-3524-oms-nz,Exposure,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4400328698.5539,6644080623.5334,4556868349.9166,8218.6508,5754.524,6933660113.5867,4607854863.9712,4430775462.3163,4397421631.8364,6649140317.0343,4560312535.9733,12470.1974,83853.5267,6930680349.345,4672399270.6311,4810584667.6371,4405730593.6073,6691196826.4686,4641229570.6168,242695.164,4894.3547,6940950756.5818,4611342737.722,4566736914.8385,4471730530.1232,6691037218.3307,4691806016.1061,12947689.0697,8873800.8092,6948656860.1699,4647505411.572,4782701839.0112,4403591027.9958,6657579778.3003,4575629475.6295,6310536.7614,650628.0828,6931977638.0154,4637809434.8435,4777608721.8407,4396175473.6901,6656918297.0862,4577149046.7938,912025.6196,3608.1522,6930636681.2227,4606798700.9221,4243405928.9384,4381111357.218,6688404623.3021,4627433126.9711,28546.8765,15980.3907,6931276093.982,4725485425.3421,4815250121.4182,3085706980.0125,6658036449.1476,4561605734.3543,26574.3289,7767.7159,6936084258.369,4639897196.2617,4243167638.718,21.5604,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:40:09.136,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': 'fe6943b2-af20-44b4-b14c-cdb20c6a28b9', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'Exposure', 'description': 'Exposure', 'labels': 'Exposure', 'metadata': {'Length': 600, 'Progress': 26, 'startTime': 1759387204360, 'Notification': 'Event Exposure Started.'}, 'createdAt': '2025-10-02T06:40:04.778Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.51,154162.2,32.9,24.89,102816.48,2490.0,2491.22,22340098.0,0.14,10.0,9.97,22160328.0,2500.0,2499.41,22450181.0,0.15,0.53,209856.07,33.16,24.9,102771.54
0000000027-3725-asu-nz,0000000027-3524-oms-nz,Exposure,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4400571221.9812,6644637498.9523,4556346540.9167,8217.2376,5754.6643,6933660987.3307,4608122752.0594,4463749085.383,4397911061.7009,6648584367.6619,4560577908.2484,12470.1715,83792.1553,6930078595.7558,4668830374.9853,4811166444.2557,4405240534.5212,6690632120.8541,4637427568.0421,242817.7636,4894.2446,6941560531.8404,4610808567.4483,4587639981.4901,4471226265.8228,6691605334.2336,4691530582.0356,12948500.8792,8873895.7078,6948659486.9101,4647777322.7241,4782989628.5576,4403836691.5284,6658142269.2534,4575106247.8346,6310108.9218,650671.2554,6931976764.5003,4638077888.7137,4777892295.6448,4396176584.9864,6656919136.7873,4576092757.3062,912591.4801,3598.8053,6930035804.7332,4606801020.7041,4214489264.4558,4382083079.4794,6688974012.8248,4630683226.1835,28545.5918,15983.7771,6931882424.8777,4726608949.1848,4815253156.8723,3074504259.2088,6658598185.7887,4561606885.8311,26578.7129,7768.3596,6934267738.553,4639896612.1495,4289147601.2764,21.641,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:40:10.333,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': 'fe6943b2-af20-44b4-b14c-cdb20c6a28b9', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'Exposure', 'description': 'Exposure', 'labels': 'Exposure', 'metadata': {'Length': 600, 'Progress': 26, 'startTime': 1759387204360, 'Notification': 'Event Exposure Started.'}, 'createdAt': '2025-10-02T06:40:04.778Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.51,154400.79,32.88,24.9,102816.25,2490.0,2490.45,22340098.0,0.14,10.0,9.97,22160328.0,2500.0,2499.41,22450181.0,0.14,0.53,209260.19,33.15,24.91,102771.89
0000000027-3725-asu-nz,0000000027-3524-oms-nz,Exposure,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4400327586.2069,6644078109.286,4556608005.521,8215.926,5753.9595,6934263369.4512,4607322661.0985,4493388668.5552,4398156095.3916,6648583529.0171,4560051223.0216,12469.5279,83674.8223,6930685589.5197,4665269278.2052,4811751395.2924,4404996937.8097,6691199358.5415,4641502636.2039,242734.8703,4894.4207,6941566655.0035,4610814952.4031,4606324776.3968,4470973611.3466,6692166793.281,4691805423.9697,12947942.2765,8873043.8351,6949267950.9632,4647507751.7112,4783567724.0381,4403107017.6415,6658708214.3457,4575637560.6376,6309668.5932,650672.0766,6930763318.7773,4638077304.8403,4778178915.6627,4396178251.9309,6656919136.7873,4575297684.3564,913659.7696,3617.4858,6929429793.9225,4607337741.4303,4264439664.444,4382810214.9346,6690101265.8228,4623924715.4946,28551.6111,15985.7423,6930675109.1703,4727738959.6477,4816132734.2279,3083775358.9263,6658597345.876,4562131053.1468,26570.3234,7768.3111,6935476315.3295,4639897780.3738,4254569451.1508,21.641,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:40:11.542,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': 'fe6943b2-af20-44b4-b14c-cdb20c6a28b9', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'Exposure', 'description': 'Exposure', 'labels': 'Exposure', 'metadata': {'Length': 600, 'Progress': 26, 'startTime': 1759387204360, 'Notification': 'Event Exposure Started.'}, 'createdAt': '2025-10-02T06:40:04.778Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.51,154263.33,32.89,24.9,102817.33,2490.0,2490.99,22340098.0,0.16,10.0,9.98,22160328.0,2500.0,2502.12,22450181.0,0.14,0.53,209232.74,33.17,24.9,102773.29
0000000027-3725-asu-nz,0000000027-3524-oms-nz,Exposure,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4400817109.8009,6643521327.4114,4555821976.8846,8216.7261,5752.8727,6933658366.0987,4607589907.1926,4434745288.8218,4397911617.5653,6649138639.6041,4559788213.628,12467.8729,83784.1957,6928264361.795,4672127396.7768,4813211359.9126,4404505372.1539,6690632964.8072,4645038986.9262,242860.3828,4894.4851,6941564905.5283,4610812630.6013,4623001282.3502,4471225135.6239,6691600270.0878,4691248075.7845,12947767.182,8873015.3717,6949874770.12,4648323581.0415,4783279864.9219,4403105904.6135,6659270894.5821,4575905284.4355,6309531.701,650634.2311,6931979385.0454,4638082559.7011,4777898921.7517,4396424205.379,6656362720.403,4575036955.7686,913307.2746,3612.5504,6928825635.2047,4607337741.4303,4310417436.6779,4383296398.892,6690665878.9771,4627974299.0654,28552.7663,16006.5098,6930070736.1802,4728020951.1339,4815843958.7128,3075829247.4123,6658594826.1381,4562128749.928,26569.302,7768.4797,6936081636.2206,4639894859.8131,4235673005.0208,21.641,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:40:12.743,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': 'fe6943b2-af20-44b4-b14c-cdb20c6a28b9', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'Exposure', 'description': 'Exposure', 'labels': 'Exposure', 'metadata': {'Length': 600, 'Progress': 26, 'startTime': 1759387204360, 'Notification': 'Event Exposure Started.'}, 'createdAt': '2025-10-02T06:40:04.778Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.51,154395.76,32.91,24.89,102815.92,2490.0,2491.52,22340098.0,0.15,10.0,9.95,22160328.0,2500.0,2500.2,22450181.0,0.14,0.54,209005.96,33.17,24.9,102772.03
0000000027-3725-asu-nz,0000000027-3524-oms-nz,Exposure,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4401057462.313,6642957935.3109,4555815651.7739,8216.663,5753.1406,6933049100.1223,4607320341.0475,4466015880.1667,4398397820.7694,6649133607.3136,4558999367.0522,12468.2831,83649.9862,6929471707.9986,4668829787.234,4813211359.9126,4404746687.4513,6690627057.1356,4639595362.1831,242991.3923,4894.3413,6940955129.8872,4610810308.7996,4638710375.4825,4471727139.1432,6691028778.7999,4691244523.3866,12948043.664,8872870.1121,6949870391.4528,4648048095.4889,4783568930.1652,4402858096.828,6658708214.3457,4576167263.4862,6309563.5356,650630.516,6930766812.2271,4638355132.547,4777611733.5261,4396177696.2827,6656920816.1894,4574242826.6266,911930.4653,3610.5828,6928821269.5364,4607603248.2599,4353318329.0333,4384026153.9314,6690669254.7894,4631495294.324,28562.2297,15994.0595,6929465595.5292,4728583249.0029,4815843958.7128,3087644921.875,6658605745.0025,4562398940.4584,26571.6495,7768.6995,6935478063.2757,4640708068.0026,4207532233.2467,21.5604,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:40:13.940,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': 'fe6943b2-af20-44b4-b14c-cdb20c6a28b9', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'Exposure', 'description': 'Exposure', 'labels': 'Exposure', 'metadata': {'Length': 600, 'Progress': 26, 'startTime': 1759387204360, 'Notification': 'Event Exposure Started.'}, 'createdAt': '2025-10-02T06:40:04.778Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.52,153846.16,32.91,24.89,102815.85,2490.0,2487.88,22340098.0,0.14,10.0,9.99,22160328.0,2500.0,2500.48,22450181.0,0.14,0.54,208905.07,33.16,24.9,102771.8
0000000027-3725-asu-nz,0000000027-3524-oms-nz,Exposure,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4401054124.7149,6643506243.1911,4556070730.3048,8216.652,5753.4838,6933049100.1223,4607319181.022,4495686752.4517,4398638461.1108,6649683777.8896,4559517753.3521,12469.8681,83872.1411,6928864926.2202,4665812628.4875,4813211966.7456,4404991370.191,6690627057.1356,4634167982.687,242948.9693,4894.1983,6942169538.973,4611343898.7577,4653431119.4555,4472742227.247,6690468354.4304,4691245115.4529,12947017.7364,8873021.1918,6950478192.3279,4647501316.3283,4783857427.1757,4403350400.7124,6658709054.2584,4576694778.1885,6309417.2391,650596.2068,6930762445.4148,4638081975.8276,4778475811.7959,4395445555.5556,6657476486.3957,4573447240.822,912691.4788,3607.6727,6929425427.8729,4607065305.649,4310883344.2053,4384995843.2633,6690102953.5865,4633929114.5163,28605.7883,16004.4736,6930072482.7526,4719593607.0346,4815261049.0529,3085235753.3177,6658046527.2529,4562658220.5586,26570.5643,7768.5264,6936087754.5669,4640979200.7478,4182853149.0664,21.5604,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:40:15.134,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': 'fe6943b2-af20-44b4-b14c-cdb20c6a28b9', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'Exposure', 'description': 'Exposure', 'labels': 'Exposure', 'metadata': {'Length': 600, 'Progress': 26, 'startTime': 1759387204360, 'Notification': 'Event Exposure Started.'}, 'createdAt': '2025-10-02T06:40:04.778Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.52,153754.69,32.89,24.9,102816.84,2490.0,2489.15,22340098.0,0.14,10.0,9.98,22160328.0,2500.0,2499.21,22450181.0,0.14,0.54,208522.24,33.16,24.9,102771.18
0000000027-3725-asu-nz,0000000027-3524-oms-nz,Exposure,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4401296172.6747,6642947042.0647,4556852245.9309,8217.055,5752.5915,6932441687.7785,4607582946.6357,4521872968.8124,4398389481.8768,6650239073.9032,4559513725.0388,12468.7801,83720.1608,6929469961.5788,4662797018.0794,4813211359.9126,4404743903.7969,6691192606.3471,4637962887.0807,242875.2096,4894.1164,6943385248.0532,4611075056.5972,4666043063.8899,4472741096.6648,6691033842.5184,4691518740.0083,12946728.3683,8873291.7491,6951699369.3062,4647230022.23,4783282277.0307,4403101452.5015,6659265014.6997,4576426384.7976,6309339.8162,650594.437,6929547677.2616,4638080808.0808,4778183734.9398,4394955560.4933,6656918297.0862,4582704609.8675,913209.3382,3597.3324,6930033184.8747,4606797541.0311,4274568240.621,4385234452.9431,6685587788.8345,4637181318.0382,28594.4295,15960.3901,6930072482.7526,4720713733.8801,4815551575.4963,3080163276.4399,6658604065.1772,4562390302.8907,26569.1415,7768.1464,6934265117.0919,4640431709.3118,4161304575.9866,21.7216,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:40:16.338,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': 'fe6943b2-af20-44b4-b14c-cdb20c6a28b9', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'Exposure', 'description': 'Exposure', 'labels': 'Exposure', 'metadata': {'Length': 600, 'Progress': 26, 'startTime': 1759387204360, 'Notification': 'Event Exposure Started.'}, 'createdAt': '2025-10-02T06:40:04.778Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.52,153788.91,32.89,24.9,102816.34,2490.0,2491.09,22340098.0,0.16,10.0,9.98,22160328.0,2500.0,2497.35,22450181.0,0.14,0.54,208678.37,33.16,24.91,102771.77
0000000027-3725-asu-nz,0000000027-3524-oms-nz,Exposure,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4400807097.5637,6641833109.9196,4557373597.9292,8216.6329,5753.7834,6932443434.9611,4607584686.7749,4459976942.976,4398629565.7975,6650238235.0474,4560033956.8345,12469.4911,83680.5076,6929471707.9986,4660606665.1021,4813209539.4138,4404252950.3451,6691755718.7474,4642579397.6327,242923.8818,4894.1786,6943383498.1188,4610806826.0971,4677620901.1559,4472993385.7199,6691029622.753,4691793581.2411,12947017.9179,8873227.663,6952918345.891,4646957004.9722,4783860442.6754,4403347617.9875,6659825268.8172,4576424074.395,6309391.7572,650584.9925,6931365184.7323,4638079640.334,4777899524.1251,4394955560.4933,6657479005.7104,4581642283.0047,913231.7444,3611.1947,6930636681.2227,4606263264.7144,4319821876.0214,4386205787.7814,6685586945.522,4640164568.082,28574.2717,15968.6975,6930070736.1802,4721834393.39,4815552182.624,3077032855.8082,6658605745.0025,4562916378.7146,26569.582,7768.8187,6933658366.0987,4640701057.4283,4141494751.1359,21.641,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:40:17.540,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': 'fe6943b2-af20-44b4-b14c-cdb20c6a28b9', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'Exposure', 'description': 'Exposure', 'labels': 'Exposure', 'metadata': {'Length': 600, 'Progress': 26, 'startTime': 1759387204360, 'Notification': 'Event Exposure Started.'}, 'createdAt': '2025-10-02T06:40:04.778Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.52,154186.41,32.9,24.9,102816.88,2490.0,2490.12,22340098.0,0.13,10.0,9.99,22160328.0,2500.0,2501.49,22450181.0,0.13,0.55,209467.2,33.15,24.91,102772.43
0000000027-3725-asu-nz,0000000027-3524-oms-nz,Exposure,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4401050230.8505,6641830596.5147,4557635181.7763,8217.9755,5753.1126,6932443434.9611,4607849063.1707,4405134144.3093,4397648824.4122,6650238235.0474,4560556035.2271,12469.6113,83623.2679,6929465595.5292,4658416021.581,4813792559.3251,4404250723.6696,6691754030.5563,4646116225.884,242883.717,4894.0988,6943987574.3787,4610803343.3945,4687863939.9492,4472739966.0825,6690466666.6667,4691238010.6572,12946598.3117,8872835.0947,6953523175.3264,4646682264.8573,4783859839.5754,4403343722.1728,6659820228.4946,4576417143.1872,6309299.2114,650605.7539,6931366058.171,4637805931.8076,4777612335.8631,4394710881.5197,6657479005.7104,4590133827.7041,911897.6742,3605.7163,6931240282.9941,4606259785.4451,4282433848.1477,4386448966.0143,6686717273.9541,4642339016.8161,28568.2134,16021.9182,6929468215.1589,4722960342.4698,4815848208.8646,3070318909.2604,6658044007.7265,4562389727.0529,26571.0585,7768.3886,6933661861.0747,4640703394.2864,4195716402.1164,21.7216,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:40:18.740,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': 'fe6943b2-af20-44b4-b14c-cdb20c6a28b9', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'Exposure', 'description': 'Exposure', 'labels': 'Exposure', 'metadata': {'Length': 600, 'Progress': 26, 'startTime': 1759387204360, 'Notification': 'Event Exposure Started.'}, 'createdAt': '2025-10-02T06:40:04.778Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.52,154135.65,32.89,24.9,102819.04,2490.0,2488.29,22340098.0,0.15,10.0,10.01,22160328.0,2500.0,2499.11,22450181.0,0.14,0.55,208303.2,33.16,24.91,102772.64
0000000027-3725-asu-nz,0000000027-3524-oms-nz,Exposure,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4401293947.4855,6641830596.5147,4557371872.3037,8217.0973,5753.7024,6932440814.1871,4608118111.1498,4357608659.8165,4398140530.3241,6649685455.4605,4560557762.0446,12468.2476,83525.2024,6930668122.2707,4656776292.6486,4814079873.7558,4405477476.4742,6691759939.2251,4639862965.5657,242963.7729,4894.3027,6943983199.16,4610269297.7365,4696482709.6163,4472739966.0825,6690468354.4304,4691795357.6504,12944802.1843,8873872.0232,6952911336.9546,4646952910.2077,4784433319.2593,4404075146.1175,6659819388.4409,4575888535.9515,6309318.219,650635.8454,6931363437.8548,4637261529.4804,4778180120.4819,4394955560.4933,6657480685.2536,4588008570.2704,912151.3132,3611.7633,6930634061.1354,4605993273.8026,4250930581.6135,4386934848.9049,6687841235.0262,4634189039.0127,28557.2748,15968.7104,6929463849.1093,4724366004.52,4816138806.242,3083412131.851,6658039808.516,4562387423.7015,26557.4056,7768.2371,6934267738.553,4640162976.8094,4057143368.8088,21.641,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:40:19.941,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': 'fe6943b2-af20-44b4-b14c-cdb20c6a28b9', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'Exposure', 'description': 'Exposure', 'labels': 'Exposure', 'metadata': {'Length': 600, 'Progress': 26, 'startTime': 1759387204360, 'Notification': 'Event Exposure Started.'}, 'createdAt': '2025-10-02T06:40:04.778Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.52,153707.59,32.9,24.9,102815.41,2490.0,2491.41,22340098.0,0.16,10.0,9.97,22160328.0,2500.0,2499.5,22450181.0,0.14,0.55,207864.77,33.15,24.91,102770.14
