component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_453624,FLW0_453624,ANLT0_453624,FLW0_091225,SETP0_183425,FLW0_183425,ANLT0_183425,SETP0_093324,FLW0_093324,ANLT0_093324,FLW0_093125,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4391725228.9759,6646856711.6626,4558435648.1215,8205.3163,5749.7182,6935489424.9257,4607574245.9397,4328069093.4891,4281477973.8067,6646915402.029,4559264011.9692,12467.9747,83550.2772,6935537493.4452,4662505722.8385,4812633335.3559,4410114827.2018,6693447315.0963,4639590677.5195,242560.7607,4893.5304,6944597882.2088,4612665931.1306,4670726105.6475,4469422131.8421,6691582545.5773,4692346322.3973,13022023.6203,8873342.2563,6956575210.3787,4646930681.4858,4783854411.676,4403806078.1476,6659825268.8172,4576163798.0825,6314666.7335,651046.2863,6931387020.7005,4638323017.634,4778472799.5662,4395664759.1533,6659154976.9005,4587482485.0906,909749.3601,3572.9368,6934882460.8931,4607039206.5886,4457247794.0763,4383026979.1147,6689535060.3325,4619063137.6436,28428.0349,15800.2859,6931286575.2467,4722097848.0561,4814681923.0302,3027582548.0732,6661388118.6455,4565016132.7495,26525.3778,7755.3954,6940335840.4758,4642039504.4413,4267665482.7252,21.641,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:35:05.474,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': '2aa41372-d4f4-4056-a9f9-a544eee1e07c', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759386903255, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:35:03.563Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,498807.08,31.0,24.93,102807.63,2500.0,2498.28,22340098.0,0.15,0.0,0.06,22160328.0,2500.0,2498.47,22450181.0,0.14,0.5,325892.82,31.7,24.92,102760.42
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4392700016.6565,6647409860.8083,4558958513.1481,8208.1289,5749.8562,6936099991.2595,4607573665.8933,4369158173.1034,4292417123.3248,6647461848.0631,4560047194.2446,12467.3012,83621.4903,6936751748.2517,4660045171.8878,4813219855.5738,4410604861.1885,6692879696.0743,4643125879.0436,242681.7412,4893.3595,6943990199.51,4612665931.1306,4681776754.619,4469673483.2222,6692144002.7011,4692903340.4407,13019255.9471,8872309.5595,6956574333.8008,4646929511.5531,4783855617.8759,4403799955.4714,6659813508.0645,4575365248.0222,6314900.0013,651081.3959,6930775545.8515,4638045775.6758,4778757681.6484,4396395310.0689,6659152456.9509,4594931856.4055,909385.4817,3563.3041,6936702797.2028,4607038626.6094,4403694263.9791,4382295336.2136,6690092827.0042,4613414463.7242,28499.9544,15769.2243,6931283954.9306,4723216196.9319,4814681923.0302,3020617595.3527,6660825911.6115,4565017861.2584,26534.7314,7755.6808,6939123819.5173,4641766493.3092,4311361313.4718,21.5604,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:35:06.675,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': '2aa41372-d4f4-4056-a9f9-a544eee1e07c', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759386903255, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:35:03.563Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,545230.42,31.18,24.93,102806.42,2500.0,2499.53,22340098.0,0.15,0.0,0.05,22160328.0,2500.0,2498.94,22450181.0,0.15,0.5,344146.59,31.82,24.92,102761.38
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4393187295.2413,6647405668.2878,4558957362.3339,8209.1173,5752.0134,6935491172.8719,4607838621.7298,4326179695.5976,4302945719.5692,6648017610.0629,4560310809.2552,12468.8613,83438.2482,6935541863.3106,4658131707.031,4809426388.552,4411095561.9982,6692878851.8362,4646667057.6506,242581.1702,4893.1828,6944600507.5698,4612664189.0715,4599377174.6694,4469419307.462,6692706398.7844,4692345730.1907,13015419.7271,8871303.0924,6956575210.3787,4647470894.5182,4784141737.0326,4403802738.5061,6659812668.0108,4575366402.9566,6314974.3379,651074.9533,6930168544.2319,4638044024.0556,4779045610.6525,4396152136.4672,6659153296.9341,4592268590.9697,909324.7255,3548.199,6936099991.2595,4608106508.8757,4357160046.1513,4382780301.3517,6690091139.2405,4618254837.9576,28533.9643,15785.7668,6931286575.2467,4724336862.1387,4814389074.3551,3035054143.307,6661384757.5834,4565019013.5976,26539.1235,7755.8329,6939127317.2438,4641494098.399,4274348622.8642,21.5604,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:35:07.876,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': '2aa41372-d4f4-4056-a9f9-a544eee1e07c', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759386903255, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:35:03.563Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,571633.69,31.31,24.94,102807.3,2500.0,2497.76,22340098.0,0.14,0.0,0.06,22160328.0,2500.0,2498.81,22450181.0,0.15,0.5,358511.21,31.93,24.92,102762.72
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4393923692.1026,6647966457.0231,4558959663.9623,8207.1835,5751.952,6936092998.8637,4608103028.1935,4287985833.2432,4312346560.5582,6648016771.4885,4560045467.6259,12468.1646,83831.2558,6937966427.6971,4656219226.2603,4810594371.6642,4411343741.288,6692880540.3124,4644757884.8634,242520.1439,4893.0911,6945207421.6699,4612667092.5033,4616811223.0048,4469418177.71,6692703022.1172,4692619484.7498,13012591.9635,8869457.0509,6955965465.8603,4647201357.2014,4784145355.8504,4403314781.8344,6659812668.0108,4575366402.9566,6314969.5854,651048.8745,6930168544.2319,4638318930.2814,4778762501.5062,4395908989.8878,6659713541.6667,4590138462.4298,908788.9838,3554.6802,6934280845.8581,4607572505.8005,4395627979.1597,4383265373.9612,6690654907.5871,4622833887.6247,28515.1972,15803.2979,6931287448.6855,4725179941.7048,4814973593.1524,3028052639.6445,6661946218.4874,4565544543.0448,26534.9144,7755.9583,6938518842.3538,4641764740.2559,4319596383.2453,21.7216,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:35:09.076,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': '2aa41372-d4f4-4056-a9f9-a544eee1e07c', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759386903255, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:35:03.563Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,576719.82,31.46,24.94,102806.16,2500.0,2498.26,22340098.0,0.15,0.0,0.05,22160328.0,2500.0,2497.15,22450181.0,0.15,0.5,371759.66,32.03,24.92,102761.44
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4394658112.5368,6647963941.2998,4558961390.1836,8209.4593,5752.2319,6935491172.8719,4608105348.6483,4254114049.6754,4320848170.3987,6648020964.3606,4560047769.7842,12468.0324,83643.0155,6937365154.2967,4654039137.5674,4811182215.2129,4412086214.5884,6694015029.9755,4647757963.278,242637.6951,4893.3679,6945210047.2606,4612934959.3496,4633020036.2171,4469674613.0381,6692703022.1172,4693734968.3076,13008009.3391,8868688.8113,6955967218.8623,4646928341.6204,4784147768.3957,4403563755.7745,6659812668.0108,4575631208.1312,6314926.1499,651046.111,6930772925.7642,4638590364.9635,4778477619.1337,4395913434.8261,6659714381.7204,4587748118.1239,908624.1691,3557.7605,6934282593.4988,4607839201.8098,4349503647.233,4382052617.0036,6690656595.4933,4626883905.6295,28519.7955,15807.4238,6931287448.6855,4726305110.9657,4815269548.3244,3026657731.485,6660266319.4153,4565543966.8088,26537.9138,7756.6443,6939129940.5386,4641224656.7339,4360042333.2784,21.4799,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:35:10.268,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': '2aa41372-d4f4-4056-a9f9-a544eee1e07c', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759386903255, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:35:03.563Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,571439.41,31.58,24.95,102806.48,2500.0,2499.78,22340098.0,0.16,0.0,0.08,22160328.0,2500.0,2499.69,22450181.0,0.14,0.5,380406.33,32.12,24.93,102762.15
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4395390000.0,6647965618.4486,4558697353.2796,8209.0052,5752.3359,6935495542.7373,4607839781.8899,4225507006.9803,4328193008.3703,6649133607.3136,4559520630.7188,12468.0139,83743.2404,6936754370.6294,4662232656.4151,4811765954.8653,4411345413.995,6694009119.311,4645303119.137,242822.7328,4893.4937,6947033178.6746,4612934378.6295,4647164117.8883,4469421002.09,6692702177.9504,4693177160.4573,13005677.4499,8867905.4456,6955347940.4032,4647196677.1967,4784148371.532,4403810531.003,6659812668.0108,4575896621.4265,6314832.8009,651029.1056,6930765065.5022,4638318930.2814,4778479426.4715,4395911767.9742,6659154136.9173,4585888753.8346,909405.4869,3569.5555,6933067447.1431,4607840942.05,4388320053.1209,4382783071.1279,6691223835.2465,4619869387.7551,28529.9496,15830.0198,6931890286.5129,4726586338.2125,4814977235.4762,3011628181.6796,6660826751.8064,4564753701.6766,26529.5749,7756.7831,6939125568.3806,4640684115.2071,4396605499.5011,21.641,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:35:11.468,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': '2aa41372-d4f4-4056-a9f9-a544eee1e07c', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759386903255, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:35:03.563Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,562156.82,31.72,24.94,102805.1,2500.0,2499.66,22340098.0,0.15,0.0,0.07,22160328.0,2500.0,2498.55,22450181.0,0.14,0.5,383560.72,32.25,24.93,102762.25
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4395391666.6667,6647409022.3042,4558961390.1836,8211.392,5752.4524,6936101739.3584,4607839201.8098,4273630092.6924,4334846857.7064,6649129413.7382,4560044316.5468,12467.5296,83907.6464,6934932273.0053,4669355161.0628,4812344375.6826,4410852985.4491,6693442249.2401,4639861208.714,242838.148,4893.6062,6947028801.5408,4612933797.9094,4660287325.9298,4470932926.4847,6692697957.1163,4692897417.6735,13001756.672,8866048.5183,6955961959.8563,4646926586.7213,4783572548.5466,4404057890.3423,6659818548.3871,4575637560.6376,6314669.8747,650984.2819,6931378286.3132,4638323601.5415,4778766718.8818,4395668092.6718,6659151616.9677,4584031474.1958,908825.2598,3564.1558,6932461780.3791,4608107669.1031,4423627286.9255,4383269252.0776,6691785262.0917,4613412716.8976,28528.9767,15810.9136,6931885918.9378,4717322881.4063,4814974807.2604,3029340002.2996,6660825911.6115,4565279170.2679,26528.2764,7756.6125,6939723655.4438,4640140195.1049,4431300217.9136,21.5604,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:35:12.669,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': '2aa41372-d4f4-4056-a9f9-a544eee1e07c', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759386903255, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:35:03.563Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,552531.48,31.87,24.94,102806.28,2500.0,2498.45,22340098.0,0.15,0.0,0.05,22160328.0,2500.0,2499.12,22450181.0,0.14,0.5,385297.96,32.35,24.92,102762.07
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4395882320.2578,6647411537.8165,4559485526.8458,8209.1908,5751.3253,6936097369.1111,4607835721.3295,4319568603.9545,4341287862.1598,6649135284.7438,4559783609.5764,12467.9032,83915.0096,6936142819.6836,4675949493.7603,4812930218.4466,4410366798.5952,6694015029.9755,4643399753.8534,242760.6204,4893.34,6947637016.2844,4612129129.6522,4672660539.6489,4470429967.7948,6692703866.284,4693455159.3413,12997695.5,8865690.9941,6955958453.8522,4646651848.3856,4782994452.4843,4403814427.2515,6659265854.6829,4575903551.8337,6314634.4353,651017.3936,6931986373.1656,4637784913.5918,4778482438.7011,4395668648.2582,6659158336.8333,4582173963.3335,908990.3741,3563.4537,6931859713.4871,4608108829.3305,4374014119.4639,4382296997.8952,6692351848.7253,4618792701.4107,28550.0305,15820.5524,6932492356.0758,4719563899.9465,4814684958.1158,3071863899.5764,6660824231.2216,4564751973.2673,26535.9323,7756.2953,6940942009.9711,4640953493.807,4381276172.5871,21.7216,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:35:13.869,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': '2aa41372-d4f4-4056-a9f9-a544eee1e07c', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759386903255, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:35:03.563Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,542985.32,32.02,24.94,102806.45,2500.0,2499.16,22340098.0,0.15,0.0,0.07,22160328.0,2500.0,2500.52,22450181.0,0.14,0.5,384297.74,32.45,24.92,102761.81
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4396865621.874,6645740632.0731,4559485526.8458,8210.5626,5752.1053,6936702797.2028,4608105348.6483,4361215354.1575,4347505220.3539,6649131929.8834,4560307355.819,12467.8156,83815.287,6936141071.5847,4671547871.0892,4813514382.8134,4409385275.5949,6693449848.0243,4646667057.6506,242689.994,4893.5931,6948246213.1162,4611863098.0028,4683163675.0118,4471697185.4866,6692139782.2233,4693457528.7288,12971622.3514,8859619.0219,6955354951.7967,4647469139.4138,4783288307.3027,4404059003.6181,6660378055.9523,4575901241.698,6314462.9737,651030.8418,6932600681.4012,4638058037.0176,4778200000.0,4395669203.8447,6658598185.7887,4580850485.6614,908276.4135,3566.1587,6931857092.942,4608109409.4443,4330229878.7813,4383025317.1569,6692348472.0581,4623372235.5138,28530.4781,15801.8952,6931883298.3927,4720686991.1452,4814977842.5302,3053763860.4489,6660262118.7936,4564486692.0152,26538.7846,7757.344,6940938511.3269,4640684115.2071,4415978061.1393,21.5604,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:35:15.068,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': '2aa41372-d4f4-4056-a9f9-a544eee1e07c', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759386903255, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:35:03.563Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,531597.44,32.14,24.94,102804.9,2500.0,2500.13,22340098.0,0.15,0.0,0.08,22160328.0,2500.0,2499.05,22450181.0,0.13,0.5,383217.39,32.55,24.93,102761.71
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,09fa49c7-66b0-47ae-baf7-a8b98c85b720,af2543cc-bda9-48c2-99ce-ba3d90feffab,4397112766.0757,6645740632.0731,4559486102.3192,8212.5652,5752.2899,6936699300.6993,4607305260.7157,4399752565.8807,4353018431.912,6649131091.1683,4560305053.5283,12468.2503,83760.6523,6935534871.526,4677601578.1416,4810592552.1591,4409632148.0325,6694015029.9755,4640678849.6456,243114.4595,4893.465,6948247088.6963,4612665931.1306,4601252538.1447,4470434487.8242,6692141470.4145,4693455751.6882,12969683.6101,8859077.8261,6954743668.3902,4647470309.4834,4783576166.928,4404790669.1905,6660374695.4549,4576423496.7943,6314218.5911,651012.8942,6931980258.5604,4637239929.9475,4777906752.6053,4395668648.2582,6658595666.0507,4579787861.2717,908429.2747,3574.8404,6932458286.0138,4607574245.9397,4291028082.8959,4383996786.1694,6692911777.1211,4627692307.6923,28534.9434,15822.7749,6931879804.3326,4722651605.2319,4815267727.052,3068151929.198,6660823391.0267,4564749668.7216,26535.2625,7757.5038,6940939385.9879,4640685283.6362,4426123451.278,21.5604,22.7692,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 06:35:16.270,"{'cid': '41c7a07e-366f-4a3e-a91f-bb31bca44389', 'uuid': '2aa41372-d4f4-4056-a9f9-a544eee1e07c', 'annotationId': '09fa49c7-66b0-47ae-baf7-a8b98c85b720', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759386903255, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T06:35:03.563Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,522060.69,32.25,24.94,102805.9,2500.0,2497.54,22340098.0,0.14,0.0,0.07,22160328.0,2500.0,2499.9,22450181.0,0.14,0.5,381295.65,32.65,24.93,102761.7
