component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,T0_093225,H0_093225,FLW0_181225,SETP0_454625,FLW0_454625,ANLT0_454625,SETP0_184225,FLW0_184225,ANLT0_184225,SETP0_813024,FLW0_813024,ANLT0_813024,SETP0_184324,FLW0_184324,ANLT0_184324,SETP0_364625,FLW0_364625,ANLT0_364625
0000000054-0926-asu-nz,0000000009-1625-oms-nz,BreathSampleCollection,333ef77c-2f7d-4b9d-9af6-593bf400cde5,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,203.61257934570312,1043.4796142578125,5.640602111816406,6011.0126953125,6449.07421875,4539.42333984375,7878.67822265625,7031.70556640625,1003.9239501953124,17377.109375,728.7986450195312,684.661865234375,579.7608032226562,695.4771728515625,586.0237426757812,835.5574340820312,343.71649169921875,3127.60302734375,1470.820556640625,486.9939270019531,64300.7109375,46595.81640625,15381.0263671875,14413.0029296875,489.7050476074219,149.2918243408203,390.2470397949219,298.0572204589844,118.35320281982422,142.2255401611328,139.59713745117188,172.18215942382812,342.8895874023437,301.9798583984375,315.7349548339844,280.10272216796875,1498.6796875,1151.65087890625,441.3424377441406,545.5502319335938,378.4329833984375,771.3494262695312,14419.1552734375,14851.0419921875,449.1493835449219,1170.109619140625,462.9314575195313,198.82281494140625,50975.83984375,50008.625,52891.18359375,56610.44140625,231.74624633789065,564.955078125,413.1710815429688,277.6409912109375,18674.578125,17315.314453125,14615.623046875,16518.685546875,8102.38134765625,8544.826171875,8657.1201171875,7665.35888671875,42113,27.28205108642578,28.732601165771484,0,0,0,0,0,0,0,0,0,0,0,1,22.80130195617676,22.02153968811035,1011.1021728515624,195513.125,4.47501277923584,0,8006145,True,BME690,18183,0,0,0,8003584,24484,0,23.80445098876953,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:45:55.090,"{'cid': '84571c63-9063-4444-bcad-1af6c65709cb', 'uuid': '626f7ca0-3bd7-44a2-8527-3c3640d48cb4', 'annotationId': '333ef77c-2f7d-4b9d-9af6-593bf400cde5', 'name': 'BreathSampleCollection', 'description': 'BreathSampleCollection', 'labels': 'BreathSampleCollection', 'metadata': {'Length': 7, 'Progress': 23, 'startTime': 1773413153241, 'Notification': 'Event BreathSampleCollection Started.'}, 'createdAt': '2026-03-13T14:45:53.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",22.61,16.24,-0.01,3700.0,3700.8,000000000DFEC3B1,0.0,0.03,22160332.0,1600.0,1598.58,22450161.0,1400.0,1399.05,21470046.0,300.0,296.58,000000000DFEC3B8
0000000054-0926-asu-nz,0000000009-1625-oms-nz,BreathSampleCollection,333ef77c-2f7d-4b9d-9af6-593bf400cde5,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,203.58837890625,1044.050048828125,5.673406600952148,6010.9560546875,6449.0,4538.4228515625,7879.146484375,7032.06640625,1001.5589599609376,17322.419921875,729.00439453125,684.573974609375,580.2388305664062,696.059326171875,585.480712890625,836.5923461914062,343.676025390625,3138.83203125,1470.912109375,487.0408630371094,64301.67578125,46595.0234375,15381.150390625,14413.1376953125,489.4876403808594,149.3170928955078,390.4468688964844,297.9956970214844,118.3852310180664,142.18572998046875,139.59805297851562,172.20254516601562,342.914794921875,302.0200500488281,315.7696228027344,280.0785217285156,1498.8497314453125,1151.5657958984375,441.3630065917969,545.5418090820312,378.5160217285156,771.155517578125,14415.1806640625,14851.6611328125,449.3310546875,1169.3287353515625,462.6729431152344,198.79861450195312,50972.015625,50009.0078125,52886.14453125,56610.87109375,231.7006378173828,565.1062622070312,413.3770751953125,277.49957275390625,18659.0703125,17313.056640625,14616.189453125,16517.6015625,8102.1328125,8545.130859375,8657.21484375,7664.89990234375,42415,27.04029083251953,28.81318664550781,0,0,0,0,0,0,0,0,0,0,0,1,22.801633834838867,22.00936317443848,1011.0931396484376,196745.71875,4.472623825073242,0,8006585,True,BME690,18184,0,0,0,8003584,24484,0,23.80445098876953,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:45:55.392,"{'cid': '84571c63-9063-4444-bcad-1af6c65709cb', 'uuid': '626f7ca0-3bd7-44a2-8527-3c3640d48cb4', 'annotationId': '333ef77c-2f7d-4b9d-9af6-593bf400cde5', 'name': 'BreathSampleCollection', 'description': 'BreathSampleCollection', 'labels': 'BreathSampleCollection', 'metadata': {'Length': 7, 'Progress': 23, 'startTime': 1773413153241, 'Notification': 'Event BreathSampleCollection Started.'}, 'createdAt': '2026-03-13T14:45:53.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",22.62,16.23,-0.0,3700.0,3701.47,000000000DFEC3B1,0.0,0.02,22160332.0,1600.0,1599.18,22450161.0,1400.0,1399.07,21470046.0,300.0,295.35,000000000DFEC3B8
0000000054-0926-asu-nz,0000000009-1625-oms-nz,BreathSampleCollection,333ef77c-2f7d-4b9d-9af6-593bf400cde5,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,203.59983825683597,1044.20263671875,5.63433837890625,6011.001953125,6449.2451171875,4538.56884765625,7878.900390625,7032.05126953125,1004.8936767578124,17454.306640625,729.0269165039062,685.5484008789062,580.13427734375,696.9822998046875,586.5302734375,836.213623046875,343.9261779785156,3129.833251953125,1467.587890625,486.9554138183594,64294.25390625,46592.83203125,15382.1142578125,14413.810546875,489.7478332519531,149.34933471679688,390.6173706054688,298.0061950683594,118.36026763916016,142.1793670654297,139.64566040039062,172.2051544189453,342.9031677246094,302.0044250488281,315.7677001953125,280.0862121582031,1498.7242431640625,1151.605712890625,441.3363342285156,545.5311889648438,378.5991821289063,772.2392578125,14413.37109375,14853.1552734375,449.0741271972656,1168.325439453125,462.9732971191406,198.83653259277344,50973.40234375,50011.1171875,52889.2109375,56612.515625,231.7444305419922,564.7494506835938,413.6318359375,277.4969787597656,18673.978515625,17311.21484375,14616.8408203125,16519.390625,8102.29345703125,8544.5908203125,8657.5302734375,7665.02783203125,42716,27.201465606689453,28.89377212524414,0,0,0,0,0,0,0,0,0,0,0,1,22.801633834838867,22.00936317443848,1011.0931396484376,196745.71875,4.472623825073242,0,8006585,True,BME690,18184,0,0,0,8003584,24484,0,23.80445098876953,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:45:55.693,"{'cid': '84571c63-9063-4444-bcad-1af6c65709cb', 'uuid': '626f7ca0-3bd7-44a2-8527-3c3640d48cb4', 'annotationId': '333ef77c-2f7d-4b9d-9af6-593bf400cde5', 'name': 'BreathSampleCollection', 'description': 'BreathSampleCollection', 'labels': 'BreathSampleCollection', 'metadata': {'Length': 7, 'Progress': 23, 'startTime': 1773413153241, 'Notification': 'Event BreathSampleCollection Started.'}, 'createdAt': '2026-03-13T14:45:53.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",22.62,16.23,-0.0,3700.0,3702.14,000000000DFEC3B1,0.0,0.02,22160332.0,1600.0,1599.78,22450161.0,1400.0,1399.1,21470046.0,300.0,294.13,000000000DFEC3B8
0000000054-0926-asu-nz,0000000009-1625-oms-nz,BreathSampleCollection,333ef77c-2f7d-4b9d-9af6-593bf400cde5,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,203.60519409179688,1043.104736328125,5.621683597564697,6011.58642578125,6449.6689453125,4538.29248046875,7879.482421875,7032.0634765625,1002.5203247070312,17316.02734375,729.9375,684.18505859375,579.6895141601562,696.1663208007812,586.2469482421875,835.3499145507812,343.6424255371094,3149.26123046875,1469.9974365234375,487.0484619140625,64297.78515625,46594.00390625,15383.23046875,14414.4091796875,489.2010192871094,149.34783935546875,390.5833740234375,298.12109375,118.3020248413086,142.19529724121094,139.61773681640625,172.17518615722656,342.8966064453125,302.0019226074219,315.76611328125,280.1004333496094,1498.6602783203125,1151.569580078125,441.3758850097656,545.5611572265625,378.2092895507813,771.963134765625,14418.83203125,14846.1953125,448.4430847167969,1167.81005859375,462.8677673339844,198.83071899414065,50972.15234375,50010.2109375,52888.421875,56612.55859375,231.7281036376953,565.18212890625,413.9356689453125,277.65753173828125,18671.53515625,17313.359375,14616.1787109375,16517.330078125,8102.17578125,8544.53125,8657.7763671875,7665.10205078125,43319,27.201465606689453,28.81318664550781,0,0,0,0,0,0,0,0,0,0,0,1,22.80229949951172,22.0214958190918,1011.079833984375,196568.6875,4.475258827209473,0,8007465,True,BME690,18186,0,0,0,8003584,24484,0,23.80445098876953,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:45:56.297,"{'cid': '84571c63-9063-4444-bcad-1af6c65709cb', 'uuid': '626f7ca0-3bd7-44a2-8527-3c3640d48cb4', 'annotationId': '333ef77c-2f7d-4b9d-9af6-593bf400cde5', 'name': 'BreathSampleCollection', 'description': 'BreathSampleCollection', 'labels': 'BreathSampleCollection', 'metadata': {'Length': 7, 'Progress': 23, 'startTime': 1773413153241, 'Notification': 'Event BreathSampleCollection Started.'}, 'createdAt': '2026-03-13T14:45:53.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",22.61,16.23,-0.0,3700.0,3701.05,000000000DFEC3B1,0.0,0.04,22160332.0,1600.0,1600.12,22450161.0,1400.0,1399.45,21470046.0,300.0,294.58,000000000DFEC3B8
0000000054-0926-asu-nz,0000000009-1625-oms-nz,BreathSampleCollection,333ef77c-2f7d-4b9d-9af6-593bf400cde5,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,203.60964965820312,1042.1424560546875,5.672120094299316,6011.45166015625,6449.236328125,4538.0927734375,7878.1259765625,7031.59326171875,998.76904296875,17432.236328125,729.6205444335938,684.9933471679688,579.8226318359375,696.3278198242188,585.7507934570312,835.4838256835938,343.6517639160156,3136.8603515625,1472.205322265625,486.7530212402344,64299.87109375,46597.734375,15381.5849609375,14414.5205078125,489.03558349609375,149.3909454345703,390.14105224609375,298.1950988769531,118.35853576660156,142.1607208251953,139.61599731445312,172.19178771972656,342.8608703613281,302.0098571777344,315.7943115234375,280.0688171386719,1498.64453125,1151.6119384765625,441.37060546875,545.5175170898438,378.4382629394531,770.3591918945312,14414.0302734375,14852.744140625,449.1132507324219,1168.8375244140625,462.9634094238281,198.8654937744141,50974.86328125,50012.2421875,52889.1796875,56611.26953125,231.7389678955078,565.2482299804688,413.5938415527344,277.7152404785156,18668.837890625,17307.5859375,14615.91796875,16517.767578125,8102.47021484375,8543.82421875,8658.0146484375,7664.90087890625,43620,27.120880126953125,28.89377212524414,0,0,0,0,0,0,0,0,0,0,0,1,22.80229949951172,22.0214958190918,1011.079833984375,196568.6875,4.475258827209473,0,8007465,True,BME690,18186,0,0,0,8003584,24484,0,23.80445098876953,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:45:56.601,"{'cid': '84571c63-9063-4444-bcad-1af6c65709cb', 'uuid': '626f7ca0-3bd7-44a2-8527-3c3640d48cb4', 'annotationId': '333ef77c-2f7d-4b9d-9af6-593bf400cde5', 'name': 'BreathSampleCollection', 'description': 'BreathSampleCollection', 'labels': 'BreathSampleCollection', 'metadata': {'Length': 7, 'Progress': 23, 'startTime': 1773413153241, 'Notification': 'Event BreathSampleCollection Started.'}, 'createdAt': '2026-03-13T14:45:53.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",22.61,16.23,-0.0,3700.0,3699.19,000000000DFEC3B1,0.0,0.05,22160332.0,1600.0,1599.83,22450161.0,1400.0,1399.79,21470046.0,300.0,296.34,000000000DFEC3B8
0000000054-0926-asu-nz,0000000009-1625-oms-nz,BreathSampleCollection,333ef77c-2f7d-4b9d-9af6-593bf400cde5,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,203.6060028076172,1040.7474365234375,5.637996196746826,6011.51220703125,6449.19970703125,4539.13916015625,7877.89306640625,7032.55712890625,1000.5416870117188,17418.2265625,728.7799682617188,685.4076538085938,579.6717529296875,696.4282836914062,586.052734375,835.681396484375,343.5858459472656,3142.068603515625,1468.25537109375,487.0797424316406,64313.0546875,46597.125,15382.62890625,14414.2841796875,489.0597229003906,149.3212432861328,390.3423156738281,298.2400817871094,118.32574462890624,142.1985626220703,139.6465301513672,172.19107055664062,342.89312744140625,301.9992980957031,315.7836608886719,280.0711669921875,1498.5560302734375,1151.6236572265625,441.3570556640625,545.5335083007812,378.5153198242188,770.2006225585938,14415.8291015625,14849.0087890625,449.1996765136719,1170.0279541015625,463.134765625,198.8265686035156,50976.8828125,50008.50390625,52887.28515625,56617.6640625,231.70758056640625,565.0298461914062,413.7695617675781,277.4998474121094,18673.79296875,17311.47265625,14615.37109375,16517.978515625,8102.57666015625,8543.2685546875,8657.99609375,7665.48583984375,43921,27.28205108642578,28.81318664550781,0,0,0,0,0,0,0,0,0,0,0,1,22.802631378173828,22.039722442626957,1011.073974609375,195688.265625,4.479048252105713,0,8007905,True,BME690,18187,0,0,0,8003584,24484,0,23.80445098876953,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:45:56.900,"{'cid': '84571c63-9063-4444-bcad-1af6c65709cb', 'uuid': '626f7ca0-3bd7-44a2-8527-3c3640d48cb4', 'annotationId': '333ef77c-2f7d-4b9d-9af6-593bf400cde5', 'name': 'BreathSampleCollection', 'description': 'BreathSampleCollection', 'labels': 'BreathSampleCollection', 'metadata': {'Length': 7, 'Progress': 23, 'startTime': 1773413153241, 'Notification': 'Event BreathSampleCollection Started.'}, 'createdAt': '2026-03-13T14:45:53.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",22.61,16.23,-0.0,3700.0,3697.37,000000000DFEC3B1,0.0,0.07,22160332.0,1600.0,1599.55,22450161.0,1400.0,1400.12,21470046.0,300.0,298.08,000000000DFEC3B8
0000000054-0926-asu-nz,0000000009-1625-oms-nz,BreathSampleCollection,333ef77c-2f7d-4b9d-9af6-593bf400cde5,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,203.6006622314453,1042.9073486328125,5.654445648193359,6011.109375,6449.1455078125,4538.4384765625,7878.521484375,7031.67236328125,1001.8155517578124,17516.423828125,729.0324096679688,684.4490966796875,580.0540161132812,696.1380615234375,585.9244384765625,836.4130859375,343.7095947265625,3140.627685546875,1469.3148193359375,486.922119140625,64309.828125,46598.3984375,15382.4755859375,14415.3115234375,490.0126037597656,149.31765747070312,390.6411743164063,298.18963623046875,118.346923828125,142.22332763671875,139.5984344482422,172.2227783203125,342.8837890625,302.0072021484375,315.7818298339844,280.09002685546875,1498.720458984375,1151.521484375,441.3290710449219,545.5111083984375,378.5357666015625,771.8225708007812,14416.68359375,14841.220703125,449.0832214355469,1171.0943603515625,463.1622009277344,198.8541259765625,50967.98046875,50004.83984375,52886.0625,56613.96875,231.68820190429688,565.2658081054688,413.6006164550781,277.488525390625,18672.03515625,17313.91015625,14615.0361328125,16516.181640625,8102.439453125,8544.404296875,8657.828125,7665.3232421875,44222,27.201465606689453,28.81318664550781,0,0,0,0,0,0,0,0,0,0,0,1,22.80296516418457,22.051868438720703,1011.06982421875,196391.953125,4.481601715087891,0,8008345,True,BME690,18188,0,0,0,8003584,24484,0,23.80445098876953,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:45:57.200,"{'cid': '84571c63-9063-4444-bcad-1af6c65709cb', 'uuid': '626f7ca0-3bd7-44a2-8527-3c3640d48cb4', 'annotationId': '333ef77c-2f7d-4b9d-9af6-593bf400cde5', 'name': 'BreathSampleCollection', 'description': 'BreathSampleCollection', 'labels': 'BreathSampleCollection', 'metadata': {'Length': 7, 'Progress': 23, 'startTime': 1773413153241, 'Notification': 'Event BreathSampleCollection Started.'}, 'createdAt': '2026-03-13T14:45:53.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",22.62,16.23,-0.0,3700.0,3696.68,000000000DFEC3B1,0.0,0.07,22160332.0,1600.0,1599.59,22450161.0,1400.0,1400.41,21470046.0,300.0,298.33,000000000DFEC3B8
0000000054-0926-asu-nz,0000000009-1625-oms-nz,BreathSampleCollection,333ef77c-2f7d-4b9d-9af6-593bf400cde5,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,203.6249847412109,1040.677490234375,5.644374370574951,6010.853515625,6449.33837890625,4539.06201171875,7879.0751953125,7032.37158203125,1004.2939453125,17476.6328125,729.0213623046875,685.4370727539062,580.155517578125,696.4205322265625,585.3555908203125,833.9019775390625,343.6597900390625,3117.990478515625,1468.67822265625,487.1146240234375,64319.60546875,46600.80078125,15383.98828125,14414.7265625,490.2124633789063,149.310302734375,390.6340637207031,298.0537109375,118.35015106201172,142.22471618652344,139.57608032226562,172.2134246826172,342.9005432128906,302.02691650390625,315.7484130859375,280.1014404296875,1498.670166015625,1151.5684814453125,441.35833740234375,545.5510864257812,378.4276428222656,770.5297241210938,14420.70703125,14850.4833984375,449.6166076660156,1170.53662109375,463.3214721679688,198.84515380859372,50974.4453125,50007.3984375,52890.14453125,56610.06640625,231.7144775390625,565.1113891601562,414.2882080078125,277.687744140625,18672.173828125,17311.935546875,14613.9423828125,16517.787109375,8102.41943359375,8543.4150390625,8657.349609375,7665.01708984375,44524,27.28205108642578,28.81318664550781,0,0,0,0,0,0,0,0,0,0,0,1,22.80296516418457,22.051868438720703,1011.06982421875,196391.953125,4.481601715087891,0,8008345,True,BME690,18188,0,0,0,8008587,24484,0,25.196998596191406,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:45:57.504,"{'cid': '84571c63-9063-4444-bcad-1af6c65709cb', 'uuid': '626f7ca0-3bd7-44a2-8527-3c3640d48cb4', 'annotationId': '333ef77c-2f7d-4b9d-9af6-593bf400cde5', 'name': 'BreathSampleCollection', 'description': 'BreathSampleCollection', 'labels': 'BreathSampleCollection', 'metadata': {'Length': 7, 'Progress': 23, 'startTime': 1773413153241, 'Notification': 'Event BreathSampleCollection Started.'}, 'createdAt': '2026-03-13T14:45:53.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",22.62,16.23,-0.01,3700.0,3696.68,000000000DFEC3B1,0.0,0.06,22160332.0,1600.0,1599.83,22450161.0,1400.0,1400.67,21470046.0,300.0,297.68,000000000DFEC3B8
0000000054-0926-asu-nz,0000000009-1625-oms-nz,BreathSampleCollection,333ef77c-2f7d-4b9d-9af6-593bf400cde5,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,203.611572265625,1040.062255859375,5.6330180168151855,6011.52099609375,6449.0546875,4538.58544921875,7878.83837890625,7031.88232421875,1002.2579345703124,17473.595703125,729.1969604492188,685.519287109375,580.031005859375,694.5017700195312,586.1701049804688,836.4911499023438,344.0186767578125,3124.94189453125,1468.1558837890625,486.932373046875,64313.7109375,46600.96875,15384.4345703125,14414.00390625,489.1905212402344,149.3421173095703,390.4292297363281,298.16973876953125,118.37210845947266,142.22894287109375,139.64013671875,172.21078491210938,342.94384765625,302.0234680175781,315.7719116210937,280.0697937011719,1498.719482421875,1151.5789794921875,441.37054443359375,545.4837036132812,378.3945617675781,770.828369140625,14415.408203125,14845.07421875,448.8676452636719,1170.298095703125,463.0940551757813,198.79559326171875,50972.84375,50008.4453125,52884.44140625,56610.97265625,231.7821044921875,564.7461547851562,413.8279724121094,277.47198486328125,18672.77734375,17315.818359375,14615.3251953125,16517.927734375,8102.60791015625,8543.830078125,8657.5654296875,7665.0517578125,44824,27.04029083251953,28.81318664550781,0,0,0,0,0,0,0,0,0,0,0,1,22.80329704284668,22.064014434814453,1011.065673828125,196745.71875,4.484155654907227,0,8008785,True,BME690,18189,0,0,0,8008587,24484,0,25.196998596191406,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:45:57.803,"{'cid': '84571c63-9063-4444-bcad-1af6c65709cb', 'uuid': '626f7ca0-3bd7-44a2-8527-3c3640d48cb4', 'annotationId': '333ef77c-2f7d-4b9d-9af6-593bf400cde5', 'name': 'BreathSampleCollection', 'description': 'BreathSampleCollection', 'labels': 'BreathSampleCollection', 'metadata': {'Length': 7, 'Progress': 23, 'startTime': 1773413153241, 'Notification': 'Event BreathSampleCollection Started.'}, 'createdAt': '2026-03-13T14:45:53.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",22.62,16.24,-0.01,3700.0,3696.68,000000000DFEC3B1,0.0,0.05,22160332.0,1600.0,1600.06,22450161.0,1400.0,1400.93,21470046.0,300.0,297.05,000000000DFEC3B8
0000000054-0926-asu-nz,0000000009-1625-oms-nz,BreathSampleCollection,333ef77c-2f7d-4b9d-9af6-593bf400cde5,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,203.63772583007807,1042.434814453125,5.639346122741699,6011.23583984375,6449.1982421875,4539.03173828125,7878.49853515625,7031.97216796875,1001.6219482421876,17433.75390625,729.5188598632812,684.285888671875,580.0918579101562,695.7474975585938,586.4547119140625,836.5718994140625,343.8970031738281,3137.15185546875,1468.8187255859375,487.0738830566406,64311.23046875,46597.78125,15383.9697265625,14414.9267578125,489.3458557128906,149.3166046142578,390.5356750488281,297.9753723144531,118.37064361572266,142.22837829589844,139.62002563476562,172.2351837158203,342.8841857910156,302.006591796875,315.7714233398437,280.110595703125,1498.650146484375,1151.674072265625,441.3834228515625,545.5460205078125,378.37445068359375,769.902099609375,14420.79296875,14848.60546875,449.1618041992188,1169.34423828125,463.7814636230469,198.8100433349609,50975.5390625,50011.8203125,52879.87109375,56610.21875,231.72442626953125,565.219970703125,413.8174133300781,277.32061767578125,18672.705078125,17312.2421875,14615.419921875,16519.357421875,8102.66796875,8544.9091796875,8657.8623046875,7664.98095703125,45125,27.201465606689453,28.81318664550781,0,0,0,0,0,0,0,0,0,0,0,1,22.80396270751953,22.082225799560547,1011.0623168945312,196215.5625,4.488027572631836,0,8009225,True,BME690,18190,0,0,0,8008587,24484,0,25.196998596191406,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 5, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:45:58.112,"{'cid': '84571c63-9063-4444-bcad-1af6c65709cb', 'uuid': '626f7ca0-3bd7-44a2-8527-3c3640d48cb4', 'annotationId': '333ef77c-2f7d-4b9d-9af6-593bf400cde5', 'name': 'BreathSampleCollection', 'description': 'BreathSampleCollection', 'labels': 'BreathSampleCollection', 'metadata': {'Length': 7, 'Progress': 23, 'startTime': 1773413153241, 'Notification': 'Event BreathSampleCollection Started.'}, 'createdAt': '2026-03-13T14:45:53.456Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",22.61,16.24,-0.01,3700.0,3697.04,000000000DFEC3B1,0.0,0.05,22160332.0,1600.0,1600.24,22450161.0,1400.0,1400.95,21470046.0,300.0,296.97,000000000DFEC3B8
