component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,SETP0_184324,FLW0_184324,ANLT0_184324,SETP0_813024,FLW0_813024,ANLT0_813024,T0_093225,H0_093225,SETP0_184225,FLW0_184225,ANLT0_184225,SETP0_364625,FLW0_364625,ANLT0_364625,SETP0_454625,FLW0_454625,ANLT0_454625,FLW0_181225
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,3e4eb34a-5f9f-493d-93e9-6da167ec86e4,abf3d6e6-cbae-42a9-8225-203c3276d984,204.20132446289065,1051.6436767578125,5.658262729644775,6015.52880859375,6453.34716796875,4540.70849609375,7885.6708984375,7038.50146484375,1004.4900512695312,17262.48828125,731.9439086914062,686.9797973632812,583.6199951171875,695.83837890625,587.2722778320312,838.5517578125,344.0279541015625,3154.0205078125,1480.134033203125,489.2612609863281,64354.50390625,46637.46875,15386.556640625,14417.6376953125,489.56646728515625,149.408935546875,390.4590148925781,298.2840576171875,118.47246551513672,142.33079528808594,139.6594696044922,172.26490783691406,343.07781982421875,302.1348571777344,315.9020080566406,280.17645263671875,1499.8822021484375,1152.2841796875,441.4052429199219,545.61181640625,379.0276794433594,774.8983154296875,14416.91015625,14864.1220703125,449.7919006347656,1167.980224609375,464.1814575195313,199.0555725097656,51005.05859375,50062.51171875,52936.984375,56651.05078125,231.9761505126953,565.5026245117188,414.3846435546875,277.8827819824219,18678.630859375,17322.087890625,14620.923828125,16520.978515625,8108.46923828125,8551.2802734375,8663.9794921875,7671.66552734375,23321,27.120880126953125,28.652013778686523,0,0,0,0,0,0,0,0,0,0,0,1,22.60177421569824,22.626222610473636,1011.19091796875,196391.953125,4.545676708221436,0,7807560,True,BME690,17732,0,0,0,7803248,24484,0,25.263887405395508,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-20ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 4, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:42:36.389,"{'cid': 'a3e071bd-fe9a-41e1-8f7d-fcb59c29c8b3', 'uuid': 'c92bb678-5841-42a0-a496-d79759926d65', 'annotationId': '3e4eb34a-5f9f-493d-93e9-6da167ec86e4', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773412941892, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T14:42:22.102Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1340.0,1340.38,21470046.0,1600.0,1599.89,22450161.0,22.5,16.5,60.0,59.86,22160332.0,300.0,305.22,000000000DFEC3B8,3700.0,3698.41,000000000DFEC3B1,-0.01
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,3e4eb34a-5f9f-493d-93e9-6da167ec86e4,abf3d6e6-cbae-42a9-8225-203c3276d984,204.22283935546875,1050.3663330078125,5.65952730178833,6015.234375,6453.3037109375,4541.04345703125,7885.9716796875,7038.43408203125,1001.7434692382812,17310.46484375,731.1377563476562,687.7315063476562,582.3287963867188,695.4773559570312,586.9287719726562,838.3014526367188,344.1410522460937,3147.4443359375,1476.4688720703125,489.2433166503906,64363.4140625,46640.078125,15386.1376953125,14419.0087890625,489.797119140625,149.40504455566406,390.52099609375,298.0889892578125,118.46969604492188,142.3134002685547,139.65628051757812,172.2591552734375,343.0599060058594,302.17340087890625,315.91229248046875,280.18145751953125,1499.8531494140625,1152.3306884765625,441.4249267578125,545.5799560546875,379.093994140625,774.6207885742188,14416.4736328125,14858.998046875,450.3338317871094,1169.1793212890625,464.1867370605469,199.0131072998047,51000.421875,50063.109375,52939.60546875,56646.33984375,232.0534210205078,565.8350830078125,414.8278503417969,277.9175109863281,18683.033203125,17317.3046875,14613.8203125,16520.939453125,8108.22119140625,8551.9501953125,8663.419921875,7672.095703125,23623,27.120880126953125,28.732601165771484,0,0,0,0,0,0,0,0,0,0,0,1,22.60177421569824,22.626222610473636,1011.19091796875,196391.953125,4.545676708221436,0,7807560,True,BME690,17732,0,0,0,7803248,24484,0,25.263887405395508,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-20ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 4, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:42:36.691,"{'cid': 'a3e071bd-fe9a-41e1-8f7d-fcb59c29c8b3', 'uuid': 'c92bb678-5841-42a0-a496-d79759926d65', 'annotationId': '3e4eb34a-5f9f-493d-93e9-6da167ec86e4', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773412941892, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T14:42:22.102Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1340.0,1340.37,21470046.0,1600.0,1599.91,22450161.0,22.5,16.49,60.0,59.89,22160332.0,300.0,302.91,000000000DFEC3B8,3700.0,3698.99,000000000DFEC3B1,-0.01
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,3e4eb34a-5f9f-493d-93e9-6da167ec86e4,abf3d6e6-cbae-42a9-8225-203c3276d984,204.20950317382807,1049.9937744140625,5.633044719696045,6015.03271484375,6453.36767578125,4541.34716796875,7886.943359375,7038.4560546875,1003.751953125,17348.365234375,731.625732421875,686.6390991210938,582.7744750976562,697.6383666992188,587.3435668945312,838.4869384765625,343.98388671875,3152.40625,1473.489013671875,489.0693664550781,64357.34765625,46639.52734375,15385.9921875,14418.4091796875,489.7618408203125,149.32957458496094,390.3384399414063,298.13873291015625,118.46578979492188,142.29531860351562,139.63894653320312,172.26394653320312,343.0834045410156,302.1172790527344,315.8813781738281,280.19512939453125,1499.9329833984375,1152.25390625,441.3842468261719,545.5726928710938,379.1838073730469,772.4298095703125,14420.615234375,14853.2958984375,449.4280395507813,1170.296630859375,463.9677429199219,198.99945068359372,51002.21484375,50062.9296875,52937.51171875,56649.8046875,231.99855041503903,566.274169921875,414.6050720214844,277.8329772949219,18685.064453125,17317.556640625,14619.53125,16519.837890625,8108.1669921875,8550.5087890625,8664.103515625,7671.86083984375,23923,27.120880126953125,28.732601165771484,0,0,0,0,0,0,0,0,0,0,0,1,22.602439880371094,22.620115280151367,1011.1925048828124,196391.953125,4.54462194442749,0,7808000,True,BME690,17733,0,0,0,7808254,24484,0,24.11964607238769,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-20ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 4, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:42:36.998,"{'cid': 'a3e071bd-fe9a-41e1-8f7d-fcb59c29c8b3', 'uuid': 'c92bb678-5841-42a0-a496-d79759926d65', 'annotationId': '3e4eb34a-5f9f-493d-93e9-6da167ec86e4', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773412941892, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T14:42:22.102Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1340.0,1340.36,21470046.0,1600.0,1600.01,22450161.0,22.5,16.48,60.0,59.92,22160332.0,300.0,300.97,000000000DFEC3B8,3700.0,3699.56,000000000DFEC3B1,-0.0
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,3e4eb34a-5f9f-493d-93e9-6da167ec86e4,abf3d6e6-cbae-42a9-8225-203c3276d984,204.1926422119141,1051.36376953125,5.643138885498047,6014.9345703125,6453.3544921875,4541.01611328125,7885.78564453125,7038.55859375,1004.3867797851562,17402.37890625,731.2640380859375,687.22412109375,582.6029052734375,698.1016235351562,587.6345825195312,840.008544921875,344.1151123046875,3150.300048828125,1475.0538330078125,488.6321105957031,64350.515625,46636.1484375,15388.07421875,14417.8173828125,489.4017028808594,149.45350646972656,390.8555908203125,298.0602111816406,118.47539520263672,142.28953552246094,139.62213134765625,172.262451171875,343.0204772949219,302.1614685058594,315.89569091796875,280.1669921875,1500.025634765625,1152.2864990234375,441.4001159667969,545.601318359375,378.9879455566406,772.10009765625,14418.6962890625,14858.0302734375,450.4147644042969,1168.9027099609375,464.4419250488281,198.9864196777344,51005.578125,50063.1796875,52935.6796875,56647.734375,232.04905700683597,565.9588623046875,414.3992004394531,277.8973999023437,18683.369140625,17320.01171875,14619.3818359375,16519.912109375,8108.33984375,8551.4814453125,8663.576171875,7671.58642578125,24224,27.120880126953125,28.732601165771484,0,0,0,0,0,0,0,0,0,0,0,1,22.603105545043945,22.620086669921875,1011.1907958984376,196039.484375,4.544789791107178,0,7808440,True,BME690,17734,0,0,0,7808254,24484,0,24.11964607238769,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-20ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 4, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:42:37.295,"{'cid': 'a3e071bd-fe9a-41e1-8f7d-fcb59c29c8b3', 'uuid': 'c92bb678-5841-42a0-a496-d79759926d65', 'annotationId': '3e4eb34a-5f9f-493d-93e9-6da167ec86e4', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773412941892, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T14:42:22.102Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1340.0,1340.35,21470046.0,1600.0,1600.53,22450161.0,22.5,16.48,60.0,59.94,22160332.0,300.0,301.63,000000000DFEC3B8,3700.0,3699.9,000000000DFEC3B1,-0.0
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,3e4eb34a-5f9f-493d-93e9-6da167ec86e4,abf3d6e6-cbae-42a9-8225-203c3276d984,204.1814727783203,1049.35400390625,5.629297733306885,6015.2578125,6453.04345703125,4540.49267578125,7885.48291015625,7038.052734375,1004.7305297851562,17395.25,731.534423828125,687.1757202148438,582.4942626953125,697.7772216796875,587.1766967773438,838.7160034179688,343.7867126464844,3161.37841796875,1474.2452392578125,488.7080078125,64355.4453125,46638.1640625,15385.6826171875,14418.322265625,489.5689086914063,149.45428466796875,390.3821716308594,298.11456298828125,118.47525787353516,142.32720947265625,139.63833618164062,172.28070068359375,343.0569152832031,302.1401062011719,315.9166259765625,280.2055053710937,1499.985595703125,1152.2327880859375,441.3701171875,545.5818481445312,379.0191040039063,773.4032592773438,14417.3125,14855.087890625,449.4075622558594,1173.1363525390625,463.857666015625,198.97337341308597,51001.4609375,50060.36328125,52935.6640625,56651.85546875,232.03726196289065,566.1777954101562,414.7356262207031,277.673583984375,18688.9140625,17317.697265625,14618.55078125,16520.294921875,8108.74267578125,8551.2109375,8663.40234375,7671.66845703125,24525,27.120880126953125,28.732601165771484,0,0,0,0,0,0,0,0,0,0,0,1,22.603769302368164,22.61397933959961,1011.1890869140624,196745.71875,4.543736457824707,0,7808880,True,BME690,17735,0,0,0,7808254,24484,0,24.11964607238769,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-20ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 4, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:42:37.594,"{'cid': 'a3e071bd-fe9a-41e1-8f7d-fcb59c29c8b3', 'uuid': 'c92bb678-5841-42a0-a496-d79759926d65', 'annotationId': '3e4eb34a-5f9f-493d-93e9-6da167ec86e4', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773412941892, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T14:42:22.102Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1340.0,1340.33,21470046.0,1600.0,1601.05,22450161.0,22.5,16.48,60.0,59.96,22160332.0,300.0,302.3,000000000DFEC3B8,3700.0,3700.25,000000000DFEC3B1,-0.01
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,3e4eb34a-5f9f-493d-93e9-6da167ec86e4,abf3d6e6-cbae-42a9-8225-203c3276d984,204.20974731445312,1049.93115234375,5.617945194244385,6015.43115234375,6453.220703125,4540.79248046875,7885.9521484375,7038.16552734375,1002.921142578125,17380.423828125,730.9248046875,687.6357421875,582.393310546875,697.8506469726562,587.4639892578125,838.7891235351562,344.2384948730469,3161.06298828125,1476.744140625,488.9032897949219,64352.72265625,46637.67578125,15386.55859375,14417.9130859375,489.7506103515625,149.3928985595703,390.6058044433594,298.1233215332031,118.46411895751952,142.32589721679688,139.60354614257812,172.26309204101562,343.036865234375,302.0745544433594,315.8594970703125,280.196044921875,1499.919921875,1152.193603515625,441.4087829589844,545.6106567382812,379.1470031738281,773.1192626953125,14418.8740234375,14857.0556640625,449.9347839355469,1170.3328857421875,463.7032775878906,199.13580322265625,51002.11328125,50060.9765625,52938.90234375,56656.0078125,232.12725830078125,565.9661254882812,414.6819152832031,277.9259033203125,18688.07421875,17316.626953125,14613.708984375,16519.845703125,8108.65234375,8551.0400390625,8663.8642578125,7671.29248046875,24826,27.04029083251953,28.732601165771484,0,0,0,0,0,0,0,0,0,0,0,1,22.603769302368164,22.61397933959961,1011.1890869140624,196745.71875,4.543736457824707,0,7808880,True,BME690,17735,0,0,0,7808254,24484,0,24.11964607238769,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-20ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 4, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:42:37.896,"{'cid': 'a3e071bd-fe9a-41e1-8f7d-fcb59c29c8b3', 'uuid': 'c92bb678-5841-42a0-a496-d79759926d65', 'annotationId': '3e4eb34a-5f9f-493d-93e9-6da167ec86e4', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773412941892, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T14:42:22.102Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1340.0,1340.32,21470046.0,1600.0,1601.58,22450161.0,22.5,16.48,60.0,59.98,22160332.0,300.0,302.97,000000000DFEC3B8,3700.0,3700.6,000000000DFEC3B1,-0.01
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,3e4eb34a-5f9f-493d-93e9-6da167ec86e4,abf3d6e6-cbae-42a9-8225-203c3276d984,204.1927032470703,1050.5828857421875,5.645727634429932,6015.13134765625,6453.193359375,4541.08935546875,7885.94677734375,7037.86962890625,1002.9622192382812,17450.435546875,730.3345336914062,687.0000610351562,582.5684814453125,698.6024780273438,587.487060546875,839.7128295898438,343.9975280761719,3154.755859375,1474.3941650390625,488.982421875,64356.05859375,46638.98828125,15385.2578125,14417.173828125,490.0799560546875,149.4287872314453,390.4749145507813,298.1239624023437,118.44986724853516,142.29800415039062,139.6536102294922,172.28143310546875,343.0370178222656,302.1674194335937,315.9237060546875,280.1719665527344,1499.882080078125,1152.2135009765625,441.3810729980469,545.5639038085938,379.3257141113281,772.8333740234375,14423.9775390625,14848.7021484375,450.0974731445313,1171.0311279296875,463.1080017089844,199.01535034179688,51003.19921875,50056.9296875,52932.7734375,56651.4375,232.04795837402344,565.91552734375,414.8291320800781,277.7182006835937,18690.376953125,17318.810546875,14615.4677734375,16520.091796875,8108.078125,8550.21875,8663.82421875,7671.58544921875,25127,27.120880126953125,28.652013778686523,0,0,0,0,0,0,0,0,0,0,0,1,22.604434967041016,22.61395072937012,1011.18896484375,195513.125,4.543903350830078,0,7809320,True,BME690,17736,0,0,0,7808254,24484,0,24.11964607238769,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-20ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 4, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:42:38.199,"{'cid': 'a3e071bd-fe9a-41e1-8f7d-fcb59c29c8b3', 'uuid': 'c92bb678-5841-42a0-a496-d79759926d65', 'annotationId': '3e4eb34a-5f9f-493d-93e9-6da167ec86e4', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773412941892, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T14:42:22.102Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1340.0,1340.15,21470046.0,1600.0,1601.53,22450161.0,22.5,16.47,60.0,60.0,22160332.0,300.0,301.92,000000000DFEC3B8,3700.0,3699.97,000000000DFEC3B1,-0.01
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,3e4eb34a-5f9f-493d-93e9-6da167ec86e4,abf3d6e6-cbae-42a9-8225-203c3276d984,204.1936492919922,1049.138916015625,5.614182949066162,6015.857421875,6453.0283203125,4541.33251953125,7885.90966796875,7037.96923828125,1003.9117431640624,17377.166015625,730.9303588867188,687.74560546875,582.4050903320312,698.3074340820312,587.5389404296875,839.5292358398438,344.1972351074219,3145.245361328125,1476.03173828125,489.0552062988281,64353.69921875,46636.9375,15386.4921875,14417.875,489.1150817871094,149.4226531982422,390.6490783691406,298.1358337402344,118.4532241821289,142.3275909423828,139.6344757080078,172.27870178222656,343.0726013183594,302.0888366699219,315.9217834472656,280.1853332519531,1499.9432373046875,1152.2078857421875,441.38970947265625,545.6259155273438,379.21917724609375,773.9942626953125,14423.390625,14853.0078125,449.8098449707031,1167.9324951171875,463.8733825683594,198.9921112060547,51004.9765625,50055.98828125,52930.14453125,56652.21875,231.9662322998047,565.62548828125,414.6852111816406,277.9895935058594,18689.58984375,17320.076171875,14617.91796875,16520.54296875,8108.5498046875,8549.697265625,8663.892578125,7671.07958984375,25428,27.04029083251953,28.732601165771484,0,0,0,0,0,0,0,0,0,0,0,1,22.604766845703125,22.607858657836918,1011.1864624023438,196039.484375,4.542765140533447,0,7809760,True,BME690,17737,0,0,0,7808254,24484,0,24.11964607238769,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-20ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 4, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:42:38.498,"{'cid': 'a3e071bd-fe9a-41e1-8f7d-fcb59c29c8b3', 'uuid': 'c92bb678-5841-42a0-a496-d79759926d65', 'annotationId': '3e4eb34a-5f9f-493d-93e9-6da167ec86e4', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773412941892, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T14:42:22.102Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1340.0,1339.93,21470046.0,1600.0,1601.36,22450161.0,22.5,16.45,60.0,60.02,22160332.0,300.0,300.39,000000000DFEC3B8,3700.0,3699.04,000000000DFEC3B1,-0.01
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,3e4eb34a-5f9f-493d-93e9-6da167ec86e4,abf3d6e6-cbae-42a9-8225-203c3276d984,204.15359497070312,1049.3685302734375,5.648185729980469,6015.58984375,6453.15576171875,4540.17138671875,7885.34619140625,7038.23828125,1003.6849365234376,17353.419921875,731.0408935546875,687.4446411132812,582.5403442382812,697.5631713867188,587.742431640625,839.2052612304688,344.3502502441406,3166.717529296875,1475.3248291015625,489.1363830566406,64345.34375,46638.0078125,15385.654296875,14417.896484375,488.9031982421875,149.40713500976562,390.3464965820313,298.110107421875,118.4937744140625,142.29139709472656,139.61346435546875,172.28672790527344,343.0609741210937,302.143798828125,315.8371276855469,280.15850830078125,1499.852294921875,1152.2412109375,441.36907958984375,545.5955200195312,379.2499694824219,773.153076171875,14421.3740234375,14857.5302734375,449.10882568359375,1168.4552001953125,464.0081481933594,199.0057830810547,51004.90625,50055.26953125,52928.75,56648.0625,231.99496459960935,566.1637573242188,414.1735534667969,278.0174560546875,18681.58984375,17317.923828125,14618.5458984375,16520.857421875,8108.51708984375,8551.5263671875,8663.8037109375,7671.92578125,25729,27.120880126953125,28.652013778686523,0,0,0,0,0,0,0,0,0,0,0,1,22.604766845703125,22.607858657836918,1011.1864624023438,196039.484375,4.542765140533447,0,7809760,True,BME690,17737,0,0,0,7808254,24484,0,24.11964607238769,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-20ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 4, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:42:38.798,"{'cid': 'a3e071bd-fe9a-41e1-8f7d-fcb59c29c8b3', 'uuid': 'c92bb678-5841-42a0-a496-d79759926d65', 'annotationId': '3e4eb34a-5f9f-493d-93e9-6da167ec86e4', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773412941892, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T14:42:22.102Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1340.0,1339.72,21470046.0,1600.0,1601.18,22450161.0,22.5,16.43,60.0,60.05,22160332.0,300.0,298.85,000000000DFEC3B8,3700.0,3698.11,000000000DFEC3B1,-0.01
0000000054-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,3e4eb34a-5f9f-493d-93e9-6da167ec86e4,abf3d6e6-cbae-42a9-8225-203c3276d984,204.1969451904297,1049.2503662109375,5.654454708099365,6015.50830078125,6453.017578125,4540.91748046875,7885.29833984375,7038.107421875,1001.4035034179688,17286.017578125,730.8362426757812,687.22705078125,582.4857788085938,697.3605346679688,587.3569946289062,839.14013671875,344.0480651855469,3155.6376953125,1473.0950927734375,488.863525390625,64349.05078125,46637.50390625,15385.2060546875,14417.9013671875,489.3824462890625,149.4090118408203,390.4585266113281,298.226318359375,118.47145080566406,142.2809295654297,139.62376403808594,172.3172149658203,343.0081481933594,302.1395568847656,315.9131774902344,280.2167358398437,1499.78759765625,1152.21826171875,441.3838806152344,545.647705078125,379.1140441894531,773.8278198242188,14423.6142578125,14847.880859375,450.171630859375,1169.4608154296875,464.22454833984375,199.07815551757807,50999.359375,50056.53515625,52940.453125,56653.6484375,231.96673583984372,565.8009643554688,414.8580627441406,277.7167663574219,18680.65234375,17319.283203125,14619.4443359375,16521.013671875,8108.44287109375,8552.046875,8663.3173828125,7671.72216796875,26030,27.04029083251953,28.652013778686523,0,0,0,0,0,0,0,0,0,0,0,1,22.605432510375977,22.607830047607425,1011.1864013671876,194815.703125,4.542933464050293,0,7810200,True,BME690,17738,0,0,0,7808254,24484,0,24.11964607238769,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-20ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 4, 'TrialName': 'ASAU540926', 'identifier': 'JH9GX', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-13 14:42:39.099,"{'cid': 'a3e071bd-fe9a-41e1-8f7d-fcb59c29c8b3', 'uuid': 'c92bb678-5841-42a0-a496-d79759926d65', 'annotationId': '3e4eb34a-5f9f-493d-93e9-6da167ec86e4', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773412941892, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-13T14:42:22.102Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1340.0,1339.6,21470046.0,1600.0,1601.0,22450161.0,22.5,16.43,60.0,60.06,22160332.0,300.0,298.07,000000000DFEC3B8,3700.0,3698.11,000000000DFEC3B1,-0.01
