component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_183425,FLW0_183425,ANLT0_183425,SETP0_093324,FLW0_093324,ANLT0_093324,FLW0_091225,SETP0_453624,FLW0_453624,ANLT0_453624,FLW0_093125
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3686427840.3275,5688460378.9836,4117429403.5051,7168.1586,7624.7521,6725450144.3859,4445031954.255,4352793593.33,3019866148.038,5681194982.0789,4101274281.2743,39238.6952,62581.8843,6745017035.7751,4445342266.0761,4395044860.4342,2962579691.7091,5679083482.6227,4100581106.2772,804776.1532,4558.9833,6716898803.9698,4443541246.3573,4348976818.1071,4012584679.2567,5794025442.3161,4121023839.2671,346966.6805,173249368.9986,6785305912.5964,4495887389.4307,4386188370.5505,3839593933.2267,5709470461.0951,4117206823.0277,9596948.0127,8738293.7371,6762433171.065,4468602265.6822,4389411992.477,3535670296.3227,5716785688.5234,4109951204.3189,216954.2875,10514.5544,6739206808.5106,4443049422.8399,4373435106.0898,2610510570.9291,5756643422.6774,4111656107.1874,18211.4733,10827.8652,6751822135.0614,4442039775.9104,4369323863.0107,2173508670.6791,5727924255.5652,4116143488.4325,23499.0802,8029.8849,6731167970.0782,4440046477.7691,4106920289.8551,22.1245,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:16:53.475,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,146991.23,33.15,25.05,102607.35,0.5,122929.17,32.98,25.04,102652.62,0.0,0.15,22160328.0,2500.0,2499.07,22450181.0,0.15,2500.0,2499.39,22340098.0,0.14
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3683678754.0679,5688463250.0718,4117430963.6487,7168.4915,7624.5339,6724875583.8641,4444282831.6798,4354941828.5589,3067510555.0606,5681603699.1899,4101483630.3357,39248.4605,62609.8465,6742716280.654,4445337781.017,4395042645.1041,2950950695.0397,5679896079.6961,4100579034.5971,804190.6907,4558.8198,6716891169.7345,4443786358.7962,4347303604.6894,4015842918.6724,5793179093.5673,4121021757.2351,346955.9321,173280683.2132,6784132967.7862,4495373058.1699,4385941524.3464,3823997393.9482,5708643567.2093,4117630415.5615,9597392.8897,8738273.0792,6762434025.1089,4470612348.4635,4389408673.5258,3534087340.5299,5713902667.628,4109529222.4644,216830.6169,10555.4096,6742650715.2589,4443298402.914,4369339279.815,2603530592.1053,5757895960.4766,4111654549.2314,18204.9177,10785.1497,6754123166.1549,4441789255.5039,4365476400.044,2173448389.579,5727094233.2707,4115928467.4569,23501.7119,8030.0811,6730596685.0829,4440297362.3789,4107136497.7483,22.1245,23.5751,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:16:54.674,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,146710.53,33.14,25.06,102606.9,0.5,123193.64,32.98,25.04,102652.35,0.0,0.11,22160328.0,2500.0,2500.18,22450181.0,0.15,2500.0,2500.69,22340098.0,0.15
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3679048614.0131,5688053541.9508,4117429403.5051,7167.2846,7624.6764,6723733548.4419,4444779415.8865,4355179188.848,3056466229.2551,5680792057.917,4101058738.2161,39248.2955,62546.9843,6741564788.0129,4445087453.7504,4393093445.527,2946985001.3026,5679491185.3232,4100367704.1794,803709.1372,4559.2027,6716890321.4861,4443535642.2327,4349210785.9257,4018697834.7954,5793601140.4342,4121021757.2351,346968.881,173294079.3664,6782966421.1067,4495623972.3309,4385698021.4436,3844272753.7357,5708234531.4413,4117845625.7152,9597470.3436,8738120.4287,6761281700.9649,4472125895.4256,4388925331.8584,3532185911.7254,5711021114.0736,4109315928.7902,216783.0464,10564.9205,6741504341.9036,4443295040.6276,4371990523.9381,2598211213.9715,5758729109.1411,4111864970.1376,18206.5195,10778.0799,6752391916.0911,4441784773.9622,4368359022.3494,2172245110.9646,5726677505.6001,4115710349.8466,23501.0603,8029.8538,6730022097.5693,4440295122.361,4105220405.6291,22.1245,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:16:55.873,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,146771.17,33.16,25.06,102608.98,0.5,123460.31,32.98,25.05,102654.41,0.0,0.11,22160328.0,2500.0,2500.72,22450181.0,0.14,2500.0,2499.92,22340098.0,0.14
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3712226750.9955,5688052824.2302,4117427843.3616,7166.5158,7624.7697,6724302819.2935,4444780537.0256,4353747188.2372,3101374138.4712,5680791341.1225,4101057702.2687,39236.7357,62522.1585,6745584802.7941,4445089696.1543,4391393392.7287,2949738861.5706,5679898946.4631,4101216265.2163,803940.7838,4559.0718,6718029184.695,4443786358.7962,4350880530.7309,4021357316.8257,5793600409.3867,4121233147.6758,347012.3349,173223452.0113,6782961281.4802,4495621704.3715,4385696916.1048,3862297718.8536,5708241014.19,4117630935.6634,9597527.4664,8738246.8324,6760704405.7377,4473893465.7488,4388928097.3451,3529184818.9229,5708967007.6358,4109316966.8345,217385.0159,10552.385,6739208510.6383,4443297842.5329,4367900154.1171,2671905147.6793,5760407762.7562,4111864450.792,18200.7005,10742.5935,6749517558.8135,4442035854.3417,4368603358.1062,2177472536.5491,5726264450.8671,4115283538.6455,23501.2886,8030.2502,6730022097.5693,4440542674.7312,4106495186.8337,22.2857,23.5751,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:16:57.073,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,146633.17,33.14,25.06,102608.49,0.5,123252.2,32.97,25.05,102653.34,0.0,0.12,22160328.0,2500.0,2499.62,22450181.0,0.14,2500.0,2498.2,22340098.0,0.14
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3708217427.9296,5688054977.3918,4117641460.3703,7167.8979,7624.4344,6724307065.2174,4444781097.5952,4351597389.7785,3087426221.2,5680386324.5413,4101058738.2161,39238.2117,62687.1861,6749612171.8377,4444589686.0987,4389692997.0129,2943797680.1249,5679496201.8059,4100793494.5875,804309.4458,4558.7506,6717461825.5853,4443785798.3523,4348734107.8474,4024634877.1075,5793176900.5848,4121231586.0705,347090.3241,173157824.3434,6781801130.5242,4495877183.0347,4385452887.538,3878023785.0536,5708239573.5792,4117631455.7653,9596724.5371,8738547.1031,6759551818.337,4472124767.3304,4388929203.5398,3527921360.8229,5706910059.7681,4109102657.2556,215741.2468,10544.1981,6738056501.0211,4443043819.3433,4367416620.8035,2660364669.109,5760826488.3332,4112080087.2546,18203.5051,10758.7748,6746064917.3624,4442033613.4454,4368120217.9777,2172605351.3543,5724612106.3277,4114854737.2798,23505.6643,8030.1593,6730021247.6628,4440292882.3431,4102873468.1214,22.2051,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:16:58.274,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,146704.88,33.16,25.06,102607.78,0.5,123374.55,32.99,25.05,102653.41,0.0,0.12,22160328.0,2500.0,2500.26,22450181.0,0.15,2500.0,2498.6,22340098.0,0.15
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3701790703.1068,5688868710.0711,4117636259.6214,7167.334,7624.8233,6723733548.4419,4444778855.317,4353745542.3273,3075759670.654,5680391341.7431,4101058220.2424,39234.9385,62883.0872,6746737667.2063,4444590807.1749,4384114137.3405,2936346510.4205,5679092798.2802,4101006940.8474,804225.7849,4558.8122,6717464370.5463,4444035422.0379,4346589253.437,4027710524.9784,5793179824.5614,4121231065.5354,347025.8938,173150307.1446,6785871968.4635,4495625106.3106,4385211648.9832,3892917710.6362,5708245336.0225,4117201622.5493,9596570.0387,8739285.0613,6761856532.8779,4470606146.0389,4389165883.0688,3524459273.0993,5705268879.1304,4108248235.7825,215705.3037,10584.4917,6735763014.6308,4443791402.791,4370302346.0734,2652400978.4867,5761663395.129,4112292629.72,18192.0796,10758.4709,6742620061.3079,4442281920.5558,4370766137.9158,2175547272.5772,5725024922.3434,4114853697.8328,23502.002,8030.3801,6730022097.5693,4440791374.965,4100535400.5168,22.1245,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:16:59.478,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,146704.88,33.16,25.07,102609.64,0.5,123411.93,33.0,25.05,102652.35,0.0,0.1,22160328.0,2500.0,2500.46,22450181.0,0.15,2500.0,2499.94,22340098.0,0.14
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3697114128.4061,5688057130.5534,4117423162.931,7168.7719,7624.9242,6724306216.0326,4444283952.6932,4355657829.7382,3119887335.0404,5680394208.7156,4100847361.0608,39235.3178,62880.2917,6750764705.8824,4444841639.1053,4383630337.5131,2937108572.2764,5679094231.4583,4101006940.8474,804435.8049,4558.895,6717466915.5073,4444286755.2267,4344448702.5074,4029352280.2379,5793182748.538,4121661200.4789,347068.0342,173109013.7423,6785291345.3299,4495627374.27,4384969884.5112,3867023571.324,5708652211.4969,4117198502.2622,9597062.7474,8739528.4898,6761853970.965,4469346674.1826,4388193330.7526,3525088320.356,5704036274.6509,4109522474.8261,217423.2292,10585.2237,6733476190.4762,4444790627.2773,4373195745.6189,2645457553.4759,5762081576.2687,4112291590.9209,18201.7047,10779.5987,6739750617.0738,4442781419.8465,4373174804.3646,2173387287.3671,5724615718.0006,4114642448.8099,23502.9568,8029.8506,6730024647.2888,4440793615.2338,4095021676.3006,22.2051,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:17:00.676,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,146807.02,33.15,25.07,102609.81,0.5,123379.01,33.0,25.05,102652.32,0.0,0.11,22160328.0,2500.0,2504.15,22450181.0,0.15,2500.0,2501.35,22340098.0,0.14
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3692452117.9925,5687643892.6367,4117422642.8831,7167.2716,7624.7172,6723736095.7799,4444283952.6932,4353030718.5957,3104793006.1157,5680798509.0675,4101058220.2424,39233.5757,62712.4032,6747318507.1575,4444342245.3898,4382180131.4264,2977103165.6516,5679094231.4583,4100794530.4812,804870.8512,4558.7805,6716331636.9805,4443789721.4594,4343022110.3327,4030582311.9565,5793182017.5439,4121874219.0754,347055.6916,173185966.4337,6783552642.851,4496140629.4301,4384972647.4001,3849527302.7594,5708246056.3279,4117631975.8673,9596856.3384,8739608.068,6761278285.3727,4468591557.2338,4387953439.5045,3526979477.3628,5711020393.4568,4109306586.3912,215424.2163,10625.8424,6738056501.0211,4444540919.2825,4375607079.8412,2638906781.3563,5762499818.2215,4112503116.5593,18192.2197,10792.9538,6743189985.5233,4442781419.8465,4375828508.4092,2170696876.5439,5724618607.3389,4114644007.8994,23510.4292,8029.6209,6730595835.1041,4441044583.8468,4111190673.5751,22.2051,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:17:01.875,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,146517.73,33.16,25.07,102608.29,0.5,123036.8,33.0,25.05,102653.21,0.0,0.12,22160328.0,2500.0,2500.52,22450181.0,0.15,2500.0,2500.7,22340098.0,0.14
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3689522723.0397,5688458943.4396,4117208528.3411,7168.1042,7625.1713,6723161827.1353,4444283952.6932,4355182481.7518,3092023972.2016,5680795641.8895,4100845289.2733,39233.9839,62697.9236,6745591617.6846,4444591367.713,4384845839.3193,2973629126.1407,5679091365.1021,4100584213.7974,805301.9745,4558.7982,6717466067.187,4444038224.4143,4341835093.2866,4032020757.0208,5793176169.5906,4121443519.0005,347137.7361,173199425.2184,6782385438.9722,4496138361.2135,4384970989.6668,3867416174.5327,5708243895.4117,4117207343.0756,9595874.9022,8740270.3723,6760690744.5355,4469594114.6626,4388196095.7806,3526664144.2243,5708956202.2763,4109306586.3912,215058.2435,10642.5988,6735762164.0014,4444040466.3154,4377777900.3696,2630194729.6714,5762919575.3345,4112291071.5213,18189.667,10782.3493,6740894696.5183,4442534177.4989,4377763005.4615,2169681215.8789,5723794597.7178,4114646606.3819,23504.7566,8030.3085,6731167970.0782,4441292779.9249,4106712903.0588,22.2051,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:17:03.073,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,146704.88,33.16,25.06,102608.89,0.5,123205.05,33.0,25.05,102652.99,0.0,0.11,22160328.0,2500.0,2499.11,22450181.0,0.16,2500.0,2499.43,22340098.0,0.14
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3689173572.9584,5688459661.2116,4117421602.7875,7167.7918,7624.8221,6723725057.3151,4444531390.1345,4357093285.0162,3077556445.0317,5680796358.684,4100844771.3265,39246.1649,62546.9579,6746162037.8259,4444591928.2511,4386541374.1639,2958477115.6361,5679092081.6911,4100796084.3217,805042.5777,4558.7809,6716322307.0399,4444035982.5132,4344926084.0999,4033046664.2919,5793171783.6257,4121655994.5859,347070.2659,173223460.2076,6781795991.778,4495881152.1887,4385454545.4545,3882811642.4931,5708246056.3279,4117638217.0905,9596081.7669,8739864.5102,6760689890.7104,4471112614.8988,4387957310.3296,3532498216.5151,5715544497.3316,4109307105.4134,214971.0132,10521.7799,6735181593.944,4444288997.2535,4373191888.0194,2628529157.8108,5755805795.6279,4112506752.5452,18197.1359,10829.6491,6740314947.2251,4442535298.0726,4372454680.6987,2171295025.2581,5723382682.1694,4114647645.7749,23503.252,8030.5586,6730589035.2741,4441045143.9453,4105010088.4681,22.1245,23.6557,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:17:04.273,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,146543.19,33.16,25.07,102610.19,0.5,122847.85,33.01,25.05,102653.17,0.0,0.12,22160328.0,2500.0,2500.5,22450181.0,0.14,2500.0,2500.91,22340098.0,0.15
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3670669415.3618,5688870145.7182,4117422642.8831,7168.498,7625.0565,6723151638.6483,4444777734.1779,4359246319.4902,3068583772.4737,5680385607.7982,4100845289.2733,39240.6904,62693.3923,6743285361.492,4444589686.0987,4384843076.583,2953062952.1892,5679496918.4463,4100586285.4775,805114.3153,4559.0472,6715745907.8959,4444032619.6615,4343256526.7364,4034484829.9735,5792744682.4063,4120798417.738,347115.2461,173277784.4438,6781793422.4049,4495879451.1227,4385208333.3333,3896392289.9149,5708652931.8542,4117638737.1925,9595494.1988,8740425.4355,6759528768.9944,4469596369.5811,4387712468.8969,3532971237.4582,5720492276.5988,4108879028.4914,215320.3984,10598.8553,6734030955.0132,4444036542.9885,4369335976.2141,2620144994.7034,5748703032.0615,4112290552.1217,18205.0257,10740.0556,6744329273.4861,4442530815.7777,4371728735.1256,2172912327.9391,5722965049.1046,4114649724.5609,23506.4475,8030.2094,6730010198.8781,4441044023.7482,4102458507.8331,22.1245,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:17:05.472,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,146348.26,33.16,25.07,102608.12,0.5,123173.5,33.0,25.06,102653.96,0.0,0.13,22160328.0,2500.0,2498.38,22450181.0,0.14,2500.0,2500.15,22340098.0,0.14
