component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_183425,FLW0_183425,ANLT0_183425,SETP0_093324,FLW0_093324,ANLT0_093324,FLW0_091225,SETP0_453624,FLW0_453624,ANLT0_453624,FLW0_093125
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3706482832.8188,5690071079.8392,4117205408.2163,7165.0544,7623.072,6722026315.7895,4446520300.5832,4353272258.4892,3003195919.2961,5682401950.2402,4101693001.0879,39233.0177,62796.1048,6743871572.1342,4447831940.3153,4386786069.6517,2884406557.377,5679073450.3762,4100367704.1794,801912.1063,4559.1005,6719174374.2045,4445034196.6588,4342549523.9138,4045002296.7386,5794003509.285,4121012388.0908,346975.7881,173759488.4288,6785293916.024,4497923190.3789,4385452887.538,3794251304.8891,5710685306.6225,4118491910.7319,9593459.3985,8739208.163,6762997096.0027,4469585658.7181,4388424952.9919,3523990748.1541,5717597575.9325,4108247716.895,214593.6154,10538.882,6730613684.6579,4450033673.813,4365979313.3803,2623103996.8185,5739938437.0247,4111439995.8457,18194.8151,10674.6195,6741480504.0014,4443531158.933,4361166190.3715,2170139395.7687,5750766998.0408,4115495893.544,23497.0748,8024.8591,6727158270.3254,4441538203.0025,4102457473.7604,22.2051,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:15:04.267,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,148154.0,30.37,25.02,102605.81,0.5,122188.56,29.34,24.92,102650.58,0.0,1.32,22160328.0,2500.0,2498.23,22450181.0,0.15,2500.0,2498.86,22340098.0,0.15
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3720971589.575,5689248384.781,4117207488.2995,7165.1277,7623.2441,6722025466.893,4446022765.5041,4354944572.4948,3000571028.002,5681998852.8821,4101484148.363,39230.9542,62839.4292,6741572450.1958,4447582454.5659,4388486423.7129,2892651249.452,5679886762.7034,4100368739.9658,800936.3121,4558.9086,6718603427.7957,4445285081.572,4341601378.7066,4045000255.1932,5793999853.7798,4121225339.6492,346966.4153,173808516.596,6785294772.922,4497412365.2864,4385455098.0934,3816234166.5463,5710273814.6707,4118491910.7319,9593097.3502,8739178.407,6761846285.2263,4471856739.9887,4388666556.0533,3521317836.3483,5715534400.6923,4108035593.8359,214200.1714,10497.0663,6730045894.9516,4449535914.7026,4365501705.3581,2621796680.9103,5742431707.8473,4111652991.2754,18221.866,10700.8849,6739759128.4365,4443779073.0258,4361406430.338,2170318605.9276,5748265757.5977,4115496413.3486,23501.3245,8025.249,6727160818.9619,4442039775.9104,4106716008.4882,22.2051,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:15:05.470,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,148305.64,30.58,25.03,102607.45,0.5,122899.04,29.61,24.96,102652.07,0.0,1.17,22160328.0,2500.0,2499.34,22450181.0,0.14,2500.0,2499.27,22340098.0,0.15
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3739457763.0958,5692108740.9323,4116779846.0898,7165.6208,7623.5056,6722019524.618,4445770675.6378,4356853519.2709,2999997726.9283,5682406969.2407,4101912755.1549,39226.6581,63043.4658,6741569044.7812,4447581332.735,4389940808.7625,2899454372.3451,5679073450.3762,4100372883.1115,800894.7669,4558.835,6719170131.5231,4445034757.2598,4344692033.9447,4044997192.875,5793577015.8637,4120799458.6998,347025.725,173862113.8257,6789950265.8206,4497158414.1569,4385456203.3711,3811424791.9573,5710688189.0899,4118711892.623,9593060.3532,8739339.0242,6762994533.6522,4470594868.9033,4388423293.8834,3519118731.3996,5712240882.2257,4107826605.7902,213957.0987,10492.0755,6734623235.2441,4450033673.813,4368865338.0313,2694909270.4184,5744933671.6202,4111231176.6539,18204.2361,10668.6612,6744349714.6751,4443530598.5205,4365006050.6051,2169364987.9307,5746186919.9536,4115501091.5896,23500.2615,8024.8718,6727165066.6893,4441792056.4674,4100127118.6441,22.2857,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:15:06.670,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,148239.71,30.81,25.04,102607.7,0.5,123349.84,29.88,24.98,102650.93,0.0,1.05,22160328.0,2500.0,2498.93,22450181.0,0.14,2500.0,2498.69,22340098.0,0.14
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3749757713.4204,5692111613.8763,4116565798.3674,7164.8705,7623.5029,6722587655.998,4445770114.9425,4354222770.9191,3048431749.9423,5682407686.2408,4101274799.2748,39235.6467,63325.2235,6739848497.7445,4447583576.3967,4388486976.7185,2895629022.8204,5679072017.1981,4100581624.1972,800972.8369,4558.5591,6719170131.5231,4444534753.3632,4343263641.8368,4042304906.6612,5794422753.5278,4121010826.5667,347050.2123,173873939.1526,6789949408.3348,4496902223.2305,4385456203.3711,3799694048.8179,5710273814.6707,4118918370.5322,9593442.8348,8739178.3866,6762415236.1431,4469083478.9471,4389150948.6144,3518805240.9505,5710182289.7903,4107825049.2892,214147.8512,10494.6767,6732904514.9222,4450282875.905,4372236363.6364,2683631678.8717,5746599956.4934,4110589792.8456,18202.0429,10685.9024,6742626021.7984,4444027575.3839,4368368930.9699,2169782435.7321,5744520150.7683,4115500051.9805,23506.1573,8025.1121,6728876614.5479,4441545485.0997,4098214968.2351,22.1245,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:15:07.869,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,148362.8,30.99,25.04,102606.54,0.5,123211.86,30.12,24.99,102652.5,0.0,0.95,22160328.0,2500.0,2499.15,22450181.0,0.14,2500.0,2499.75,22340098.0,0.14
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3770332587.905,5691700660.7297,4116778286.1897,7165.8042,7623.3866,6723159280.0136,4445519174.7028,4351595196.315,3040800215.029,5681593662.6281,4101486738.4998,39231.6885,62985.0689,6738702238.1074,4447830818.4215,4390429322.2683,2902872488.6347,5679070584.0201,4100582142.1173,801801.3789,4558.9164,6718028336.3027,4443288316.0549,4342312448.7004,4042097720.202,5793997660.4767,4121225860.1843,347099.3246,173923773.9292,6789368944.5254,4496644927.1253,4385699126.7824,3786944988.7683,5710268770.7162,4119131633.7149,9593791.2993,8738967.9542,6761842869.3424,4468076077.7684,4389394291.4039,3518177094.8976,5708125180.0634,4108036112.6965,214511.0726,10479.4707,6736911689.6376,4451279964.0712,4368144437.7167,2755545964.0085,5749101922.3794,4110802699.8962,18234.7817,10689.3266,6745497912.9398,4444026454.4334,4368610514.7261,2165368945.5959,5742017823.5038,4116138809.4619,23501.1727,8024.623,6730016998.1302,4441790375.8893,4095455249.3032,22.1245,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:15:09.067,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,148307.41,31.19,25.04,102606.7,0.5,123781.94,30.36,25.0,102652.34,0.0,0.85,22160328.0,2500.0,2499.36,22450181.0,0.15,2500.0,2502.03,22340098.0,0.14
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3777169073.8357,5690887548.4705,4116778806.1564,7164.7756,7622.9998,6722593598.7775,4446018279.6905,4354223868.3128,3023095247.1846,5681186379.9283,4101909646.6687,39230.368,63077.591,6736989110.0902,4447831940.3153,4388734653.2463,2908535429.6,5679478285.7962,4100580070.4371,802024.9821,4558.9108,6718023245.9489,4443285514.1496,4341121991.2473,4042301846.3736,5793151315.7895,4121654432.8179,347053.5363,173957968.0707,6788790294.9246,4496642658.6514,4385943182.4462,3810316903.1017,5710682424.1551,4118916809.7393,9593639.3145,8739447.7427,6761268892.4942,4467321951.7692,4390129460.5809,3519744546.6258,5706071711.4263,4107822455.1209,214197.4081,10457.3719,6740925342.6407,4450779680.0449,4370790923.1108,2734526581.2291,5743270526.8498,4111440515.1374,18220.9221,10645.3425,6748949117.8727,4443773468.5871,4371739753.1952,2166143248.4251,5747431285.8075,4115922749.0123,23497.8789,8024.8137,6728874065.2617,4441537642.8411,4094604706.368,22.1245,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:15:10.270,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,148314.8,31.35,25.05,102606.77,0.5,123161.78,30.58,25.01,102652.15,0.0,0.79,22160328.0,2500.0,2497.94,22450181.0,0.15,2500.0,2501.18,22340098.0,0.13
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3763499881.2634,5690888984.6331,4116778286.1897,7165.1103,7623.4635,6722599541.557,4446270397.5775,4356139320.415,3010413229.4241,5681587927.45,4101907056.2636,39231.8737,63001.7383,6735270051.884,4447832501.2621,4390676109.3283,2912723660.977,5679067717.6639,4100578516.677,801924.5341,4559.0141,6718593246.2243,4443286074.5307,4340408576.273,4043131823.2833,5793152777.7778,4121009785.5507,347060.4889,173916890.3101,6786463832.7048,4496391062.7197,4386186712.3591,3800247482.0144,5711103343.9031,4118707210.488,9593466.798,8739457.4568,6761862510.6746,4466825352.1127,4390379550.7359,3522097892.7714,5711829189.1892,4108460899.7976,215024.5762,10501.8189,6738056501.0211,4451278841.2957,4374163818.7631,2719441753.4096,5737864900.0869,4111440515.1374,18203.0737,10683.4564,6746652466.5587,4444025893.9581,4373908394.4221,2162809166.9857,5744515076.8339,4115922229.1537,23497.8879,8024.8186,6728873215.4997,4441289419.1452,4093756578.2685,22.1245,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:15:11.476,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,148362.8,31.5,25.05,102607.46,0.5,123415.87,30.78,25.02,102652.69,0.0,0.74,22160328.0,2500.0,2500.08,22450181.0,0.14,2500.0,2498.87,22340098.0,0.15
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3751707778.9877,5690891138.8769,4116993396.0792,7164.5479,7623.1287,6722025466.893,4445771236.3331,4353507241.6063,3007661134.1107,5681589361.2445,4101695073.3047,39229.3371,62879.4547,6735842973.8006,4447584698.2275,4392134713.3053,2912619459.2606,5679476852.5154,4100367186.2862,802735.2569,4558.7752,6718019003.9874,4443284953.7686,4338984088.7965,4043546428.5714,5793153508.7719,4121222736.9736,347001.7896,173888662.5148,6785302485.0043,4495883420.2767,4381827167.3109,3822313555.234,5711519279.2793,4118495552.2031,9594292.1683,8739560.3486,6761870196.4133,4466075592.8575,4390627455.3201,3521943987.5528,5709772334.2939,4108035074.9754,214178.8383,10408.5389,6740927045.203,4450532105.9722,4371996584.2102,2706750897.5893,5733300296.6071,4111650914.0008,18197.7671,10667.6902,6749530344.3573,4443531158.933,4369092110.3342,2163405186.5631,5749933251.1064,4115708790.3519,23496.6177,8025.3814,6727154872.1434,4441287738.7554,4094178018.5759,22.044,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:15:12.674,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,148483.27,31.66,25.05,102607.22,0.5,123849.04,30.93,25.03,102653.67,0.0,0.67,22160328.0,2500.0,2502.99,22450181.0,0.15,2500.0,2500.93,22340098.0,0.14
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3742646892.1217,5691300538.5996,4116991836.098,7164.7212,7623.0358,6722023769.1002,4445768993.552,4355419319.4292,3003768539.2406,5681589361.2445,4101480522.1716,39222.3444,62761.0102,6734692974.9957,4447582454.5659,4389703507.0251,2914557735.4879,5679885329.3199,4100365114.7133,802870.279,4558.798,6717447404.1398,4443034853.7487,4338270828.7776,4043751722.0266,5792730063.5918,4121219093.2278,346981.7258,173905809.3496,6789953695.764,4495627374.27,4381825510.7675,3805374603.7845,5711525765.7658,4118495031.9929,9595021.7008,8739347.2511,6763591013.9233,4465820660.1329,4390136099.5851,3519593513.9938,5707720561.7573,4108248235.7825,215115.7389,10413.7463,6743223196.7981,4449783938.4926,4374889464.6893,2688571428.5714,5736208743.4858,4111650394.6822,18203.2903,10723.6915,6751254156.3646,4443529477.6956,4371497824.0511,2160976309.5336,5747432011.0233,4115707230.8572,23491.429,8025.3834,6726013760.299,4440792495.0994,4097355021.9468,22.1245,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:15:13.873,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,148329.37,31.78,25.05,102607.35,0.5,123910.94,31.11,25.02,102649.99,0.0,0.63,22160328.0,2500.0,2500.73,22450181.0,0.13,2500.0,2500.86,22340098.0,0.14
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,63b11bf4-cc18-4d3a-b9a6-35578e067aee,a661db87-8dfc-473e-9578-ed90da9aca97,3736805941.9948,5691302692.9982,4116991836.098,7164.0538,7623.3349,6722593598.7775,4445519174.7028,4356375713.6583,2999659077.9954,5681997418.9848,4101692483.0337,39223.8527,63059.2812,6733545918.3673,4447831379.3684,4391645268.4007,2920594592.6008,5680296731.6514,4100153288.4516,803039.9928,4558.751,6717447404.1398,4443034293.3991,4337322365.5444,4042714241.9914,5793578477.9589,4121003018.9465,347030.2669,173904670.8328,6787623007.029,4494861111.1111,4382551499.4201,3703099644.7934,5711110550.5909,4118061898.5696,9595537.2313,8738820.0102,6763585034.5947,4465317075.918,4390376784.3311,3520535015.9972,5713890410.9589,4108030924.0907,215002.2187,10403.738,6746671210.7012,4449035461.7888,4374166574.7988,2673076455.491,5731646778.043,4111649356.0449,18234.1503,10736.3619,6754134254.5206,4443529477.6956,4370776051.9938,2160914257.6097,5745349427.2872,4115704631.6993,23496.6442,8026.2461,6726588515.1206,4440792495.0994,4098626995.196,22.1245,23.5751,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-15ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 01:15:15.073,"{'cid': '1658e9ed-9092-44de-99b4-0340529ea258', 'uuid': '93642ef0-4c90-4519-b483-14f4c7ed87a9', 'annotationId': '63b11bf4-cc18-4d3a-b9a6-35578e067aee', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759367702340, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T01:15:02.637Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,148175.64,31.91,25.05,102606.36,0.5,123793.19,31.3,25.02,102652.33,0.0,0.58,22160328.0,2500.0,2501.81,22450181.0,0.16,2500.0,2501.3,22340098.0,0.15
