delta_seconds,AQGR0,AQH0,AQP0,AQT0,BT1,BT2,DPP0,DPT0,TRHH0,TRHSN,TRHT0,AQGR0_std,AQH0_std,AQP0_std,AQT0_std,BT1_std,BT2_std,DPP0_std,DPT0_std,TRHH0_std,TRHSN_std,TRHT0_std,median_time_AmbientSamplingRFC,median_time_BreathSampleCollection,median_time_FeNOWindow,median_time_FeNOMeasurement,median_time_CleaningCycle,min_time_AmbientSamplingRFC,min_time_BreathSampleCollection,min_time_FeNOWindow,min_time_FeNOMeasurement,min_time_CleaningCycle,max_time_AmbientSamplingRFC,max_time_BreathSampleCollection,max_time_FeNOWindow,max_time_FeNOMeasurement,max_time_CleaningCycle,event_name,unadjusted_delta_seconds
0.0,0.0,0.0,0.0,0.0,33.970699310302734,35.582420349121094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16117095947265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.184869357731504,39.66230957148376,43.90102967835988,75.38866475801112,0.0,30.88210363581178,39.359543849564034,43.598263956440164,75.08589903609139,0.0,31.487635079651227,39.96507529340348,43.90102967835988,75.38866475801112,AmbientSamplingRFC,0.0
0.30276572191972334,0.0,0.0,0.0,0.0,33.97081360029455,35.631015178271205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005663988326887193,0.080379792842173,0.0,0.0,0.0,0.0,0.0,0.0,31.184869357731504,39.66230957148376,43.90102967835988,75.38866475801112,0.0,30.88210363581178,39.359543849564034,43.598263956440164,75.08589903609139,0.0,31.487635079651227,39.96507529340348,43.90102967835988,75.38866475801112,AmbientSamplingRFC,0.30276572191972334
0.6055314438394467,0.0,0.0,0.0,0.0,33.946855570912895,35.65477984767055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07910947293024861,0.003330795064528047,0.0,0.0,0.0,0.0,0.0,0.0,31.184869357731504,39.66230957148376,43.90102967835988,75.38866475801112,0.0,30.88210363581178,39.359543849564034,43.598263956440164,75.08589903609139,0.0,31.487635079651227,39.96507529340348,43.90102967835988,75.38866475801112,AmbientSamplingRFC,0.6055314438394467
0.9082971657591701,0.0,0.0,0.0,0.0,33.97021817359253,35.6316793022011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044553153963988734,0.2398066140277848,0.0,0.0,0.0,0.0,0.0,0.0,31.184869357731504,39.66230957148376,43.90102967835988,75.38866475801112,0.0,30.88210363581178,39.359543849564034,43.598263956440164,75.08589903609139,0.0,31.487635079651227,39.96507529340348,43.90102967835988,75.38866475801112,AmbientSamplingRFC,0.9082971657591701
1.2110628876788934,0.0,0.0,0.0,0.0,33.97192378250857,35.679507807291486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004810258326578776,0.15853706034531712,0.0,0.0,0.0,0.0,0.0,0.0,31.184869357731504,39.66230957148376,43.90102967835988,75.38866475801112,0.0,30.88210363581178,39.359543849564034,43.598263956440164,75.08589903609139,0.0,31.487635079651227,39.96507529340348,43.90102967835988,75.38866475801112,AmbientSamplingRFC,1.2110628876788934
1.5138286095986166,0.0,0.0,0.0,0.0,34.00119161938484,35.70935396781215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769326066689544,0.15376341669239935,0.0,0.0,0.0,0.0,0.0,0.0,31.184869357731504,39.66230957148376,43.90102967835988,75.38866475801112,0.0,30.88210363581178,39.359543849564034,43.598263956440164,75.08589903609139,0.0,31.487635079651227,39.96507529340348,43.90102967835988,75.38866475801112,AmbientSamplingRFC,1.5138286095986166
1.8165943315183402,0.0,0.0,0.0,0.0,33.940286400627045,35.62968821321241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22487482003356263,0.08058547973632812,0.0,0.0,0.0,0.0,0.0,0.0,31.184869357731504,39.66230957148376,43.90102967835988,75.38866475801112,0.0,30.88210363581178,39.359543849564034,43.598263956440164,75.08589903609139,0.0,31.487635079651227,39.96507529340348,43.90102967835988,75.38866475801112,AmbientSamplingRFC,1.8165943315183402
2.119360053438063,0.0,0.0,0.0,0.0,33.984018209341926,35.599749579531945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07676638292213767,0.003844557459622422,0.0,0.0,0.0,0.0,0.0,0.0,31.184869357731504,39.66230957148376,43.90102967835988,75.38866475801112,0.0,30.88210363581178,39.359543849564034,43.598263956440164,75.08589903609139,0.0,31.487635079651227,39.96507529340348,43.90102967835988,75.38866475801112,AmbientSamplingRFC,2.119360053438063
2.4221257753577867,0.0,0.0,0.0,0.0,33.92278474723507,35.630332815997846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0040361518661953255,0.0684500141577189,0.0,0.0,0.0,0.0,0.0,0.0,31.184869357731504,39.66230957148376,43.90102967835988,75.38866475801112,0.0,30.88210363581178,39.359543849564034,43.598263956440164,75.08589903609139,0.0,31.487635079651227,39.96507529340348,43.90102967835988,75.38866475801112,AmbientSamplingRFC,2.4221257753577867
2.7248914972775102,0.0,0.0,0.0,0.0,33.938509857180755,35.61640754130342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07609303943410595,0.004492440302222178,0.0,0.0,0.0,0.0,0.0,0.0,31.184869357731504,39.66230957148376,43.90102967835988,75.38866475801112,0.0,30.88210363581178,39.359543849564034,43.598263956440164,75.08589903609139,0.0,31.487635079651227,39.96507529340348,43.90102967835988,75.38866475801112,AmbientSamplingRFC,2.7248914972775102
3.0276572191972333,0.0,0.0,0.0,0.0,33.94229754538341,35.646725899241616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07059544013795716,0.08503049146590058,0.0,0.0,0.0,0.0,0.0,0.0,31.184869357731504,39.66230957148376,43.90102967835988,75.38866475801112,0.0,30.88210363581178,39.359543849564034,43.598263956440164,75.08589903609139,0.0,31.487635079651227,39.96507529340348,43.90102967835988,75.38866475801112,AmbientSamplingRFC,3.0276572191972333
3.330422941116957,0.0,0.0,0.0,0.0,33.998862686903614,35.6459188874154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069686191606948,0.0712561156170537,0.0,0.0,0.0,0.0,0.0,0.0,31.184869357731504,39.66230957148376,43.90102967835988,75.38866475801112,0.0,30.88210363581178,39.359543849564034,43.598263956440164,75.08589903609139,0.0,31.487635079651227,39.96507529340348,43.90102967835988,75.38866475801112,AmbientSamplingRFC,3.330422941116957
3.6331886630366803,0.0,0.0,0.0,0.0,33.94084509167927,35.63076831987529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07489381781705617,0.08163955266419265,0.0,0.0,0.0,0.0,0.0,0.0,31.184869357731504,39.66230957148376,43.90102967835988,75.38866475801112,0.0,30.88210363581178,39.359543849564034,43.598263956440164,75.08589903609139,0.0,31.487635079651227,39.96507529340348,43.90102967835988,75.38866475801112,AmbientSamplingRFC,3.6331886630366803
3.9359543849564034,0.0,0.0,0.0,0.0,33.96993768998881,35.63602359628545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005877756292449021,0.20948946096871168,0.0,0.0,0.0,0.0,0.0,0.0,31.184869357731504,39.66230957148376,43.90102967835988,75.38866475801112,0.0,30.88210363581178,39.359543849564034,43.598263956440164,75.08589903609139,0.0,31.487635079651227,39.96507529340348,43.90102967835988,75.38866475801112,AmbientSamplingRFC,3.9359543849564034
4.238720106876126,0.0,0.0,0.0,0.0,33.95186757450089,35.67604271032757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07419251588345332,0.14794100085861572,0.0,0.0,0.0,0.0,0.0,0.0,31.184869357731504,39.66230957148376,43.90102967835988,75.38866475801112,0.0,30.88210363581178,39.359543849564034,43.598263956440164,75.08589903609139,0.0,31.487635079651227,39.96507529340348,43.90102967835988,75.38866475801112,AmbientSamplingRFC,4.238720106876126
4.54148582879585,0.0,0.0,0.0,0.0,33.92202457174224,35.64561302832173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09436929007183892,0.020676041747300644,0.0,0.0,0.0,0.0,0.0,0.0,31.184869357731504,39.66230957148376,43.90102967835988,75.38866475801112,0.0,30.88210363581178,39.359543849564034,43.598263956440164,75.08589903609139,0.0,31.487635079651227,39.96507529340348,43.90102967835988,75.38866475801112,AmbientSamplingRFC,4.54148582879585
