component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,SETP0_184324,FLW0_184324,ANLT0_184324,SETP0_813024,FLW0_813024,ANLT0_813024,FLW0_181225,SETP0_454625,FLW0_454625,ANLT0_454625,SETP0_364625,FLW0_364625,ANLT0_364625,T0_093225,H0_093225,SETP0_184225,FLW0_184225,ANLT0_184225
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,d424233a-3e5d-4ba9-8f3b-107d46784c7a,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,455.128173828125,594.65380859375,5033.2919921875,5448.62109375,5438.6796875,5422.14501953125,7432.68798828125,6598.39453125,206.6744537353516,181637408,3141.34033203125,23680.26171875,196.1403961181641,2354.06884765625,2539.46728515625,2732.67529296875,151.50506591796875,2755.944091796875,2275.00390625,13165.060546875,136989.578125,70893.9765625,26987.779296875,21550.16796875,107.29014587402344,117.2511749267578,755.79248046875,433.4056701660156,210.11114501953125,1001.6414794921876,294.42041015625,139.44631958007812,469.5281372070313,396.5400390625,422.8181457519531,267.6941223144531,2519.805908203125,2177.943359375,709.1937866210938,808.9268798828125,344.8664855957031,24648.634765625,13918.1806640625,7613.21533203125,1894.3277587890625,175971056,1184.1463623046875,457.4106750488281,65376.734375,65568.390625,59583.66796875,79523.6796875,326.9833679199219,21218.025390625,356.3356018066406,295.269775390625,21091.232421875,23072.326171875,20633.1171875,22667.75,9263.0595703125,8816.4462890625,8399.4970703125,7732.7978515625,8167,27.120880126953125,29.0549430847168,0,0,0,0,0,0,0,0,0,0,0,1,23.47090148925781,19.302690505981445,991.9669799804688,303970.3125,4.0752387046813965,0,13719271,True,BME690,31147,0,0,0,13715141,24484,0,31.85009384155273,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 32, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:32:21.179,"{'cid': 'a7418a20-73a5-451d-8bcb-3d30e815fce4', 'uuid': '4b11a1c4-b61f-499d-bcbe-14dfc2b0e8a7', 'annotationId': 'd424233a-3e5d-4ba9-8f3b-107d46784c7a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682340807, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:32:21.037Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1400.0,1397.68,21470046.0,1600.0,1596.32,22450161.0,-0.01,3700.0,3701.86,000000000DFEC3B1,300.0,295.7,000000000DFEC3B8,22.7,17.04,0.0,0.03,22160332.0
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,d424233a-3e5d-4ba9-8f3b-107d46784c7a,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,454.9371948242188,594.8682250976562,5032.32958984375,5449.3212890625,5439.41162109375,5422.28466796875,7431.88720703125,6596.0341796875,206.7576904296875,181626288,3132.807373046875,23777.318359375,196.15985107421875,2351.8671875,2540.2490234375,2734.554443359375,151.5204315185547,2758.2568359375,2277.6494140625,13150.8447265625,137036.578125,70893.7421875,26987.62109375,21550.341796875,107.3164520263672,117.26480102539062,754.9049682617188,433.1981506347656,210.1195068359375,1000.9896850585938,294.3608703613281,139.4447479248047,469.558349609375,396.6206665039063,422.7877807617188,267.6700744628906,2518.538330078125,2178.00390625,709.1661376953125,808.9321899414062,344.7807922363281,24516.41796875,13920.2451171875,7612.63134765625,1894.0888671875,176822032,1184.610107421875,457.8572998046875,65379.05859375,65569.9453125,59585.83984375,79526.46875,326.7425231933594,21133.759765625,356.3197326660156,295.2540588378906,21089.80078125,23074.392578125,20634.150390625,22665.29296875,9263.0830078125,8816.0244140625,8399.9375,7732.68408203125,8469,27.120880126953125,28.97435760498047,0,0,0,0,0,0,0,0,0,0,0,1,23.47090148925781,19.302690505981445,991.9669799804688,303970.3125,4.0752387046813965,0,13719271,True,BME690,31147,0,0,0,13715141,24484,0,31.85009384155273,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 32, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:32:21.479,"{'cid': 'a7418a20-73a5-451d-8bcb-3d30e815fce4', 'uuid': '4b11a1c4-b61f-499d-bcbe-14dfc2b0e8a7', 'annotationId': 'd424233a-3e5d-4ba9-8f3b-107d46784c7a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682340807, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:32:21.037Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1400.0,1397.68,21470046.0,1600.0,1596.32,22450161.0,-0.01,3700.0,3701.86,000000000DFEC3B1,300.0,295.7,000000000DFEC3B8,22.7,17.04,0.0,0.03,22160332.0
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,d424233a-3e5d-4ba9-8f3b-107d46784c7a,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,454.6051025390625,594.96337890625,5031.314453125,5449.001953125,5438.5703125,5422.26025390625,7433.1689453125,6597.03955078125,206.71665954589844,181607824,3137.17822265625,23766.169921875,196.0941162109375,2353.87255859375,2539.675537109375,2716.99658203125,151.48324584960938,2752.089599609375,2280.874755859375,13077.841796875,137016.796875,70899.046875,26983.6328125,21544.400390625,107.30818176269533,117.27483367919922,755.8706665039062,433.8172302246094,210.15548706054688,1000.9020385742188,294.42169189453125,139.4692840576172,469.5205078125,396.5719299316406,422.7574768066406,267.6635131835937,2520.258056640625,2178.623291015625,709.1465454101562,808.9024658203125,344.8120422363281,24493.166015625,13918.76953125,7612.71142578125,1898.8575439453125,176427504,1183.8648681640625,457.556884765625,65384.0234375,65572.2421875,59588.50390625,79535.65625,326.7322082519531,21189.08984375,356.0006103515625,295.5543518066406,21084.060546875,23074.892578125,20633.681640625,22666.212890625,9264.53125,8814.7236328125,8400.7666015625,7732.7607421875,8769,27.120880126953125,28.89377212524414,0,0,0,0,0,0,0,0,0,0,0,1,23.47090148925781,19.302690505981445,991.9685668945312,304181.9375,4.0752387046813965,0,13719712,True,BME690,31148,0,0,0,13715141,24484,0,31.85009384155273,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 32, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:32:21.784,"{'cid': 'a7418a20-73a5-451d-8bcb-3d30e815fce4', 'uuid': '4b11a1c4-b61f-499d-bcbe-14dfc2b0e8a7', 'annotationId': 'd424233a-3e5d-4ba9-8f3b-107d46784c7a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682340807, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:32:21.037Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1400.0,1397.77,21470046.0,1600.0,1596.47,22450161.0,-0.01,3700.0,3701.71,000000000DFEC3B1,300.0,295.64,000000000DFEC3B8,22.7,17.04,0.0,0.03,22160332.0
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,d424233a-3e5d-4ba9-8f3b-107d46784c7a,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,455.0440979003906,594.6614990234375,5030.96484375,5448.98291015625,5439.3798828125,5422.02197265625,7432.732421875,6597.45849609375,206.7557678222656,181579040,3128.5322265625,23814.44921875,196.30381774902344,2354.092041015625,2540.473388671875,2733.478515625,151.4984893798828,2763.760498046875,2281.148193359375,13122.41796875,136991.78125,70890.9375,26988.48828125,21546.17578125,107.27803802490234,117.2558135986328,755.9747314453125,433.5931701660156,210.1470642089844,1002.7511596679688,294.3955993652344,139.44888305664062,469.6018676757813,396.5457458496094,422.7781066894531,267.69268798828125,2519.689208984375,2178.728515625,709.1406860351562,808.9622192382812,344.7819519042969,24617.9375,13919.0654296875,7612.93115234375,1893.3974609375,176157696,1183.437744140625,457.1110534667969,65392.46484375,65568.2890625,59586.38671875,79534.1875,326.79803466796875,21147.427734375,356.0473022460937,295.7213439941406,21086.56640625,23076.734375,20632.908203125,22666.80859375,9264.74609375,8813.5712890625,8399.7587890625,7732.7822265625,9070,27.120880126953125,28.97435760498047,0,0,0,0,0,0,0,0,0,0,0,1,23.470569610595703,19.29676628112793,991.9661865234376,301870.09375,4.073910236358643,0,13720152,True,BME690,31149,0,0,0,13720144,24484,0,31.88647079467773,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 32, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:32:22.080,"{'cid': 'a7418a20-73a5-451d-8bcb-3d30e815fce4', 'uuid': '4b11a1c4-b61f-499d-bcbe-14dfc2b0e8a7', 'annotationId': 'd424233a-3e5d-4ba9-8f3b-107d46784c7a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682340807, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:32:21.037Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1400.0,1398.31,21470046.0,1600.0,1597.41,22450161.0,-0.01,3700.0,3700.59,000000000DFEC3B1,300.0,295.12,000000000DFEC3B8,22.7,17.05,0.0,0.03,22160332.0
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,d424233a-3e5d-4ba9-8f3b-107d46784c7a,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,455.2104187011719,595.0619506835938,5031.1181640625,5449.0048828125,5439.1484375,5422.1357421875,7433.20947265625,6596.91357421875,206.6898651123047,181411216,3138.53125,23702.783203125,196.2481384277344,2355.779052734375,2533.0927734375,2739.215576171875,151.4901885986328,2754.53857421875,2285.916015625,13113.5146484375,136988.59375,70896.1328125,26982.759765625,21542.74609375,107.31151580810548,117.2824935913086,757.0064086914062,433.16156005859375,210.13836669921875,1001.9423217773438,294.5021057128906,139.54183959960938,469.5625,396.51763916015625,422.6748962402344,267.6230163574219,2519.291015625,2178.21142578125,709.1146240234375,808.9015502929688,344.77960205078125,24646.666015625,13920.3544921875,7612.6767578125,1898.2579345703125,174905440,1182.8682861328125,457.77093505859375,65388.875,65566.6875,59583.78125,79538.59375,326.6773681640625,21025.83203125,356.3126525878906,295.6254272460937,21087.513671875,23070.6328125,20633.06640625,22668.353515625,9262.8642578125,8812.3125,8400.3359375,7732.80859375,9372,27.28205108642578,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,23.47090148925781,19.296751022338867,991.9636840820312,304181.9375,4.073984146118164,0,13720594,True,BME690,31150,0,0,0,13720144,24484,0,31.88647079467773,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 32, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:32:22.382,"{'cid': 'a7418a20-73a5-451d-8bcb-3d30e815fce4', 'uuid': '4b11a1c4-b61f-499d-bcbe-14dfc2b0e8a7', 'annotationId': 'd424233a-3e5d-4ba9-8f3b-107d46784c7a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682340807, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:32:21.037Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1400.0,1398.86,21470046.0,1600.0,1598.37,22450161.0,-0.01,3700.0,3699.45,000000000DFEC3B1,300.0,294.6,000000000DFEC3B8,22.7,17.07,0.0,0.03,22160332.0
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,d424233a-3e5d-4ba9-8f3b-107d46784c7a,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,455.4155883789063,595.1262817382812,5030.07177734375,5449.46630859375,5438.76611328125,5422.10400390625,7432.232421875,6597.130859375,206.70263671875,181316096,3137.346923828125,23830.638671875,196.1875915527344,2354.969482421875,2532.7802734375,2740.7001953125,151.474365234375,2753.98779296875,2279.0,13071.3701171875,137003.8125,70899.578125,26994.505859375,21541.564453125,107.28651428222656,117.2854461669922,757.5829467773438,433.1401062011719,210.1412353515625,1002.8117065429688,294.4870300292969,139.4634246826172,469.5998229980469,396.5978393554688,422.6598205566406,267.6932678222656,2519.514892578125,2178.473876953125,709.1320190429688,808.9508666992188,344.76812744140625,24634.515625,13918.4482421875,7612.45947265625,1894.7235107421875,174717392,1181.654052734375,457.8761291503906,65386.50390625,65557.8203125,59584.796875,79529.25,326.4219970703125,21263.337890625,356.2385559082031,295.2795715332031,21083.90625,23073.630859375,20633.19921875,22669.185546875,9264.03125,8812.931640625,8399.345703125,7732.4296875,9672,27.201465606689453,29.0549430847168,0,0,0,0,0,0,0,0,0,0,0,1,23.47090148925781,19.296751022338867,991.9636840820312,304181.9375,4.073984146118164,0,13720594,True,BME690,31150,0,0,0,13720144,24484,0,31.88647079467773,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 32, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:32:22.684,"{'cid': 'a7418a20-73a5-451d-8bcb-3d30e815fce4', 'uuid': '4b11a1c4-b61f-499d-bcbe-14dfc2b0e8a7', 'annotationId': 'd424233a-3e5d-4ba9-8f3b-107d46784c7a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682340807, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:32:21.037Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1400.0,1399.41,21470046.0,1600.0,1599.32,22450161.0,-0.01,3700.0,3698.31,000000000DFEC3B1,300.0,294.07,000000000DFEC3B8,22.69,17.08,0.0,0.03,22160332.0
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,d424233a-3e5d-4ba9-8f3b-107d46784c7a,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,454.9858703613281,594.8161010742188,5030.6533203125,5449.2431640625,5439.18505859375,5422.0615234375,7432.40966796875,6597.98583984375,206.78713989257807,181245472,3130.909912109375,23770.408203125,196.3177947998047,2356.34814453125,2538.414306640625,2736.104736328125,151.54457092285156,2743.88916015625,2281.279541015625,13237.2119140625,137024.3125,70891.375,26992.931640625,21554.87109375,107.3236312866211,117.30205535888672,756.4270629882812,433.2874755859375,210.1596221923828,1000.78515625,294.44488525390625,139.4560546875,469.545654296875,396.5566711425781,422.7232055664063,267.6776733398437,2519.218017578125,2178.589599609375,709.1268310546875,808.8920288085938,344.8099670410156,24673.142578125,13918.5703125,7613.08984375,1898.7730712890625,174678624,1185.605712890625,457.541259765625,65381.484375,65557.2734375,59585.38671875,79526.3125,326.51934814453125,21348.884765625,356.12506103515625,295.4577331542969,21081.7421875,23069.51953125,20632.416015625,22668.162109375,9263.53125,8813.4189453125,8398.8955078125,7732.84423828125,9973,27.120880126953125,28.81318664550781,0,0,0,0,0,0,0,0,0,0,0,1,23.471235275268555,19.31455421447754,991.8886108398438,304393.875,4.077820301055908,0,13721034,True,BME690,31151,0,0,0,13720144,24484,0,31.88647079467773,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 32, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:32:22.984,"{'cid': 'a7418a20-73a5-451d-8bcb-3d30e815fce4', 'uuid': '4b11a1c4-b61f-499d-bcbe-14dfc2b0e8a7', 'annotationId': 'd424233a-3e5d-4ba9-8f3b-107d46784c7a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682340807, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:32:21.037Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1400.0,1399.52,21470046.0,1600.0,1599.65,22450161.0,-0.01,3700.0,3699.65,000000000DFEC3B1,300.0,296.14,000000000DFEC3B8,22.69,17.11,0.0,0.03,22160332.0
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,d424233a-3e5d-4ba9-8f3b-107d46784c7a,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,454.8066101074219,594.809326171875,5030.8291015625,5448.64892578125,5439.17578125,5421.4853515625,7433.30859375,6596.7578125,206.7183074951172,180703008,3130.833251953125,23717.818359375,196.2853546142578,2366.104736328125,2542.89111328125,2732.123046875,151.49844360351562,2747.23876953125,2279.51171875,13037.30859375,137046.6875,70886.203125,26992.501953125,21553.69921875,107.3177261352539,117.28498840332033,755.05126953125,433.643798828125,210.13658142089844,999.8204345703124,294.4769287109375,139.47842407226562,469.5110168457031,396.5529479980469,422.6036376953125,267.6656799316406,2519.05859375,2178.476806640625,709.056884765625,808.8938598632812,344.6823425292969,24654.59765625,13920.5146484375,7612.697265625,1895.498291015625,174557232,1184.4803466796875,457.6813049316406,65389.328125,65554.28125,59591.2109375,79531.296875,327.0922241210937,21252.349609375,356.2565002441406,295.1421813964844,21081.759765625,23072.81640625,20634.14453125,22667.169921875,9265.0712890625,8813.9716796875,8399.404296875,7732.724609375,10274,27.120880126953125,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,23.471235275268555,19.308612823486328,991.821044921875,304181.9375,4.076565742492676,0,13721474,True,BME690,31152,0,0,0,13720144,24484,0,31.88647079467773,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 32, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:32:23.287,"{'cid': 'a7418a20-73a5-451d-8bcb-3d30e815fce4', 'uuid': '4b11a1c4-b61f-499d-bcbe-14dfc2b0e8a7', 'annotationId': 'd424233a-3e5d-4ba9-8f3b-107d46784c7a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682340807, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:32:21.037Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1400.0,1399.52,21470046.0,1600.0,1599.82,22450161.0,-0.01,3700.0,3701.76,000000000DFEC3B1,300.0,299.04,000000000DFEC3B8,22.69,17.14,0.0,0.02,22160332.0
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,d424233a-3e5d-4ba9-8f3b-107d46784c7a,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,454.8798522949219,594.8248901367188,5031.2490234375,5448.9990234375,5439.2470703125,5421.6044921875,7432.81884765625,6597.345703125,206.5855255126953,180512368,3143.33203125,23841.681640625,196.31167602539065,2362.03369140625,2538.630615234375,2740.367431640625,151.5160369873047,2741.133544921875,2279.420166015625,13129.16015625,137025.578125,70890.03125,27005.779296875,21544.041015625,107.31130981445312,117.2850112915039,755.823486328125,433.35791015625,210.1443634033203,1001.386474609375,294.4511108398437,139.48814392089844,469.568115234375,396.6110534667969,422.6772155761719,267.63330078125,2519.772705078125,2178.9423828125,709.0903930664062,808.8807983398438,344.7005615234375,24641.98828125,13921.7646484375,7612.88232421875,1899.3726806640625,174554992,1184.1558837890625,457.7497863769531,65396.73046875,65559.2734375,59581.609375,79530.578125,326.7834777832031,21234.205078125,356.0913391113281,295.3197631835937,21074.892578125,23071.388671875,20634.783203125,22667.6484375,9266.4326171875,8813.2568359375,8398.6494140625,7732.6650390625,10575,27.28205108642578,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,23.471235275268555,19.308612823486328,991.821044921875,304181.9375,4.076565742492676,0,13721474,True,BME690,31152,0,0,0,13720144,24484,0,31.88647079467773,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 32, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:32:23.586,"{'cid': 'a7418a20-73a5-451d-8bcb-3d30e815fce4', 'uuid': '4b11a1c4-b61f-499d-bcbe-14dfc2b0e8a7', 'annotationId': 'd424233a-3e5d-4ba9-8f3b-107d46784c7a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682340807, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:32:21.037Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1400.0,1399.52,21470046.0,1600.0,1599.99,22450161.0,-0.01,3700.0,3703.85,000000000DFEC3B1,300.0,301.91,000000000DFEC3B8,22.7,17.18,0.0,0.02,22160332.0
0000000045-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,d424233a-3e5d-4ba9-8f3b-107d46784c7a,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,454.8140258789063,595.1436157226562,5031.7900390625,5448.50830078125,5438.451171875,5421.3984375,7432.62451171875,6599.796875,206.6286773681641,180303536,3137.451416015625,23800.1875,196.35813903808597,2360.369140625,2543.022216796875,2738.35498046875,151.46963500976562,2740.556640625,2279.11865234375,13206.705078125,136996.328125,70902.75,26993.26953125,21546.134765625,107.34410858154295,117.25650024414062,755.461669921875,433.3623962402344,210.13616943359372,1001.4674682617188,294.53546142578125,139.4837188720703,469.5499572753906,396.5005187988281,422.5958251953125,267.7055358886719,2519.6630859375,2179.389404296875,709.1759033203125,808.8720703125,344.68878173828125,24671.125,13919.794921875,7612.15576171875,1898.023193359375,174579264,1186.405029296875,457.519287109375,65385.2421875,65561.1953125,59587.98046875,79520.0390625,326.62164306640625,21187.369140625,355.9806213378906,294.8275146484375,21080.841796875,23069.634765625,20633.173828125,22669.66015625,9264.802734375,8810.9541015625,8399.099609375,7732.51416015625,10876,27.120880126953125,29.13553237915039,0,0,0,0,0,0,0,0,0,0,0,1,23.471900939941406,19.30858039855957,991.7615356445312,304393.875,4.076713562011719,0,13721914,True,BME690,31153,0,0,0,13720144,24484,0,31.88647079467773,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 32, 'TrialName': 'ASAU45', 'identifier': 'QnrjK', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 17:32:23.889,"{'cid': 'a7418a20-73a5-451d-8bcb-3d30e815fce4', 'uuid': '4b11a1c4-b61f-499d-bcbe-14dfc2b0e8a7', 'annotationId': 'd424233a-3e5d-4ba9-8f3b-107d46784c7a', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773682340807, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T17:32:21.037Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1400.0,1399.38,21470046.0,1600.0,1600.18,22450161.0,-0.01,3700.0,3704.41,000000000DFEC3B1,300.0,302.98,000000000DFEC3B8,22.7,17.21,0.0,0.02,22160332.0
