component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,SETP0_454625,FLW0_454625,ANLT0_454625,SETP0_813024,FLW0_813024,ANLT0_813024,FLW0_181225,SETP0_184324,FLW0_184324,ANLT0_184324,SETP0_364625,FLW0_364625,ANLT0_364625,SETP0_184225,FLW0_184225,ANLT0_184225,T0_093225,H0_093225
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,2b4ff2bd-0332-42b2-b927-638eb93e5339,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,693.7979736328125,586.710693359375,5154.37646484375,6640.10986328125,4289.333984375,4072.27685546875,7085.44482421875,6750.83203125,265.7075500488281,9756.609375,7811.517578125,2509.752197265625,1883.7218017578125,2027.4967041015625,22868.546875,14937.56640625,632.054931640625,1832.3453369140625,7403.716796875,767.7763671875,84739.3671875,60507.59375,18992.90234375,17560.283203125,111.33849334716795,125.07454681396484,1158.314697265625,1241.39208984375,105.20484161376952,120.61872863769533,523.8861694335938,640.9534301757812,376.0661315917969,404.6697998046875,360.7788391113281,318.4381408691406,3513.923828125,2162.397216796875,905.7219848632812,737.212158203125,884.0203247070312,5257.31982421875,7272.884765625,8504.90234375,21109.423828125,802.262939453125,922.6530151367188,1035.224609375,86373.8203125,87502.1640625,69724.671875,73120.484375,39176.73046875,226.77618408203125,478.9407043457031,217.3334808349609,21048.9140625,17004.93359375,15141.865234375,15838.525390625,7413.5703125,7038.4306640625,6608.94921875,6089.517578125,9283,27.604394912719727,29.619047164916992,0,0,0,0,0,0,0,0,0,0,0,1,23.98715591430664,23.50319099426269,988.2581176757812,131098.21875,5.109654903411865,0,6483776,True,BME690,14722,0,0,0,6482491,24484,0,26.67832374572754,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:40:22.331,"{'cid': '6476eacb-c697-4f18-af01-a26f1bf60096', 'uuid': 'ffba6cc6-4df9-43a5-a20e-0f203a49289f', 'annotationId': '2b4ff2bd-0332-42b2-b927-638eb93e5339', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773693621929, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:40:22.159Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3687.4,000000000DFEC3B1,1600.0,1585.28,22450161.0,0.0,1400.0,1412.24,21470046.0,300.0,288.67,000000000DFEC3B8,0.0,0.04,22160332.0,22.63,20.65
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,2b4ff2bd-0332-42b2-b927-638eb93e5339,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,694.09814453125,586.7333984375,5153.6650390625,6639.51416015625,4288.42529296875,4072.12548828125,7085.25048828125,6749.2412109375,265.75732421875,9773.9599609375,7805.06396484375,2512.153076171875,1886.1380615234373,2026.9053955078125,22935.830078125,14986.3662109375,631.6891479492188,1831.84326171875,7431.3173828125,767.7999267578125,84758.84375,60512.91796875,18992.521484375,17564.921875,111.30006408691406,125.04277801513672,1158.5186767578125,1240.514892578125,105.24302673339844,120.61453247070312,524.2460327148438,640.1099853515625,376.1237182617188,404.6352844238281,360.7591552734375,318.54150390625,3514.100830078125,2161.904541015625,905.9767456054688,737.2493896484375,886.390869140625,5257.716796875,7272.18701171875,8505.6142578125,21103.275390625,802.194580078125,923.1604614257812,1035.4345703125,86348.6015625,87496.28125,69725.546875,73122.3125,39139.06640625,226.70745849609372,478.2839965820313,217.36968994140625,21044.580078125,17005.1640625,15142.7666015625,15836.984375,7413.9111328125,7037.92822265625,6609.18994140625,6089.11376953125,9585,27.84615135192871,29.619047164916992,0,0,0,0,0,0,0,0,0,0,0,1,23.98715591430664,23.50319099426269,988.2581176757812,131098.21875,5.109654903411865,0,6483776,True,BME690,14722,0,0,0,6482491,24484,0,26.67832374572754,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:40:22.633,"{'cid': '6476eacb-c697-4f18-af01-a26f1bf60096', 'uuid': 'ffba6cc6-4df9-43a5-a20e-0f203a49289f', 'annotationId': '2b4ff2bd-0332-42b2-b927-638eb93e5339', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773693621929, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:40:22.159Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3687.4,000000000DFEC3B1,1600.0,1585.28,22450161.0,0.0,1400.0,1412.24,21470046.0,300.0,288.67,000000000DFEC3B8,0.0,0.04,22160332.0,22.63,20.65
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,2b4ff2bd-0332-42b2-b927-638eb93e5339,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,693.3483276367188,586.4694213867188,5154.38427734375,6639.3291015625,4288.18896484375,4072.215576171875,7085.80908203125,6749.48193359375,265.6244201660156,9766.208984375,7796.41015625,2505.10791015625,1884.8897705078125,2027.7213134765625,22872.314453125,15059.009765625,631.7034301757812,1829.15966796875,7382.94580078125,768.2274780273438,84748.15625,60513.52734375,18996.76953125,17552.57421875,111.31814575195312,125.02420043945312,1158.681396484375,1239.5467529296875,105.21533203125,120.64755249023438,524.2774047851562,640.9764404296875,376.0406494140625,404.69921875,360.7272338867188,318.4506225585937,3514.042236328125,2161.820556640625,905.9006958007812,737.2350463867188,884.0303955078125,5256.68603515625,7271.45751953125,8505.6337890625,21116.8671875,802.1123046875,922.3361206054688,1035.51904296875,86355.59375,87511.65625,69727.8515625,73128.6171875,39055.0625,226.77647399902344,478.5164184570313,217.35159301757807,21046.703125,17006.13671875,15144.291015625,15839.248046875,7412.52490234375,7038.92626953125,6609.2734375,6089.2373046875,9885,27.68498039245605,29.619047164916992,0,0,0,0,0,0,0,0,0,0,0,1,23.9868278503418,23.52065086364746,988.2606201171876,130784.2734375,5.113356113433838,0,6484216,True,BME690,14723,0,0,0,6482491,24484,0,26.67832374572754,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:40:22.932,"{'cid': '6476eacb-c697-4f18-af01-a26f1bf60096', 'uuid': 'ffba6cc6-4df9-43a5-a20e-0f203a49289f', 'annotationId': '2b4ff2bd-0332-42b2-b927-638eb93e5339', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773693621929, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:40:22.159Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3688.8,000000000DFEC3B1,1600.0,1586.59,22450161.0,0.0,1400.0,1410.92,21470046.0,300.0,290.12,000000000DFEC3B8,0.0,0.04,22160332.0,22.63,20.66
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,2b4ff2bd-0332-42b2-b927-638eb93e5339,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,693.6663208007812,586.5077514648438,5155.21044921875,6638.3837890625,4289.72998046875,4073.115478515625,7085.30712890625,6746.3291015625,265.6122741699219,9749.431640625,7794.103515625,2508.52734375,1883.997314453125,2026.897216796875,23133.75,15061.623046875,631.857421875,1837.2918701171875,7376.51513671875,767.7586669921875,84755.796875,60518.45703125,18994.78515625,17556.12109375,111.3426742553711,125.04701232910156,1158.1005859375,1241.30712890625,105.2338409423828,120.62527465820312,524.101806640625,641.0172729492188,376.11566162109375,404.6931762695313,360.7185974121094,318.509033203125,3514.465576171875,2162.093505859375,906.2857055664062,737.2340698242188,882.7634887695312,5256.1611328125,7272.68115234375,8505.5234375,21131.044921875,802.2219848632812,922.3630981445312,1034.75732421875,86354.8984375,87502.3046875,69732.984375,73129.4140625,39110.5859375,226.78309631347656,478.3828430175781,217.3711395263672,21048.48828125,17006.763671875,15144.03125,15838.892578125,7411.98876953125,7038.48828125,6609.03076171875,6090.533203125,10186,27.604394912719727,29.619047164916992,0,0,0,0,0,0,0,0,0,0,0,1,23.98715591430664,23.532270431518555,988.2647705078124,129620.25,5.115976810455322,0,6484656,True,BME690,14724,0,0,0,6482491,24484,0,26.67832374572754,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:40:23.233,"{'cid': '6476eacb-c697-4f18-af01-a26f1bf60096', 'uuid': 'ffba6cc6-4df9-43a5-a20e-0f203a49289f', 'annotationId': '2b4ff2bd-0332-42b2-b927-638eb93e5339', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773693621929, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:40:22.159Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3692.76,000000000DFEC3B1,1600.0,1590.38,22450161.0,0.0,1400.0,1406.84,21470046.0,300.0,294.7,000000000DFEC3B8,0.0,0.06,22160332.0,22.63,20.75
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,2b4ff2bd-0332-42b2-b927-638eb93e5339,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,694.0076293945312,586.8278198242188,5154.12158203125,6640.01806640625,4290.04052734375,4073.09326171875,7085.685546875,6749.59716796875,265.75262451171875,9722.6728515625,7824.98486328125,2508.8681640625,1884.3333740234373,2029.4345703125,23145.57421875,15061.2783203125,632.7025146484375,1833.569580078125,7384.4599609375,767.934326171875,84764.3671875,60523.7890625,18986.314453125,17554.0859375,111.33872985839844,125.04239654541016,1159.3262939453125,1239.656982421875,105.23712921142578,120.65575408935548,524.1019287109375,640.2233276367188,376.0266723632813,404.6822204589844,360.6715393066406,318.3733215332031,3515.254638671875,2161.51513671875,906.01123046875,737.2870483398438,883.594970703125,5265.9677734375,7271.865234375,8506.1396484375,21117.4609375,802.141357421875,922.7879638671876,1037.2313232421875,86370.8828125,87498.6953125,69740.7734375,73130.84375,39089.5625,226.65953063964844,478.49420166015625,217.3643035888672,21050.71484375,17005.70703125,15144.18359375,15838.900390625,7411.31982421875,7038.23388671875,6609.1591796875,6090.1396484375,10487,27.68498039245605,29.619047164916992,0,0,0,0,0,0,0,0,0,0,0,1,23.98715591430664,23.532270431518555,988.2647705078124,129620.25,5.115976810455322,0,6484656,True,BME690,14724,0,0,0,6482491,24484,0,26.67832374572754,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:40:23.534,"{'cid': '6476eacb-c697-4f18-af01-a26f1bf60096', 'uuid': 'ffba6cc6-4df9-43a5-a20e-0f203a49289f', 'annotationId': '2b4ff2bd-0332-42b2-b927-638eb93e5339', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773693621929, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:40:22.159Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3696.73,000000000DFEC3B1,1600.0,1594.17,22450161.0,-0.0,1400.0,1402.76,21470046.0,300.0,299.27,000000000DFEC3B8,0.0,0.09,22160332.0,22.62,20.83
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,2b4ff2bd-0332-42b2-b927-638eb93e5339,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,693.4078979492188,586.8025512695312,5154.2626953125,6640.05224609375,4289.63134765625,4073.21044921875,7085.97265625,6749.14404296875,265.7784729003906,9734.208984375,7846.61962890625,2507.65283203125,1885.025146484375,2029.9017333984373,22896.048828125,15138.810546875,631.859375,1834.1680908203125,7383.98828125,767.79150390625,84759.65625,60527.77734375,18989.8125,17552.681640625,111.34464263916016,125.05634307861328,1158.437255859375,1239.1309814453125,105.22579956054688,120.61621856689452,524.3265991210938,640.9566040039062,376.0531311035156,404.7110595703125,360.7858581542969,318.4831848144531,3515.406494140625,2161.41162109375,905.8650512695312,737.2230224609375,882.0050048828125,5262.68896484375,7272.29345703125,8506.990234375,21133.4765625,802.1555786132812,922.4143676757812,1036.4468994140625,86368.015625,87485.1640625,69739.171875,73122.9375,39116.89453125,226.72352600097656,478.6933288574219,217.3769073486328,21049.501953125,17006.734375,15144.0302734375,15839.185546875,7411.68701171875,7037.0947265625,6609.17236328125,6090.52197265625,10788,27.765565872192383,29.69963264465332,0,0,0,0,0,0,0,0,0,0,0,1,23.98715591430664,23.52645301818848,988.2664184570312,129928.6328125,5.114712238311768,0,6485097,True,BME690,14725,0,0,0,6482491,24484,0,26.67832374572754,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:40:23.837,"{'cid': '6476eacb-c697-4f18-af01-a26f1bf60096', 'uuid': 'ffba6cc6-4df9-43a5-a20e-0f203a49289f', 'annotationId': '2b4ff2bd-0332-42b2-b927-638eb93e5339', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773693621929, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:40:22.159Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3700.67,000000000DFEC3B1,1600.0,1597.99,22450161.0,-0.0,1400.0,1398.66,21470046.0,300.0,303.88,000000000DFEC3B8,0.0,0.11,22160332.0,22.62,20.91
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,2b4ff2bd-0332-42b2-b927-638eb93e5339,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,694.1600341796875,586.7796630859375,5154.7705078125,6639.00439453125,4289.71484375,4072.597412109375,7086.2333984375,6747.5361328125,265.7265930175781,9729.26953125,7837.3134765625,2507.337646484375,1884.095703125,2026.6837158203125,22813.892578125,15078.55859375,632.171875,1834.0128173828125,7371.1328125,768.1356201171875,84754.546875,60520.2265625,18991.7890625,17557.265625,111.31877136230467,125.07518005371094,1157.9647216796875,1242.0716552734375,105.22129821777344,120.65857696533205,524.381103515625,640.6928100585938,376.0994567871094,404.6947937011719,360.6733703613281,318.5089416503906,3515.03076171875,2162.181640625,906.0591430664062,737.22998046875,883.455078125,5277.2255859375,7272.3935546875,8507.1103515625,21128.12109375,802.019775390625,923.1371459960938,1032.2781982421875,86347.75,87490.234375,69735.078125,73130.6796875,39252.9921875,226.7871551513672,478.767822265625,217.2795867919922,21050.740234375,17006.06640625,15145.39453125,15838.3486328125,7411.84912109375,7039.27001953125,6608.74853515625,6090.59619140625,11089,27.68498039245605,29.69963264465332,0,0,0,0,0,0,0,0,0,0,0,1,23.987483978271484,23.543888092041016,988.2672119140624,130238.46875,5.118597507476807,0,6485537,True,BME690,14726,0,0,0,6482491,24484,0,26.67832374572754,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:40:24.139,"{'cid': '6476eacb-c697-4f18-af01-a26f1bf60096', 'uuid': 'ffba6cc6-4df9-43a5-a20e-0f203a49289f', 'annotationId': '2b4ff2bd-0332-42b2-b927-638eb93e5339', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773693621929, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:40:22.159Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3699.12,000000000DFEC3B1,1600.0,1598.88,22450161.0,-0.0,1400.0,1398.63,21470046.0,300.0,303.32,000000000DFEC3B8,0.0,0.1,22160332.0,22.62,20.96
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,2b4ff2bd-0332-42b2-b927-638eb93e5339,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,694.417236328125,586.5377807617188,5153.01953125,6639.55908203125,4288.81396484375,4072.4892578125,7085.5205078125,6747.23583984375,265.8314514160156,9737.87890625,7860.40966796875,2504.700439453125,1879.2724609375,2028.6805419921875,23004.96875,15042.57421875,631.6438598632812,1834.625,7406.26220703125,767.5128173828125,84760.765625,60520.60546875,18991.765625,17550.080078125,111.35044860839844,125.01778411865234,1159.6434326171875,1240.1495361328125,105.23095703125,120.64868927001952,524.5616455078125,640.993408203125,376.0514526367188,404.6533203125,360.71087646484375,318.3699035644531,3514.872802734375,2161.759765625,906.2298583984376,737.2330322265625,883.3781127929688,5276.46728515625,7272.7177734375,8505.9677734375,21138.306640625,802.0833129882812,922.0474853515624,1035.98779296875,86358.5078125,87503.53125,69731.8359375,73137.8671875,39089.953125,226.73733520507807,478.2132873535156,217.3436737060547,21049.58203125,17007.25,15142.794921875,15837.43359375,7411.75634765625,7038.81787109375,6609.13427734375,6090.57763671875,11390,27.68498039245605,29.69963264465332,0,0,0,0,0,0,0,0,0,0,0,1,23.987483978271484,23.543888092041016,988.2672119140624,130238.46875,5.118597507476807,0,6485537,True,BME690,14726,0,0,0,6482491,24484,0,26.67832374572754,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:40:24.438,"{'cid': '6476eacb-c697-4f18-af01-a26f1bf60096', 'uuid': 'ffba6cc6-4df9-43a5-a20e-0f203a49289f', 'annotationId': '2b4ff2bd-0332-42b2-b927-638eb93e5339', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773693621929, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:40:22.159Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3697.59,000000000DFEC3B1,1600.0,1599.76,22450161.0,-0.0,1400.0,1398.7,21470046.0,300.0,302.63,000000000DFEC3B8,0.0,0.08,22160332.0,22.62,21.0
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,2b4ff2bd-0332-42b2-b927-638eb93e5339,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,694.10400390625,586.3572998046875,5152.943359375,6638.30224609375,4289.267578125,4072.717529296875,7085.658203125,6749.25927734375,265.70281982421875,9771.490234375,7839.900390625,2509.7841796875,1879.6402587890625,2029.846923828125,23019.3984375,15125.9580078125,631.5825805664062,1829.7406005859373,7356.73046875,767.3666381835938,84723.6875,60513.609375,18990.892578125,17551.01171875,111.32164001464844,125.05774688720705,1157.7830810546875,1238.490234375,105.2358856201172,120.64257049560548,524.4736938476562,640.6329345703125,376.1382141113281,404.6275024414063,360.76171875,318.4794921875,3513.92626953125,2162.07763671875,906.0604858398438,737.2286987304688,884.5889282226562,5261.1962890625,7273.99169921875,8505.7685546875,21112.814453125,802.0313720703125,922.1259765625,1034.97998046875,86369.75,87508.5703125,69730.34375,73126.6953125,39339.58984375,226.73587036132807,478.899658203125,217.4217071533203,21049.826171875,17005.3203125,15143.2060546875,15838.111328125,7411.7314453125,7038.8525390625,6609.2099609375,6090.40869140625,11691,27.604394912719727,29.457874298095703,0,0,0,0,0,0,0,0,0,0,0,1,23.98715591430664,23.5380859375,988.2068481445312,129774.2578125,5.117241382598877,0,6485977,True,BME690,14727,0,0,0,6482491,24484,0,26.67832374572754,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:40:24.739,"{'cid': '6476eacb-c697-4f18-af01-a26f1bf60096', 'uuid': 'ffba6cc6-4df9-43a5-a20e-0f203a49289f', 'annotationId': '2b4ff2bd-0332-42b2-b927-638eb93e5339', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773693621929, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:40:22.159Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3696.05,000000000DFEC3B1,1600.0,1600.65,22450161.0,-0.0,1400.0,1398.77,21470046.0,300.0,301.93,000000000DFEC3B8,0.0,0.07,22160332.0,22.62,21.05
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,2b4ff2bd-0332-42b2-b927-638eb93e5339,f07410b8-5d79-460a-bd0e-b42e6a0f7a3f,693.8015747070312,586.7278442382812,5154.26806640625,6639.5693359375,4289.05029296875,4072.570556640625,7084.90380859375,6750.97216796875,265.8114624023437,9760.2333984375,7833.3134765625,2503.930908203125,1882.20458984375,2027.625732421875,23175.1875,15089.3291015625,632.195556640625,1833.478759765625,7395.40234375,767.4747924804688,84730.96875,60510.98046875,18997.337890625,17549.62890625,111.33425903320312,125.05042266845705,1160.6832275390625,1238.8642578125,105.2323989868164,120.6571273803711,524.3726806640625,640.3333740234375,376.05267333984375,404.6146240234375,360.7564086914063,318.50146484375,3512.909423828125,2161.1904296875,906.1624755859376,737.2239990234375,884.4698486328125,5257.43359375,7272.5517578125,8505.87109375,21108.00390625,802.1666870117188,923.0817260742188,1036.9256591796875,86351.1953125,87509.546875,69728.5546875,73127.4375,39445.1484375,226.7918243408203,478.3233337402344,217.4400329589844,21050.6015625,17006.87890625,15143.60546875,15836.8671875,7411.5830078125,7038.201171875,6608.7998046875,6090.2021484375,11992,27.604394912719727,29.619047164916992,0,0,0,0,0,0,0,0,0,0,0,1,23.987483978271484,23.54970359802246,988.1531982421876,129774.2578125,5.119862079620361,0,6486417,True,BME690,14728,0,0,0,6482491,24484,0,26.67832374572754,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-0ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 19, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 20:40:25.040,"{'cid': '6476eacb-c697-4f18-af01-a26f1bf60096', 'uuid': 'ffba6cc6-4df9-43a5-a20e-0f203a49289f', 'annotationId': '2b4ff2bd-0332-42b2-b927-638eb93e5339', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773693621929, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T20:40:22.159Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",3700.0,3696.78,000000000DFEC3B1,1600.0,1600.7,22450161.0,0.0,1400.0,1398.89,21470046.0,300.0,301.23,000000000DFEC3B8,0.0,0.06,22160332.0,22.62,21.05
