component_sn,product_sn,event_name,annotation_id,configuration_id,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8,G1,G2,G3,G4,G5,G6,G7,G8,H1,H2,H3,H4,H5,H6,H7,H8,ASELT,BT1,BT2,DPP0,DPT0,DPSN,DPPID,PZTGTF,PZFLOW0,PZEF0,PZVMV,PZBV0,PZEN,PZDM,PZCAL,AQT0,AQH0,AQP0,AQGR0,AQAH0,AQBSTAT,AQBTS,AQBVAL,AQSENS,AQSID,TRHT0,TRHH0,TRHSN,SYSUT,SYSHF,SYSHA,SYSCL,SYSRC,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,SETP0_184324,FLW0_184324,ANLT0_184324,SETP0_813024,FLW0_813024,ANLT0_813024,SETP0_454625,FLW0_454625,ANLT0_454625,FLW0_181225,SETP0_364625,FLW0_364625,ANLT0_364625,SETP0_184225,FLW0_184225,ANLT0_184225,T0_093225,H0_093225
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,0e70df0a-46e2-4880-88dd-f738d9053434,35cbdfe4-7015-4f7f-aacd-f4e0641f5b79,699.42041015625,591.26416015625,5156.638671875,6644.4482421875,4287.177734375,4071.842529296875,7086.57421875,6738.36767578125,264.8667907714844,9724.453125,7866.96533203125,2539.877685546875,1882.0113525390625,2051.594482421875,22828.029296875,14962.7890625,629.8580322265625,1821.905029296875,7349.02685546875,764.935791015625,84809.84375,60491.19921875,18959.4765625,17556.4140625,111.16642761230467,124.81743621826172,1164.1036376953125,1236.972900390625,105.4572982788086,120.86672973632812,522.4874877929688,642.6427001953125,376.0576477050781,404.52337646484375,360.7925415039063,318.3751525878906,3514.767578125,2162.08056640625,905.8770751953124,736.7003173828125,878.4431762695312,5262.95361328125,7271.5908203125,8499.5009765625,21061.05078125,798.8560791015625,918.7431030273438,1029.4449462890625,86380.46875,87492.890625,69709.125,73093.7265625,40421.23828125,225.44854736328125,474.5194396972656,216.06309509277344,21040.693359375,17001.427734375,15139.0966796875,15839.984375,7406.59521484375,7031.32763671875,6604.326171875,6084.2294921875,9655,27.604394912719727,29.619047164916992,0,0,0,0,0,0,0,0,0,0,0,1,23.862764358520508,24.472976684570312,987.5487670898438,131019.59375,5.283102512359619,0,8944019,True,BME690,20309,0,0,0,8942642,24484,0,27.252037048339844,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-10ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 29, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:21:22.819,"{'cid': '5d04d2c5-001d-41b2-8c23-f8c8bbbbf8f1', 'uuid': '900ebef9-aeae-41fd-96f9-8914d4d53f2d', 'annotationId': '0e70df0a-46e2-4880-88dd-f738d9053434', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773696082244, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:21:22.560Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1370.0,1375.52,21470046.0,1600.0,1601.92,22450161.0,3700.0,3691.31,000000000DFEC3B1,-0.0,300.0,296.97,000000000DFEC3B8,30.0,9.25,22160332.0,22.46,20.09
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,0e70df0a-46e2-4880-88dd-f738d9053434,35cbdfe4-7015-4f7f-aacd-f4e0641f5b79,699.9331665039062,591.8486328125,5156.646484375,6643.91455078125,4288.30126953125,4072.57568359375,7084.96044921875,6738.37353515625,264.7423095703125,9755.53515625,7839.2822265625,2536.617431640625,1881.7227783203125,2053.16357421875,22796.09375,14918.060546875,629.766357421875,1820.6431884765625,7339.67431640625,764.2935791015625,84822.0390625,60492.37109375,18943.994140625,17560.927734375,111.15512084960938,124.81124877929688,1163.7926025390625,1233.4678955078125,105.47113037109376,120.87588500976562,522.3421630859375,642.9342041015625,376.0187377929688,404.5050354003906,360.7350158691406,318.39727783203125,3515.037841796875,2162.390380859375,905.7448120117188,736.6927490234375,879.7293090820312,5247.1767578125,7271.58447265625,8500.39453125,21061.1796875,799.1788330078125,919.05126953125,1028.6519775390625,86402.2265625,87497.4765625,69701.1328125,73084.7265625,40011.55078125,225.40269470214844,474.38037109375,215.98410034179688,21039.84765625,17002.208984375,15138.240234375,15840.6572265625,7404.9208984375,7033.40234375,6603.5693359375,6084.3466796875,9955,27.44322204589844,29.457874298095703,0,0,0,0,0,0,0,0,0,0,0,1,23.862764358520508,24.472976684570312,987.5487670898438,131019.59375,5.283102512359619,0,8944019,True,BME690,20309,0,0,0,8942642,24484,0,27.252037048339844,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-10ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 29, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:21:23.121,"{'cid': '5d04d2c5-001d-41b2-8c23-f8c8bbbbf8f1', 'uuid': '900ebef9-aeae-41fd-96f9-8914d4d53f2d', 'annotationId': '0e70df0a-46e2-4880-88dd-f738d9053434', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773696082244, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:21:22.560Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1370.0,1375.52,21470046.0,1600.0,1601.92,22450161.0,3700.0,3691.31,000000000DFEC3B1,-0.0,300.0,296.97,000000000DFEC3B8,30.0,9.25,22160332.0,22.46,20.09
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,0e70df0a-46e2-4880-88dd-f738d9053434,35cbdfe4-7015-4f7f-aacd-f4e0641f5b79,701.3732299804688,591.8375244140625,5157.1357421875,6645.1943359375,4287.65380859375,4072.048095703125,7084.50244140625,6739.044921875,264.9339599609375,9712.4501953125,7836.94580078125,2541.83447265625,1885.03759765625,2053.38720703125,22841.263671875,14991.2919921875,629.8735961914062,1826.4014892578125,7332.5537109375,764.5923461914062,84794.5390625,60497.265625,18945.671875,17557.27734375,111.14006805419922,124.84790802001952,1160.9515380859375,1234.1884765625,105.4400634765625,120.83895874023438,522.994384765625,642.1721801757812,376.0333862304688,404.5285339355469,360.7185974121094,318.431884765625,3515.275634765625,2162.111328125,905.649169921875,736.5916137695312,877.2859497070312,5244.52880859375,7272.2373046875,8500.03515625,21051.61328125,799.0558471679688,918.5902099609376,1029.3740234375,86391.0078125,87509.796875,69703.8359375,73086.2421875,40283.9375,225.4170684814453,474.7853088378906,216.15011596679688,21040.494140625,17002.302734375,15139.8359375,15840.0107421875,7406.3984375,7035.0625,6604.15625,6084.73193359375,10256,27.44322204589844,29.37728881835937,0,0,0,0,0,0,0,0,0,0,0,1,23.862436294555664,24.47298812866211,987.55126953125,131969.390625,5.283007621765137,0,8944459,True,BME690,20310,0,0,0,8942642,24484,0,27.252037048339844,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-10ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 29, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:21:23.421,"{'cid': '5d04d2c5-001d-41b2-8c23-f8c8bbbbf8f1', 'uuid': '900ebef9-aeae-41fd-96f9-8914d4d53f2d', 'annotationId': '0e70df0a-46e2-4880-88dd-f738d9053434', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773696082244, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:21:22.560Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1370.0,1373.77,21470046.0,1600.0,1600.97,22450161.0,3700.0,3693.1,000000000DFEC3B1,-0.0,300.0,297.62,000000000DFEC3B8,30.0,14.29,22160332.0,22.46,20.11
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,0e70df0a-46e2-4880-88dd-f738d9053434,35cbdfe4-7015-4f7f-aacd-f4e0641f5b79,699.7406005859375,591.4714965820312,5158.17333984375,6644.826171875,4287.3701171875,4072.495361328125,7083.720703125,6737.2890625,264.94122314453125,9725.1533203125,7821.341796875,2541.39697265625,1886.2501220703125,2053.665283203125,22823.140625,14971.8740234375,629.5989379882812,1822.903564453125,7331.45556640625,764.7374267578125,84777.984375,60495.0625,18945.85546875,17568.193359375,111.1423110961914,124.79818725585938,1162.3037109375,1236.4105224609375,105.47276306152344,120.8601531982422,523.103515625,642.2735595703125,376.1012878417969,404.57611083984375,360.7032775878906,318.3777160644531,3515.432861328125,2161.96044921875,905.5111694335938,736.67919921875,878.4695434570312,5251.134765625,7271.29736328125,8500.0224609375,21061.4921875,798.9324340820312,918.4014892578124,1027.7982177734375,86385.0703125,87491.9453125,69700.5078125,73097.1015625,40106.35546875,225.44386291503903,474.63092041015625,216.05406188964844,21041.31640625,17002.138671875,15138.9267578125,15841.1083984375,7405.80517578125,7034.00244140625,6603.55029296875,6084.560546875,10557,27.604394912719727,29.457874298095703,0,0,0,0,0,0,0,0,0,0,0,1,23.861778259277344,24.467199325561523,987.552978515625,131413.6875,5.281560897827148,0,8944899,True,BME690,20311,0,0,0,8942642,24484,0,27.252037048339844,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-10ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 29, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:21:23.722,"{'cid': '5d04d2c5-001d-41b2-8c23-f8c8bbbbf8f1', 'uuid': '900ebef9-aeae-41fd-96f9-8914d4d53f2d', 'annotationId': '0e70df0a-46e2-4880-88dd-f738d9053434', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773696082244, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:21:22.560Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1370.0,1371.72,21470046.0,1600.0,1599.84,22450161.0,3700.0,3695.25,000000000DFEC3B1,-0.0,300.0,298.41,000000000DFEC3B8,30.0,20.46,22160332.0,22.45,20.2
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,0e70df0a-46e2-4880-88dd-f738d9053434,35cbdfe4-7015-4f7f-aacd-f4e0641f5b79,699.861572265625,591.689697265625,5157.87744140625,6645.59521484375,4287.01318359375,4071.929931640625,7084.2919921875,6738.875,264.854248046875,9730.7119140625,7822.9345703125,2542.62841796875,1886.844482421875,2054.512451171875,22824.84375,14923.0029296875,629.7387084960938,1820.3658447265625,7340.72607421875,764.8779296875,84783.453125,60490.4765625,18952.74609375,17569.56640625,111.1503677368164,124.82150268554688,1166.1134033203125,1235.5216064453125,105.45575714111328,120.86166381835938,522.8447265625,642.3280639648438,376.0019836425781,404.5471496582031,360.6919860839844,318.3846130371094,3515.650634765625,2162.43408203125,905.8997802734376,736.5943603515625,876.6255493164062,5256.02197265625,7272.32470703125,8499.5087890625,21066.001953125,798.9822387695312,919.7178955078124,1026.534912109375,86392.09375,87519.53125,69704.8984375,73099.59375,40274.76953125,225.460693359375,474.3417053222656,216.12754821777344,21041.2421875,17003.51171875,15138.6025390625,15839.337890625,7405.52685546875,7031.9404296875,6603.4501953125,6084.4443359375,10858,27.68498039245605,29.457874298095703,0,0,0,0,0,0,0,0,0,0,0,1,23.861778259277344,24.467199325561523,987.552978515625,131413.6875,5.281560897827148,0,8944899,True,BME690,20311,0,0,0,8942642,24484,0,27.252037048339844,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-10ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 29, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:21:24.023,"{'cid': '5d04d2c5-001d-41b2-8c23-f8c8bbbbf8f1', 'uuid': '900ebef9-aeae-41fd-96f9-8914d4d53f2d', 'annotationId': '0e70df0a-46e2-4880-88dd-f738d9053434', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773696082244, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:21:22.560Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1370.0,1369.66,21470046.0,1600.0,1598.72,22450161.0,3700.0,3697.41,000000000DFEC3B1,-0.0,300.0,299.19,000000000DFEC3B8,30.0,26.62,22160332.0,22.44,20.3
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,0e70df0a-46e2-4880-88dd-f738d9053434,35cbdfe4-7015-4f7f-aacd-f4e0641f5b79,700.3303833007812,591.3295288085938,5157.984375,6644.36279296875,4289.07861328125,4071.79345703125,7085.6611328125,6738.72900390625,264.7784729003906,9693.6376953125,7802.76904296875,2542.453125,1886.31787109375,2055.549560546875,22866.31640625,15004.673828125,629.7384033203125,1822.642822265625,7307.84619140625,764.43603515625,84788.359375,60491.609375,18956.03125,17566.130859375,111.13107299804688,124.7676239013672,1163.1973876953125,1235.47119140625,105.4288101196289,120.87425994873048,522.94482421875,642.1263427734375,376.061767578125,404.4869689941406,360.6706237792969,318.39947509765625,3515.323974609375,2162.8798828125,905.6289672851562,736.721435546875,879.3671875,5259.54833984375,7271.12890625,8500.859375,21059.74609375,798.921142578125,919.8245239257812,1028.099853515625,86384.7890625,87519.515625,69705.5546875,73097.296875,39988.15234375,225.4471435546875,474.4403076171875,216.05484008789065,21040.232421875,17001.21875,15139.5068359375,15839.794921875,7404.875,7032.25390625,6604.0615234375,6085.11328125,11159,27.5238094329834,29.457874298095703,0,0,0,0,0,0,0,0,0,0,0,1,23.861778259277344,24.473011016845703,987.5546264648438,129851.3984375,5.282814979553223,0,8945339,True,BME690,20312,0,0,0,8942642,24484,0,27.252037048339844,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-10ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 29, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:21:24.324,"{'cid': '5d04d2c5-001d-41b2-8c23-f8c8bbbbf8f1', 'uuid': '900ebef9-aeae-41fd-96f9-8914d4d53f2d', 'annotationId': '0e70df0a-46e2-4880-88dd-f738d9053434', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773696082244, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:21:22.560Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1370.0,1368.88,21470046.0,1600.0,1598.48,22450161.0,3700.0,3698.43,000000000DFEC3B1,-0.0,300.0,299.5,000000000DFEC3B8,30.0,29.9,22160332.0,22.43,20.4
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,0e70df0a-46e2-4880-88dd-f738d9053434,35cbdfe4-7015-4f7f-aacd-f4e0641f5b79,699.3886108398438,591.4268798828125,5157.9638671875,6644.2666015625,4290.86376953125,4071.538330078125,7084.22802734375,6740.38525390625,264.6467590332031,9712.064453125,7793.927734375,2543.3798828125,1885.45849609375,2054.546630859375,22760.47265625,15018.3544921875,630.0369873046875,1822.27001953125,7313.9912109375,764.623291015625,84777.9296875,60490.1796875,18949.375,17555.546875,111.11459350585938,124.80736541748048,1162.840576171875,1239.994384765625,105.46664428710938,120.84504699707033,522.2861328125,642.7247924804688,376.0038757324219,404.5343322753906,360.6757507324219,318.395263671875,3516.6552734375,2162.255859375,905.7442016601562,736.60888671875,877.3861083984375,5248.3232421875,7271.24267578125,8500.1845703125,21089.322265625,799.0323486328125,918.253662109375,1028.44482421875,86391.703125,87518.3828125,69710.6328125,73103.015625,40443.08203125,225.4881591796875,474.9136047363281,216.075927734375,21040.12109375,17001.65625,15139.099609375,15840.0009765625,7407.2919921875,7034.3388671875,6603.7021484375,6085.27587890625,11460,27.604394912719727,29.538461685180664,0,0,0,0,0,0,0,0,0,0,0,1,23.8614501953125,24.473024368286133,987.4877319335938,131255.765625,5.282720565795898,0,8945779,True,BME690,20313,0,0,0,8942642,24484,0,27.252037048339844,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-10ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 29, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:21:24.626,"{'cid': '5d04d2c5-001d-41b2-8c23-f8c8bbbbf8f1', 'uuid': '900ebef9-aeae-41fd-96f9-8914d4d53f2d', 'annotationId': '0e70df0a-46e2-4880-88dd-f738d9053434', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773696082244, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:21:22.560Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1370.0,1369.36,21470046.0,1600.0,1599.13,22450161.0,3700.0,3698.21,000000000DFEC3B1,-0.0,300.0,299.27,000000000DFEC3B8,30.0,29.89,22160332.0,22.44,20.47
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,0e70df0a-46e2-4880-88dd-f738d9053434,35cbdfe4-7015-4f7f-aacd-f4e0641f5b79,700.4976806640625,591.5868530273438,5158.98046875,6643.68994140625,4289.5224609375,4071.46728515625,7084.39306640625,6738.3349609375,264.9289855957031,9681.9453125,7847.701171875,2541.29052734375,1884.10302734375,2054.083740234375,22713.05078125,15079.7529296875,629.447265625,1826.3492431640625,7332.853515625,764.8222045898438,84798.4765625,60485.9765625,18943.763671875,17568.43359375,111.0932846069336,124.82592010498048,1161.6885986328125,1233.152099609375,105.4704132080078,120.88218688964844,522.827392578125,642.5641479492188,376.0029602050781,404.555419921875,360.7494812011719,318.3794860839844,3515.92724609375,2162.16943359375,905.7010498046876,736.7109985351562,874.5601806640625,5263.2822265625,7270.54052734375,8501.0703125,21086.0625,799.0947265625,919.3490600585938,1025.0491943359375,86382.6484375,87517.2734375,69705.7734375,73093.9296875,40378.57421875,225.37771606445312,474.9250793457031,216.1665954589844,21040.73828125,17002.26171875,15138.5478515625,15839.984375,7405.234375,7031.14794921875,6603.853515625,6084.95947265625,11761,27.5238094329834,29.37728881835937,0,0,0,0,0,0,0,0,0,0,0,1,23.8614501953125,24.473024368286133,987.4877319335938,131255.765625,5.282720565795898,0,8945779,True,BME690,20313,0,0,0,8942642,24484,0,27.252037048339844,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-10ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 29, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:21:24.928,"{'cid': '5d04d2c5-001d-41b2-8c23-f8c8bbbbf8f1', 'uuid': '900ebef9-aeae-41fd-96f9-8914d4d53f2d', 'annotationId': '0e70df0a-46e2-4880-88dd-f738d9053434', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773696082244, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:21:22.560Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1370.0,1369.84,21470046.0,1600.0,1599.77,22450161.0,3700.0,3697.99,000000000DFEC3B1,-0.0,300.0,299.03,000000000DFEC3B8,30.0,29.89,22160332.0,22.44,20.53
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,0e70df0a-46e2-4880-88dd-f738d9053434,35cbdfe4-7015-4f7f-aacd-f4e0641f5b79,699.9661865234375,591.5714721679688,5157.7919921875,6643.68798828125,4287.423828125,4071.134033203125,7082.9736328125,6736.67724609375,264.83270263671875,9676.45703125,7813.34716796875,2541.094482421875,1882.163330078125,2055.044921875,22709.052734375,15067.1513671875,629.6060791015625,1825.1317138671875,7260.5712890625,764.3317260742188,84802.25,60479.875,18946.404296875,17565.83984375,111.14634704589844,124.82862091064452,1162.3367919921875,1233.4248046875,105.4675521850586,120.8392333984375,522.610595703125,642.1488647460938,376.020751953125,404.4780883789063,360.7848205566406,318.4156494140625,3515.81689453125,2161.948486328125,905.7312622070312,736.70703125,877.731201171875,5231.43115234375,7270.01318359375,8500.1220703125,21098.29296875,799.0287475585938,917.8142700195312,1031.05810546875,86400.2734375,87506.578125,69701.734375,73089.375,40267.62890625,225.41943359375,474.4485778808594,216.09054565429688,21040.205078125,17002.619140625,15137.4091796875,15839.072265625,7406.95556640625,7031.6162109375,6603.6259765625,6084.88427734375,12062,27.44322204589844,29.538461685180664,0,0,0,0,0,0,0,0,0,0,0,1,23.861122131347656,24.46722221374512,987.4291381835938,130471.828125,5.281369209289551,0,8946219,True,BME690,20314,0,0,0,8942642,24484,0,27.252037048339844,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-10ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 29, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:21:25.231,"{'cid': '5d04d2c5-001d-41b2-8c23-f8c8bbbbf8f1', 'uuid': '900ebef9-aeae-41fd-96f9-8914d4d53f2d', 'annotationId': '0e70df0a-46e2-4880-88dd-f738d9053434', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773696082244, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:21:22.560Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1370.0,1370.18,21470046.0,1600.0,1600.35,22450161.0,3700.0,3697.77,000000000DFEC3B1,-0.0,300.0,298.99,000000000DFEC3B8,30.0,29.88,22160332.0,22.45,20.6
0000000018-0926-asu-nz,0000000009-1625-oms-nz,AmbientSamplingRFC,0e70df0a-46e2-4880-88dd-f738d9053434,35cbdfe4-7015-4f7f-aacd-f4e0641f5b79,700.5667114257812,591.8627319335938,5157.93310546875,6644.55810546875,4288.2265625,4071.709228515625,7085.57763671875,6734.85986328125,264.7406005859375,9687.8134765625,7841.3779296875,2540.99072265625,1887.7235107421875,2053.91015625,22784.5078125,14978.6171875,630.0671997070312,1826.0765380859373,7317.93994140625,764.3477783203125,84794.578125,60479.49609375,18940.533203125,17569.576171875,111.13191223144533,124.84429168701172,1163.43359375,1233.7611083984375,105.4757308959961,120.8423843383789,522.383056640625,642.3397216796875,376.03753662109375,404.4866638183594,360.7136840820313,318.39520263671875,3516.0263671875,2162.36328125,905.5403442382812,736.7123413085938,878.2924194335938,5254.29150390625,7270.837890625,8499.43359375,21087.810546875,799.0262451171875,917.8104858398438,1029.8115234375,86392.296875,87512.8359375,69700.734375,73100.9375,40068.0859375,225.4651336669922,474.7570190429688,216.1811065673828,21042.599609375,17001.896484375,15137.8701171875,15839.41015625,7405.4013671875,7034.091796875,6603.42236328125,6085.701171875,12363,27.36263656616211,29.619047164916992,0,0,0,0,0,0,0,0,0,0,0,1,23.861122131347656,24.47303581237793,987.379638671875,131098.21875,5.282623767852783,0,8946659,True,BME690,20315,0,0,0,8942642,24484,0,27.252037048339844,13,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'ABGv5MUXOff-10ppb-3AH-75ccm-Maxwell-Q126', 'Trial_Details': {'RH': 0, 'group': 35, 'detail': 'N/A', 'trialnum': 29, 'TrialName': 'ASAU18', 'identifier': 'fCeN1', 'Concentration': 0}, 'Experiment_Rig': 'DA9'}",,2026-03-16 21:21:25.528,"{'cid': '5d04d2c5-001d-41b2-8c23-f8c8bbbbf8f1', 'uuid': '900ebef9-aeae-41fd-96f9-8914d4d53f2d', 'annotationId': '0e70df0a-46e2-4880-88dd-f738d9053434', 'name': 'AmbientSamplingRFC', 'description': 'AmbientSamplingRFC', 'labels': 'AmbientSamplingRFC', 'metadata': {'Length': 30, 'Progress': 0, 'startTime': 1773696082244, 'Notification': 'Event AmbientSamplingRFC Started.'}, 'createdAt': '2026-03-16T21:21:22.560Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",1370.0,1369.85,21470046.0,1600.0,1600.51,22450161.0,3700.0,3697.56,000000000DFEC3B1,-0.0,300.0,300.23,000000000DFEC3B8,30.0,29.88,22160332.0,22.45,20.6
