component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_183425,FLW0_183425,ANLT0_183425,SETP0_093324,FLW0_093324,ANLT0_093324,FLW0_091225,FLW0_093125,SETP0_453624,FLW0_453624,ANLT0_453624
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,18d1a07d-f84e-4b60-899c-ed81ef4e0a4c,dce27208-9ed3-4553-9623-330063c51d52,4391980681.692,6646828204.9132,4555822551.8947,8207.5367,5751.7971,6933048226.4547,4604886956.5217,4577528569.7795,4324882742.0325,6647428307.8987,4558996490.0167,12471.9315,82561.9052,6929461229.4796,4646943956.944,4814655214.277,4405209354.1203,6692291068.7152,4647220364.8308,242380.547,4894.5091,6942154667.1332,4611314872.8666,4758278241.0463,4468166930.201,6693257070.4939,4691798318.3325,13000957.863,8875905.793,6951080844.3549,4646109486.4896,4780675626.8081,4400633516.8808,6659239815.2037,4574587182.448,6319325.3117,646741.6369,6930772052.4017,4635624416.4332,4774723693.7154,4393226164.6954,6658008734.3579,4572130532.6332,916196.3783,3583.7969,6929418442.1935,4606238909.8289,4415958572.3036,4387153709.6595,6689492025.9894,4644245017.585,28553.5798,15819.9096,6930061130.0323,4711725487.87,4812032397.0151,3077019620.0561,6659138177.2365,4560561215.6795,26530.7143,7754.7598,6938518842.3538,4640416520.6216,4372562717.0976,21.5604,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:35:03.755,"{'cid': '8be69d0b-d652-4bdd-8269-a638a1e0b23d', 'uuid': '4350978b-cf63-43c1-88c8-133a55ac29cf', 'annotationId': '18d1a07d-f84e-4b60-899c-ed81ef4e0a4c', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759379701697, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:35:01.956Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,311846.53,30.5,24.94,102732.66,0.5,464625.3,29.46,24.9,102784.48,0.0,0.07,22160328.0,2500.0,2497.41,22450181.0,0.15,0.14,2500.0,2498.31,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,18d1a07d-f84e-4b60-899c-ed81ef4e0a4c,dce27208-9ed3-4553-9623-330063c51d52,4392955580.2332,6647380513.1645,4555556577.7369,8203.962,5750.9076,6933048226.4547,4604888695.6522,4596928070.4805,4332475768.0302,6647424115.3782,4558207916.2352,12469.6845,82678.628,6930064623.177,4645856240.496,4814940205.1842,4404473640.2605,6692856057.4082,4643405614.4875,242591.1948,4894.7909,6940941135.3101,4611316614.4201,4760849339.7359,4468420963.4608,6693823877.0686,4691519332.1097,12999355.4912,8875091.4394,6950469434.2267,4646655357.9785,4780672010.6075,4400147377.7877,6658688056.4421,4574853628.9624,6319171.5858,646799.1783,6930767685.5895,4635622665.733,4775008729.1554,4393228385.8071,6657452133.0198,4572131686.7678,915931.0976,3588.1999,6930022705.4406,4606237750.0725,4365791357.0052,4386180840.4479,6690055696.2025,4635819437.1307,28495.5829,15827.8425,6930062876.6047,4713962969.5567,4812613312.299,3088601906.8459,6659698420.6989,4560823739.3507,26536.6005,7754.7908,6937917468.0888,4640420609.8843,4327625102.3192,21.4799,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:35:04.956,"{'cid': '8be69d0b-d652-4bdd-8269-a638a1e0b23d', 'uuid': '4350978b-cf63-43c1-88c8-133a55ac29cf', 'annotationId': '18d1a07d-f84e-4b60-899c-ed81ef4e0a4c', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759379701697, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:35:01.956Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,329351.53,30.73,24.94,102733.56,0.5,520329.92,29.74,24.92,102783.37,0.0,0.07,22160328.0,2500.0,2499.41,22450181.0,0.14,0.14,2500.0,2498.66,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,18d1a07d-f84e-4b60-899c-ed81ef4e0a4c,dce27208-9ed3-4553-9623-330063c51d52,4393930911.9183,6647374643.6358,4555552552.8979,8196.9103,5751.3609,6933049973.79,4605153921.9665,4525463052.7817,4339379662.1325,6647978197.065,4558206765.6196,12471.1001,82515.0238,6931274347.1046,4644768448.1347,4811140361.5189,4404965759.1448,6692291912.882,4641233085.3494,242577.6609,4894.5995,6940944633.9543,4611585486.2119,4667681261.7702,4468924032.7591,6693820499.8311,4691794765.514,12998061.6629,8875132.5873,6951075589.0339,4646652433.3177,4780958953.6496,4400630179.654,6658677137.5777,4574320189.3655,6319187.0571,646755.3266,6929552043.3112,4636156180.6934,4775578300.9212,4393960346.5512,6658011253.8843,4571337987.5375,916195.8208,3596.9209,6930027945.1576,4605970659.8632,4322643628.0388,4386913224.2861,6690625369.2295,4637991570.5672,28442.8536,15831.8437,6930063749.8908,4716484384.2774,4812615739.3362,3101240583.8041,6660256237.9232,4561346574.5538,26533.1461,7754.9848,6937310953.7547,4640149541.4452,4367733656.441,21.641,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:35:06.157,"{'cid': '8be69d0b-d652-4bdd-8269-a638a1e0b23d', 'uuid': '4350978b-cf63-43c1-88c8-133a55ac29cf', 'annotationId': '18d1a07d-f84e-4b60-899c-ed81ef4e0a4c', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759379701697, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:35:01.956Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,345576.23,30.94,24.94,102733.99,0.5,551113.63,30.03,24.93,102783.21,0.0,0.07,22160328.0,2500.0,2497.78,22450181.0,0.14,0.14,2500.0,2498.5,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,18d1a07d-f84e-4b60-899c-ed81ef4e0a4c,dce27208-9ed3-4553-9623-330063c51d52,4394420128.8603,6646259221.9987,4555290634.1632,8200.1024,5751.583,6933047352.787,4604888695.6522,4462714534.9164,4344159894.575,6647983228.5115,4558208491.543,12469.6167,82583.9577,6931275220.5433,4654026247.9494,4812020263.3016,4404965202.3829,6692290224.5484,4638514723.9623,242634.1872,4894.6795,6940944633.9543,4611586647.3149,4679542155.8794,4469175892.4537,6693818811.2124,4692071415.882,12996089.5244,8874660.821,6950465055.176,4646384160.9639,4780383294.1602,4400632960.6763,6659234775.3045,4574321921.3671,6319214.9501,646748.2418,6928946127.6521,4636972155.7411,4775870062.6204,4394203276.8675,6658563749.3701,4571071366.7571,916679.687,3591.3919,6930026198.5853,4605438311.6883,4363628260.1519,4386425126.1296,6690055696.2025,4640705792.7722,28515.0329,15813.4792,6929460356.2696,4718446094.4461,4812911407.767,3087517284.4811,6659688340.0538,4561341968.9119,26526.5846,7755.182,6937312702.1593,4639880257.0093,4325492527.5445,21.641,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:35:07.358,"{'cid': '8be69d0b-d652-4bdd-8269-a638a1e0b23d', 'uuid': '4350978b-cf63-43c1-88c8-133a55ac29cf', 'annotationId': '18d1a07d-f84e-4b60-899c-ed81ef4e0a4c', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759379701697, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:35:01.956Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,354814.21,31.1,24.96,102735.83,0.5,557645.16,30.23,24.95,102785.42,0.0,0.07,22160328.0,2500.0,2500.42,22450181.0,0.14,0.15,2500.0,2499.88,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,18d1a07d-f84e-4b60-899c-ed81ef4e0a4c,dce27208-9ed3-4553-9623-330063c51d52,4394913342.9619,6647376320.644,4556341365.2309,8208.9099,5751.5657,6933045605.4517,4605157980.1728,4492345077.6028,4349189159.4745,6647427469.3946,4558474195.9611,12469.0269,82573.7336,6931273473.6658,4652117715.959,4812313432.8358,4404724418.2162,6692293601.2156,4632550429.7492,242661.7242,4894.5931,6940942884.6322,4611857292.1505,4690076873.0412,4468674460.6348,6693819655.5218,4691518740.0083,12994950.1815,8873840.4862,6950462427.7457,4646111825.9446,4780385102.1515,4400637966.5165,6658675457.7524,4574852474.1613,6319196.1407,646748.7285,6930153698.367,4637245183.8879,4775874277.4566,4393720219.9145,6657448773.9335,4571338564.505,917132.5122,3592.5596,6930023578.7267,4605704180.4372,4320758962.624,4386672211.1333,6690056540.0844,4642884266.0416,28570.2128,15770.4992,6929462102.6895,4719290042.7757,4812619379.892,3090059030.4926,6659122217.5556,4561337363.27,26530.5135,7755.5535,6937309205.3501,4639608667.718,4365805119.7358,21.641,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:35:08.558,"{'cid': '8be69d0b-d652-4bdd-8269-a638a1e0b23d', 'uuid': '4350978b-cf63-43c1-88c8-133a55ac29cf', 'annotationId': '18d1a07d-f84e-4b60-899c-ed81ef4e0a4c', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759379701697, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:35:01.956Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,361777.81,31.29,24.96,102737.13,0.5,552929.15,30.47,24.95,102783.6,0.0,0.07,22160328.0,2500.0,2499.96,22450181.0,0.14,0.14,2500.0,2501.03,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,18d1a07d-f84e-4b60-899c-ed81ef4e0a4c,dce27208-9ed3-4553-9623-330063c51d52,4395403333.3333,6647932075.4717,4556342515.3833,8207.6919,5750.4143,6932436446.2305,4605424976.8089,4434227564.9986,4353748073.9599,6646866772.8683,4558475346.6429,12468.1028,82636.3087,6931272600.2271,4660032265.6342,4812609064.9839,4404972440.2873,6692856901.6463,4636615753.7453,242912.711,4894.6479,6939122070.6541,4611324161.1517,4698708530.8057,4468675025.4151,6693248628.1131,4691795949.7868,12991739.5284,8872868.6368,6949850249.584,4645566666.6667,4780673216.0077,4400881076.8717,6659233095.3381,4574589491.9169,6319053.1253,646759.7764,6928339444.7355,4636974490.6894,4775874277.4566,4393964234.1442,6656887228.1468,4571337987.5375,916541.2954,3597.7438,6930021832.1544,4605436572.3562,4362426426.096,4387160918.2655,6689492025.9894,4634195472.89,28591.5135,15802.7603,6930068989.6079,4720975276.358,4812621200.1699,3075939603.8448,6658561229.6321,4560812226.5715,26536.1533,7756.0679,6939129940.5386,4639605747.3278,4402221482.0983,21.5604,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:35:09.760,"{'cid': '8be69d0b-d652-4bdd-8269-a638a1e0b23d', 'uuid': '4350978b-cf63-43c1-88c8-133a55ac29cf', 'annotationId': '18d1a07d-f84e-4b60-899c-ed81ef4e0a4c', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759379701697, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:35:01.956Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,364985.06,31.47,24.96,102734.47,0.5,546996.42,30.71,24.96,102784.77,0.0,0.09,22160328.0,2500.0,2499.76,22450181.0,0.15,0.13,2500.0,2499.71,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,18d1a07d-f84e-4b60-899c-ed81ef4e0a4c,dce27208-9ed3-4553-9623-330063c51d52,4395893988.2209,6647932075.4717,4556341940.3071,8199.7218,5751.0743,6933040363.4457,4605156820.6853,4465494369.3694,4358313777.3371,6646310362.173,4558998791.6451,12470.1446,82585.2199,6930667248.9083,4667148648.6486,4812902305.8252,4405462999.0534,6692295289.5492,4640416422.6309,242976.4752,4894.8402,6939724529.9519,4611590130.6241,4707086646.8843,4469178716.6742,6693248628.1131,4692072600.225,12988158.4178,8872662.7399,6949851125.3175,4645836598.6315,4780958953.6496,4400876070.7531,6658672098.1018,4575376797.3667,6318973.8958,646730.7402,6929549423.6815,4637242848.8033,4775873073.2177,4393963123.4033,6656328295.55,4571074828.3621,916063.8272,3597.1155,6929418442.1935,4605435992.5788,4400007212.6054,4385213390.9766,6690059071.73,4636637991.573,28594.1978,15778.8186,6930677729.2576,4722658739.5957,4812916262.1359,3069703677.8127,6658559549.8068,4561073052.7891,26536.45,7755.9633,6937920090.925,4639874415.8879,4435269839.4944,21.5604,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:35:10.959,"{'cid': '8be69d0b-d652-4bdd-8269-a638a1e0b23d', 'uuid': '4350978b-cf63-43c1-88c8-133a55ac29cf', 'annotationId': '18d1a07d-f84e-4b60-899c-ed81ef4e0a4c', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759379701697, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:35:01.956Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,366469.28,31.62,24.96,102735.24,0.5,535925.68,30.93,24.96,102785.1,0.0,0.06,22160328.0,2500.0,2499.58,22450181.0,0.14,0.14,2500.0,2500.57,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,18d1a07d-f84e-4b60-899c-ed81ef4e0a4c,dce27208-9ed3-4553-9623-330063c51d52,4396627396.499,6647932075.4717,4556867199.6319,8201.0542,5751.1976,6934254631.2478,4604892753.6232,4494398163.8898,4360960754.0514,6645749015.0054,4558471319.2567,12470.4085,82667.2371,6931880677.8477,4664135987.3172,4813195582.2562,4405463555.8773,6692296133.716,4643952288.8459,243033.7662,4894.7538,6939727153.4762,4611859614.4914,4714653747.8452,4469179281.5183,6693249472.3512,4691521108.4138,12985133.6978,8871939.6286,6951072961.3734,4646381236.4742,4781538971.6077,4400632404.4719,6658113714.6217,4575115486.7768,6318535.886,646706.4677,6930753711.7904,4637238762.4051,4775585525.9197,4393963678.7737,6657450453.4767,4570813430.2527,916411.7229,3597.9881,6929418442.1935,4605168415.5603,4434514090.8074,4383269806.0942,6690624525.2764,4638810889.9297,28620.0331,15810.6862,6931289195.5629,4724064823.0746,4812628481.2815,3057203140.7132,6657443735.304,4560287210.7747,26531.8095,7756.0396,6938530208.9709,4639876752.3364,4465797060.6453,21.641,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:35:12.160,"{'cid': '8be69d0b-d652-4bdd-8269-a638a1e0b23d', 'uuid': '4350978b-cf63-43c1-88c8-133a55ac29cf', 'annotationId': '18d1a07d-f84e-4b60-899c-ed81ef4e0a4c', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759379701697, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:35:01.956Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,366040.57,31.79,24.97,102734.61,0.5,525236.74,31.15,24.97,102785.69,0.0,0.07,22160328.0,2500.0,2499.22,22450181.0,0.15,0.14,2500.0,2499.84,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,18d1a07d-f84e-4b60-899c-ed81ef4e0a4c,dce27208-9ed3-4553-9623-330063c51d52,4398092167.4357,6647928721.174,4556342515.3833,8211.8914,5750.9673,6933043858.1164,4605423817.2542,4436471246.3638,4365058206.8966,6646303655.2649,4558731875.7192,12467.898,82825.9809,6931884171.9078,4661125454.7588,4813196795.9221,4404972997.0492,6692299510.3833,4646949560.1173,243021.5439,4894.8739,6939128191.6754,4611860775.6619,4721684724.3719,4469178151.8301,6693247783.8751,4691520516.3124,12981934.7719,8871652.3216,6951075589.0339,4646379481.7804,4781826018.8088,4400879408.1655,6658121273.2006,4574328272.0397,6318039.6411,646666.6169,6930144965.5052,4636965150.896,4774718877.9196,4393720775.2541,6658011253.8843,4580327783.5588,916453.9079,3597.0193,6929421935.0332,4605166096.5853,4438022943.4807,4381572243.4513,6691193450.3714,4640987582.0056,28620.8727,15791.8587,6931292689.3178,4724626182.121,4812922330.0971,3069707561.4587,6657446254.6187,4560552581.5921,26530.4719,7755.7382,6938536329.457,4639876752.3364,4415732182.6281,21.5604,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:35:13.360,"{'cid': '8be69d0b-d652-4bdd-8269-a638a1e0b23d', 'uuid': '4350978b-cf63-43c1-88c8-133a55ac29cf', 'annotationId': '18d1a07d-f84e-4b60-899c-ed81ef4e0a4c', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759379701697, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:35:01.956Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,365009.87,31.96,24.96,102733.45,0.5,514789.21,31.35,24.96,102784.09,0.0,0.08,22160328.0,2500.0,2499.86,22450181.0,0.14,0.15,2500.0,2499.6,22340098.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,18d1a07d-f84e-4b60-899c-ed81ef4e0a4c,dce27208-9ed3-4553-9623-330063c51d52,4398094946.912,6647375482.1399,4556867774.7743,8208.0323,5752.1139,6933652249.8908,4605424976.8089,4468273142.1489,4368922082.9422,6646301140.1744,4558731875.7192,12468.7391,82771.4162,6930677729.2576,4659211683.9697,4813199223.2538,4405219933.1849,6692863655.5509,4649406138.1374,243113.7117,4894.7205,6939740271.0975,4611860195.0766,4727322684.4678,4469936161.7988,6693813745.3563,4691243339.254,12978067.1079,8870442.7168,6949860758.3851,4646380066.6784,4781827224.4996,4401368491.3218,6658117073.9901,4574591801.3857,6317556.9403,646658.3538,6929536325.5327,4636963983.4219,4774717673.9706,4393722441.2728,6658012933.5685,4579801734.104,916803.0259,3606.8964,6930634061.1354,4604634513.9412,4386384955.7522,4383271468.144,6691195138.42,4643163970.933,28566.0131,15833.3157,6930684716.1572,4725469363.4741,4812918689.3204,3069344516.9307,6656887228.1468,4560816831.6832,26534.3288,7756.3474,6937927959.4335,4640147789.0064,4446982168.8909,21.5604,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-0ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:35:14.561,"{'cid': '8be69d0b-d652-4bdd-8269-a638a1e0b23d', 'uuid': '4350978b-cf63-43c1-88c8-133a55ac29cf', 'annotationId': '18d1a07d-f84e-4b60-899c-ed81ef4e0a4c', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759379701697, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:35:01.956Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,362696.09,32.12,24.97,102734.49,0.5,502996.19,31.55,24.97,102785.26,0.0,0.06,22160328.0,2500.0,2497.88,22450181.0,0.14,0.13,2500.0,2500.19,22340098.0
