component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_453624,FLW0_453624,ANLT0_453624,SETP0_183425,FLW0_183425,ANLT0_183425,FLW0_091225,FLW0_093125,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524,SETP0_093324,FLW0_093324,ANLT0_093324
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3676279404.2593,5690043078.6904,4116320058.2302,7133.9955,7590.7288,6722590202.9035,4449771592.1208,4365459896.5783,3153259545.3279,5677893681.0431,4101666062.2701,39126.8202,61514.7538,6738702238.1074,4454332902.6459,4384828710.3547,2944429941.9902,5677007879.6562,4100338702.1596,789999.3624,4552.3017,6714031711.0395,4446775839.8295,4343240654.5892,4005816821.6741,5793536077.1986,4120972829.4816,339631.1558,174424854.9947,6785273350.4713,4498934975.034,4386635710.3372,3733680316.6675,5706489522.5751,4117979713.9142,9568645.4961,8647781.9549,6757806605.7865,4479964967.793,4388898230.0885,3429570544.1794,5722103249.0975,4108850485.2354,213248.4829,9652.8686,6735762164.0014,4447787064.565,4389144911.5044,2614115995.6403,5762037225.5344,4111193789.5939,18112.0412,9506.8299,6748357763.7634,4445775721.8952,4387431857.135,2172649927.1998,5722918110.9185,4115678120.289,23364.2762,7945.4389,6729444208.3794,4443786358.7962,4129181411.3239,22.044,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:15:03.589,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,464881.11,29.38,24.9,102762.56,2500.0,2498.98,22340098.0,0.0,0.07,22160328.0,0.15,0.14,0.5,310941.0,30.45,24.93,102709.24,2500.0,2498.58,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3675080705.0093,5690045950.6031,4116105536.7819,7134.1944,7591.3853,6722022071.3073,4449523569.0236,4361859506.4036,3134855921.4693,5677896546.7832,4101665544.2159,39120.9032,61918.7692,6738704791.0816,4455083155.4107,4386037694.1359,2931192018.6577,5676604111.4533,4100127912.9984,792797.7328,4552.3351,6714606122.2759,4446775839.8295,4344428446.2937,4010287420.3016,5794806961.0997,4120756258.7831,340614.5193,174433987.4563,6789933116.1036,4499190830.1651,4386635157.5456,3733326108.4672,5706493123.0647,4117339296.8587,9566923.044,8649742.0932,6758388528.508,4481736476.1743,4389379356.1235,3436735065.7238,5719215558.9233,4108635703.1655,213341.0647,9636.5924,6740346441.9476,4447784820.7775,4390115069.7057,2608324545.2149,5762455464.2623,4111191712.5351,18122.0734,9491.3252,6752961794.3033,4446026690.591,4388642296.2062,2167680901.217,5721679301.1335,4115248713.5506,23362.2793,7945.2867,6730016998.1302,4444035422.0379,4146694538.8032,22.044,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:15:04.790,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,514834.34,29.68,24.92,102763.09,2500.0,2498.86,22340098.0,0.0,0.07,22160328.0,0.14,0.14,0.5,326163.08,30.69,24.92,102711.41,2500.0,2498.51,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3679357325.2844,5689637447.0529,4116103457.2394,7134.1321,7591.0435,6721450640.8624,4449272768.0826,4362819286.3819,3121101477.8325,5678306942.7527,4101453066.7219,39117.7702,61490.2024,6739280851.0638,4454583707.8652,4385067138.1997,2914086342.0559,5677416720.3954,4100125323.6665,793559.1387,4552.4254,6714610362.0792,4447275225.7558,4342766376.6212,4014152864.3063,5794806229.8918,4120968144.9094,340933.8646,174447600.0938,6787603291.6167,4499190262.7248,4386149126.6858,3724352260.9758,5706085829.4931,4117553440.4743,9564776.9715,8651520.2923,6758383407.3062,4479963837.7218,4389136014.1601,3447081193.9779,5715914893.617,4108422500.1297,212958.4884,9673.221,6737481494.0866,4448783594.2322,4391089530.7658,2601355792.9334,5763293578.6488,4110763759.0862,18138.3261,9505.129,6750086949.1092,4446276005.159,4388887782.7554,2164226095.9991,5721678579.164,4115674481.468,23364.4488,7945.337,6730588185.2954,4443535642.2327,4143219675.2128,22.044,23.2527,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:15:05.990,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,544536.01,29.94,24.94,102761.91,2500.0,2498.77,22340098.0,0.0,0.08,22160328.0,0.14,0.14,0.5,340495.29,30.88,24.93,102712.53,2500.0,2498.17,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3676111626.6122,5689644626.3192,4116532522.2274,7134.4965,7591.2385,6720886097.4368,4449028167.4335,4359466022.0843,3104902575.7635,5678715964.4597,4101240093.2401,39119.8193,61729.8938,6737564026.2061,4453584587.7331,4387009784.9522,2913767939.9426,5677013610.3152,4100124805.8001,795076.5724,4552.1659,6714613753.9218,4447028603.4773,4344906920.7184,4016598246.4143,5794381808.8762,4120966062.8774,341171.7985,174495087.2221,6785859970.863,4499188560.404,4385662097.933,3726292620.9848,5705675714.5943,4117346057.8323,9562973.098,8653333.2394,6756657564.6386,4480974906.7481,4389139886.0556,3456885281.6686,5721696628.4023,4108423537.9586,212368.3831,9655.2078,6740929599.0466,4449537037.037,4388420063.0426,2597497210.3709,5755338416.8482,4110974090.0358,18110.416,9444.1878,6751813608.4584,4445776843.2857,4382824478.0736,2168754181.9777,5729953004.1212,4115672402.1417,23363.5519,7945.5411,6731730850.9734,4443783556.5768,4139105372.9786,22.044,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:15:07.192,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,550772.21,30.17,24.95,102761.45,2500.0,2500.62,22340098.0,0.0,0.07,22160328.0,0.15,0.14,0.5,351707.24,31.06,24.94,102714.86,2500.0,2500.67,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3677995172.4458,5690053130.3848,4116749688.02,7135.7185,7591.5106,6721458280.2818,4449029289.642,4357310015.3745,3085611314.5796,5678309808.6981,4101027141.8212,39113.0488,61589.2799,6735844675.0595,4455087088.4369,4386039352.2357,2902942621.4482,5677423884.2324,4100128430.8648,796144.8457,4552.2182,6714047820.9259,4447029725.1823,4343481116.5846,4019453770.8576,5794806961.0997,4120969185.9255,341731.1638,174581485.8195,6784697969.3257,4499190262.7248,4385664861.28,3755326792.739,5705258459.3233,4117556040.984,9561454.8092,8655608.604,6756646471.5419,4481979084.2284,4389135461.0321,3463858598.2248,5727079780.3151,4108212951.4321,211975.7116,9716.9379,6738635860.7778,4450534912.4383,4389149889.3805,2591093141.267,5748659509.6475,4110974609.2736,18120.633,9472.8895,6748934628.8247,4445772918.4188,4384517929.1674,2169892995.3083,5736174724.9566,4115244555.3303,23360.9639,7946.3737,6732307430.7091,4444032059.1862,4134353376.4068,22.1245,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:15:08.394,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,550321.25,30.41,24.95,102760.94,2500.0,2499.05,22340098.0,0.0,0.08,22160328.0,0.14,0.15,0.5,356824.12,31.24,24.94,102714.54,2500.0,2498.21,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3674918603.0333,5690055284.3194,4116749688.02,7135.9504,7591.5829,6720892038.7031,4448781911.0139,4353966860.5289,3072998331.4578,5677904427.5684,4101240611.2406,39112.835,61646.0368,6734698928.3892,4455588896.3812,4387493780.063,2907644229.0037,5677421735.0813,4099702257.6636,796489.5667,4552.4523,6714614601.8825,4446780326.3978,4341577306.051,4022726765.1388,5793959643.2227,4120754176.8594,342229.6419,174635619.3425,6783532939.2615,4498933272.8098,4385180150.3095,3744116813.1557,5704852062.4865,4117771767.3983,9559730.3095,8657700.4653,6757804898.8649,4479699418.0462,4389379909.282,3470554606.3872,5731641715.4842,4108427170.3596,212451.9141,9724.0949,6736343683.5389,4450288488.5222,4390362932.2268,2586755785.0699,5746579653.3971,4110763239.8754,18113.6503,9560.2276,6746635426.4292,4445525902.6688,4385971370.1431,2173605606.7061,5741996087.5235,4115675001.2996,23364.817,7947.3342,6731735101.5897,4444033180.1368,4146049221.4442,22.1245,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:15:09.586,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,542225.23,30.64,24.96,102761.97,2500.0,2500.95,22340098.0,0.0,0.07,22160328.0,0.15,0.14,0.5,359896.02,31.41,24.94,102712.91,2500.0,2500.86,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3672185660.6572,5690463129.1735,4116964276.4287,7135.9892,7591.243,6721460826.7549,4449032656.2675,4356358695.6522,3112986517.8256,5679126477.9649,4101243201.2432,39118.2467,61852.6119,6734127902.0325,4455591706.0013,4386525344.0937,2900271428.5714,5678237443.5767,4099916627.8287,796631.2386,4552.4856,6715184871.099,4447031968.5923,4344192806.7006,4024157103.6864,5793535346.151,4120754697.3403,342411.1584,174711445.8868,6781784857.828,4498931570.5856,4384933966.9558,3741456769.1363,5705268538.5169,4118206408.6558,9558247.4171,8659412.4002,6758376579.0372,4478434252.1464,4390107330.5671,3474678508.7719,5735791416.3711,4108428208.1885,213291.5017,9723.1581,6734053916.1493,4450788661.2405,4391092297.4768,2579310715.6824,5740756247.7363,4111191193.2703,18124.6617,9530.7084,6743766819.9625,4445528145.3241,4386942340.649,2173663423.4828,5748242547.3272,4115672402.1417,23363.5351,7947.5471,6730590735.2316,4443533960.9953,4139544553.4224,22.1245,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:15:10.787,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,532035.89,30.87,24.97,102762.61,2500.0,2499.58,22340098.0,0.0,0.08,22160328.0,0.15,0.15,0.5,361982.5,31.58,24.95,102714.66,2500.0,2500.13,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3670308504.7248,5690465283.2627,4116964276.4287,7136.1348,7591.1277,6721459129.1062,4448782472.0866,4353730729.1381,3082119089.317,5679130777.4991,4101032839.5318,39114.9395,61731.9131,6731266575.9946,4455842652.4305,4385558994.1973,2890606403.5632,5677833500.5015,4099918181.3474,796901.5188,4552.307,6715184871.099,4447284199.899,4342766923.8768,4026619754.09,5793961836.5258,4120970747.4495,342524.5719,174798303.4127,6780623394.4169,4498932705.4017,4384694441.3747,3736843842.8524,5704862860.8452,4117779049.2042,9556651.7743,8660862.2439,6758374871.97,4477176012.1972,4389134907.9042,3479883598.3484,5739118690.709,4108213989.2071,213249.2658,9739.7531,6732336337.3576,4451792150.918,4391823011.7881,2578557325.7746,5743256033.0459,4111191712.5351,18130.2615,9566.7085,6740322608.1035,4445529266.6517,4388154169.4315,2174381392.2798,5746160817.8654,4115886358.9104,23364.0156,7947.2756,6731161169.6702,4443535642.2327,4156934723.3864,22.044,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:15:11.988,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,521499.58,31.09,24.97,102762.74,2500.0,2501.36,22340098.0,0.0,0.08,22160328.0,0.15,0.14,0.5,360719.23,31.75,24.96,102714.35,2500.0,2499.92,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3670993791.6976,5690468873.4114,4116966356.4037,7134.996,7591.8016,6727742565.8454,4448532877.0197,4355165468.4156,3060965522.5727,5679538483.5889,4101456692.9134,39110.6849,61799.8172,6731267426.0456,4455344159.1279,4387258403.3613,2888490751.8879,5677835649.8066,4099919217.0266,797651.7673,4552.5712,6714617993.7251,4446536563.4814,4345858707.5575,4028056416.7726,5793966954.2331,4121188902.1915,342551.0103,174902924.3741,6785275064.2674,4498680283.6879,4384213812.1547,3764969826.5621,5705279337.653,4117576324.9597,9554497.6939,8662570.6708,6758946649.5945,4475659046.0062,4389377143.4893,3410180370.2109,5742863043.4783,4108217102.5322,211733.914,9679.4521,6731188371.3023,4450792029.1889,4392066083.6839,2576199667.9796,5742012027.2424,4111194308.8587,18136.2492,9562.7635,6743194243.379,4445528705.9879,4388882805.1546,2175040565.441,5751998112.9337,4115245594.8854,23357.6518,7947.4683,6731159469.5682,4443037655.497,4150827055.8694,22.044,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:15:13.189,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,509477.92,31.34,24.97,102760.96,2500.0,2500.01,22340098.0,0.0,0.09,22160328.0,0.15,0.14,0.5,360925.73,31.92,24.96,102714.46,2500.0,2499.8,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3665549592.8942,5690061746.1229,4116537201.6846,7136.7842,7591.1344,6727740016.9924,4447783698.8837,4356359793.5881,3052089644.2749,5679132210.6772,4101247345.2473,39111.7603,61646.0455,6730121536.631,4454593258.427,4388473151.5788,2895914194.799,5677833500.5015,4100129466.5976,797918.5897,4552.6317,6715189111.2619,4447037016.2647,4348957636.8718,4030315296.9894,5793543387.6745,4120973349.9896,342459.8358,174964545.1179,6785279348.7575,4498170987.6893,4383732184.289,3759763215.3364,5705698754.41,4117151177.9084,9553087.3526,8664383.5858,6757793803.8747,4474399548.5327,4389382121.9161,3419924883.4398,5737458191.5587,4107576653.6965,211545.1379,9687.7241,6730620484.4879,4450046582.108,4392069404.472,2649613697.9881,5744507828.356,4110766874.351,18127.4582,9563.1328,6741474544.5258,4445779646.762,4389855064.4465,2174683091.814,5748663861.8889,4115034823.2848,23367.7883,7947.5901,6730021247.6628,4443290557.5792,4164808419.0636,22.1245,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:15:14.389,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,498773.37,31.5,24.97,102763.19,2500.0,2500.41,22340098.0,0.0,0.05,22160328.0,0.14,0.15,0.5,359003.95,32.09,24.96,102712.95,2500.0,2499.69,22450181.0
