component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_453624,FLW0_453624,ANLT0_453624,SETP0_183425,FLW0_183425,ANLT0_183425,FLW0_091225,FLW0_093125,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524,SETP0_093324,FLW0_093324,ANLT0_093324
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3645421210.0299,5689670471.6778,4116549160.2974,7138.6667,7594.4027,6721474407.945,4447293734.9262,4359001373.2491,2936924817.3287,5679962732.029,4101892031.9138,39133.9422,62246.5316,6733565476.1905,4450843671.0637,4390169285.2401,2989731178.7359,5679477569.1558,4099290152.2212,797941.2002,4553.224,6712359922.0141,4446547779.2732,4343013353.7653,4017844359.9493,5791880435.577,4119484884.7495,342129.2567,174875089.3217,6779499143.8356,4497943045.1554,4385440176.8444,3778099370.5894,5708573692.5515,4118010923.277,9546473.3263,8679349.7278,6760674521.8579,4475387785.0531,4389117207.8102,3351725903.3596,5705254481.3188,4108871762.9353,214793.4847,9743.4367,6737502765.2514,4449306997.3627,4392800996.4019,2703298954.9894,5745752918.1469,4110769989.6158,18119.4629,9675.5403,6746660986.6235,4446540489.0085,4392535702.4244,2176134331.233,5736610206.2975,4115902994.3855,23377.7282,7955.9003,6730033996.2604,4443057267.7351,4114595001.0371,22.1245,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:19:06.003,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,152729.18,33.06,24.95,102770.21,2500.0,2499.3,22340098.0,0.0,0.06,22160328.0,0.13,0.15,0.5,210573.61,33.34,24.94,102720.17,2500.0,2500.08,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3643237998.8965,5690485388.0951,4116977796.2664,7139.0808,7593.9079,6720905618.7405,4447045429.0522,4360917733.6924,2936373952.3845,5680773421.2601,4101466017.4057,39132.4759,61877.4339,6738719257.9355,4450344614.6938,4391627006.0874,2969034120.7349,5679476852.5154,4099712613.9188,797866.5675,4552.8816,6711789286.3197,4446298996.2429,4341347994.9669,4020909690.5124,5791878973.9092,4119912057.0328,342192.7861,174907007.9827,6778337613.4224,4497688467.8654,4385925496.0482,3803565668.2028,5709800417.8975,4117792052.429,9545905.485,8679629.614,6760090497.7376,4476649539.834,4388875000.0,3368161911.6459,5711422600.173,4108873319.8402,215073.5815,9784.5691,6735209662.3288,4449304752.8197,4393288490.284,2683982774.9898,5747419682.3555,4110769470.405,18126.0772,9694.085,6750114227.2611,4446291706.387,4392782175.4774,2176067301.3427,5735361123.1727,4115471982.5346,23376.9214,7956.2103,6730028046.9148,4443302325.5814,4111599129.4435,22.1245,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:19:07.201,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,152732.95,33.08,24.95,102769.94,2500.0,2500.41,22340098.0,0.0,0.05,22160328.0,0.15,0.15,0.5,211039.72,33.33,24.95,102721.42,2500.0,2500.63,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3641560345.62,5690483234.0059,4116765806.9884,7138.9862,7594.1994,6721474407.945,4447045989.9047,4362116864.5558,2937139730.7022,5680365538.9908,4101465499.3784,39129.758,61818.7873,6738716704.9613,4451341716.7237,4390168732.0204,2956135294.5569,5679475419.2346,4099711060.4805,798360.2643,4553.2782,6712923024.7542,4445798710.4009,4340397090.1931,4023777924.4517,5792297909.6623,4120125416.3197,342179.6637,174962100.4832,6778335045.3689,4498199353.2649,4385682546.7006,3825102582.6696,5709793933.2805,4117571123.9403,9545643.9999,8678855.4224,6760089643.9853,4474884298.4536,4389609448.4704,3383894489.5344,5709778818.4438,4108660093.4094,215033.8822,9736.657,6734063270.6863,4450305326.3737,4394019379.845,2675606408.8697,5749506674.4051,4110557603.4474,18128.3619,9668.0107,6752413234.4163,4445795346.2293,4393025354.2958,2181131549.9173,5734115476.4489,4115472502.3391,23370.8048,7956.0689,6730598385.0404,4443301765.2003,4106481213.1249,22.2051,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:19:08.401,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,152553.49,33.07,24.95,102770.25,2500.0,2500.63,22340098.0,0.0,0.06,22160328.0,0.15,0.15,0.5,210894.86,33.34,24.95,102720.34,2500.0,2499.38,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3638541972.8141,5690073951.7519,4116980916.229,7139.2468,7594.4026,6722043293.7182,4446796590.2081,4358758650.9942,2935827370.1383,5681178494.6237,4101463945.2963,39134.6008,61691.4155,6735850629.4658,4451092960.5928,4389196902.6549,2937647473.4733,5679474702.5942,4099075330.0544,798655.2643,4553.1817,6712925567.9891,4445800392.4867,4339447695.0839,4027053353.6585,5792292793.4512,4120122814.3214,342109.177,175019066.2322,6776588789.0458,4498450584.364,4385921074.4487,3811997017.2231,5709800417.8975,4117147537.5735,9545682.2492,8678409.943,6760666837.4317,4473878230.448,4389851737.11,3396113778.6161,5708129501.5846,4108873319.8402,214267.4647,9713.4055,6737501063.5582,4449804702.8453,4394259372.0583,2664850688.4826,5751176342.5254,4110774143.3022,18121.1306,9702.3314,6755291759.0855,4445795906.9246,4393511792.714,2181978701.0981,5732046144.9443,4115471462.73,23374.6611,7956.4525,6731739352.2061,4443552454.6066,4126387227.6249,22.044,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:19:09.601,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,152560.72,33.08,24.95,102770.34,2500.0,2499.81,22340098.0,0.0,0.07,22160328.0,0.15,0.15,0.5,210669.05,33.32,24.95,102721.86,2500.0,2498.6,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3643406906.6998,5690071797.8173,4116980916.229,7138.4933,7594.213,6722042444.8217,4447296539.346,4355649596.575,2931474214.209,5680771987.6711,4101251489.2515,39132.941,61570.2015,6739856157.9709,4450838057.8164,4390651211.6853,2941039260.1122,5679065567.8968,4098650929.2333,798151.8734,4553.1279,6713491309.8771,4445798710.4009,4343011711.9089,4029516981.8995,5792288408.1275,4120338797.8142,342025.0279,174987411.6428,6775425686.6604,4499213527.7762,4386163497.6785,3796065730.8485,5709801138.4105,4117369981.2773,9545807.399,8678825.7849,6760087082.7286,4475393429.6681,4389608342.0922,3410781451.8212,5713890410.9589,4108450521.509,215090.248,9738.589,6742085994.04,4450301397.5417,4394988369.5171,2649899564.7807,5744507828.356,4111205213.4178,18118.1855,9658.6289,6759325650.8749,4445794785.5341,4394726144.9853,2183127777.6244,5738270219.3903,4115474061.7528,23368.7656,7956.0831,6731737651.9595,4443552454.6066,4122517794.981,22.1245,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:19:10.801,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,152223.36,33.06,24.95,102769.81,2500.0,2500.07,22340098.0,0.0,0.05,22160328.0,0.14,0.14,0.5,210835.86,33.33,24.94,102720.44,2500.0,2498.29,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3642400128.7179,5690070361.861,4116978316.2602,7139.5479,7594.037,6720894584.9601,4447044868.1997,4353495172.2625,2939001558.9043,5680771270.8766,4101038019.2686,39126.3414,61529.3242,6737562324.5129,4450589357.8806,4392109807.3943,2941912316.5521,5679878162.4024,4098861565.5415,798051.6734,4552.9859,6712923024.7542,4446047437.479,4346103291.5275,4030951121.5096,5792289139.0148,4120551681.0659,342106.3266,174975232.4793,6780646514.8142,4499464873.4536,4386403736.6646,3784247301.557,5709796094.8195,4117152738.0519,9545969.6837,8679032.0491,6761237298.2666,4476656879.9051,4389606129.3356,3419791495.7911,5711008142.9704,4108235782.4824,214049.7511,9767.9303,6738642668.709,4450050510.7195,4395231791.7474,2642261316.5977,5746170968.6775,4110989147.9308,18114.7804,9650.679,6760477247.5028,4445794224.8388,4394969539.2113,2186703439.5045,5736605863.1922,4115255990.4361,23369.4119,7956.4111,6731736801.8363,4443050543.5392,4116083415.4692,22.1245,23.4945,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:19:12.001,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,152335.61,33.06,24.95,102770.05,2500.0,2501.2,22340098.0,0.0,0.06,22160328.0,0.14,0.15,0.5,209471.69,33.31,24.95,102719.33,2500.0,2499.86,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3643232940.9601,5690066771.9701,4117189287.5715,7138.6559,7594.2678,6720893736.2078,4446795468.566,4351344519.3837,2989429952.0556,5680361955.2752,4101035947.3739,39129.9681,62015.9949,6742148148.1481,4450339002.0767,4393326136.3007,2932945882.8759,5679468252.8307,4098861047.836,798510.8989,4553.4065,6711781657.9081,4446045755.2989,4344436658.2722,4032592988.3478,5791862164.73,4120763025.0351,342036.6098,175000419.254,6780056511.6876,4499202178.9707,4386399314.5763,3807957996.9243,5709394812.6801,4117154818.2433,9546206.2344,8678366.1566,6760086228.9764,4475904369.4253,4390338607.9451,3431680745.0726,5709770172.9107,4108018990.2973,214117.8406,9682.8164,6737489151.7059,4449547138.0471,4394987261.852,2633791428.1911,5748672566.3717,4111202097.8295,18114.245,9682.747,6756430034.1297,4445541040.5921,4394480562.6315,2191269775.3027,5735362570.5601,4115042619.5426,23369.2014,7955.9407,6731158619.5172,4443048302.1405,4117373774.0647,22.044,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:19:13.203,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,152203.15,33.08,24.96,102770.86,2500.0,2501.08,22340098.0,0.0,0.07,22160328.0,0.15,0.14,0.5,209272.02,33.32,24.95,102720.32,2500.0,2499.42,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3642898850.5747,5689653959.3654,4117187207.4883,7139.371,7594.3107,6722029711.3752,4446796029.387,4354211248.2853,2987281575.3735,5680358371.5596,4100820945.771,39128.8056,62325.7308,6746163741.6936,4450088113.144,4395273331.4871,2971265290.8068,5679873145.5601,4099282385.8341,798883.2837,4552.9118,6711776572.3004,4445796467.6198,4343007880.9107,4034239246.6276,5792281830.1418,4120763025.0351,341952.3394,175012217.3643,6779476027.3973,4498183468.5426,4386401525.6205,3803003119.7504,5709804020.4626,4117365820.6782,9546258.8028,8678355.021,6758926163.0388,4474386004.5147,4390578763.902,3440796994.4406,5715943021.9978,4108227999.1698,213869.8747,9787.6815,6741505193.2573,4448799304.2698,4395232899.4738,2630182766.7564,5750337396.6043,4111199501.5059,18121.974,9633.6892,6758740184.3633,4445790299.972,4394966770.0487,2193162331.5401,5734530390.7381,4115254431.1035,23373.5463,7956.289,6732300629.1447,4443547410.8944,4128324141.5193,21.9634,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:19:14.404,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,152131.07,33.07,24.94,102770.67,2500.0,2500.74,22340098.0,0.0,0.05,22160328.0,0.14,0.14,0.5,209455.25,33.32,24.95,102721.47,2500.0,2501.24,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3642899310.3448,5688834972.3638,4117186167.4467,7139.7223,7594.1699,6721454884.9843,4446793225.2818,4351345067.7195,3034016321.2137,5681169892.4731,4100822499.6115,39141.5233,61834.2229,6744432331.1473,4450584867.5348,4396733337.027,2963242646.5085,5680278096.3303,4099284974.6298,799088.9542,4553.0967,6712340425.5319,4445795346.2293,4343482758.6207,4036919824.7759,5791856318.0589,4120764065.997,341989.6156,175026894.3074,6779470034.2466,4498438102.8027,4386645107.7944,3792050729.8397,5710211125.5224,4117365300.6033,9546016.2098,8679405.4113,6758926163.0388,4475899853.2234,4390821159.8052,3450415069.6864,5713880317.2314,4108015877.1338,212966.2944,9767.916,6739783811.3882,4449551066.2177,4395236222.653,2627995550.8334,5752839721.2544,4111201578.5648,18110.3323,9649.0204,6762782475.0192,4446041830.212,4394971754.5414,2190175569.771,5732454249.5479,4115257029.9912,23370.051,7956.1614,6732875605.8158,4443297842.5329,4124029625.7796,22.044,23.3333,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:19:15.605,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,151744.63,33.05,24.96,102770.9,2500.0,2500.42,22340098.0,0.0,0.06,22160328.0,0.14,0.14,0.5,208851.72,33.31,24.95,102721.89,2500.0,2502.07,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3644744008.4641,5688833536.7167,4117183047.3219,7140.2409,7594.7939,6720307222.2694,4446791542.8187,4348959280.9777,3012484498.0409,5680764102.9317,4100823017.5584,39137.6972,61734.3888,6742131971.0515,4450335634.5064,4395274993.0767,2947966120.6255,5680280963.3028,4099496194.2733,798243.8668,4553.1664,6712908613.0892,4445546647.2303,4346339686.7127,4037949763.0815,5792280368.3672,4120978034.5617,342079.2189,175001269.4109,6778310220.8526,4498184603.1656,4386161286.7566,3811994611.7579,5709386887.6081,4117366340.7531,9546427.915,8680023.9867,6758925309.4324,4474381489.842,4390580977.1482,3454945486.2625,5712236557.5897,4107804814.7764,213721.1607,9797.6106,6742080885.4832,4448554196.5889,4395482995.4581,2622753992.975,5754512053.4418,4110987590.2176,18110.3688,9687.1912,6763936106.6029,4445790860.6672,4394972308.3739,2193593953.6819,5731214203.0662,4115260148.6564,23373.4098,7956.6078,6732301479.3402,4442799910.3491,4122737711.7323,22.044,23.4139,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:19:16.796,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,151272.41,33.04,24.95,102770.17,2500.0,2500.53,22340098.0,0.0,0.05,22160328.0,0.14,0.13,0.5,208632.99,33.32,24.95,102720.86,2500.0,2500.0,22450181.0
0000000009-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,1a81ef3a-119c-4e8a-8cfb-74855d327b08,7113cb0f-29bf-4a49-bde5-68154af529bf,3641887295.4587,5688017655.9248,4117397160.5388,7139.3411,7594.3227,6719736082.8242,4447288126.0867,4351582035.5341,3009385498.2139,5680358371.5596,4101039055.216,39127.6394,61802.2379,6740415389.8536,4450837496.4917,4396251177.2201,2949839436.7247,5680281680.0459,4099498783.203,797665.4647,4553.2445,6712341273.2051,4445797589.0104,4344673419.1076,4039191172.7231,5792707404.4295,4120981678.1178,342108.4504,174999534.1666,6777734314.8164,4498185170.4771,4386160734.0261,3789876596.3553,5708982782.2203,4117156898.4347,9546739.8675,8680686.2231,6759503158.6136,4473121015.5148,4390340267.788,3460848805.2073,5709765850.1441,4107594811.9326,214597.9282,9757.0153,6740937260.5772,4450301958.8034,4396456509.6953,2616051892.2492,5755351488.7436,4110774662.513,18128.834,9690.1194,6760472978.7416,4446042390.9387,4395703207.2232,2190656732.1275,5729971079.4592,4115475101.3619,23373.3805,7956.5435,6731726600.3571,4443048302.1405,4118022628.1918,21.9634,23.2527,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 04:19:18.004,"{'cid': 'a183e558-73ef-4ab6-980b-a59462367cb5', 'uuid': 'ed0aaf28-c04f-4fe8-8b3c-b64f8cbdc885', 'annotationId': '1a81ef3a-119c-4e8a-8cfb-74855d327b08', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759378501653, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T04:15:02.021Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,151308.94,33.04,24.96,102771.55,2500.0,2499.84,22340098.0,0.0,0.04,22160328.0,0.15,0.14,0.5,208073.16,33.31,24.95,102722.33,2500.0,2499.75,22450181.0
