component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_183425,FLW0_183425,ANLT0_183425,SETP0_093324,FLW0_093324,ANLT0_093324,FLW0_091225,SETP0_453624,FLW0_453624,ANLT0_453624,FLW0_093125,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,aa29b712-b676-45eb-872f-8af253c886c0,af2543cc-bda9-48c2-99ce-ba3d90feffab,4391495892.54,6645733087.434,4558179150.8457,8184.5911,5743.4881,6929395738.7356,4607297140.5371,4399261108.3375,4336771912.5144,6648025157.2327,4559792817.6796,12467.8037,82496.3048,6929467341.949,4659499061.4735,4811166444.2557,4405716672.2352,6694584529.6403,4643141701.8284,241847.6072,4893.2806,6939118572.9276,4610793475.7372,4667967747.6311,4468931375.3177,6693279864.9219,4694303572.4865,12983789.9091,8870939.8604,6951686229.8528,4645852973.8581,4780106665.0597,4401109751.3489,6657010664.2035,4575372177.6289,6315289.0735,646031.1754,6929541564.7922,4637253940.4553,4776458508.9727,4392005107.1389,6656341729.639,4571337987.5375,904439.0907,3482.2023,6930026198.5853,4605180010.4354,4381022538.946,4382052063.1404,6692337497.8896,4633925605.334,28576.863,14926.7896,6928246900.6461,4721252303.1204,4810292922.5544,3048799614.2719,6659695900.5376,4561595946.8018,26458.1651,7705.2502,6937913096.6952,4640422946.6059,4289361748.161,21.4799,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:55:04.385,"{'cid': '2bb4fa6e-6c6e-4077-856c-679a7ebaf5c2', 'uuid': '714ac1ac-4ad2-4742-b6a1-900f3b459ad0', 'annotationId': 'aa29b712-b676-45eb-872f-8af253c886c0', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759377301671, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:55:01.949Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,492072.14,29.73,25.0,102746.38,0.0,0.06,22160328.0,2500.0,2498.92,22450181.0,0.14,2500.0,2498.25,22340098.0,0.17,0.5,319086.49,30.68,25.01,102697.86
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,aa29b712-b676-45eb-872f-8af253c886c0,af2543cc-bda9-48c2-99ce-ba3d90feffab,4391738551.2073,6645733087.434,4557916930.3342,8188.4338,5742.5903,6930603493.4498,4607030506.9018,4434004249.1334,4342734109.1228,6649136123.4589,4560051223.0216,12466.5691,82449.2761,6929459483.0597,4657584286.1331,4811166444.2557,4405960349.7243,6694582840.7364,4640964737.582,241857.4317,4893.5445,6939718408.3953,4610257690.0754,4678727583.7659,4468678414.0969,6692716528.7861,4694858090.8929,12984069.5716,8870892.4084,6951072085.4866,4645850634.54,4780682256.5092,4401111976.4143,6657573899.8992,4575636405.6364,6314958.1211,646088.8544,6930139725.7881,4637798341.8963,4775886921.9653,4391765750.7633,6656348446.6835,4572135149.1719,903140.0733,3487.0027,6930630567.6856,4605181749.6666,4417200623.8164,4380353227.771,6692902490.5023,4637179562.2147,28560.5634,14982.3277,6929452497.3804,4722093092.379,4810292922.5544,3041736001.5393,6659139857.2029,4561332181.9229,26462.8731,7706.0599,6938518842.3538,4640966347.2774,4258449683.1704,21.641,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:55:05.585,"{'cid': '2bb4fa6e-6c6e-4077-856c-679a7ebaf5c2', 'uuid': '714ac1ac-4ad2-4742-b6a1-900f3b459ad0', 'annotationId': 'aa29b712-b676-45eb-872f-8af253c886c0', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759377301671, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:55:01.949Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,530865.44,29.98,25.01,102747.02,0.0,0.05,22160328.0,2500.0,2497.62,22450181.0,0.15,2500.0,2498.76,22340098.0,0.15,0.5,336357.66,30.88,25.02,102698.09
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,aa29b712-b676-45eb-872f-8af253c886c0,af2543cc-bda9-48c2-99ce-ba3d90feffab,4392230611.2252,6646292756.5392,4557393155.0187,8183.834,5742.6805,6930600873.3624,4607828760.3689,4466521175.9405,4348233031.0525,6650244945.8938,4559785911.6022,12465.9059,82218.4034,6928850082.9477,4664966525.7223,4812039677.2432,4405221046.7706,6694580307.3805,4644498505.1879,241964.2819,4893.3048,6939718408.3953,4610522375.0653,4688975465.5631,4468422657.706,6692708087.118,4694017772.5118,12983665.0932,8870317.7939,6951072961.3734,4646121183.7642,4780679845.7088,4400862164.8682,6657566341.955,4575368712.8255,6315166.8692,646064.7735,6931348589.3965,4637251605.3707,4776169687.4812,4392252262.255,6656345927.7918,4571869013.2718,903590.9409,3490.319,6931232422.0456,4605177111.7166,4449721707.9055,4380833887.0432,6692899113.55,4629047090.4417,28525.7035,14997.2629,6931269979.9109,4723215602.3308,4810875841.5721,3049156315.0991,6660255397.7989,4561854560.1105,26455.3892,7706.4569,6939123819.5173,4641234589.5413,4304297112.462,21.641,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:55:06.785,"{'cid': '2bb4fa6e-6c6e-4077-856c-679a7ebaf5c2', 'uuid': '714ac1ac-4ad2-4742-b6a1-900f3b459ad0', 'annotationId': 'aa29b712-b676-45eb-872f-8af253c886c0', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759377301671, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:55:01.949Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,545729.34,30.23,25.02,102745.78,0.0,0.07,22160328.0,2500.0,2499.61,22450181.0,0.16,2500.0,2499.84,22340098.0,0.15,0.5,349147.36,31.08,25.01,102697.54
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,aa29b712-b676-45eb-872f-8af253c886c0,af2543cc-bda9-48c2-99ce-ba3d90feffab,4393205064.1346,6645730572.5543,4557651288.5412,8189.1147,5742.6052,6929996506.8553,4607292500.435,4495170322.5075,4353506850.8226,6649131091.1683,4560047194.2446,12465.4526,82207.7158,6929457736.6399,4662501614.1339,4812331027.7879,4406200712.8536,6694011652.4529,4647491787.893,242189.5488,4893.2361,6938503978.316,4610786510.332,4698431372.549,4468170883.2166,6691583389.6016,4693462267.5038,12984260.1835,8869722.1532,6951073837.2602,4645847125.5629,4781255575.648,4401110307.6153,6657573899.8992,4575371600.1617,6315273.3005,646052.9159,6930140599.0743,4637248102.7437,4776457906.7807,4392253372.5643,6656350965.5751,4571339718.4399,906092.3723,3485.4745,6930015719.1512,4605439471.243,4396835948.3284,4379137654.2868,6692904178.9785,4632837095.0766,28497.848,15029.2628,6931267359.5947,4724616070.8975,4810874021.9567,3034238934.3161,6660258758.2962,4562118961.2483,26463.1634,7706.8527,6938512721.8676,4641500525.8852,4267402464.6182,21.7216,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:55:07.993,"{'cid': '2bb4fa6e-6c6e-4077-856c-679a7ebaf5c2', 'uuid': '714ac1ac-4ad2-4742-b6a1-900f3b459ad0', 'annotationId': 'aa29b712-b676-45eb-872f-8af253c886c0', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759377301671, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:55:01.949Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,547373.03,30.46,25.03,102745.52,0.0,0.06,22160328.0,2500.0,2500.4,22450181.0,0.15,2500.0,2501.39,22340098.0,0.14,0.5,357518.09,31.22,25.02,102700.84
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,aa29b712-b676-45eb-872f-8af253c886c0,af2543cc-bda9-48c2-99ce-ba3d90feffab,4393451799.2004,6645173512.1542,4557914053.9608,8188.1399,5743.3355,6929999126.7138,4607291340.4095,4520840221.1708,4357833654.6406,6649687971.8168,4559523508.0854,12466.1092,82507.2377,6930058510.1738,4660038718.761,4812330421.0654,4405709433.1217,6694577774.0247,4650493631.5079,242032.3879,4893.146,6939719282.9034,4610784768.9807,4705967722.7958,4468924597.5713,6692144846.7967,4693738522.5994,12981947.2483,8868281.6435,6950467682.6064,4646660622.3678,4782118526.5569,4400620167.9737,6657573899.8992,4575372177.6289,6315395.1822,646054.8469,6930741484.7162,4636704412.7948,4775591546.7518,4392491672.2185,6656345088.1612,4571071943.6912,906223.7794,3494.0125,6930620960.6987,4605435412.8015,4431287925.3506,4380105741.0175,6694031073.2078,4636358476.2128,28573.5621,15040.3604,6932474884.2491,4725738592.4207,4810873415.4182,3049738781.4948,6660257078.0476,4562644975.5255,26461.3478,7706.6428,6937906976.7442,4641229330.9962,4311799151.8051,21.7216,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:55:09.194,"{'cid': '2bb4fa6e-6c6e-4077-856c-679a7ebaf5c2', 'uuid': '714ac1ac-4ad2-4742-b6a1-900f3b459ad0', 'annotationId': 'aa29b712-b676-45eb-872f-8af253c886c0', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759377301671, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:55:01.949Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,541820.6,30.68,25.03,102746.16,0.0,0.07,22160328.0,2500.0,2499.98,22450181.0,0.16,2500.0,2499.92,22340098.0,0.15,0.5,360605.0,31.4,25.02,102699.75
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,aa29b712-b676-45eb-872f-8af253c886c0,af2543cc-bda9-48c2-99ce-ba3d90feffab,4394184393.2241,6644612354.371,4557650138.058,8188.0995,5743.4491,6930000873.2862,4607560324.826,4544974212.0344,4361687524.1193,6649129413.7382,4560050071.9424,12465.9704,82516.0273,6930060256.7461,4657307106.0038,4812040283.9289,4404972997.0492,6694574396.2169,4652676610.488,242200.4337,4892.9713,6939714035.8548,4610783608.0799,4712689245.3951,4468418139.7188,6691574949.3585,4693458121.0757,12979699.5791,8867469.7765,6949858131.1849,4646931851.4185,4782118526.5569,4400624617.6094,6657577258.9856,4575900664.164,6315432.5682,646036.5956,6929531959.4831,4636706747.6068,4775879094.4123,4392250596.7912,6655786248.006,4571335679.6677,907379.4359,3493.0334,6929407963.6745,4605435992.5788,4380775562.0615,4380833333.3333,6692895736.5977,4639071374.2022,28533.4164,15042.3861,6932474010.6578,4726302136.0148,4810579209.1218,3036455243.9493,6660256237.9232,4562122991.8812,26456.7403,7706.1837,6935482433.1411,4641231668.1274,4353534804.5674,21.641,23.011,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:55:10.393,"{'cid': '2bb4fa6e-6c6e-4077-856c-679a7ebaf5c2', 'uuid': '714ac1ac-4ad2-4742-b6a1-900f3b459ad0', 'annotationId': 'aa29b712-b676-45eb-872f-8af253c886c0', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759377301671, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:55:01.949Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,531380.2,30.91,25.02,102745.35,0.0,0.05,22160328.0,2500.0,2500.32,22450181.0,0.16,2500.0,2498.95,22340098.0,0.14,0.5,363226.86,31.56,25.03,102700.46
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,aa29b712-b676-45eb-872f-8af253c886c0,af2543cc-bda9-48c2-99ce-ba3d90feffab,4394184948.6254,6644608163.6074,4557649562.8164,8190.3769,5743.3112,6929399231.5753,4607828760.3689,4567520156.6459,4364820699.5476,6649122704.0174,4560309082.5371,12466.3883,82454.5528,6930055017.0291,4655123066.1041,4812036643.8148,4404727758.6015,6694572707.313,4646401595.1208,242124.0941,4893.3052,6939717533.8872,4611052417.7164,4719430560.5141,4467913490.3157,6691571573.2613,4693459305.7695,12976963.8071,8866899.3527,6951077340.8076,4647201942.2019,4782403231.6411,4400624061.405,6657013183.3067,4575897776.4944,6315411.3902,646051.3154,6929537198.7426,4636710249.8249,4775592148.835,4392250041.6366,6655784568.8859,4571600600.0808,906916.9173,3488.2216,6928808172.5312,4605973559.0862,4390024910.0471,4381560059.8106,6692893203.8835,4641517867.604,28541.5694,14992.1944,6931265612.7173,4727145322.5423,4810285644.9754,3037861864.8628,6659693380.3763,4561593643.8482,26462.4607,7707.3889,6934878091.4096,4640691125.7814,4312032515.9045,21.641,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:55:11.592,"{'cid': '2bb4fa6e-6c6e-4077-856c-679a7ebaf5c2', 'uuid': '714ac1ac-4ad2-4742-b6a1-900f3b459ad0', 'annotationId': 'aa29b712-b676-45eb-872f-8af253c886c0', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759377301671, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:55:01.949Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,521556.45,31.12,25.04,102747.36,0.0,0.08,22160328.0,2500.0,2500.39,22450181.0,0.16,2500.0,2498.11,22340098.0,0.15,0.5,362230.51,31.73,25.02,102699.14
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,aa29b712-b676-45eb-872f-8af253c886c0,af2543cc-bda9-48c2-99ce-ba3d90feffab,4394918897.9002,6644051290.647,4557388553.3506,8184.6351,5743.4019,6930008732.8618,4607563225.058,4587365376.8292,4367478332.8733,6649121026.5873,4560309082.5371,12466.7165,82343.6828,6929455117.0101,4653487404.8037,4812617559.6141,4404727201.8706,6694571862.861,4649128623.401,242198.1979,4893.6214,6939112451.9063,4611052998.2005,4725344652.964,4467911796.2618,6692131341.2678,4693734375.9256,12974404.1855,8866289.6835,6950473813.2773,4647748069.2722,4781825415.9633,4400626286.2228,6658131351.306,4576164953.217,6315323.7605,646035.6001,6930148458.6499,4636440203.1168,4776167278.8583,4392491117.0331,6655782889.7658,4571070789.8229,907011.3961,3491.2352,6930017465.7235,4606240069.5854,4425603236.6071,4382533650.9167,6692898269.3119,4632833001.9881,28570.7536,14975.2973,6930665502.1834,4727146512.7351,4809994542.1468,3046429369.8208,6659129777.4045,4561063266.3635,26460.3372,7707.2359,6933664482.3067,4640417688.9824,4275236400.8841,21.5604,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:55:12.795,"{'cid': '2bb4fa6e-6c6e-4077-856c-679a7ebaf5c2', 'uuid': '714ac1ac-4ad2-4742-b6a1-900f3b459ad0', 'annotationId': 'aa29b712-b676-45eb-872f-8af253c886c0', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759377301671, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:55:01.949Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,511272.46,31.34,25.04,102747.13,0.0,0.07,22160328.0,2500.0,2499.66,22450181.0,0.15,2500.0,2500.57,22340098.0,0.14,0.5,364614.21,31.91,25.03,102699.83
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,aa29b712-b676-45eb-872f-8af253c886c0,af2543cc-bda9-48c2-99ce-ba3d90feffab,4395651425.0792,6644607325.4547,4557390278.9761,8185.7897,5743.412,6930615720.524,4607563225.058,4605242712.8092,4370378942.7167,6649677067.6061,4559783609.5764,12467.7465,82266.9731,6929455990.22,4651852892.9492,4812910194.1748,4404727201.8706,6694003208.6465,4651309146.4131,242229.0212,4893.3921,6939108954.1798,4611050095.7799,4730137762.4046,4467912925.631,6692131341.2678,4693458121.0757,12971195.8007,8865869.8155,6951081720.2417,4647476744.8663,4782399614.1324,4400871064.6346,6658133030.9902,4575900664.164,6315002.1002,646039.4542,6929544184.4219,4636438452.11,4775586730.0861,4392003996.8913,6655781210.6456,4570806507.442,907056.0479,3491.7081,6929417568.9836,4606507190.907,4375457655.1724,4380835548.1728,6692895736.5977,4635815926.511,28551.9437,14977.7784,6931271726.7884,4727989405.3925,4809991510.0061,3054225047.3357,6658011253.8843,4561589613.6795,26463.2803,7706.8283,6932453044.4658,4640417104.802,4319326252.7233,21.4799,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:55:13.988,"{'cid': '2bb4fa6e-6c6e-4077-856c-679a7ebaf5c2', 'uuid': '714ac1ac-4ad2-4742-b6a1-900f3b459ad0', 'annotationId': 'aa29b712-b676-45eb-872f-8af253c886c0', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759377301671, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:55:01.949Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,498728.75,31.51,25.04,102747.34,0.0,0.07,22160328.0,2500.0,2499.26,22450181.0,0.15,2500.0,2499.79,22340098.0,0.14,0.5,360894.25,32.05,25.02,102699.75
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,aa29b712-b676-45eb-872f-8af253c886c0,af2543cc-bda9-48c2-99ce-ba3d90feffab,4395895655.0728,6645163453.4786,4557390854.1846,8187.9005,5744.1056,6931221067.3421,4608098967.3976,4534301640.8439,4373529021.5589,6650239912.759,4559522932.6121,12466.8607,82237.7128,6929457736.6399,4650491774.4863,4814079266.8123,4405218819.5991,6694568485.0532,4653222528.9246,242108.8386,4893.4577,6938507475.7366,4610784188.5303,4735516150.2179,4467659514.3986,6692695424.6159,4693459305.7695,12970426.1816,8866371.4262,6951083472.0154,4647206037.206,4782113703.5027,4400378754.1713,6658688896.3548,4576163220.5152,6314611.5164,645983.6328,6929539818.3723,4636705580.2008,4774723091.7409,4392248376.1728,6656898983.9617,4571071366.7571,907100.9527,3493.4868,6929415822.5637,4606508930.6425,4412768751.3911,4381324066.8956,6692899113.55,4628236462.4102,28574.1307,14941.8477,6931276967.4207,4728557056.9677,4810579815.6235,3047028141.8658,6658566269.108,4561327576.2809,26459.3758,7707.0761,6932452170.8745,4640415352.2608,4292161723.3167,21.7216,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-10ppbNO-Maxwell-Q425', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 03:55:15.192,"{'cid': '2bb4fa6e-6c6e-4077-856c-679a7ebaf5c2', 'uuid': '714ac1ac-4ad2-4742-b6a1-900f3b459ad0', 'annotationId': 'aa29b712-b676-45eb-872f-8af253c886c0', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759377301671, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T03:55:01.949Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,489981.62,31.68,25.04,102748.49,0.0,0.08,22160328.0,2500.0,2499.6,22450181.0,0.14,2500.0,2498.87,22340098.0,0.15,0.5,358733.76,32.2,25.02,102698.81
