component_sn,sn,d,t,T0,H0,event_name
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:22.096Z,E,23.14,15.69,cleaningRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:23.102Z,E,23.17,15.74,cleaningRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:24.109Z,E,23.13,15.71,cleaningRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:25.115Z,E,23.15,15.64,cleaningRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:26.121Z,E,23.15,15.7,cleaningRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:27.126Z,E,23.16,15.68,cleaningRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:28.181Z,E,23.14,15.66,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:29.187Z,E,23.15,15.64,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:30.194Z,E,23.13,15.62,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:31.202Z,E,23.14,15.65,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:32.207Z,E,23.13,15.63,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:33.214Z,E,23.15,15.61,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:34.219Z,E,23.15,15.64,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:35.225Z,E,23.14,15.61,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:36.231Z,E,23.14,15.57,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:37.237Z,E,23.13,15.61,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:38.299Z,E,23.14,15.6,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:39.305Z,E,23.15,15.58,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:40.312Z,E,23.15,15.56,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:41.320Z,E,23.15,15.59,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:42.326Z,E,23.13,15.58,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:43.333Z,E,23.13,15.56,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:44.341Z,E,23.12,15.53,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:45.348Z,E,23.14,15.56,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:46.352Z,E,23.13,15.54,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:47.358Z,E,23.14,15.55,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:48.364Z,E,23.13,15.52,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:49.371Z,E,23.12,15.5,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:50.378Z,E,23.14,15.48,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:51.435Z,E,23.13,15.52,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:52.444Z,E,23.12,15.5,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:53.452Z,E,23.12,15.47,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:54.459Z,E,23.13,15.45,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:55.466Z,E,23.12,15.48,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:56.471Z,E,23.14,15.48,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:57.477Z,E,23.14,15.48,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:58.484Z,E,23.13,15.47,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:24:59.491Z,E,23.14,15.45,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:25:00.497Z,E,23.13,15.45,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:25:01.504Z,E,23.14,15.43,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:25:02.510Z,E,23.13,15.43,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:25:03.568Z,E,23.11,15.43,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:25:04.575Z,E,23.11,15.44,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:25:05.581Z,E,23.13,15.45,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:25:06.596Z,E,23.13,15.47,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:25:07.604Z,E,23.12,15.4,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:25:08.610Z,E,23.12,15.42,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:25:09.618Z,E,23.12,15.4,recoveryOff
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T17:25:10.624Z,E,23.09,15.41,recoveryOff
