component_sn,product_sn,event_name,annotation_id,configuration_id,CHRA1,CHRA2,CHRA3,CHRA4,CHRA5,CHRA6,CHRA7,CHRA8,CHRB1,CHRB2,CHRB3,CHRB4,CHRB5,CHRB6,CHRB7,CHRB8,CHRC1,CHRC2,CHRC3,CHRC4,CHRC5,CHRC6,CHRC7,CHRC8,CHRD1,CHRD2,CHRD3,CHRD4,CHRD5,CHRD6,CHRD7,CHRD8,CHRE1,CHRE2,CHRE3,CHRE4,CHRE5,CHRE6,CHRE7,CHRE8,CHRF1,CHRF2,CHRF3,CHRF4,CHRF5,CHRF6,CHRF7,CHRF8,CHRG1,CHRG2,CHRG3,CHRG4,CHRG5,CHRG6,CHRG7,CHRG8,CHRH1,CHRH2,CHRH3,CHRH4,CHRH5,CHRH6,CHRH7,CHRH8,BT1,BT2,reference_ui,reference_type,reference_details,metadata,payloadCreateAt,event,bVOC_452225,GASR0_452225,H0_452225,T0_452225,P0_452225,SETP0_183425,FLW0_183425,ANLT0_183425,SETP0_453624,FLW0_453624,ANLT0_453624,FLW0_091225,SETP0_093324,FLW0_093324,ANLT0_093324,FLW0_093125,bVOC_454524,GASR0_454524,H0_454524,T0_454524,P0_454524
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,bd78efcb-1c2e-44a1-9650-ceb30ab7afd9,7113cb0f-29bf-4a49-bde5-68154af529bf,4400071742.3947,6645179379.715,4556855696.785,8225.4178,5757.0376,6933044731.784,4607301780.6392,4513622446.0759,4365308982.5646,6648564240.1879,4557939941.322,12474.6028,83854.1153,6929477820.468,4674580709.704,4813211359.9126,4409637164.1957,6693434650.4559,4652933403.8055,242926.1431,4894.6587,6940339338.8141,4611594194.4848,4478914553.5664,4473219696.9697,6694956932.9505,4692615931.3,13007230.9434,8877266.2006,6951075589.0339,4647753919.9626,4781830841.5722,4403084200.5676,6659826948.9247,4574314416.0268,6314414.2544,648681.6056,6928958351.5236,4637798341.8963,4776470552.8122,4395669759.4311,6656895625.1574,4590924209.0625,919687.0615,3654.5388,6930032311.5885,4607311060.8433,4247725641.4377,4384974782.4641,6686693657.22,4629855080.9326,28487.1435,16428.3442,6929474327.6284,4727443313.694,4814384825.4932,3058162965.2557,6660256237.9232,4560804167.6261,26573.4921,7790.2037,6933662734.8187,4641239263.8037,4376443904.8618,21.4799,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:55:03.712,"{'cid': '4fc6a8ee-0180-440a-937b-626cf2513989', 'uuid': 'fc86a9e6-5f62-4eb8-9070-9e4b8b40196f', 'annotationId': 'bd78efcb-1c2e-44a1-9650-ceb30ab7afd9', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759384501954, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:55:02.265Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,457652.59,29.3,24.88,102791.93,0.0,0.05,22160328.0,2500.0,2498.42,22340098.0,0.14,2500.0,2497.14,22450181.0,0.15,0.5,310771.96,30.4,24.92,102743.88
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,bd78efcb-1c2e-44a1-9650-ceb30ab7afd9,7113cb0f-29bf-4a49-bde5-68154af529bf,4400066737.1114,6645173512.1542,4556329288.6307,8223.9583,5758.0473,6933653123.6348,4607298300.5626,4537940149.9113,4368687465.4887,6648566756.1221,4557677749.6549,12475.0417,83963.2557,6930083835.4729,4680638147.428,4813795593.8581,4408652067.3131,6693427895.9811,4655119858.9894,243223.9471,4894.6706,6940944633.9543,4611860195.0766,4507727066.0452,4473220262.3247,6695523182.1637,4692896825.3968,13005471.9915,8875147.0754,6951079092.5812,4647207792.2078,4782119129.4387,4402594179.5114,6659824428.7634,4574050917.9079,6314233.0789,648749.6101,6929568634.2997,4637256275.54,4777047097.085,4395914546.0607,6657458011.4209,4589063423.1103,919218.5842,3665.7425,6930035804.7332,4607045006.3798,4218750332.4999,4383515984.2651,6687261914.8039,4632834171.4419,28513.0242,16489.3586,6929471707.9986,4727721699.7976,4814672210.7563,3069355001.5533,6660254557.6745,4560800138.1533,26575.4558,7790.9496,6934877217.5129,4641236926.6725,4331663753.5504,21.641,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:55:04.903,"{'cid': '4fc6a8ee-0180-440a-937b-626cf2513989', 'uuid': 'fc86a9e6-5f62-4eb8-9070-9e4b8b40196f', 'annotationId': 'bd78efcb-1c2e-44a1-9650-ceb30ab7afd9', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759384501954, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:55:02.265Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,507121.37,29.61,24.9,102796.09,0.0,0.02,22160328.0,2500.0,2499.08,22340098.0,0.15,2500.0,2498.33,22450181.0,0.14,0.5,323366.12,30.64,24.93,102750.51
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,bd78efcb-1c2e-44a1-9650-ceb30ab7afd9,7113cb0f-29bf-4a49-bde5-68154af529bf,4400063956.3984,6645729734.261,4557115495.226,8223.4767,5758.4589,6933049973.79,4607029926.9226,4560943700.0403,4371347035.7478,6649125220.1627,4557677174.4133,12474.6082,84081.5246,6930086455.3314,4676505357.3531,4810001819.2844,4408405304.5077,6694560884.9856,4657584504.1444,243193.8487,4894.8229,6940943759.2933,4612126807.1764,4534055568.2598,4472713962.6908,6696652588.9011,4692061941.1382,13004449.7915,8875152.627,6950468558.4165,4648020595.6351,4782117320.7934,4402597518.2238,6658706534.5204,4573524590.1639,6313864.9046,648754.1878,6929574746.7691,4637529336.2134,4777046494.8205,4395912323.5915,6656338371.1167,4586934522.0865,919186.1516,3667.5421,6930036678.0194,4607843842.4503,4248207532.0084,4381329050.8362,6687259384.2261,4636084844.9386,28555.3129,16520.8797,6928262615.6801,4718171180.803,4814083515.4164,3070783993.784,6660813308.6876,4560537040.2348,26574.6672,7790.4855,6934270360.014,4641234005.2585,4293135556.518,21.5604,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:55:06.111,"{'cid': '4fc6a8ee-0180-440a-937b-626cf2513989', 'uuid': 'fc86a9e6-5f62-4eb8-9070-9e4b8b40196f', 'annotationId': 'bd78efcb-1c2e-44a1-9650-ceb30ab7afd9', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759384501954, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:55:02.265Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,544080.06,29.89,24.92,102795.27,0.0,0.03,22160328.0,2500.0,2500.14,22340098.0,0.15,2500.0,2500.36,22450181.0,0.14,0.5,339653.07,30.84,24.94,102751.98
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,bd78efcb-1c2e-44a1-9650-ceb30ab7afd9,7113cb0f-29bf-4a49-bde5-68154af529bf,4400063400.2558,6645173512.1542,4557115495.226,8223.4289,5757.7802,6932447802.9178,4607295980.5116,4495686185.5904,4374251672.4719,6649677067.6061,4557411561.6911,12475.3184,83901.3942,6930691703.0568,4672105046.4651,4806501636.1653,4407666295.2646,6693990542.9368,4658950370.4575,243247.6473,4894.9515,6939733275.0328,4611054739.6529,4470562570.4622,4472458877.3953,6697218280.1149,4692061348.9667,13002671.5797,8875421.1025,6950468558.4165,4647476744.8663,4782117923.6752,4402353661.2508,6659262494.7501,4573786295.6763,6313378.784,648779.2001,6930174657.2352,4637529336.2134,4776757000.9033,4395914546.0607,6656898144.2606,4585872547.3172,918957.8893,3694.4249,6929435033.182,4608112890.1265,4295462030.1159,4380844961.2403,6687261071.2779,4627689971.3802,28611.9287,16511.127,6928263488.7376,4720136074.6331,4814379362.6707,3057200046.4145,6661371313.335,4561321819.2286,26572.8013,7790.861,6934879839.203,4640694631.0685,4335216202.9191,21.641,22.7692,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:55:07.309,"{'cid': '4fc6a8ee-0180-440a-937b-626cf2513989', 'uuid': 'fc86a9e6-5f62-4eb8-9070-9e4b8b40196f', 'annotationId': 'bd78efcb-1c2e-44a1-9650-ceb30ab7afd9', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759384501954, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:55:02.265Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,555691.72,30.14,24.93,102795.74,0.0,0.04,22160328.0,2500.0,2501.43,22340098.0,0.15,2500.0,2499.5,22450181.0,0.15,0.5,350093.54,31.03,24.94,102749.72
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,bd78efcb-1c2e-44a1-9650-ceb30ab7afd9,7113cb0f-29bf-4a49-bde5-68154af529bf,4400306451.6129,6645728057.6746,4556851095.6462,8227.1315,5757.1339,6933052594.7929,4607564385.1508,4522644844.8905,4377162378.9765,6649119349.1571,4558199861.9261,12473.987,83953.4567,6930084708.7591,4668260460.7428,4807959022.8526,4407670752.0891,6693998142.3626,4660324098.5824,243317.3562,4894.911,6939735898.5571,4610789993.0346,4500035746.709,4472717919.7287,6696661035.5604,4691789436.2861,13001203.1995,8875222.2758,6949859006.9183,4647475574.7967,4782114909.2663,4402351435.5664,6659260814.7837,4574047454.1046,6313279.6186,648766.4512,6930165924.3734,4638063875.7517,4776747365.2514,4395671426.1903,6657457171.6493,4584547506.0757,919376.3167,3656.2482,6928830000.8731,4608649338.5936,4339016249.9316,4380120688.7007,6688395342.9512,4630669199.2987,28610.848,16510.7954,6928266107.9099,4721823099.3283,4814090798.7376,3065293570.1543,6660809947.9079,4560799562.5144,26577.5189,7791.3319,6934879839.203,4640424114.9667,4374986484.25,21.4799,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:55:08.509,"{'cid': '4fc6a8ee-0180-440a-937b-626cf2513989', 'uuid': 'fc86a9e6-5f62-4eb8-9070-9e4b8b40196f', 'annotationId': 'bd78efcb-1c2e-44a1-9650-ceb30ab7afd9', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759384501954, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:55:02.265Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,554364.57,30.36,24.93,102797.08,0.0,0.02,22160328.0,2500.0,2501.66,22340098.0,0.14,2500.0,2499.03,22450181.0,0.16,0.5,357576.03,31.22,24.94,102749.79
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,bd78efcb-1c2e-44a1-9650-ceb30ab7afd9,7113cb0f-29bf-4a49-bde5-68154af529bf,4400792635.4433,6645167644.5935,4557110318.6472,8225.2025,5758.17,6933055215.7959,4607566125.29,4463501800.9905,4366989015.8415,6648560885.6089,4557934763.8497,12475.0861,84165.3843,6931894654.0881,4665242849.5918,4808828058.688,4407914647.0555,6693437183.384,4661420838.9716,243427.8251,4895.0461,6939738522.0813,4610789993.0346,4526530449.1753,4472717919.7287,6695531627.3963,4692066086.3386,12999175.8567,8875351.5105,6949858131.1849,4648020595.6351,4781826018.8088,4402594179.5114,6658701495.0445,4574045144.9024,6313026.9566,648770.4794,6929566887.8798,4638339367.0443,4776464530.8924,4395912879.2088,6657452972.7914,4583484322.5732,919734.926,3650.6209,6929433286.7621,4608112310.0128,4377884073.9718,4378419479.8008,6688954606.8174,4633644657.5823,28637.3203,16539.3596,6928263488.7376,4722941910.9341,4813796200.7647,3058511782.6878,6660814148.8825,4561063266.3635,26584.031,7791.4757,6934878965.3063,4640151293.884,4331421705.1723,21.7216,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:55:09.711,"{'cid': '4fc6a8ee-0180-440a-937b-626cf2513989', 'uuid': 'fc86a9e6-5f62-4eb8-9070-9e4b8b40196f', 'annotationId': 'bd78efcb-1c2e-44a1-9650-ceb30ab7afd9', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759384501954, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:55:02.265Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,548760.23,30.61,24.94,102796.05,0.0,0.03,22160328.0,2500.0,2500.25,22340098.0,0.14,2500.0,2500.53,22450181.0,0.13,0.5,361271.34,31.38,24.94,102749.97
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,bd78efcb-1c2e-44a1-9650-ceb30ab7afd9,7113cb0f-29bf-4a49-bde5-68154af529bf,4401032986.594,6645720513.0355,4557108593.1209,8225.9539,5757.9834,6933660113.5867,4608100127.625,4493134666.5911,4370856306.2814,6648004192.8721,4558462113.8024,12475.2296,84147.1014,6931290069.0017,4662509831.5431,4809410623.3325,4406932546.0926,6694000675.5045,4663337845.7916,243596.1851,4894.7369,6940347210.0752,4610791734.3859,4550986400.4132,4472971338.1197,6696094594.5946,4693175383.5219,12996124.5254,8875367.8689,6949861634.1186,4648022350.9449,4781825415.9633,4402835281.0239,6658131351.306,4574303446.6832,6312952.2099,648749.4153,6930176403.8075,4638883438.449,4776175709.0384,4396646846.3462,6658012093.7264,4582158926.6092,919856.6156,3674.819,6929437652.8117,4608381969.0201,4414250807.08,4378416159.3802,6688948700.6412,4636350283.8083,28593.5116,16459.8364,6928267854.0248,4724069580.7315,4813212573.5785,3049396604.9383,6660810788.1028,4561062690.6914,26574.6326,7792.2933,6934879839.203,4639611004.0301,4302465277.7778,21.5604,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:55:10.911,"{'cid': '4fc6a8ee-0180-440a-937b-626cf2513989', 'uuid': 'fc86a9e6-5f62-4eb8-9070-9e4b8b40196f', 'annotationId': 'bd78efcb-1c2e-44a1-9650-ceb30ab7afd9', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759384501954, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:55:02.265Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,538782.18,30.83,24.94,102795.17,0.0,0.03,22160328.0,2500.0,2500.91,22340098.0,0.14,2500.0,2498.64,22450181.0,0.14,0.5,362645.3,31.57,24.95,102750.21
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,bd78efcb-1c2e-44a1-9650-ceb30ab7afd9,7113cb0f-29bf-4a49-bde5-68154af529bf,4400299777.5306,6644609001.7601,4557110893.8226,8228.0546,5758.4465,6933660987.3307,4607833981.0894,4436987803.5135,4373763613.2456,6648005031.4465,4558200437.2339,12473.4669,84170.0336,6931287448.6855,4659777086.8775,4810289283.7649,4406932546.0926,6693998986.7432,4658949782.4297,243445.2686,4894.814,6940345460.9061,4611058222.5576,4572799815.4982,4472461138.432,6696088682.4324,4692895048.5667,12994042.5596,8876164.2542,6951683601.9622,4648564573.7024,4782110689.0939,4403084757.0816,6658127152.0954,4575096431.4586,6312878.7597,648759.3452,6931380033.1907,4639153769.7833,4776750978.6209,4396892297.4325,6658015453.0948,4580574087.9921,918525.9574,3674.5449,6930040171.1641,4608649918.7747,4365326140.8048,4377932160.2479,6689512277.4449,4628495735.4831,28591.2036,16527.6001,6927662156.2636,4724913752.0818,4812919902.9126,3041743313.4501,6660249516.9285,4560798986.8754,26572.5487,7792.3443,6934880713.0997,4639610419.9521,4266749166.039,21.641,22.9304,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:55:12.110,"{'cid': '4fc6a8ee-0180-440a-937b-626cf2513989', 'uuid': 'fc86a9e6-5f62-4eb8-9070-9e4b8b40196f', 'annotationId': 'bd78efcb-1c2e-44a1-9650-ceb30ab7afd9', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759384501954, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:55:02.265Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,528096.92,31.07,24.94,102794.81,0.0,0.03,22160328.0,2500.0,2501.0,22340098.0,0.15,2500.0,2499.52,22450181.0,0.14,0.5,362991.84,31.74,24.94,102750.0
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,bd78efcb-1c2e-44a1-9650-ceb30ab7afd9,7113cb0f-29bf-4a49-bde5-68154af529bf,4400541743.1448,6644609839.9128,4556322962.7926,8227.2045,5758.3597,6934263369.4512,4608098387.2839,4469293885.6016,4231216237.8991,6649121026.5873,4558459237.098,12473.1025,84283.4207,6931892033.543,4657590735.8546,4810581028.6269,4407912975.6532,6693436339.0746,4660047053.2878,243667.0369,4895.2088,6940952505.904,4610787090.7824,4592958072.7357,4471700011.3033,6694955244.0466,4692339215.9185,12991537.4957,8876149.7362,6952902575.7841,4648835440.0749,4782398408.2962,4402835837.507,6658683856.8789,4574831110.3412,6312629.2406,648735.9203,6930773799.1266,4639421212.4752,4776752785.3056,4396890074.4693,6657453812.563,4580043355.1072,917724.7667,3677.851,6928219835.8652,4608380808.7254,4402708599.3449,4376961163.9743,6688945325.6834,4621476318.2455,28636.7697,16534.6883,6928259123.4503,4725754655.2442,4813502852.2879,3048215580.4088,6660251197.1772,4560535889.0232,26573.3096,7792.8513,6933668851.0266,4639881425.2336,4311601152.6124,21.5604,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:55:13.308,"{'cid': '4fc6a8ee-0180-440a-937b-626cf2513989', 'uuid': 'fc86a9e6-5f62-4eb8-9070-9e4b8b40196f', 'annotationId': 'bd78efcb-1c2e-44a1-9650-ceb30ab7afd9', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759384501954, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:55:02.265Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,518057.97,31.26,24.94,102795.46,0.0,0.04,22160328.0,2500.0,2499.9,22340098.0,0.15,2500.0,2500.73,22450181.0,0.14,0.5,362542.03,31.91,24.94,102749.58
0000000027-3725-asu-nz,0000000027-3524-oms-nz,HumidBaselineZ,bd78efcb-1c2e-44a1-9650-ceb30ab7afd9,7113cb0f-29bf-4a49-bde5-68154af529bf,4400296996.663,6644613192.5237,4556322962.7926,8230.5789,5758.2841,6931840496.1565,4607565545.2436,4497731526.1158,4247153057.3898,6649123542.7325,4558195834.7716,12473.33,84310.8221,6932500218.3978,4665250484.5246,4811457082.1959,4407420199.4318,6692304575.3841,4652655470.0805,243378.0588,4895.0804,6940953380.565,4610788832.1337,4610612138.1235,4471952184.4797,6694390779.3633,4692336254.8857,12987796.9446,8875357.5095,6951687981.78,4648563403.3589,4781823004.5816,4403321460.374,6659799227.1505,4575091234.5536,6312411.6981,648753.5513,6930771179.0393,4639148513.695,4777038665.3818,4396889518.7285,6657454652.3346,4579511010.9242,918457.2051,3683.7148,6928221581.9801,4608112310.0128,4436755804.1958,4377929393.537,6685558272.8959,4625518710.958,28662.1502,16506.3043,6927654299.4326,4726876524.8438,4813502245.4181,3061239736.6383,6660253717.5502,4561322394.9338,26577.9418,7791.8642,6934271233.8343,4640964594.5314,4275733541.8127,21.5604,22.8498,,,"{'Type': 'start', 'Data_Type': 'Testing', 'Protocol_name': 'BFU5000ccm-5ppbNO-Maxwell-Q325', 'Trial_Details': {'RH': 0, 'group': 1, 'detail': 'N/A', 'TrialName': 'NO2 low ppb bottom twin', 'Concentration': 0}, 'Experiment_Rig': 'DA11'}",,2025-10-02 05:55:14.509,"{'cid': '4fc6a8ee-0180-440a-937b-626cf2513989', 'uuid': 'fc86a9e6-5f62-4eb8-9070-9e4b8b40196f', 'annotationId': 'bd78efcb-1c2e-44a1-9650-ceb30ab7afd9', 'name': 'HumidBaselineZ', 'description': 'HumidBaselineZ', 'labels': 'HumidBaselineZ', 'metadata': {'Length': 300, 'Progress': 0, 'startTime': 1759384501954, 'Notification': 'Event HumidBaselineZ Started.'}, 'createdAt': '2025-10-02T05:55:02.265Z', 'createdBy': '5c7b5d9f-c171-4004-a182-4277ffd4c9eb'}",0.5,507562.66,31.46,24.95,102796.83,0.0,0.03,22160328.0,2500.0,2498.74,22340098.0,0.14,2500.0,2498.69,22450181.0,0.14,0.5,361203.86,32.05,24.95,102750.07
