component_sn,sn,d,t,T0,H0,event_name
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:24.717Z,E,22.88,16.22,pre-baseline
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:25.726Z,E,22.87,16.25,pre-baseline
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:26.732Z,E,22.89,16.26,pre-baseline
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:27.739Z,E,22.9,16.28,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:28.794Z,E,22.87,16.28,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:29.800Z,E,22.87,16.28,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:30.806Z,E,22.88,16.26,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:31.811Z,E,22.89,16.33,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:32.818Z,E,22.88,16.34,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:33.823Z,E,22.89,16.33,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:34.831Z,E,22.89,16.32,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:35.837Z,E,22.89,16.34,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:36.842Z,E,22.89,16.31,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:37.849Z,E,22.9,16.33,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:38.859Z,E,22.89,16.31,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:39.915Z,E,22.87,16.27,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:40.922Z,E,22.9,16.28,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:41.932Z,E,22.87,16.28,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:42.938Z,E,22.89,16.25,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:43.944Z,E,22.88,16.27,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:44.950Z,E,22.87,16.27,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:45.955Z,E,22.87,16.29,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:46.961Z,E,22.89,16.23,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:47.967Z,E,22.89,16.25,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:48.972Z,E,22.89,16.25,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:50.029Z,E,22.89,16.21,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:51.035Z,E,22.86,16.2,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:52.041Z,E,22.89,16.22,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:53.050Z,E,22.88,16.15,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:54.057Z,E,22.9,16.17,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:55.062Z,E,22.88,16.2,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:56.069Z,E,22.87,16.15,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:57.076Z,E,22.89,16.18,AmbientSamplingRFC
0000000009-3225-gns-nz,0000000009-1625-oms-nz,2026-03-18T15:30:58.082Z,E,22.89,16.19,AmbientSamplingRFC
